n,a,k,L,d
1,1,0,0,5
2,6,0,0,4
3,10,6,1,4
4,14,13,1,1
5,15,9,1,6
6,21,2,10,1
7,22,6,3,4
8,26,11,2,4
9,30,9,3,3
10,33,2,16,1
11,34,3,11,1
12,35,4,8,3
13,38,37,1,1
14,39,4,9,3
15,42,19,2,4
16,46,41,1,5
17,51,47,1,4
18,55,53,1,2
19,57,2,28,1
20,58,6,9,4
21,62,59,1,3
22,65,2,32,1
23,66,7,9,3
24,69,2,34,1
25,70,6,11,4
26,74,71,1,3
27,77,2,38,1
28,78,37,2,4
29,82,79,1,3
30,85,2,42,1
31,86,5,17,1
32,87,83,1,4
33,91,89,1,2
34,93,2,46,1
35,94,3,31,1
36,95,8,11,7
37,102,9,11,3
38,105,2,52,1
39,106,6,17,4
40,110,109,1,1
41,111,4,27,3
42,114,113,1,1
43,115,4,28,3
44,118,3,39,1
45,119,4,29,3
46,122,11,11,1
47,123,9,13,6
48,129,2,64,1
49,130,127,1,3
50,133,2,66,1
51,134,5,26,4
52,138,5,27,3
53,141,2,70,1
54,142,3,47,1
55,143,3,47,2
56,145,2,72,1
57,146,23,6,8
58,154,3,51,1
59,155,4,38,3
60,158,157,1,1
61,159,157,1,2
62,161,157,1,4
63,165,2,82,1
64,166,6,27,4
65,170,83,2,4
66,174,9,19,3
67,177,2,88,1
68,178,6,29,4
69,182,181,1,1
70,183,181,1,2
71,185,2,92,1
72,186,5,37,1
73,187,4,46,3
74,190,6,31,4
75,194,193,1,1
76,195,7,27,6
77,201,2,100,1
78,202,3,67,1
79,203,3,67,2
80,205,2,102,1
81,206,7,29,3
82,209,2,104,1
83,210,9,23,3
84,213,2,106,1
85,214,3,71,1
86,215,3,71,2
87,217,2,108,1
88,218,7,31,1
89,219,7,31,2
90,221,2,110,1
91,222,109,2,4
92,226,6,37,4
93,230,229,1,1
94,231,227,1,4
95,235,233,1,2
96,237,2,118,1
97,238,10,23,8
98,246,5,49,1
99,247,5,49,2
100,249,5,49,4
101,253,2,126,1
102,254,11,23,1
103,255,4,63,3
104,258,257,1,1
105,259,4,64,3
106,262,7,37,3
107,265,2,132,1
108,266,5,53,1
109,267,9,29,6
110,273,2,136,1
111,274,5,54,4
112,278,137,2,4
113,282,9,31,3
114,285,2,142,1
115,286,3,95,1
116,287,4,71,3
117,290,17,17,1
118,291,7,41,4
119,295,4,73,3
120,298,3,99,1
121,299,3,99,2
122,301,2,150,1
123,302,7,43,1
124,303,7,43,2
125,305,7,43,4
126,309,2,154,1
127,310,6,51,4
128,314,5,62,4
129,318,317,1,1
130,319,317,1,2
131,321,2,160,1
132,322,3,107,1
133,323,4,80,3
134,326,5,65,1
135,327,5,65,2
136,329,2,164,1
137,330,163,2,4
138,334,3,111,1
139,335,331,1,4
140,339,337,1,2
141,341,337,1,4
142,345,2,172,1
143,346,13,26,8
144,354,353,1,1
145,355,353,1,2
146,357,2,178,1
147,358,6,59,4
148,362,359,1,3
149,365,2,182,1
150,366,181,2,4
151,370,3,123,1
152,371,4,92,3
153,374,7,53,3
154,377,373,1,4
155,381,2,190,1
156,382,379,1,3
157,385,2,192,1
158,386,191,2,4
159,390,389,1,1
160,391,389,1,2
161,393,2,196,1
162,394,3,131,1
163,395,4,98,3
164,398,397,1,1
165,399,4,99,3
166,402,401,1,1
167,403,4,100,3
168,406,3,135,1
169,407,4,101,3
170,410,409,1,1
171,411,409,1,2
172,413,3,137,2
173,415,7,59,2
174,417,2,208,1
175,418,6,69,4
176,422,11,38,4
177,426,5,85,1
178,427,5,85,2
179,429,2,214,1
180,430,6,71,4
181,434,433,1,1
182,435,433,1,2
183,437,2,218,1
184,438,7,62,4
185,442,439,1,3
186,445,2,222,1
187,446,5,89,1
188,447,443,1,4
189,451,449,1,2
190,453,2,226,1
191,454,3,151,1
192,455,4,113,3
193,458,227,2,4
194,462,9,51,3
195,465,2,232,1
196,466,463,1,3
197,469,2,234,1
198,470,7,67,1
199,471,7,67,2
200,473,2,236,1
201,474,5,94,4
202,478,5,95,3
203,481,2,240,1
204,482,13,37,1
205,483,13,37,2
206,485,13,37,4
207,489,5,97,4
208,493,2,246,1
209,494,491,1,3
210,497,2,248,1
211,498,5,99,3
212,501,2,250,1
213,502,499,1,3
214,505,2,252,1
215,506,251,2,4
216,510,509,1,1
217,511,4,127,3
218,514,3,171,1
219,515,3,171,2
220,517,2,258,1
221,518,11,47,1
222,519,8,64,7
223,526,3,175,1
224,527,4,131,3
225,530,17,31,3
226,533,2,266,1
227,534,13,41,1
228,535,13,41,2
229,537,2,268,1
230,538,6,89,4
231,542,541,1,1
232,543,541,1,2
233,545,2,272,1
234,546,541,1,5
235,551,3,183,2
236,553,2,276,1
237,554,7,79,1
238,555,19,29,4
239,559,557,1,2
240,561,2,280,1
241,562,13,43,3
242,565,2,282,1
243,566,281,2,4
244,570,7,81,3
245,573,2,286,1
246,574,569,1,5
247,579,577,1,2
248,581,2,290,1
249,582,7,83,1
250,583,4,145,3
251,586,11,53,3
252,589,2,294,1
253,590,19,31,1
254,591,587,1,4
255,595,593,1,2
256,597,2,298,1
257,598,6,99,4
258,602,13,46,4
259,606,9,67,3
260,609,2,304,1
261,610,3,203,1
262,611,4,152,3
263,614,613,1,1
264,615,4,153,3
265,618,307,2,4
266,622,3,207,1
267,623,4,155,3
268,626,5,125,1
269,627,5,125,2
270,629,5,125,4
271,633,2,316,1
272,634,3,211,1
273,635,4,158,3
274,638,317,2,4
275,642,9,71,3
276,645,2,322,1
277,646,643,1,3
278,649,647,1,2
279,651,4,162,3
280,654,653,1,1
281,655,4,163,3
282,658,6,109,4
283,662,661,1,1
284,663,661,1,2
285,665,3,221,2
286,667,5,133,2
287,669,2,334,1
288,670,3,223,1
289,671,4,167,3
290,674,5,134,4
291,678,677,1,1
292,679,677,1,2
293,681,2,340,1
294,682,7,97,3
295,685,683,1,2
296,687,5,137,2
297,689,2,344,1
298,690,7,98,4
299,694,3,231,1
300,695,3,231,2
301,697,2,348,1
302,698,17,41,1
303,699,5,139,4
304,703,701,1,2
305,705,2,352,1
306,706,3,235,1
307,707,4,176,3
308,710,7,101,3
309,713,2,356,1
310,714,23,31,1
311,715,23,31,2
312,717,2,358,1
313,718,5,143,3
314,721,719,1,2
315,723,179,4,7
316,730,3,243,1
317,731,4,182,3
318,734,17,43,3
319,737,733,1,4
320,741,2,370,1
321,742,739,1,3
322,745,2,372,1
323,746,743,1,3
324,749,5,149,4
325,753,2,376,1
326,754,3,251,1
327,755,4,188,3
328,758,757,1,1
329,759,4,189,3
330,762,761,1,1
331,763,4,190,3
332,766,3,255,1
333,767,4,191,3
334,770,769,1,1
335,771,9,85,6
336,777,2,388,1
337,778,3,259,1
338,779,3,259,2
339,781,2,390,1
340,782,19,41,3
341,785,2,392,1
342,786,9,87,3
343,789,2,394,1
344,790,3,263,1
345,791,3,263,2
346,793,2,396,1
347,794,13,61,1
348,795,4,198,3
349,798,797,1,1
350,799,4,199,3
351,802,3,267,1
352,803,3,267,2
353,805,2,402,1
354,806,5,161,1
355,807,9,89,6
356,813,2,406,1
357,814,3,271,1
358,815,3,271,2
359,817,2,408,1
360,818,11,74,4
361,822,409,2,4
362,826,6,137,4
363,830,829,1,1
364,831,4,207,3
365,834,7,119,1
366,835,4,208,3
367,838,6,139,4
368,842,29,29,1
369,843,9,93,6
370,849,7,121,2
371,851,4,212,3
372,854,5,170,4
373,858,5,171,3
374,861,2,430,1
375,862,859,1,3
376,865,2,432,1
377,866,863,1,3
378,869,2,434,1
379,870,11,79,1
380,871,4,217,3
381,874,5,174,4
382,878,877,1,1
383,879,9,97,6
384,885,2,442,1
385,886,883,1,3
386,889,2,444,1
387,890,887,1,3
388,893,2,446,1
389,894,19,47,1
390,895,19,47,2
391,897,2,448,1
392,898,3,299,1
393,899,3,299,2
394,901,2,450,1
395,902,17,53,1
396,903,17,53,2
397,905,2,452,1
398,906,11,82,4
399,910,907,1,3
400,913,2,456,1
401,914,11,83,1
402,915,11,83,2
403,917,11,83,4
404,921,2,460,1
405,922,3,307,1
406,923,4,230,3
407,926,461,2,4
408,930,9,103,3
409,933,2,466,1
410,934,3,311,1
411,935,4,233,3
412,938,937,1,1
413,939,4,234,3
414,942,941,1,1
415,943,4,235,3
416,946,23,41,3
417,949,947,1,2
418,951,947,1,4
419,955,953,1,2
420,957,2,478,1
421,958,3,319,1
422,959,4,239,3
423,962,7,137,3
424,965,2,482,1
425,966,9,107,3
426,969,2,484,1
427,970,967,1,3
428,973,2,486,1
429,974,5,194,4
430,978,977,1,1
431,979,4,244,3
432,982,11,89,3
433,985,2,492,1
434,986,5,197,1
435,987,5,197,2
436,989,5,197,4
437,993,2,496,1
438,994,3,331,1
439,995,4,248,3
440,998,5,199,3
441,1001,2,500,1
442,1002,7,143,1
443,1003,7,143,2
444,1005,2,502,1
445,1006,3,335,1
446,1007,4,251,3
447,1010,1009,1,1
448,1011,19,53,4
449,1015,4,253,3
450,1018,6,169,4
451,1022,1021,1,1
