n,a,k,L,d
1,0,0,0,3
2,3,0,0,2
3,5,2,2,1
4,6,0,0,3
5,9,2,4,1
6,10,4,2,2
7,12,9,1,3
8,15,13,1,2
9,17,2,8,1
10,18,4,4,2
11,20,17,1,3
12,23,2,11,1
13,24,7,3,3
14,27,5,5,2
15,29,2,14,1
16,30,9,3,3
17,33,2,16,1
18,34,4,8,2
19,36,11,3,3
20,39,2,19,1
21,40,37,1,3
22,43,41,1,2
23,45,2,22,1
24,46,4,11,2
25,48,5,9,3
26,51,7,7,2
27,53,2,26,1
28,54,17,3,3
29,57,2,28,1
30,58,4,14,2
31,60,19,3,3
32,63,61,1,2
33,65,2,32,1
34,66,4,16,2
35,68,5,13,3
36,71,2,35,1
37,72,23,3,3
38,75,73,1,2
39,77,2,38,1
40,78,4,19,2
41,80,7,11,3
42,83,3,27,2
43,85,2,42,1
44,86,83,1,3
45,89,2,44,1
46,90,4,22,2
47,92,89,1,3
48,95,2,47,1
49,96,31,3,3
50,99,97,1,2
51,101,2,50,1
52,102,9,11,3
53,105,2,52,1
54,106,4,26,2
55,108,5,21,3
56,111,109,1,2
57,113,2,56,1
58,114,4,28,2
59,116,113,1,3
60,119,2,59,1
61,120,9,13,3
62,123,11,11,2
63,125,2,62,1
64,126,41,3,3
65,129,2,64,1
66,130,4,32,2
67,132,43,3,3
68,135,2,67,1
69,136,7,19,3
70,139,137,1,2
71,141,2,70,1
72,142,4,35,2
73,144,47,3,3
74,147,5,29,2
75,149,2,74,1
76,150,7,21,3
77,153,2,76,1
78,154,4,38,2
79,156,9,17,3
80,159,2,79,1
81,160,157,1,3
82,163,7,23,2
83,165,2,82,1
84,166,163,1,3
85,169,2,84,1
86,170,3,56,2
87,172,13,13,3
88,175,173,1,2
89,177,2,88,1
90,178,4,44,2
91,180,59,3,3
92,183,2,91,1
93,184,181,1,3
94,187,5,37,2
95,189,2,94,1
96,190,4,47,2
97,192,7,27,3
98,195,193,1,2
99,197,2,98,1
100,198,5,39,3
101,201,2,100,1
102,202,4,50,2
103,204,67,3,3
104,207,5,41,2
105,209,2,104,1
106,210,4,52,2
107,212,11,19,3
108,215,2,107,1
109,216,71,3,3
110,219,7,31,2
111,221,2,110,1
112,222,73,3,3
113,225,2,112,1
114,226,4,56,2
115,228,5,45,3
116,231,2,115,1
117,232,229,1,3
118,235,233,1,2
119,237,2,118,1
120,238,4,59,2
121,240,79,3,3
122,243,241,1,2
123,245,2,122,1
124,246,9,27,3
125,249,2,124,1
126,250,4,62,2
127,252,83,3,3
128,255,11,23,2
129,257,2,128,1
130,258,4,64,2
131,260,257,1,3
132,263,2,131,1
133,264,9,29,3
134,267,5,53,2
135,269,2,134,1
136,270,4,67,2
137,272,269,1,3
138,275,3,91,2
139,277,2,138,1
140,278,5,55,3
141,281,2,140,1
142,282,4,70,2
143,284,281,1,3
144,287,2,143,1
145,288,5,57,3
146,291,17,17,2
147,293,2,146,1
148,294,97,3,3
149,297,2,148,1
150,298,4,74,2
151,300,9,33,3
152,303,7,43,2
153,305,2,152,1
154,306,4,76,2
155,308,5,61,3
156,311,2,155,1
157,312,103,3,3
158,315,313,1,2
159,317,2,158,1
160,318,4,79,2
161,320,317,1,3
162,323,3,107,2
163,325,2,162,1
164,326,17,19,3
165,329,2,164,1
166,330,4,82,2
167,332,7,47,3
168,335,3,111,2
169,337,2,168,1
170,338,3,112,2
171,340,337,1,3
172,343,2,171,1
173,344,11,31,3
174,347,3,115,2
175,349,2,174,1
176,350,347,1,3
177,353,2,176,1
178,354,4,88,2
179,356,353,1,3
180,359,2,179,1
181,360,7,51,3
182,363,19,19,2
183,365,2,182,1
184,366,4,91,2
185,368,5,73,3
186,371,3,123,2
187,373,2,186,1
188,374,7,53,3
189,377,2,188,1
190,378,4,94,2
191,380,13,29,3
192,383,2,191,1
193,384,127,3,3
194,387,5,77,2
195,389,2,194,1
196,390,9,43,3
197,393,2,196,1
198,394,4,98,2
199,396,131,3,3
200,399,397,1,2
201,401,2,200,1
202,402,4,100,2
203,404,401,1,3
204,407,2,203,1
205,408,5,81,3
206,411,409,1,2
207,413,2,206,1
208,414,137,3,3
209,417,2,208,1
210,418,4,104,2
211,420,139,3,3
212,423,2,211,1
213,424,421,1,3
214,427,5,85,2
215,429,2,214,1
216,430,4,107,2
217,432,11,39,3
218,435,433,1,2
219,437,2,218,1
220,438,5,87,3
221,441,2,220,1
222,442,4,110,2
223,444,7,63,3
224,447,5,89,2
225,449,2,224,1
226,450,4,112,2
227,452,449,1,3
228,455,2,227,1
229,456,151,3,3
230,459,457,1,2
231,461,2,230,1
232,462,4,115,2
233,464,461,1,3
234,467,3,155,2
235,469,2,234,1
236,470,467,1,3
237,473,2,236,1
238,474,4,118,2
239,476,11,43,3
240,479,2,239,1
241,480,9,53,3
242,483,13,37,2
243,485,2,242,1
244,486,7,69,3
245,489,2,244,1
246,490,4,122,2
247,492,163,3,3
248,495,17,29,2
249,497,2,248,1
250,498,4,124,2
251,500,7,71,3
252,503,2,251,1
253,504,167,3,3
254,507,5,101,2
255,509,2,254,1
256,510,13,39,3
257,513,2,256,1
258,514,4,128,2
259,516,9,57,3
260,519,2,259,1
261,520,11,47,3
262,523,521,1,2
263,525,2,262,1
264,526,4,131,2
265,528,5,105,3
266,531,23,23,2
267,533,2,266,1
268,534,9,59,3
269,537,2,268,1
270,538,4,134,2
271,540,179,3,3
272,543,2,271,1
273,544,541,1,3
274,547,5,109,2
275,549,2,274,1
276,550,547,1,3
277,553,2,276,1
278,554,3,184,2
279,556,7,79,3
280,559,557,1,2
281,561,2,280,1
282,562,4,140,2
283,564,11,51,3
284,567,2,283,1
285,568,5,113,3
286,571,569,1,2
287,573,2,286,1
288,574,4,143,2
289,576,191,3,3
290,579,577,1,2
291,581,2,290,1
292,582,193,3,3
293,585,2,292,1
294,586,4,146,2
295,588,5,117,3
296,591,19,31,2
297,593,2,296,1
298,594,4,148,2
299,596,593,1,3
300,599,2,299,1
301,600,199,3,3
302,603,601,1,2
303,605,2,302,1
304,606,9,67,3
305,609,2,304,1
306,610,4,152,2
307,612,7,87,3
308,615,2,307,1
309,616,613,1,3
310,619,617,1,2
311,621,2,310,1
312,622,4,155,2
313,624,9,69,3
314,627,5,125,2
315,629,2,314,1
316,630,11,57,3
317,633,2,316,1
318,634,4,158,2
319,636,211,3,3
320,639,2,319,1
321,640,7,91,3
322,643,641,1,2
323,645,2,322,1
324,646,643,1,3
325,649,2,324,1
326,650,3,216,2
327,652,11,59,3
328,655,653,1,2
329,657,2,328,1
330,658,4,164,2
331,660,9,73,3
332,663,2,331,1
333,664,661,1,3
334,667,5,133,2
335,669,2,334,1
336,670,23,29,3
337,673,2,336,1
338,674,3,224,2
339,676,673,1,3
340,679,2,339,1
341,680,677,1,3
342,683,3,227,2
343,685,2,342,1
344,686,3,228,2
345,688,5,137,3
346,691,13,53,2
347,693,2,346,1
348,694,691,1,3
349,697,2,348,1
350,698,3,232,2
351,700,17,41,3
352,703,701,1,2
353,705,2,352,1
354,706,4,176,2
355,708,5,141,3
356,711,2,355,1
357,712,709,1,3
358,715,23,31,2
359,717,2,358,1
360,718,4,179,2
361,720,239,3,3
362,723,7,103,2
363,725,2,362,1
364,726,241,3,3
365,729,2,364,1
366,730,4,182,2
367,732,9,81,3
368,735,2,367,1
369,736,733,1,3
370,739,11,67,2
371,741,2,370,1
372,742,739,1,3
373,745,2,372,1
374,746,3,248,2
375,748,5,149,3
376,751,7,107,2
377,753,2,376,1
378,754,4,188,2
379,756,251,3,3
380,759,2,379,1
381,760,757,1,3
382,763,761,1,2
383,765,2,382,1
384,766,4,191,2
385,768,5,153,3
386,771,769,1,2
387,773,2,386,1
388,774,257,3,3
389,777,2,388,1
390,778,4,194,2
391,780,7,111,3
392,783,11,71,2
393,785,2,392,1
394,786,4,196,2
395,788,5,157,3
396,791,2,395,1
397,792,263,3,3
398,795,13,61,2
399,797,2,398,1
400,798,5,159,3
401,801,2,400,1
402,802,4,200,2
403,804,9,89,3
404,807,2,403,1
405,808,5,161,3
406,811,809,1,2
407,813,2,406,1
408,814,4,203,2
409,816,271,3,3
410,819,19,43,2
411,821,2,410,1
412,822,7,117,3
413,825,2,412,1
414,826,4,206,2
415,828,5,165,3
416,831,829,1,2
417,833,2,416,1
418,834,4,208,2
419,836,7,119,3
420,839,2,419,1
421,840,9,93,3
422,843,29,29,2
423,845,2,422,1
424,846,4,211,2
425,848,5,169,3
426,851,3,283,2
427,853,2,426,1
428,854,23,37,3
429,857,2,428,1
430,858,4,214,2
431,860,857,1,3
432,863,2,431,1
433,864,7,123,3
434,867,5,173,2
435,869,2,434,1
436,870,17,51,3
437,873,2,436,1
438,874,4,218,2
439,876,9,97,3
440,879,877,1,2
441,881,2,440,1
442,882,4,220,2
443,884,881,1,3
444,887,2,443,1
445,888,5,177,3
446,891,7,127,2
447,893,2,446,1
448,894,9,99,3
449,897,2,448,1
450,898,4,224,2
451,900,13,69,3
452,903,2,451,1
453,904,17,53,3
454,907,5,181,2
455,909,2,454,1
456,910,4,227,2
457,912,9,101,3
458,915,11,83,2
459,917,2,458,1
460,918,5,183,3
461,921,2,460,1
462,922,4,230,2
463,924,307,3,3
464,927,2,463,1
465,928,5,185,3
466,931,929,1,2
467,933,2,466,1
468,934,7,133,3
469,937,2,468,1
470,938,3,312,2
471,940,937,1,3
472,943,941,1,2
473,945,2,472,1
474,946,4,236,2
475,948,5,189,3
476,951,2,475,1
477,952,13,73,3
478,955,953,1,2
479,957,2,478,1
480,958,4,239,2
481,960,11,87,3
482,963,31,31,2
483,965,2,482,1
484,966,9,107,3
485,969,2,484,1
486,970,4,242,2
487,972,17,57,3
488,975,7,139,2
489,977,2,488,1
490,978,4,244,2
491,980,977,1,3
492,983,2,491,1
493,984,9,109,3
494,987,5,197,2
495,989,2,494,1
496,990,7,141,3
497,993,2,496,1
498,994,4,248,2
499,996,331,3,3
500,999,2,499,1
501,1000,997,1,3
502,1003,7,143,2
503,1005,2,502,1
504,1006,4,251,2
505,1008,5,201,3
506,1011,1009,1,2
507,1013,2,506,1
508,1014,337,3,3
509,1017,2,508,1
510,1018,4,254,2
511,1020,9,113,3
512,1023,1021,1,2
513,1025,2,512,1
514,1026,4,256,2
515,1028,5,205,3
516,1031,2,515,1
517,1032,7,147,3
518,1035,1033,1,2
519,1037,2,518,1
520,1038,4,259,2
521,1040,17,61,3
522,1043,3,347,2
523,1045,2,522,1
524,1046,7,149,3
525,1049,2,524,1
526,1050,4,262,2
527,1052,1049,1,3
528,1055,2,527,1
529,1056,9,117,3
530,1059,7,151,2
531,1061,2,530,1
532,1062,353,3,3
533,1065,2,532,1
534,1066,4,266,2
535,1068,5,213,3
536,1071,1069,1,2
537,1073,2,536,1
538,1074,4,268,2
539,1076,29,37,3
540,1079,2,539,1
541,1080,359,3,3
542,1083,23,47,2
543,1085,2,542,1
544,1086,4,271,2
545,1088,5,217,3
546,1091,3,363,2
547,1093,2,546,1
548,1094,1091,1,3
549,1097,2,548,1
550,1098,4,274,2
551,1100,1097,1,3
552,1103,3,367,2
553,1105,2,552,1
554,1106,3,368,2
555,1108,5,221,3
556,1111,2,555,1
557,1112,1109,1,3
558,1115,3,371,2
559,1117,2,558,1
560,1118,5,223,3
561,1121,2,560,1
562,1122,4,280,2
563,1124,19,59,3
564,1127,2,563,1
565,1128,5,225,3
