n,a,k,L,d
1,3,0,0,2
2,5,0,0,6
3,11,0,0,6
4,17,0,0,12
5,29,17,1,12
6,41,23,1,18
7,59,47,1,12
8,71,41,1,30
9,101,19,5,6
10,107,77,1,30
11,137,25,5,12
12,149,119,1,30
13,179,167,1,12
14,191,37,5,6
15,197,167,1,30
16,227,43,5,12
17,239,209,1,30
18,269,257,1,12
19,281,251,1,30
20,311,55,5,36
21,347,275,1,72
22,419,37,11,12
23,431,401,1,30
24,461,401,1,60
25,521,473,1,48
26,569,49,11,30
27,599,83,7,18
28,617,593,1,24
29,641,89,7,18
30,659,509,1,150
31,809,797,1,12
32,821,163,5,6
33,827,797,1,30
34,857,49,17,24
35,881,743,1,138
36,1019,19,53,12
37,1031,1013,1,18
38,1049,17,61,12
39,1061,1031,1,30
40,1091,1031,1,60
41,1151,1073,1,78
42,1229,1181,1,48
43,1277,23,55,12
44,1289,1277,1,12
45,1301,1283,1,18
46,1319,173,7,108
47,1427,61,23,24
48,1451,49,29,30
49,1481,25,59,6
50,1487,1367,1,120
51,1607,29,55,12
52,1619,1571,1,48
53,1667,1637,1,30
54,1697,239,7,24
55,1721,331,5,66
56,1787,131,13,84
57,1871,373,5,6
58,1877,1823,1,54
59,1931,1913,1,18
60,1949,1901,1,48
61,1997,281,7,30
62,2027,1973,1,54
63,2081,25,83,6
64,2087,2063,1,24
65,2111,23,91,18
66,2129,29,73,12
67,2141,409,5,96
68,2237,2207,1,30
69,2267,89,25,42
70,2309,43,53,30
71,2339,2297,1,42
72,2381,2213,1,168
73,2549,109,23,42
74,2591,101,25,66
75,2657,37,71,30
76,2687,2663,1,24
77,2711,2693,1,18
78,2729,157,17,60
79,2789,2777,1,12
80,2801,2633,1,168
81,2969,2939,1,30
82,2999,2879,1,120
83,3119,83,37,48
84,3167,3083,1,84
85,3251,11,295,6
86,3257,643,5,42
87,3299,467,7,30
88,3329,3299,1,30
89,3359,3347,1,12
90,3371,479,7,18
91,3389,107,31,72
92,3461,691,5,6
93,3467,3407,1,60
94,3527,19,185,12
95,3539,503,7,18
96,3557,3533,1,24
97,3581,3491,1,90
98,3671,143,25,96
99,3767,79,47,54
100,3821,223,17,30
101,3851,757,5,66
102,3917,55,71,12
103,3929,133,29,72
104,4001,569,7,18
105,4019,3989,1,30
106,4049,4007,1,42
107,4091,811,5,36
108,4127,241,17,30
109,4157,241,17,60
110,4217,29,145,12
111,4229,4217,1,12
112,4241,41,103,18
113,4259,31,137,12
114,4271,145,29,66
115,4337,4253,1,84
116,4421,89,49,60
117,4481,127,35,36
118,4517,641,7,30
119,4547,4457,1,90
120,4637,25,185,12
121,4649,199,23,72
122,4721,95,49,66
123,4787,25,191,12
124,4799,359,13,132
125,4931,55,89,36
126,4967,197,25,42
127,5009,19,263,12
128,5021,4943,1,78
129,5099,4967,1,132
130,5231,71,73,48
131,5279,5141,1,138
132,5417,5393,1,24
133,5441,47,115,36
134,5477,41,133,24
135,5501,5483,1,18
136,5519,5399,1,120
137,5639,17,331,12
138,5651,1129,5,6
139,5657,5573,1,84
140,5741,131,43,108
141,5849,49,119,18
142,5867,1171,5,12
143,5879,5669,1,210
144,6089,6047,1,42
145,6131,1213,5,66
146,6197,125,49,72
147,6269,367,17,30
148,6299,367,17,60
149,6359,6269,1,90
150,6449,577,11,102
151,6551,47,139,18
152,6569,209,31,90
153,6659,947,7,30
154,6689,607,11,12
155,6701,229,29,60
156,6761,613,11,18
157,6779,67,101,12
158,6791,193,35,36
159,6827,59,115,42
