n,a,k,L,d
1,3,0,0,3
2,6,0,0,4
3,10,7,1,3
4,13,9,1,4
5,17,7,2,3
6,20,17,1,3
7,23,19,1,4
8,27,4,6,3
9,30,13,2,4
10,34,31,1,3
11,37,17,2,3
12,40,6,6,4
13,44,41,1,3
14,47,43,1,4
15,51,4,12,3
16,54,5,10,4
17,58,5,11,3
18,61,29,2,3
19,64,5,12,4
20,68,5,13,3
21,71,67,1,4
22,75,4,18,3
23,78,5,15,3
24,81,7,11,4
25,85,41,2,3
26,88,6,14,4
27,92,89,1,3
28,95,7,13,4
29,99,4,24,3
30,102,9,11,3
31,105,101,1,4
32,109,53,2,3
33,112,6,18,4
34,116,113,1,3
35,119,4,29,3
36,122,59,2,4
37,126,41,3,3
38,129,5,25,4
39,133,5,26,3
40,136,7,19,3
41,139,5,27,4
42,143,4,35,3
43,146,71,2,4
44,150,7,21,3
45,153,149,1,4
46,157,7,22,3
47,160,157,1,3
48,163,53,3,4
49,167,4,41,3
50,170,83,2,4
51,174,9,19,3
52,177,6,29,3
53,180,8,22,4
54,184,181,1,3
55,187,61,3,4
56,191,4,47,3
57,194,5,38,4
58,198,5,39,3
59,201,6,33,3
60,204,5,40,4
61,208,5,41,3
62,211,9,23,4
63,215,4,53,3
64,218,5,43,3
65,221,7,31,4
66,225,6,37,3
67,228,7,32,4
68,232,229,1,3
69,235,4,58,3
70,238,6,39,4
71,242,239,1,3
72,245,241,1,4
73,249,6,41,3
74,252,8,31,4
75,256,11,23,3
76,259,4,64,3
77,262,6,43,4
78,266,263,1,3
79,269,5,53,4
80,273,5,54,3
81,276,7,39,3
82,279,5,55,4
83,283,4,70,3
84,286,6,47,4
85,290,7,41,3
86,293,17,17,4
87,297,6,49,3
88,300,9,33,3
89,303,13,23,4
90,307,4,76,3
91,310,6,51,4
92,314,311,1,3
93,317,157,2,3
94,320,79,4,4
95,324,107,3,3
96,327,17,19,4
97,331,4,82,3
98,334,5,66,4
99,338,5,67,3
100,341,13,26,3
101,344,5,68,4
102,348,5,69,3
