n,a,k,L,d
1,7,0,0,6
2,13,7,1,6
3,19,0,0,12
4,31,25,1,6
5,37,31,1,6
6,43,25,1,18
7,61,11,5,6
8,67,61,1,6
9,73,67,1,6
10,79,61,1,18
11,97,7,13,6
12,103,97,1,6
13,109,91,1,18
14,127,23,5,12
15,139,127,1,12
16,151,29,5,6
17,157,151,1,6
18,163,29,5,18
19,181,13,13,12
20,193,11,17,6
21,199,17,11,12
22,211,199,1,12
23,223,7,31,6
24,229,31,7,12
25,241,211,1,30
26,271,53,5,6
27,277,271,1,6
28,283,37,7,24
29,307,7,43,6
30,313,59,5,18
31,331,13,25,6
32,337,13,25,12
33,349,331,1,18
34,367,19,19,6
35,373,367,1,6
36,379,19,19,18
37,397,35,11,12
38,409,397,1,12
39,421,409,1,12
40,433,7,61,6
41,439,421,1,18
42,457,11,41,6
43,463,439,1,24
44,487,19,25,12
45,499,25,19,24
46,523,101,5,18
47,541,107,5,6
48,547,523,1,24
49,571,113,5,6
50,577,79,7,24
51,601,7,85,6
52,607,601,1,6
53,613,607,1,6
54,619,607,1,12
55,631,619,1,12
56,643,25,25,18
57,661,59,11,12
58,673,131,5,18
59,691,673,1,18
60,709,691,1,18
61,727,7,103,6
62,733,727,1,6
63,739,727,1,12
64,751,149,5,6
65,757,149,5,12
66,769,751,1,18
67,787,109,7,24
68,811,17,47,12
69,823,19,43,6
70,829,35,23,24
71,853,7,121,6
72,859,29,29,18
73,877,13,67,6
74,883,859,1,24
75,907,179,5,12
76,919,53,17,18
77,937,907,1,30
78,967,41,23,24
79,991,197,5,6
80,997,197,5,12
81,1009,997,1,12
82,1021,1009,1,12
83,1033,13,79,6
84,1039,13,79,12
85,1051,1039,1,12
86,1063,7,151,6
87,1069,1051,1,18
88,1087,23,47,6
89,1093,1069,1,24
90,1117,11,101,6
91,1123,1117,1,6
92,1129,65,17,24
93,1153,227,5,18
94,1171,163,7,30
95,1201,29,41,12
96,1213,239,5,18
97,1231,7,175,6
98,1237,25,49,12
99,1249,53,23,30
100,1279,181,7,12
101,1291,257,5,6
102,1297,1291,1,6
103,1303,257,5,18
104,1321,263,5,6
105,1327,67,19,54
106,1381,29,47,18
107,1399,25,55,24
108,1423,13,109,6
109,1429,83,17,18
110,1447,11,131,6
111,1453,1447,1,6
112,1459,1447,1,12
113,1471,1459,1,12
114,1483,7,211,6
115,1489,1447,1,42
116,1531,31,49,12
117,1543,29,53,6
118,1549,1531,1,18
119,1567,311,5,12
120,1579,223,7,18
121,1597,317,5,12
122,1609,1597,1,12
123,1621,17,95,6
124,1627,1597,1,30
125,1657,13,127,6
126,1663,1657,1,6
127,1669,35,47,24
128,1693,7,241,6
129,1699,25,67,24
130,1723,31,55,18
131,1741,347,5,6
132,1747,1741,1,6
133,1753,1747,1,6
134,1759,1741,1,18
135,1777,7,253,6
136,1783,1777,1,6
137,1789,1777,1,12
138,1801,77,23,30
139,1831,1801,1,30
140,1861,7,265,6
141,1867,1861,1,6
142,1873,1867,1,6
143,1879,73,25,54
144,1933,383,5,18
145,1951,383,5,36
146,1987,7,283,6
147,1993,1987,1,6
148,1999,1987,1,12
149,2011,401,5,6
150,2017,401,5,12
151,2029,401,5,24
152,2053,119,17,30
153,2083,31,67,6
154,2089,35,59,24
155,2113,419,5,18
156,2131,17,125,6
157,2137,2131,1,6
158,2143,25,85,18
159,2161,2143,1,18
160,2179,431,5,24
161,2203,19,115,18
162,2221,2203,1,18
163,2239,17,131,12
164,2251,29,77,18
165,2269,37,61,12
166,2281,7,325,6
167,2287,2281,1,6
168,2293,25,91,18
169,2311,2281,1,30
170,2341,467,5,6
171,2347,101,23,24
172,2371,11,215,6
173,2377,2371,1,6
174,2383,2377,1,6
175,2389,2341,1,48
176,2437,83,29,30
177,2467,23,107,6
178,2473,349,7,30
179,2503,35,71,18
180,2521,2503,1,18
181,2539,19,133,12
182,2551,509,5,6
