n,a,k,L,d
1,1,0,0,2
2,3,0,0,2
3,5,3,1,2
4,7,5,1,2
5,9,0,0,11
6,20,0,0,11
7,31,20,1,11
8,42,31,1,11
9,53,14,3,11
10,64,53,1,11
11,75,16,4,11
12,86,15,5,11
13,97,43,2,11
14,108,53,2,2
15,110,33,3,11
16,121,22,5,11
17,132,121,1,11
18,143,12,11,11
19,154,13,11,11
20,165,14,11,11
21,176,15,11,11
22,187,16,11,11
23,198,17,11,11
24,209,3,69,2
25,211,20,10,11
26,222,211,1,11
27,233,37,6,11
28,244,233,1,11
29,255,61,4,11
30,266,15,17,11
31,277,14,19,11
32,288,277,1,11
33,299,12,24,11
34,310,4,77,2
35,312,43,7,11
36,323,12,26,11
37,334,17,19,11
38,345,167,2,11
39,356,15,23,11
40,367,89,4,11
41,378,367,1,11
42,389,14,27,11
43,400,389,1,11
44,411,409,1,2
45,413,67,6,11
46,424,59,7,11
47,435,53,8,11
48,446,15,29,11
49,457,223,2,11
50,468,457,1,11
51,479,12,39,11
52,490,479,1,11
53,501,14,35,11
54,512,3,170,2
55,514,503,1,11
56,525,257,2,11
57,536,15,35,11
58,547,67,8,11
59,558,547,1,11
60,569,18,31,11
61,580,569,1,11
62,591,20,29,11
63,602,197,3,11
64,613,13,47,2
65,615,151,4,11
66,626,15,41,11
67,637,313,2,11
68,648,13,49,11
69,659,12,54,11
70,670,659,1,11
71,681,67,10,11
72,692,227,3,11
73,703,173,4,11
74,714,4,178,2
75,716,15,47,11
76,727,179,4,11
77,738,727,1,11
78,749,18,41,11
79,760,107,7,11
80,771,19,40,11
81,782,257,3,11
82,793,17,46,11
83,804,13,61,11
84,815,3,271,2
85,817,13,62,11
86,828,19,43,11
87,839,12,69,11
88,850,839,1,11
89,861,17,50,11
90,872,21,41,11
91,883,109,8,11
92,894,883,1,11
93,905,149,6,11
94,916,457,2,2
95,918,907,1,11
96,929,17,54,11
97,940,929,1,11
98,951,20,47,11
99,962,317,3,11
100,973,13,74,11
101,984,139,7,11
102,995,12,82,11
103,1006,991,1,15
104,1021,101,10,11
105,1032,1021,1,11
106,1043,12,86,11
107,1054,149,7,11
108,1065,17,62,11
109,1076,15,71,11
110,1087,269,4,11
111,1098,1087,1,11
112,1109,3,369,2
113,1111,20,55,11
114,1122,101,11,11
115,1133,17,66,11
116,1144,103,11,11
117,1155,13,88,11
118,1166,15,77,11
119,1177,22,53,11
120,1188,107,11,11
121,1199,12,99,11
122,1210,4,302,2
123,1212,1201,1,11
124,1223,12,101,11
125,1234,1223,1,11
126,1245,617,2,11
127,1256,15,83,11
128,1267,157,8,11
129,1278,181,7,11
130,1289,18,71,11
131,1300,1289,1,11
132,1311,7,187,2
133,1313,14,93,11
134,1324,13,101,11
135,1335,331,4,11
136,1346,15,89,11
137,1357,673,2,11
138,1368,23,59,11
139,1379,12,114,11
140,1390,197,7,11
141,1401,139,10,11
142,1412,3,470,2
143,1414,23,61,11
144,1425,14,101,11
145,1436,15,95,11
146,1447,359,4,11
147,1458,1447,1,11
148,1469,18,81,11
149,1480,13,113,11
