n,a,k,L,d
1,3,0,0,2
2,5,3,1,2
3,7,0,0,4
4,11,3,3,2
5,13,9,1,4
6,17,3,5,2
7,19,0,0,10
8,29,3,9,2
9,31,21,1,10
10,41,3,13,2
11,43,27,1,16
12,59,3,19,2
13,61,17,3,10
14,71,3,23,2
15,73,45,1,28
16,101,3,33,2
17,103,9,11,4
18,107,3,35,2
19,109,81,1,28
20,137,3,45,2
21,139,43,3,10
22,149,3,49,2
23,151,41,3,28
24,179,3,59,2
25,181,19,9,10
26,191,3,63,2
27,193,7,27,4
28,197,3,65,2
29,199,57,3,28
30,227,3,75,2
31,229,73,3,10
32,239,3,79,2
33,241,71,3,28
34,269,3,89,2
35,271,29,9,10
36,281,3,93,2
37,283,51,5,28
38,311,3,103,2
39,313,93,3,34
40,347,3,115,2
41,349,93,3,70
42,419,3,139,2
43,421,137,3,10
44,431,3,143,2
45,433,45,9,28
46,461,3,153,2
47,463,81,5,58
48,521,3,173,2
49,523,53,9,46
50,569,3,189,2
51,571,181,3,28
52,599,3,199,2
53,601,39,15,16
54,617,3,205,2
55,619,199,3,22
56,641,3,213,2
57,643,19,33,16
58,659,3,219,2
59,661,171,3,148
60,809,3,269,2
61,811,89,9,10
62,821,3,273,2
63,823,7,117,4
64,827,3,275,2
65,829,89,9,28
66,857,3,285,2
67,859,27,31,22
68,881,3,293,2
69,883,249,3,136
70,1019,3,339,2
71,1021,337,3,10
72,1031,3,343,2
73,1033,113,9,16
74,1049,3,349,2
75,1051,347,3,10
76,1061,3,353,2
77,1063,45,23,28
78,1091,3,363,2
79,1093,69,15,58
80,1151,3,383,2
81,1153,359,3,76
82,1229,3,409,2
83,1231,79,15,46
84,1277,3,425,2
85,1279,27,47,10
86,1289,3,429,2
87,1291,21,61,10
88,1301,3,433,2
89,1303,33,39,16
90,1319,3,439,2
91,1321,135,9,106
92,1427,3,475,2
93,1429,67,21,22
94,1451,3,483,2
95,1453,57,25,28
96,1481,3,493,2
97,1483,17,87,4
98,1487,3,495,2
99,1489,457,3,118
100,1607,3,535,2
101,1609,13,123,10
102,1619,3,539,2
103,1621,63,25,46
104,1667,3,555,2
105,1669,547,3,28
106,1697,3,565,2
107,1699,39,43,22
108,1721,3,573,2
109,1723,79,21,64
110,1787,3,595,2
111,1789,569,3,82
112,1871,3,623,2
113,1873,7,267,4
114,1877,3,625,2
115,1879,63,29,52
116,1931,3,643,2
117,1933,27,71,16
118,1949,3,649,2
119,1951,127,15,46
120,1997,3,665,2
121,1999,73,27,28
122,2027,3,675,2
123,2029,659,3,52
124,2081,3,693,2
125,2083,7,297,4
126,2087,3,695,2
127,2089,39,53,22
128,2111,3,703,2
129,2113,233,9,16
130,2129,3,709,2
131,2131,21,101,10
132,2141,3,713,2
133,2143,683,3,94
134,2237,3,745,2
135,2239,33,67,28
136,2267,3,755,2
137,2269,743,3,40
138,2309,3,769,2
139,2311,761,3,28
140,2339,3,779,2
141,2341,59,39,40
142,2381,3,793,2
143,2383,739,3,166
144,2549,3,849,2
145,2551,81,31,40
146,2591,3,863,2
147,2593,281,9,64
148,2657,3,885,2
149,2659,877,3,28
150,2687,3,895,2
151,2689,127,21,22
152,2711,3,903,2
153,2713,29,93,16
154,2729,3,909,2
155,2731,81,33,58
156,2789,3,929,2
157,2791,27,103,10
158,2801,3,933,2
159,2803,293,9,166
160,2969,3,989,2
161,2971,109,27,28
162,2999,3,999,2
163,3001,961,3,118
164,3119,3,1039,2
165,3121,75,41,46
166,3167,3,1055,2
167,3169,147,21,82
168,3251,3,1083,2
169,3253,9,361,4
170,3257,3,1085,2
171,3259,87,37,40
172,3299,3,1099,2
173,3301,1091,3,28
174,3329,3,1109,2
175,3331,367,9,28
176,3359,3,1119,2
177,3361,1117,3,10
178,3371,3,1123,2
179,3373,373,9,16
180,3389,3,1129,2
181,3391,81,41,70
182,3461,3,1153,2
183,3463,1153,3,4
184,3467,3,1155,2
185,3469,379,9,58
186,3527,3,1175,2
187,3529,17,207,10
188,3539,3,1179,2
189,3541,25,141,16
190,3557,3,1185,2
191,3559,27,131,22
192,3581,3,1193,2
193,3583,233,15,88
194,3671,3,1223,2
195,3673,1193,3,94
196,3767,3,1255,2
197,3769,59,63,52
198,3821,3,1273,2
199,3823,33,115,28
200,3851,3,1283,2
201,3853,421,9,64
202,3917,3,1305,2
203,3919,1303,3,10
204,3929,3,1309,2
205,3931,99,39,70
206,4001,3,1333,2
207,4003,443,9,16
208,4019,3,1339,2
209,4021,33,121,28
210,4049,3,1349,2
211,4051,191,21,40
212,4091,3,1363,2
213,4093,41,99,34
214,4127,3,1375,2
215,4129,1367,3,28
216,4157,3,1385,2
217,4159,1367,3,58
218,4217,3,1405,2
219,4219,23,183,10
220,4229,3,1409,2
