n,a,k,L,d
1,1,0,0,1
2,2,0,0,2
3,4,3,1,1
4,5,3,1,2
5,7,5,1,2
6,9,6,1,3
7,12,11,1,1
8,13,11,1,2
9,15,13,1,2
10,17,7,2,3
11,20,3,6,2
12,22,19,1,3
13,25,11,2,3
14,28,6,4,4
15,32,31,1,1
16,33,31,1,2
17,35,3,11,2
18,37,17,2,3
19,40,19,2,2
20,42,13,3,3
21,45,6,7,3
22,48,11,4,4
23,52,5,10,2
24,54,17,3,3
25,57,6,9,3
26,60,7,8,4
27,64,61,1,3
28,67,7,9,4
29,71,67,1,4
30,75,7,10,5
31,80,79,1,1
32,81,79,1,2
33,83,3,27,2
34,85,41,2,3
35,88,43,2,2
36,90,29,3,3
37,93,5,18,3
38,96,23,4,4
39,100,7,14,2
40,102,9,11,3
41,105,6,17,3
42,108,8,13,4
43,112,109,1,3
44,115,37,3,4
45,119,5,23,4
46,123,59,2,5
47,128,3,42,2
48,130,127,1,3
49,133,5,26,3
50,136,6,22,4
51,140,137,1,3
52,143,139,1,4
53,147,11,13,4
54,151,73,2,5
55,156,9,17,3
56,159,5,31,4
57,163,53,3,4
58,167,6,27,5
59,172,6,28,4
60,176,9,19,5
61,181,8,22,5
62,186,9,20,6
63,192,191,1,1
64,193,191,1,2
65,195,193,1,2
66,197,97,2,3
67,200,3,66,2
68,202,199,1,3
69,205,101,2,3
70,208,6,34,4
71,212,3,70,2
72,214,211,1,3
73,217,107,2,3
74,220,6,36,4
75,224,13,17,3
76,227,223,1,4
77,231,227,1,4
78,235,10,23,5
79,240,7,34,2
80,242,239,1,3
81,245,11,22,3
82,248,61,4,4
83,252,83,3,3
84,255,251,1,4
85,259,5,51,4
86,263,6,43,5
87,268,5,53,3
88,271,89,3,4
89,275,271,1,4
90,279,137,2,5
91,284,5,56,4
92,288,283,1,5
93,293,6,48,5
94,298,73,4,6
95,304,151,2,2
96,306,101,3,3
97,309,6,51,3
98,312,7,44,4
99,316,313,1,3
100,319,5,63,4
101,323,11,29,4
102,327,7,46,5
103,332,7,47,3
104,335,331,1,4
105,339,5,67,4
106,343,13,26,5
107,348,8,43,4
108,352,347,1,5
109,357,8,44,5
110,362,89,4,6
111,368,5,73,3
112,371,367,1,4
113,375,7,53,4
114,379,11,34,5
115,384,5,76,4
116,388,383,1,5
117,393,97,4,5
118,398,7,56,6
119,404,5,80,4
120,408,13,31,5
121,413,6,68,5
122,418,103,4,6
123,424,419,1,5
124,429,9,47,6
125,435,11,39,6
126,441,14,31,7
127,448,3,149,1
128,449,3,149,2
129,451,449,1,2
130,453,5,90,3
131,456,227,2,2
132,458,5,91,3
133,461,229,2,3
134,464,5,92,4
135,468,233,2,2
136,470,467,1,3
137,473,5,94,3
138,476,8,59,4
139,480,9,53,3
140,483,479,1,4
141,487,7,69,4
142,491,6,81,5
143,496,13,38,2
144,498,5,99,3
145,501,6,83,3
146,504,5,100,4
147,508,5,101,3
148,511,13,39,4
149,515,7,73,4
150,519,257,2,5
151,524,521,1,3
152,527,523,1,4
153,531,17,31,4
154,535,10,53,5
155,540,8,67,4
156,544,7,77,5
157,549,8,68,5
158,554,137,4,6
159,560,3,186,2
160,562,13,43,3
161,565,281,2,3
162,568,6,94,4
163,572,569,1,3
164,575,571,1,4
165,579,5,115,4
166,583,17,34,5
167,588,5,117,3
168,591,587,1,4
169,595,197,3,4
170,599,6,99,5
171,604,5,120,4
172,608,9,67,5
173,613,8,76,5
174,618,9,68,6
175,624,9,69,3
176,627,7,89,4
177,631,11,57,4
178,635,6,105,5
179,640,6,106,4
180,644,9,71,5
181,649,7,92,5
182,654,8,81,6
183,660,8,82,4
184,664,659,1,5
185,669,8,83,5
186,674,167,4,6
187,680,9,75,5
188,685,7,97,6
189,691,137,5,6
190,697,10,69,7
191,704,3,234,2
192,706,19,37,3
193,709,353,2,3
194,712,6,118,4
195,716,23,31,3
196,719,5,143,4
197,723,719,1,4
198,727,19,38,5
199,732,9,81,3
200,735,17,43,4
201,739,5,147,4
202,743,6,123,5
203,748,6,124,4
204,752,9,83,5
205,757,8,94,5
206,762,7,108,6
207,768,5,153,3
208,771,13,59,4
209,775,257,3,4
210,779,6,129,5
211,784,5,156,4
212,788,9,87,5
213,793,197,4,5
214,798,8,99,6
215,804,5,160,4
216,808,11,73,5
217,813,8,101,5
218,818,7,116,6
219,824,7,117,5
220,829,823,1,6
221,835,829,1,6
