n,a,k,L,d
1,5,0,0,3
2,8,0,0,4
3,12,0,0,6
4,18,12,1,6
5,24,9,2,6
6,30,8,3,6
7,36,10,3,6
8,42,16,2,10
9,52,11,4,8
10,60,13,4,8
11,68,29,2,10
12,78,8,9,6
13,84,13,6,6
14,90,16,5,10
15,100,22,4,12
16,112,13,8,8
17,120,14,8,8
18,128,59,2,10
19,138,11,12,6
20,144,17,8,8
21,152,71,2,10
22,162,19,8,10
23,172,79,2,14
24,186,29,6,12
25,198,8,24,6
26,204,9,22,6
27,210,12,17,6
28,216,7,30,6
29,222,34,6,18
30,240,37,6,18
31,258,31,8,10
32,268,10,26,8
33,276,22,12,12
34,288,23,12,12
35,300,73,4,8
36,308,37,8,12
37,320,31,10,10
38,330,16,20,10
39,340,41,8,12
40,352,43,8,8
41,360,29,12,12
42,372,15,24,12
43,384,7,54,6
44,390,8,48,6
45,396,191,2,14
46,410,193,2,24
47,434,19,22,16
48,450,12,37,6
49,456,9,50,6
50,462,113,4,10
51,472,16,29,8
52,480,13,36,12
53,492,17,28,16
54,508,16,31,12
55,520,127,4,12
56,532,131,4,8
57,540,14,38,8
58,548,269,2,10
59,558,8,69,6
60,564,23,24,12
61,576,46,12,24
62,600,97,6,18
63,618,9,68,6
64,624,103,6,6
65,630,34,18,18
66,648,157,4,20
67,668,163,4,16
68,684,14,48,12
69,696,10,69,6
70,702,173,4,10
71,712,349,2,14
72,726,89,8,14
73,740,13,56,12
74,752,14,53,10
75,762,16,47,10
76,772,379,2,14
77,786,18,43,12
78,798,131,6,12
79,810,22,36,18
80,828,16,51,12
81,840,18,46,12
82,852,14,60,12
83,864,107,8,8
84,872,431,2,10
85,882,109,8,10
86,892,439,2,14
87,906,149,6,12
88,918,8,114,6
89,924,9,102,6
90,930,457,2,16
91,946,463,2,20
92,966,18,53,12
93,978,14,69,12
94,990,163,6,12
95,1002,16,62,10
96,1012,71,14,18
97,1030,127,8,14
98,1044,32,32,20
99,1064,26,40,24
100,1088,67,16,16
101,1104,17,64,16
102,1120,277,4,12
103,1132,281,4,8
104,1140,283,4,8
105,1148,283,4,16
106,1164,28,41,16
107,1180,16,73,12
108,1192,16,74,8
109,1200,149,8,8
110,1208,13,92,12
111,1220,11,110,10
112,1230,8,153,6
113,1236,26,47,14
114,1250,307,4,22
115,1272,14,90,12
116,1284,9,142,6
117,1290,16,80,10
118,1300,14,92,12
119,1312,163,8,8
120,1320,653,2,14
121,1334,659,2,16
122,1350,20,67,10
123,1360,673,2,14
124,1374,113,12,18
125,1392,229,6,18
126,1410,24,58,18
127,1428,30,47,18
128,1446,179,8,14
129,1460,181,8,12
130,1472,17,86,10
131,1482,14,105,12
132,1494,20,74,14
133,1508,14,107,10
134,1518,251,6,12
135,1530,22,69,12
136,1542,127,12,18
137,1560,32,48,24
138,1584,71,22,22
139,1606,199,8,14
140,1620,24,67,12
141,1632,15,108,12
142,1644,7,234,6
143,1650,12,137,6
144,1656,137,12,12
145,1668,137,12,24
146,1692,27,62,18
147,1710,8,213,6
148,1716,9,190,6
149,1722,24,71,18
150,1740,21,82,18
151,1758,8,219,6
152,1764,293,6,6
153,1770,97,18,24
154,1794,30,59,24
155,1818,14,129,12
156,1830,151,12,18
157,1848,30,61,18
158,1866,18,103,12
159,1878,467,4,10
160,1888,14,134,12
161,1900,40,47,20
162,1920,317,6,18
163,1938,241,8,10
164,1948,16,121,12
165,1960,139,14,14
166,1974,20,98,14
167,1988,197,10,18
168,2006,199,10,16
