n,a,k,L,d
1,5,3,1,2
2,7,0,0,4
3,11,0,0,12
4,23,0,0,24
5,47,35,1,12
6,59,35,1,24
7,83,59,1,24
8,107,0,0,60
9,167,31,5,12
10,179,131,1,48
11,227,191,1,36
12,263,179,1,84
13,347,67,5,12
14,359,67,5,24
15,383,299,1,84
16,467,13,35,12
17,479,35,13,24
18,503,443,1,60
19,563,49,11,24
20,587,455,1,132
21,719,599,1,120
22,839,163,5,24
23,863,839,1,24
24,887,113,7,96
25,983,947,1,36
26,1019,851,1,168
27,1187,1091,1,96
28,1283,1259,1,24
29,1307,35,37,12
30,1319,1271,1,48
31,1367,185,7,72
32,1439,107,13,48
33,1487,1451,1,36
34,1523,1427,1,96
35,1619,283,5,204
36,1823,1739,1,84
37,1907,1787,1,120
38,2027,13,155,12
39,2039,31,65,24
40,2063,2027,1,36
41,2099,181,11,108
42,2207,281,7,240
43,2447,487,5,12
44,2459,2339,1,120
45,2579,2339,1,240
46,2819,89,31,60
47,2879,571,5,24
48,2903,2843,1,60
49,2963,2927,1,36
50,2999,25,119,24
51,3023,2927,1,96
52,3119,83,37,48
53,3167,101,31,36
54,3203,2939,1,264
55,3467,301,11,156
56,3623,3467,1,156
57,3779,751,5,24
58,3803,197,19,60
59,3863,3779,1,84
60,3947,169,23,60
61,4007,787,5,72
62,4079,139,29,48
63,4127,823,5,12
64,4139,4019,1,120
65,4259,35,121,24
66,4283,4019,1,264
67,4547,883,5,132
68,4679,35,133,24
69,4703,149,31,84
70,4787,25,191,12
71,4799,4679,1,120
72,4919,4751,1,168
73,5087,25,203,12
74,5099,4811,1,288
75,5387,25,215,12
76,5399,1063,5,84
77,5483,53,103,24
78,5507,215,25,132
79,5639,5471,1,168
80,5807,155,37,72
81,5879,49,119,48
82,5927,13,455,12
83,5939,119,49,108
84,6047,785,7,552
85,6599,503,13,60
86,6659,6599,1,60
87,6719,6659,1,60
88,6779,53,127,48
89,6827,193,35,72
90,6899,145,47,84
91,6983,97,71,96
92,7079,6971,1,108
93,7187,7127,1,60
94,7247,6971,1,276
95,7523,7487,1,36
96,7559,203,37,48
97,7607,67,113,36
98,7643,7583,1,60
99,7703,1097,7,24
100,7727,587,13,96
101,7823,7607,1,216
102,8039,721,11,108
103,8147,463,17,276
104,8423,361,23,120
105,8543,8387,1,156
106,8699,211,41,48
107,8747,281,31,36
108,8783,8747,1,36
109,8819,347,25,144
110,8963,769,11,504
111,9467,719,13,120
112,9587,9431,1,156
113,9743,877,11,96
114,9839,9791,1,48
115,9887,9767,1,120
116,10007,1987,5,72
117,10079,2011,5,24
118,10103,83,121,60
119,10163,9983,1,180
120,10343,10223,1,120
121,10463,1481,7,96
122,10559,457,23,48
123,10607,199,53,60
124,10667,215,49,132
125,10799,2143,5,84
126,10883,229,47,120
127,11003,631,17,276
128,11279,655,17,144
129,11423,1033,11,60
130,11483,593,19,216
131,11699,173,67,108
132,11807,311,37,300
133,12107,12011,1,96
134,12203,641,19,24
135,12227,73,167,36
136,12263,641,19,84
137,12347,529,23,180
138,12527,2503,5,12
139,12539,401,31,108
140,12647,19,665,12
141,12659,1129,11,240
142,12899,233,55,84
143,12983,12923,1,60
144,13043,12983,1,60
145,13103,29,451,24
146,13127,53,247,36
147,13163,413,31,360
148,13523,1019,13,276
149,13799,317,43,168
150,13967,227,61,120
151,14087,2803,5,72
152,14159,103,137,48
153,14207,37,383,36
154,14243,1091,13,60
155,14303,241,59,84
156,14387,113,127,36
157,14423,301,47,276
158,14699,1321,11,168
159,14867,299,49,216
160,15083,14879,1,204
161,15287,13,1175,12
162,15299,85,179,84
163,15383,1163,13,264
164,15647,67,233,36
165,15683,821,19,84
166,15767,15731,1,36
167,15803,15467,1,336
168,16139,16091,1,48
169,16187,521,31,36
170,16223,15959,1,264
171,16487,16427,1,60
172,16547,16067,1,480
173,17027,389,43,300
174,17327,557,31,60
175,17387,17291,1,96
176,17483,17063,1,420
177,17903,1051,17,36
178,17939,173,103,120
179,18059,439,41,60
180,18119,3559,5,324
181,18443,631,29,144
182,18587,2633,7,156
183,18743,643,29,96
184,18839,18731,1,108
185,18947,35,541,12
186,18959,18839,1,120
187,19079,18899,1,180
188,19259,19139,1,120
189,19379,295,65,204
190,19583,19043,1,540
191,20123,20063,1,60
192,20183,691,29,144
193,20327,20147,1,180
194,20507,1861,11,36
195,20543,499,41,84
196,20627,59,349,36
197,20663,1559,13,396
198,21059,20939,1,120
199,21179,113,187,48
200,21227,1109,19,156
201,21383,21347,1,36
202,21419,71,301,48
203,21467,301,71,96
204,21563,103,209,36
205,21599,739,29,168
206,21767,21191,1,576
207,22343,329,67,300
208,22643,3221,7,96
209,22739,22691,1,48
210,22787,371,61,156
211,22943,341,67,96
212,23039,2089,11,60
213,23099,23039,1,60
214,23159,533,43,240
215,23399,1787,13,168
216,23567,23531,1,36
217,23603,73,323,24
218,23627,761,31,36
219,23663,2137,11,156
220,23819,1033,23,60
221,23879,235,101,144
222,24023,773,31,60
223,24083,773,31,120
224,24203,143,169,36
225,24239,24071,1,168
226,24407,149,163,120
227,24527,205,119,132
228,24659,1847,13,648
229,25307,37,683,36
230,25343,1931,13,240
231,25583,25523,1,60
232,25643,331,77,156
233,25799,2341,11,48
234,25847,1031,25,72
235,25919,5167,5,84
236,26003,3701,7,96
237,26099,3677,7,360
238,26459,431,61,168
239,26627,2027,13,276
240,26903,26879,1,24
241,26927,3821,7,180
242,27107,325,83,132
243,27239,27179,1,60
244,27299,253,107,228
245,27527,2099,13,240
246,27767,2521,11,36
247,27803,27779,1,24
248,27827,5527,5,192
249,28019,223,125,144
250,28163,28019,1,144
251,28307,5659,5,12
252,28319,1481,19,180
253,28499,319,89,108
254,28607,28571,1,36
255,28643,28307,1,336
256,28979,365,79,144
257,29123,299,97,120
258,29243,29147,1,96
259,29339,67,437,60
260,29399,143,205,84
261,29483,29399,1,84
262,29567,2267,13,96
263,29663,29567,1,96
264,29759,277,107,120
265,29879,1285,23,324
266,30203,449,67,120
267,30323,41,739,24
268,30347,167,181,120
269,30467,6079,5,72
270,30539,865,35,264
271,30803,30467,1,336
272,31139,31019,1,120
273,31259,30971,1,288
274,31547,31511,1,36
275,31583,151,209,24
276,31607,4481,7,240
277,31847,473,67,156
278,32003,263,121,180
279,32183,31859,1,324
280,32507,32411,1,96
281,32603,32363,1,240
282,32843,1721,19,144
283,32987,1429,23,120
284,33107,1429,23,240
285,33347,33071,1,276
286,33623,33599,1,24
287,33647,2579,13,120
288,33767,3061,11,96
289,33863,3037,11,456
290,34319,797,43,48
291,34367,481,71,216
292,34583,34499,1,84
293,34667,34631,1,36
294,34703,1489,23,456
295,35159,263,133,180
296,35339,35,1009,24
297,35363,34847,1,516
298,35879,7159,5,84
299,35963,491,73,120
300,36083,223,161,180
301,36263,2131,17,36
302,36299,7243,5,84
303,36383,36299,1,84
304,36467,36251,1,216
305,36683,36479,1,204
306,36887,43,857,36
307,36923,36383,1,540
308,37463,37379,1,84
309,37547,1973,19,60
310,37607,1069,35,192
311,37799,611,61,528
312,38327,2927,13,276
313,38603,38567,1,36
314,38639,727,53,108
315,38747,38711,1,36
316,38783,38699,1,84
317,38867,361,107,240
318,39107,35,1117,12
319,39119,215,181,204
320,39323,39227,1,96
321,39419,7867,5,84
322,39503,39227,1,276
323,39779,67,593,48
324,39827,7963,5,12
325,39839,467,85,144
326,39983,39839,1,144
327,40127,7951,5,372
328,40499,317,127,240
329,40739,5813,7,48
330,40787,40751,1,36
331,40823,40763,1,60
332,40883,40379,1,504
333,41387,1423,29,120
334,41507,43,965,12
335,41519,43,965,24
336,41543,41507,1,36
337,41579,41399,1,180
338,41759,1667,25,84
339,41843,97,431,36
340,41879,59,709,48
341,41927,709,59,96
342,42023,5981,7,156
343,42179,137,307,120
344,42299,42239,1,60
345,42359,89,475,84
346,42443,6029,7,240
347,42683,1039,41,84
348,42767,8539,5,72
349,42839,1213,35,384
350,43223,301,143,180
351,43403,6197,7,24
352,43427,733,59,180
353,43607,43427,1,180
354,43787,6221,7,240
355,44027,8779,5,132
356,44159,203,217,108
357,44267,8803,5,252
358,44519,55,809,24
359,44543,1531,29,144
360,44687,25,1787,12
361,44699,44579,1,120
362,44819,44771,1,48
363,44867,85,527,72
