n,a,k,L,d
1,1,0,0,1
2,2,0,0,1
3,3,2,1,1
4,4,3,1,1
5,5,3,1,2
6,7,2,3,1
7,8,7,1,1
8,9,7,1,2
9,11,3,3,2
10,13,5,2,3
11,16,3,5,1
12,17,3,5,2
13,19,5,3,4
14,23,3,7,2
15,25,23,1,2
16,27,5,5,2
17,29,3,9,2
18,31,2,15,1
19,32,9,3,5
20,37,11,3,4
21,41,3,13,2
22,43,13,3,4
23,47,3,15,2
24,49,5,9,4
25,53,47,1,6
26,59,3,19,2
27,61,29,2,3
28,64,61,1,3
29,67,7,9,4
30,71,3,23,2
31,73,67,1,6
32,79,7,11,2
33,81,79,1,2
34,83,7,11,6
35,89,9,9,8
36,97,31,3,4
37,101,3,33,2
38,103,9,11,4
39,107,3,35,2
40,109,5,21,4
41,113,15,7,8
42,121,9,13,4
43,125,3,41,2
44,127,2,63,1
45,128,5,25,3
46,131,25,5,6
47,137,3,45,2
48,139,43,3,10
49,149,3,49,2
50,151,29,5,6
51,157,151,1,6
52,163,53,3,4
53,167,3,55,2
54,169,5,33,4
55,173,167,1,6
56,179,3,59,2
57,181,19,9,10
58,191,3,63,2
59,193,7,27,4
60,197,3,65,2
61,199,17,11,12
62,211,199,1,12
63,223,73,3,4
64,227,3,75,2
65,229,5,45,4
66,233,227,1,6
67,239,3,79,2
68,241,239,1,2
69,243,47,5,8
70,251,6,41,5
71,256,3,85,1
72,257,251,1,6
73,263,257,1,6
74,269,3,89,2
75,271,53,5,6
76,277,7,39,4
77,281,3,93,2
78,283,277,1,6
79,289,5,57,4
80,293,31,9,14
81,307,101,3,4
82,311,3,103,2
83,313,103,3,4
84,317,101,3,14
85,331,13,25,6
86,337,331,1,6
87,343,113,3,4
88,347,3,115,2
89,349,5,69,4
90,353,347,1,6
91,359,3,119,2
92,361,71,5,6
93,367,19,19,6
94,373,367,1,6
95,379,5,75,4
96,383,13,29,6
97,389,127,3,8
98,397,131,3,4
99,401,131,3,8
100,409,19,21,10
101,419,3,139,2
102,421,137,3,10
103,431,3,143,2
104,433,7,61,6
105,439,5,87,4
106,443,19,23,6
107,449,9,49,8
108,457,151,3,4
109,461,3,153,2
110,463,9,51,4
111,467,13,35,12
112,479,157,3,8
113,487,7,69,4
114,491,21,23,8
115,499,5,99,4
116,503,7,71,6
117,509,11,46,3
118,512,503,1,9
119,521,3,173,2
120,523,11,47,6
121,529,47,11,12
122,541,107,5,6
123,547,179,3,10
124,557,19,29,6
125,563,557,1,6
126,569,3,189,2
127,571,113,5,6
128,577,21,27,10
129,587,7,83,6
130,593,587,1,6
131,599,3,199,2
132,601,7,85,6
