n,a,k,L,d
1,0,0,0,1
2,1,0,0,1
3,2,0,0,2
4,4,3,1,1
5,5,0,0,3
6,8,7,1,1
7,9,2,4,1
8,10,7,1,3
9,13,5,2,3
10,16,3,5,1
11,17,2,8,1
12,18,4,4,2
13,20,15,1,5
14,25,2,12,1
15,26,23,1,3
16,29,13,2,3
17,32,3,10,2
18,34,4,8,2
19,36,5,7,1
20,37,17,2,3
21,40,3,13,1
22,41,37,1,4
23,45,41,1,4
24,49,2,24,1
25,50,3,16,2
26,52,3,17,1
27,53,6,8,5
28,58,5,11,3
29,61,29,2,3
30,64,3,21,1
31,65,31,2,3
32,68,8,8,4
33,72,71,1,1
34,73,2,36,1
35,74,17,4,6
36,80,79,1,1
37,81,2,40,1
38,82,79,1,3
39,85,9,9,4
40,89,2,44,1
41,90,83,1,7
42,97,2,48,1
43,98,3,32,2
44,100,3,33,1
45,101,7,14,3
46,104,3,34,2
47,106,103,1,3
48,109,5,21,4
49,113,5,22,3
50,116,5,23,1
51,117,113,1,4
52,121,2,60,1
53,122,7,17,3
54,125,61,2,3
55,128,3,42,2
56,130,31,4,6
57,136,3,45,1
58,137,10,13,7
59,144,11,13,1
60,145,2,72,1
61,146,3,48,2
62,148,3,49,1
63,149,5,29,4
64,153,149,1,4
65,157,7,22,3
66,160,79,2,2
67,162,4,40,2
68,164,53,3,5
69,169,2,84,1
70,170,167,1,3
71,173,6,28,5
72,178,4,44,2
73,180,179,1,1
74,181,59,3,4
75,185,59,3,8
76,193,2,96,1
77,194,3,64,2
78,196,3,65,1
79,197,97,2,3
80,200,3,66,2
81,202,199,1,3
82,205,101,2,3
83,208,6,34,4
84,212,103,2,6
85,218,5,43,3
86,221,7,31,4
87,225,2,112,1
88,226,223,1,3
89,229,113,2,3
90,232,3,77,1
91,233,2,116,1
92,234,227,1,7
93,241,2,120,1
94,242,3,80,2
95,244,3,81,1
96,245,6,40,5
97,250,61,4,6
98,256,3,85,1
99,257,127,2,3
100,260,7,37,1
101,261,257,1,4
102,265,9,29,4
103,269,7,38,3
104,272,3,90,2
105,274,271,1,3
106,277,7,39,4
107,281,137,2,7
108,288,7,41,1
109,289,2,144,1
110,290,3,96,2
111,292,3,97,1
112,293,5,58,3
113,296,3,98,2
114,298,97,3,7
115,305,2,152,1
116,306,13,23,7
117,313,2,156,1
118,314,311,1,3
119,317,157,2,3
120,320,79,4,4
121,324,17,19,1
122,325,7,46,3
123,328,17,19,5
124,333,7,47,4
125,337,2,168,1
126,338,3,112,2
127,340,167,2,6
128,346,7,49,3
129,349,5,69,4
130,353,5,70,3
131,356,8,44,4
132,360,359,1,1
133,361,2,180,1
134,362,359,1,3
135,365,19,19,4
136,369,2,184,1
137,370,367,1,3
138,373,9,41,4
139,377,16,23,9
140,386,3,128,2
141,388,3,129,1
142,389,193,2,3
143,392,3,130,2
144,394,17,23,3
145,397,197,2,3
146,400,3,133,1
147,401,199,2,3
148,404,13,31,1
149,405,401,1,4
150,409,2,204,1
151,410,101,4,6
152,416,137,3,5
153,421,11,38,3
154,424,3,141,1
155,425,139,3,8
156,433,5,86,3
157,436,431,1,5
158,441,2,220,1
159,442,439,1,3
160,445,7,63,4
161,449,2,224,1
162,450,4,112,2
163,452,149,3,5
164,457,2,228,1
165,458,5,91,3
166,461,229,2,3
167,464,3,154,2
168,466,4,116,2
169,468,17,27,9
170,477,11,43,4
171,481,2,240,1
172,482,3,160,2
173,484,3,161,1
174,485,241,2,3
175,488,3,162,2
176,490,487,1,3
177,493,9,54,7
178,500,9,55,5
179,505,167,3,4
180,509,11,46,3
181,512,3,170,2
182,514,127,4,6
183,520,3,173,1
184,521,2,260,1
185,522,103,5,7
186,529,2,264,1
187,530,17,31,3
188,533,6,88,5
189,538,5,107,3
190,541,269,2,3
191,544,3,181,1
192,545,271,2,3
193,548,547,1,1
194,549,8,68,5
195,554,19,29,3
196,557,6,92,5
197,562,13,43,3
198,565,11,51,4
199,569,281,2,7
200,576,5,115,1
201,577,2,288,1
202,578,3,192,2
203,580,6,96,4
204,584,11,53,1
205,585,2,292,1
206,586,10,58,6
207,592,3,197,1
208,593,5,118,3
209,596,197,3,5
210,601,199,3,4
211,605,6,100,5
212,610,4,152,2
213,612,13,47,1
214,613,7,87,4
215,617,21,29,8
216,625,2,312,1
217,626,3,208,2
218,628,3,209,1
219,629,6,104,5
220,634,631,1,3
221,637,317,2,3
222,640,3,213,1
223,641,317,2,7
224,648,17,38,2
225,650,647,1,3
226,653,5,130,3
227,656,5,131,1
228,657,653,1,4
229,661,8,82,5
230,666,659,1,7
231,673,2,336,1
232,674,3,224,2
233,676,3,225,1
234,677,337,2,3
235,680,9,75,5
236,685,227,3,4
237,689,7,98,3
238,692,229,3,5
239,697,2,348,1
240,698,5,139,3
241,701,6,116,5
242,706,19,37,3
243,709,353,2,3
244,712,11,64,8
245,720,359,2,2
246,722,3,240,2
247,724,3,241,1
248,725,7,103,4
249,729,2,364,1
250,730,727,1,3
251,733,7,104,5
252,738,4,184,2
253,740,7,105,5
254,745,2,372,1
255,746,9,82,8
256,754,751,1,3
257,757,251,3,4
258,761,757,1,4
259,765,761,1,4
260,769,383,2,3
261,772,3,257,1
262,773,5,154,3
263,776,3,258,2
264,778,193,4,6
265,784,3,261,1
266,785,17,46,3
267,788,9,87,5
268,793,2,396,1
269,794,7,113,3
270,797,397,2,3
271,800,17,47,1
272,801,2,400,1
273,802,199,4,6
274,808,3,269,1
275,809,2,404,1
276,810,401,2,8
277,818,3,272,2
278,820,3,273,1
279,821,271,3,8
280,829,7,118,3
281,832,3,277,1
282,833,11,75,8
283,841,2,420,1
284,842,839,1,3
285,845,421,2,3
286,848,3,282,2
287,850,7,121,3
288,853,283,3,4
289,857,283,3,8
290,865,2,432,1
291,866,10,86,6
292,872,13,67,1
293,873,11,79,4
294,877,9,97,4
295,881,2,440,1
296,882,4,220,2
297,884,439,2,6
298,890,9,98,8
299,898,4,224,2
300,900,29,31,1
301,901,449,2,3
302,904,3,301,1
303,905,17,53,4
304,909,8,113,5
305,914,3,304,2
306,916,7,130,6
307,922,919,1,3
308,925,461,2,3
309,928,3,309,1
310,929,463,2,3
311,932,8,116,4
312,936,5,187,1
313,937,311,3,4
314,941,311,3,8
315,949,5,189,4
316,953,2,476,1
317,954,947,1,7
318,961,2,480,1
319,962,3,320,2
320,964,3,321,1
321,965,13,74,3
322,968,3,322,2
323,970,241,4,6
324,976,3,325,1
325,977,487,2,3
326,980,11,89,1
327,981,977,1,4
328,985,2,492,1
329,986,13,75,11
330,997,7,142,3
331,1000,991,1,9
332,1009,2,504,1
333,1010,19,53,3
334,1013,1009,1,4
335,1017,2,508,1
336,1018,5,203,3
337,1021,509,2,3
338,1024,3,341,1
339,1025,7,146,3
340,1028,11,93,5
341,1033,7,147,4
342,1037,11,94,3
343,1040,3,346,2
344,1042,4,260,2
345,1044,1039,1,5
346,1049,5,209,4
347,1053,8,131,5
348,1058,3,352,2
349,1060,3,353,1
350,1061,6,176,5
351,1066,1063,1,3
352,1069,5,213,4
353,1073,5,214,3
354,1076,10,107,6
355,1082,269,4,6
356,1088,1087,1,1
357,1089,2,544,1
358,1090,1087,1,3
