n,a,k,L,d
1,1,0,0,1
2,2,0,0,1
3,3,2,1,1
4,4,3,1,1
5,5,2,2,1
6,6,5,1,1
7,7,2,3,1
8,8,7,1,1
9,9,2,4,1
10,10,4,2,2
11,12,0,0,6
12,18,4,4,2
13,20,19,1,1
14,21,6,3,3
15,24,7,3,3
16,27,4,6,3
17,30,8,3,6
18,36,8,4,4
19,40,19,2,2
20,42,13,3,3
21,45,6,7,3
22,48,23,2,2
23,50,23,2,4
24,54,8,6,6
25,60,19,3,3
26,63,8,7,7
27,70,4,17,2
28,72,16,4,8
29,80,79,1,1
30,81,6,13,3
31,84,13,6,6
32,90,16,5,10
33,100,7,14,2
34,102,8,12,6
35,108,53,2,2
36,110,109,1,1
37,111,2,55,1
38,112,5,22,2
39,114,37,3,3
40,117,6,19,3
41,120,19,6,6
42,126,8,15,6
43,132,131,1,1
44,133,131,1,2
45,135,10,13,5
46,140,8,17,4
47,144,23,6,6
48,150,4,37,2
49,152,151,1,1
50,153,5,30,3
51,156,10,15,6
52,162,17,9,9
53,171,18,9,9
54,180,17,10,10
55,190,4,47,2
56,192,7,27,3
57,195,4,48,3
58,198,4,49,2
59,200,199,1,1
60,201,6,33,3
61,204,67,3,3
62,207,5,41,2
63,209,2,104,1
64,210,12,17,6
65,216,53,4,4
66,220,109,2,2
67,222,4,55,2
68,224,223,1,1
69,225,6,37,3
70,228,113,2,2
71,230,113,2,4
72,234,12,19,6
73,240,79,3,3
74,243,239,1,4
75,247,11,22,5
76,252,27,9,9
77,261,6,43,3
78,264,131,2,2
79,266,131,2,4
80,270,13,20,10
81,280,11,25,5
82,285,6,47,3
83,288,23,12,12
84,300,7,42,6
85,306,4,76,2
86,308,8,38,4
87,312,103,3,3
88,315,10,31,5
89,320,3,106,2
90,322,4,80,2
91,324,53,6,6
92,330,109,3,3
93,333,5,66,3
94,336,10,33,6
95,342,37,9,9
96,351,18,19,9
97,360,89,4,4
98,364,179,2,6
99,370,4,92,2
100,372,9,41,3
101,375,4,93,3
102,378,26,14,14
103,392,97,4,4
104,396,131,3,3
105,399,2,199,1
106,400,199,2,2
107,402,7,57,3
108,405,13,31,2
109,407,2,203,1
110,408,7,58,2
111,410,7,58,4
112,414,8,51,6
113,420,139,3,3
114,423,18,23,9
115,432,53,8,8
116,440,439,1,1
117,441,6,73,3
118,444,5,88,4
119,448,223,2,2
120,450,11,40,10
121,460,7,65,5
122,465,6,77,3
123,468,10,46,8
124,476,8,59,4
125,480,479,1,1
126,481,7,68,5
127,486,59,8,14
128,500,8,62,4
129,504,251,2,2
130,506,251,2,4
131,510,509,1,1
132,511,2,255,1
