n,a,k,L,d
1,2,0,0,1
2,3,0,0,4
3,7,0,0,6
4,13,9,1,4
5,17,11,1,6
6,23,0,0,14
7,37,31,1,6
8,43,13,3,4
9,47,41,1,6
10,53,39,1,14
11,67,61,1,6
12,73,21,3,10
13,83,23,3,14
14,97,7,13,6
15,103,9,11,4
16,107,101,1,6
17,113,33,3,14
18,127,13,9,10
19,137,39,3,20
20,157,151,1,6
21,163,53,3,4
22,167,7,23,6
23,173,51,3,20
24,193,7,27,4
25,197,57,3,26
26,223,73,3,4
27,227,13,17,6
28,233,209,1,24
29,257,251,1,6
30,263,83,3,14
31,277,271,1,6
32,283,13,21,10
33,293,31,9,14
34,307,7,43,6
35,313,103,3,4
36,317,27,11,20
37,337,109,3,10
38,347,11,31,6
39,353,113,3,14
40,367,19,19,6
41,373,11,33,10
42,383,41,9,14
43,397,361,1,36
44,433,47,9,10
45,443,33,13,14
46,457,11,41,6
47,463,9,51,4
48,467,149,3,20
49,487,157,3,16
50,503,21,23,20
51,523,499,1,24
52,547,179,3,10
53,557,19,29,6
54,563,61,9,14
55,577,21,27,10
56,587,7,83,6
57,593,193,3,14
58,607,601,1,6
59,613,7,87,4
60,617,197,3,26
61,643,9,71,4
62,647,641,1,6
63,653,211,3,20
64,673,223,3,4
65,677,11,61,6
66,683,71,9,44
67,727,7,103,6
68,733,241,3,10
69,743,27,27,14
70,757,19,39,16
71,773,23,33,14
72,787,21,37,10
73,797,257,3,26
74,823,7,117,4
75,827,89,9,26
76,853,283,3,4
77,857,23,37,6
78,863,283,3,14
79,877,13,67,6
80,883,293,3,4
81,887,51,17,20
82,907,877,1,30
83,937,103,9,10
84,947,941,1,6
85,953,313,3,14
86,967,11,87,10
87,977,971,1,6
88,983,17,57,14
89,997,109,9,16
90,1013,331,3,20
91,1033,59,17,30
92,1063,1039,1,24
93,1087,23,47,6
94,1093,9,121,4
95,1097,1091,1,6
96,1103,33,33,14
97,1117,11,101,6
98,1123,1093,1,30
99,1153,127,9,10
100,1163,67,17,24
101,1187,1181,1,6
102,1193,23,51,20
103,1213,13,93,4
104,1217,7,173,6
105,1223,31,39,14
106,1237,57,21,40
107,1277,31,41,6
108,1283,27,47,14
109,1297,1291,1,6
110,1303,433,3,4
111,1307,33,39,20
112,1327,99,13,40
113,1367,1361,1,6
114,1373,63,21,50
115,1423,11,129,4
116,1427,7,203,6
117,1433,33,43,14
118,1447,11,131,6
119,1453,1423,1,30
120,1483,17,87,4
121,1487,1481,1,6
122,1493,77,19,30
123,1523,167,9,20
124,1543,21,73,10
125,1553,19,81,14
126,1567,33,47,16
127,1583,523,3,14
128,1597,23,69,10
129,1607,1601,1,6
130,1613,39,41,14
131,1627,11,147,10
132,1637,21,77,20
133,1657,13,127,6
134,1663,7,237,4
135,1667,547,3,26
136,1693,563,3,4
137,1697,557,3,26
138,1723,571,3,10
139,1733,191,9,14
140,1747,1741,1,6
141,1753,91,19,24
142,1777,7,253,6
143,1783,593,3,4
144,1787,103,17,36
145,1823,257,7,24
146,1847,21,87,20
147,1867,1861,1,6
148,1873,7,267,4
149,1877,1847,1,30
150,1907,1901,1,6
151,1913,631,3,20
152,1933,631,3,40
153,1973,653,3,14
154,1987,7,283,6
155,1993,9,221,4
156,1997,11,181,6
157,2003,17,117,14
158,2017,223,9,10
159,2027,29,69,26
160,2053,227,9,10
161,2063,227,9,20
162,2083,7,297,4
163,2087,229,9,26
164,2113,2089,1,24
165,2137,2131,1,6
166,2143,27,79,10
167,2153,701,3,50
168,2203,733,3,4
169,2207,31,71,6
170,2213,199,11,24
171,2237,23,97,6
172,2243,317,7,24
173,2267,7,323,6
174,2273,251,9,14
175,2287,2281,1,6
176,2293,7,327,4
177,2297,119,19,36
178,2333,773,3,14
179,2347,19,123,10
180,2357,41,57,20
181,2377,2371,1,6
182,2383,21,113,10
183,2393,103,23,24
184,2417,2411,1,6
185,2423,33,73,14
186,2437,809,3,10
187,2447,809,3,20
188,2467,23,107,6
189,2473,823,3,4
190,2477,43,57,26
191,2503,821,3,40
192,2543,281,9,14
193,2557,2521,1,36
194,2593,367,7,24
195,2617,17,153,16
196,2633,27,97,14
197,2647,293,9,10
198,2657,11,241,6
199,2663,883,3,14
200,2677,2671,1,6
201,2683,19,141,4
202,2687,7,383,6
203,2693,19,141,14
204,2707,37,73,6
205,2713,81,33,40
206,2753,33,83,14
207,2767,919,3,10
208,2777,919,3,20
209,2797,2791,1,6
210,2803,47,59,30
211,2833,23,123,4
212,2837,19,149,6
213,2843,23,123,14
214,2857,257,11,30
215,2887,21,137,10
216,2897,7,413,6
217,2903,27,107,14
218,2917,17,171,10
219,2927,967,3,26
220,2953,983,3,4
221,2957,13,227,6
222,2963,2903,1,60
223,3023,17,177,14
224,3037,31,97,30
225,3067,27,113,16
226,3083,233,13,54
227,3137,51,61,26
228,3163,9,351,4
229,3167,1049,3,20
230,3187,21,151,16
231,3203,1063,3,14
232,3217,3181,1,36
233,3253,9,361,4
234,3257,1069,3,50
235,3307,3301,1,6
236,3313,367,9,10
237,3323,367,9,20
238,3343,7,477,4
239,3347,27,123,26
240,3373,53,63,34
241,3407,19,179,6
242,3413,29,117,20
243,3433,487,7,24
244,3457,7,493,6
245,3463,1153,3,4
246,3467,51,67,50
247,3517,21,167,10
248,3527,7,503,6
249,3533,17,207,14
