n,a,k,L,d
1,1,0,0,1
2,2,0,0,2
3,4,0,0,3
4,7,2,3,1
5,8,5,1,3
6,11,3,3,2
7,13,2,6,1
8,14,3,4,2
9,16,13,1,3
10,19,17,1,2
11,21,2,10,1
12,22,19,1,3
13,25,2,12,1
14,26,3,8,2
15,28,5,5,3
16,31,2,15,1
17,32,29,1,3
18,35,3,11,2
19,37,2,18,1
20,38,5,7,3
21,41,2,20,1
22,42,4,10,2
23,44,41,1,3
24,47,3,15,2
25,49,2,24,1
26,50,3,16,2
27,52,7,7,3
28,55,2,27,1
29,56,53,1,3
30,59,3,19,2
31,61,2,30,1
32,62,3,20,2
33,64,61,1,3
34,67,5,13,2
35,69,2,34,1
36,70,67,1,3
37,73,2,36,1
38,74,3,24,2
39,76,73,1,3
40,79,7,11,2
41,81,2,40,1
42,82,4,20,2
43,84,9,9,3
44,87,2,43,1
45,88,5,17,3
46,91,89,1,2
47,93,2,46,1
48,94,7,13,3
49,97,2,48,1
50,98,3,32,2
51,100,97,1,3
52,103,2,51,1
53,104,101,1,3
54,107,3,35,2
55,109,2,54,1
56,110,3,36,2
57,112,109,1,3
58,115,113,1,2
59,117,2,58,1
60,118,5,23,3
61,121,2,60,1
62,122,3,40,2
63,124,11,11,3
64,127,2,63,1
65,128,5,25,3
66,131,3,43,2
67,133,2,66,1
68,134,131,1,3
69,137,2,68,1
70,138,4,34,2
71,140,137,1,3
72,143,3,47,2
73,145,2,72,1
74,146,3,48,2
75,148,5,29,3
76,151,2,75,1
77,152,149,1,3
78,155,3,51,2
79,157,2,78,1
80,158,5,31,3
81,161,2,80,1
82,162,4,40,2
83,164,7,23,3
84,167,2,83,1
85,168,5,33,3
86,171,13,13,2
87,173,2,86,1
88,174,4,43,2
89,176,173,1,3
90,179,3,59,2
91,181,2,90,1
92,182,179,1,3
93,185,2,92,1
94,186,4,46,2
95,188,5,37,3
96,191,3,63,2
97,193,2,96,1
98,194,3,64,2
99,196,193,1,3
100,199,2,99,1
101,200,197,1,3
102,203,3,67,2
103,205,2,102,1
104,206,3,68,2
105,208,5,41,3
106,211,11,19,2
107,213,2,106,1
108,214,211,1,3
109,217,2,108,1
110,218,3,72,2
111,220,7,31,3
112,223,2,111,1
113,224,13,17,3
114,227,3,75,2
115,229,2,114,1
116,230,227,1,3
117,233,2,116,1
118,234,4,58,2
119,236,233,1,3
120,239,3,79,2
121,241,2,120,1
122,242,3,80,2
123,244,241,1,3
124,247,2,123,1
125,248,5,49,3
126,251,3,83,2
127,253,2,126,1
128,254,3,84,2
129,256,11,23,3
130,259,257,1,2
131,261,2,130,1
132,262,7,37,3
133,265,2,132,1
134,266,3,88,2
135,268,5,53,3
136,271,269,1,2
137,273,2,136,1
138,274,4,68,2
139,276,7,39,3
140,279,2,139,1
141,280,277,1,3
142,283,281,1,2
143,285,2,142,1
144,286,283,1,3
145,289,2,144,1
146,290,3,96,2
147,292,17,17,3
148,295,2,147,1
149,296,293,1,3
150,299,3,99,2
151,301,2,150,1
152,302,3,100,2
153,304,7,43,3
154,307,5,61,2
155,309,2,154,1
156,310,307,1,3
157,313,2,156,1
158,314,3,104,2
159,316,313,1,3
160,319,317,1,2
161,321,2,160,1
162,322,4,80,2
163,324,107,3,3
164,327,2,163,1
165,328,5,65,3
166,331,7,47,2
167,333,2,166,1
168,334,4,83,2
169,336,9,37,3
170,339,337,1,2
171,341,2,170,1
172,342,113,3,3
173,345,2,172,1
174,346,4,86,2
175,348,5,69,3
176,351,2,175,1
177,352,349,1,3
178,355,353,1,2
179,357,2,178,1
180,358,5,71,3
181,361,2,180,1
182,362,3,120,2
183,364,19,19,3
184,367,5,73,2
185,369,2,184,1
186,370,4,92,2
187,372,9,41,3
188,375,2,187,1
189,376,373,1,3
190,379,13,29,2
191,381,2,190,1
192,382,379,1,3
193,385,2,192,1
194,386,3,128,2
195,388,5,77,3
196,391,2,195,1
197,392,389,1,3
198,395,3,131,2
199,397,2,198,1
200,398,3,132,2
201,400,397,1,3
202,403,401,1,2
203,405,2,202,1
204,406,13,31,3
205,409,2,204,1
206,410,3,136,2
207,412,409,1,3
208,415,2,207,1
209,416,7,59,3
210,419,3,139,2
211,421,2,210,1
212,422,419,1,3
213,425,2,212,1
214,426,4,106,2
215,428,5,85,3
216,431,3,143,2
217,433,2,216,1
218,434,3,144,2
219,436,433,1,3
220,439,2,219,1
221,440,19,23,3
