n,a,k,L,d
1,2,0,0,1
2,3,0,0,2
3,5,0,0,6
4,11,0,0,12
5,23,17,1,6
6,29,17,1,12
7,41,29,1,12
8,53,0,0,30
9,83,7,11,6
10,89,65,1,24
11,113,19,5,18
12,131,89,1,42
13,173,167,1,6
14,179,167,1,12
15,191,149,1,42
16,233,227,1,6
17,239,227,1,12
18,251,221,1,30
19,281,269,1,12
20,293,227,1,66
21,359,299,1,60
22,419,37,11,12
23,431,419,1,12
24,443,79,5,48
25,491,43,11,18
26,509,85,5,84
27,593,109,5,48
28,641,17,37,12
29,653,647,1,6
30,659,127,5,24
31,683,647,1,36
32,719,139,5,24
33,743,25,29,18
34,761,713,1,48
35,809,707,1,102
36,911,79,11,42
37,953,893,1,60
38,1013,19,53,6
39,1019,19,53,12
40,1031,1013,1,18
41,1049,199,5,54
42,1103,983,1,120
43,1223,1217,1,6
44,1229,167,7,60
45,1289,167,7,120
46,1409,197,7,30
47,1439,1427,1,12
48,1451,49,29,30
49,1481,19,77,18
50,1499,1487,1,12
51,1511,77,19,48
52,1559,307,5,24
53,1583,313,5,18
54,1601,1469,1,132
55,1733,331,5,78
56,1811,1733,1,78
57,1889,1877,1,12
58,1901,1871,1,30
59,1931,1889,1,42
60,1973,67,29,30
61,2003,281,7,36
62,2039,31,65,24
63,2063,11,187,6
64,2069,287,7,60
65,2129,29,73,12
66,2141,287,7,132
67,2273,2207,1,66
68,2339,13,179,12
69,2351,2309,1,42
70,2393,7,341,6
71,2399,2339,1,60
72,2459,95,25,84
73,2543,43,59,6
74,2549,185,13,144
75,2693,2687,1,6
76,2699,2657,1,42
77,2741,2729,1,12
78,2753,2687,1,66
79,2819,547,5,84
80,2903,47,61,36
81,2939,53,55,24
82,2963,2957,1,6
83,2969,55,53,54
84,3023,2747,1,276
85,3299,467,7,30
86,3329,3299,1,30
87,3359,3329,1,30
88,3389,673,5,24
89,3413,307,11,36
90,3449,3407,1,42
91,3491,313,11,48
92,3539,85,41,54
93,3593,509,7,30
94,3623,205,17,138
95,3761,19,197,18
96,3779,751,5,24
97,3803,757,5,18
98,3821,223,17,30
99,3851,349,11,12
100,3863,109,35,48
101,3911,3803,1,108
102,4019,61,65,54
103,4073,787,5,138
104,4211,593,7,60
105,4271,599,7,78
106,4349,25,173,24
107,4373,65,67,18
108,4391,4373,1,18
109,4409,4337,1,72
110,4481,4229,1,252
111,4733,4673,1,60
112,4793,115,41,78
113,4871,53,91,48
114,4919,55,89,24
115,4943,257,19,60
116,5003,4967,1,36
117,5039,457,11,12
118,5051,5021,1,30
119,5081,161,31,90
120,5171,269,19,60
121,5231,71,73,48
122,5279,1051,5,24
123,5303,5273,1,30
124,5333,229,23,66
125,5399,487,11,42
126,5441,5381,1,60
127,5501,173,31,138
128,5639,293,19,72
129,5711,247,23,30
130,5741,131,43,108
131,5849,61,95,54
132,5903,523,11,150
133,6053,1201,5,48
134,6101,6089,1,12
135,6113,23,265,18
136,6131,6089,1,42
137,6173,553,11,90
138,6263,6257,1,6
139,6269,55,113,54
140,6323,6317,1,6
141,6329,887,7,120
142,6449,43,149,42
143,6491,71,91,30
144,6521,6491,1,30
145,6551,13,503,12
146,6563,35,187,18
147,6581,6401,1,180
148,6761,179,37,138
149,6899,145,47,84
150,6983,161,43,60
151,7043,49,143,36
152,7079,83,85,24
153,7103,65,109,18
154,7121,1013,7,30
155,7151,7109,1,42
156,7193,25,287,18
157,7211,643,11,138
158,7349,1453,5,84
159,7433,293,25,108
160,7541,173,43,102
161,7643,7,1091,6
162,7649,7607,1,42
163,7691,7559,1,132
164,7823,35,223,18
165,7841,709,11,42
166,7883,55,143,18
167,7901,209,37,168
168,8069,1609,5,24
169,8093,19,425,18
170,8111,7979,1,132
171,8243,43,191,30
172,8273,277,29,240
173,8513,8363,1,150
174,8663,89,97,30
175,8693,65,133,48
176,8741,449,19,210
177,8951,8933,1,18
178,8969,151,59,60
179,9029,8999,1,30
180,9059,217,41,162
181,9221,1307,7,72
182,9293,95,97,78
183,9371,9323,1,48
184,9419,1873,5,54
185,9473,9467,1,6
186,9479,9419,1,60
187,9539,859,11,90
188,9629,1367,7,60
189,9689,9587,1,102
190,9791,9521,1,270
191,10061,1433,7,30
192,10091,233,43,72
193,10163,1439,7,90
194,10253,23,445,18
195,10271,53,193,42
196,10313,29,355,18
197,10331,10133,1,198
198,10529,361,29,60
199,10589,2113,5,24
200,10613,215,49,78
201,10691,821,13,18
202,10709,2137,5,24
203,10733,2137,5,48
204,10781,47,229,18
205,10799,2143,5,84
206,10883,815,13,288
207,11171,11021,1,150
208,11321,11273,1,48
209,11369,2269,5,24
210,11393,155,73,78
211,11471,11423,1,48
212,11519,11489,1,30
213,11549,11519,1,30
214,11579,1637,7,120
215,11699,101,115,84
216,11783,65,181,18
217,11801,11789,1,12
218,11813,35,337,18
219,11831,161,73,78
220,11909,1697,7,30
221,11939,11867,1,72
222,12011,11981,1,30
223,12041,11981,1,60
224,12101,43,281,18
225,12119,145,83,84
226,12203,12143,1,60
227,12263,12197,1,66
228,12329,343,35,324
229,12653,19,665,18
230,12671,163,77,120
231,12791,1823,7,30
232,12821,12743,1,78
233,12899,25,515,24
234,12923,49,263,36
235,12959,12917,1,42
236,13001,12953,1,48
237,13049,757,17,180
238,13229,239,55,84
239,13313,155,85,138
240,13451,89,151,12
241,13463,311,43,90
242,13553,13487,1,66
243,13619,107,127,30
244,13649,2707,5,114
245,13763,1949,7,120
246,13883,47,295,18
247,13901,17,817,12
248,13913,337,41,96
249,14009,77,181,72
250,14081,14009,1,72
251,14153,7,2021,6
252,14159,1279,11,90
253,14249,85,167,54
254,14303,2857,5,18
255,14321,14153,1,168
256,14489,1109,13,72
257,14561,853,17,60
258,14621,59,247,48
259,14669,14639,1,30
260,14699,14657,1,42
261,14741,14699,1,42
262,14783,421,35,48
263,14831,14783,1,48
264,14879,73,203,60
265,14939,2111,7,162
266,15101,89,169,60
267,15161,15149,1,12
268,15173,119,127,60
269,15233,91,167,36
270,15269,15137,1,132
271,15401,15233,1,168
272,15569,1193,13,60
273,15629,163,95,144
274,15773,23,685,18
275,15791,31,509,12
276,15803,15683,1,120
277,15923,3169,5,78
278,16001,2273,7,90
279,16091,937,17,162
280,16253,463,35,48
281,16301,1471,11,120
282,16421,16349,1,72
283,16493,16433,1,60
284,16553,16433,1,120
285,16673,3307,5,138
286,16811,107,157,12
287,16823,16763,1,60
288,16883,65,259,48
289,16931,16703,1,228
290,17159,115,149,24
291,17183,683,25,108
292,17291,47,367,42
293,17333,3463,5,18
294,17351,17123,1,228
295,17579,17489,1,90
296,17669,17657,1,12
297,17681,917,19,258
298,17939,1627,11,42
299,17981,17921,1,60
300,18041,619,29,90
301,18131,59,307,18
302,18149,953,19,42
303,18191,18149,1,42
304,18233,125,145,108
305,18341,299,61,102
306,18443,25,737,18
307,18461,18191,1,270
308,18731,1699,11,42
309,18773,18743,1,30
310,18803,1439,13,96
311,18899,3727,5,264
312,19163,761,25,138
313,19301,1753,11,18
314,19319,3853,5,54
315,19373,35,553,18
316,19391,1759,11,42
317,19433,217,89,120
318,19553,11,1777,6
319,19559,19457,1,102
320,19661,1783,11,48
321,19709,71,277,42
322,19751,1783,11,138
323,19889,29,685,24
324,19913,17,1171,6
325,19919,89,223,72
326,19991,19919,1,72
327,20063,1529,13,186
328,20249,20129,1,120
329,20369,65,313,24
330,20393,25,815,18
331,20411,89,229,30
332,20441,1553,13,252
333,20693,439,47,60
334,20753,20747,1,6
335,20759,20747,1,12
336,20771,20753,1,18
337,20789,2957,7,90
338,20879,67,311,42
339,20921,20903,1,18
340,20939,47,445,24
341,20963,89,235,48
342,21011,121,173,78
343,21089,1237,17,60
344,21149,49,431,30
345,21179,919,23,42
346,21221,21101,1,120
347,21341,59,361,42
348,21383,21347,1,36
349,21419,21227,1,192
350,21611,21521,1,90
351,21701,23,943,12
352,21713,3089,7,90
353,21803,21713,1,90
354,21893,21773,1,120
355,22013,1291,17,66
356,22079,881,25,54
357,22133,373,59,126
358,22259,22247,1,12
359,22271,79,281,72
360,22343,7,3191,6
361,22349,719,31,60
362,22409,37,605,24
363,22433,22397,1,36
364,22469,17,1321,12
365,22481,3203,7,60
366,22541,22331,1,210
367,22751,319,71,102
368,22853,103,221,90
369,22943,22787,1,156
370,23099,533,43,180
371,23279,1223,19,42
372,23321,3329,7,18
373,23339,217,107,120
374,23459,23357,1,102
375,23561,811,29,42
376,23603,23537,1,66
377,23669,89,265,84
378,23753,23687,1,66
379,23819,389,61,90
380,23909,121,197,72
381,23981,1033,23,222
382,24203,143,169,36
383,24239,24197,1,42
384,24281,221,109,192
385,24473,3491,7,36
386,24509,43,569,42
387,24551,1289,19,60
388,24611,463,53,72
389,24683,103,239,66
