n,a,k,L,d
1,12,0,0,6
2,18,4,4,2
3,20,8,2,4
4,24,9,2,6
5,30,8,3,6
6,36,8,4,4
7,40,19,2,2
8,42,9,4,6
9,48,7,6,6
10,54,4,13,2
11,56,13,4,4
12,60,9,6,6
13,66,31,2,4
14,70,4,17,2
15,72,11,6,6
16,78,4,19,2
17,80,19,4,4
18,84,5,16,4
19,88,43,2,2
20,90,7,12,6
21,96,23,4,4
22,100,7,14,2
23,102,4,25,2
24,104,5,20,4
25,108,8,13,4
26,112,5,22,2
27,114,9,12,6
28,120,19,6,6
29,126,8,15,6
30,132,7,18,6
31,138,4,34,2
32,140,8,17,4
33,144,23,6,6
34,150,8,18,6
35,156,8,19,4
36,160,79,2,2
37,162,12,13,6
38,168,9,18,6
39,174,4,43,2
40,176,43,4,4
41,180,29,6,6
42,186,9,20,6
43,192,47,4,4
44,196,97,2,2
45,198,4,49,2
46,200,7,28,4
47,204,5,40,4
48,208,103,2,2
49,210,12,17,6
50,216,53,4,4
51,220,109,2,2
52,222,4,55,2
53,224,5,44,4
54,228,37,6,6
55,234,12,19,6
56,240,9,26,6
57,246,8,30,6
58,252,41,6,6
59,258,4,64,2
60,260,8,32,4
61,264,43,6,6
62,270,4,67,2
63,272,67,4,4
64,276,8,34,4
65,280,139,2,2
66,282,12,23,6
67,288,47,6,6
68,294,8,36,6
69,300,8,37,4
70,304,151,2,2
71,306,4,76,2
72,308,8,38,4
73,312,9,34,6
74,318,4,79,2
75,320,79,4,4
76,324,53,6,6
77,330,9,36,6
78,336,83,4,4
79,340,13,26,2
80,342,7,48,6
81,348,173,2,2
82,350,3,116,2
83,352,5,70,2
84,354,12,29,6
85,360,89,4,4
86,364,181,2,2
87,366,4,91,2
88,368,7,52,4
89,372,61,6,6
90,378,4,94,2
91,380,8,47,4
92,384,7,54,6
93,390,4,97,2
94,392,97,4,4
95,396,7,56,4
96,400,199,2,2
97,402,9,44,6
98,408,67,6,6
99,414,4,103,2
100,416,103,4,4
101,420,9,46,6
102,426,7,60,6
103,432,71,6,6
104,438,4,109,2
105,440,109,4,4
106,444,5,88,4
107,448,223,2,2
108,450,12,37,6
109,456,113,4,4
110,460,229,2,2
111,462,4,115,2
112,464,5,92,4
113,468,7,66,6
114,474,4,118,2
115,476,8,59,4
116,480,79,6,6
117,486,241,2,4
118,490,4,122,2
119,492,9,54,6
120,498,4,124,2
121,500,8,62,4
122,504,83,6,6
123,510,7,72,6
124,516,8,64,4
125,520,7,74,2
126,522,12,43,6
127,528,131,4,4
128,532,5,106,2
129,534,8,66,6
130,540,8,67,4
131,544,271,2,2
132,546,271,2,4
133,550,4,137,2
134,552,7,78,6
135,558,4,139,2
136,560,139,4,4
137,564,9,62,6
138,570,4,142,2
139,572,8,71,4
140,576,11,52,4
141,580,17,34,2
142,582,8,72,6
143,588,97,6,6
144,594,7,84,6
145,600,9,66,6
146,606,4,151,2
147,608,151,4,4
148,612,8,76,4
149,616,307,2,2
150,618,4,154,2
151,620,7,88,4
152,624,103,6,6
153,630,8,78,6
154,636,8,79,4
155,640,11,58,2
156,642,4,160,2
157,644,5,128,4
158,648,17,38,2
159,650,17,38,4
160,654,8,81,6
161,660,109,6,6
162,666,10,66,6
163,672,9,74,6
164,678,4,169,2
165,680,13,52,4
166,684,113,6,6
167,690,9,76,6
168,696,173,4,4
169,700,349,2,2
170,702,4,175,2
171,704,5,140,4
172,708,9,78,6
173,714,12,59,6
174,720,7,102,6
175,726,4,181,2
176,728,181,4,4
177,732,7,104,4
178,736,367,2,2
179,738,4,184,2
180,740,8,92,4
181,744,5,148,4
182,748,373,2,2
183,750,8,93,6
184,756,8,94,4
185,760,379,2,2
186,762,7,108,6
187,768,383,2,2
188,770,383,2,4
189,774,8,96,6
190,780,8,97,4
191,784,17,46,2
192,786,10,78,6
193,792,131,6,6
194,798,4,199,2
195,800,199,4,4
196,804,7,114,6
197,810,4,202,2
198,812,8,101,4
199,816,7,116,4
200,820,409,2,2
201,822,8,102,6
202,828,8,103,4
203,832,5,166,2
204,834,4,208,2
205,836,8,104,4
206,840,139,6,6
207,846,7,120,6
208,852,9,94,6
209,858,4,214,2
210,860,8,107,4
211,864,5,172,4
212,868,433,2,2
213,870,8,108,6
214,876,8,109,4
215,880,439,2,2
216,882,12,73,6
217,888,7,126,6
218,894,4,223,2
219,896,223,4,4
220,900,149,6,6
221,906,11,82,4
222,910,4,227,2
223,912,151,6,6
224,918,4,229,2
225,920,229,4,4
226,924,5,184,4
227,928,463,2,2
228,930,7,132,6
229,936,233,4,4
230,940,7,134,2
231,942,313,3,3
232,945,6,157,3
233,948,8,118,4
234,952,5,190,2
235,954,12,79,6
236,960,9,106,6
237,966,4,241,2
238,968,241,4,4
239,972,7,138,6
240,978,4,244,2
241,980,8,122,4
242,984,163,6,6
243,990,4,247,2
244,992,13,76,4
245,996,8,124,4
246,1000,499,2,2
247,1002,12,83,6
248,1008,167,6,6
249,1014,7,144,6
250,1020,13,78,6
251,1026,10,102,6
252,1032,257,4,4
253,1036,11,94,2
254,1038,4,259,2
255,1040,7,148,4
256,1044,173,6,6
257,1050,9,116,6
258,1056,263,4,4
259,1060,23,46,2
260,1062,4,265,2
261,1064,5,212,4
262,1068,9,118,6
263,1074,12,89,6
264,1080,179,6,6
265,1086,4,271,2
266,1088,271,4,4
267,1092,181,6,6
268,1098,4,274,2
269,1100,8,137,4
270,1104,9,122,6
271,1110,8,138,6
272,1116,8,139,4
273,1120,13,86,2
