n;A007618;weight;level;jump
1;5;0;0;5
2;10;3;3;1
3;11;3;3;2
4;13;9;1;4
5;17;9;1;8
6;25;9;2;7
7;32;9;3;5
8;37;27;1;10
9;47;12;3;11
10;58;15;3;13
11;71;9;7;8
12;79;21;3;16
13;95;27;3;14
14;109;11;9;10
15;119;12;9;11
16;130;6;21;4
17;134;9;14;8
18;142;9;15;7
19;149;15;9;14
20;163;17;9;10
21;173;18;9;11
22;184;19;9;13
23;197;18;10;17
24;214;9;23;7
25;221;6;36;5
26;226;12;18;10
27;236;15;15;11
28;247;18;13;13
29;260;9;28;8
30;268;18;14;16
31;284;15;18;14
32;298;31;9;19
33;317;17;18;11
34;328;15;21;13
35;341;9;37;8
36;349;37;9;16
37;365;27;13;14
38;379;20;18;19
39;398;21;18;20
40;418;15;27;13
41;431;9;47;8
42;439;47;9;16
43;455;21;21;14
44;469;25;18;19
45;488;26;18;20
46;508;15;33;13
47;521;9;57;8
48;529;19;27;16
49;545;59;9;14
50;559;20;27;19
51;578;31;18;20
52;598;24;24;22
53;620;9;68;8
54;628;17;36;16
55;644;15;42;14
56;658;71;9;19
57;677;73;9;20
58;697;25;27;22
59;719;18;39;17
60;736;18;40;16
61;752;18;41;14
62;766;83;9;19
63;785;45;17;20
64;805;18;44;13
65;818;89;9;17
66;835;21;39;16
67;851;27;31;14
68;865;47;18;19
69;884;24;36;20
70;904;27;33;13
71;917;18;50;17
72;934;17;54;16
73;950;18;52;14
74;964;21;45;19
75;983;107;9;20
76;1003;9;111;4
77;1007;9;111;8
78;1015;8;126;7
79;1022;9;113;5
80;1027;113;9;10
81;1037;18;57;11
82;1048;15;69;13
83;1061;9;117;8
84;1069;27;39;16
85;1085;17;63;14
86;1099;20;54;19
87;1118;27;41;11
88;1129;18;62;13
89;1142;9;126;8
90;1150;9;127;7
91;1157;127;9;14
92;1171;27;43;10
93;1181;13;90;11
94;1192;131;9;13
95;1205;9;133;8
96;1213;9;134;7
97;1220;9;135;5
98;1225;15;81;10
99;1235;12;102;11
100;1246;137;9;13
101;1259;18;69;17
102;1276;18;70;16
103;1292;18;71;14
104;1306;12;108;10
105;1316;15;87;11
106;1327;18;73;13
107;1340;9;148;8
108;1348;18;74;16
109;1364;15;90;14
110;1378;151;9;19
111;1397;27;51;20
112;1417;18;78;13
113;1430;9;158;8
114;1438;18;79;16
115;1454;15;96;14
116;1468;21;69;19
117;1487;163;9;20
118;1507;18;83;13
119;1520;9;168;8
120;1528;18;84;16
121;1544;15;102;14
122;1558;27;57;19
123;1577;173;9;20
124;1597;25;63;22
125;1619;18;89;17
126;1636;18;90;16
127;1652;18;91;14
128;1666;27;61;19
129;1685;37;45;20
130;1705;18;94;13
131;1718;21;81;17
132;1735;191;9;16
133;1751;193;9;14
134;1765;97;18;19
135;1784;21;84;20
136;1804;199;9;13
137;1817;18;100;17
138;1834;18;101;16
139;1850;17;108;14
140;1864;41;45;19
141;1883;23;81;20
142;1903;14;135;13
143;1916;211;9;17
144;1933;27;71;16
145;1949;107;18;23
146;1972;21;93;19
147;1991;27;73;20
148;2011;9;223;4
149;2015;9;223;8
150;2023;8;252;7
151;2030;9;225;5
152;2035;15;135;10
153;2045;18;113;11
154;2056;227;9;13
155;2069;18;114;17
156;2086;18;115;16
157;2102;9;233;5
158;2107;233;9;10
159;2117;13;162;11
160;2128;15;141;13
161;2141;9;237;8
162;2149;27;79;16
163;2165;239;9;14
164;2179;20;108;19
165;2198;22;99;20
166;2218;15;147;13
167;2231;9;247;8
168;2239;19;117;16
169;2255;27;83;14
170;2269;25;90;19
171;2288;21;108;20
172;2308;15;153;13
173;2321;9;257;8
174;2329;257;9;16
175;2345;21;111;14
176;2359;20;117;19
177;2378;131;18;20
178;2398;24;99;22
179;2420;9;268;8
180;2428;18;134;16
181;2444;15;162;14
182;2458;271;9;19
183;2477;21;117;20
184;2497;25;99;22
185;2519;18;139;17
186;2536;18;140;16
187;2552;18;141;14
188;2566;283;9;19
189;2585;27;95;20
190;2605;16;162;13
191;2618;51;51;17
192;2635;27;97;16
193;2651;293;9;14
194;2665;21;126;19
195;2684;24;111;20
196;2704;23;117;13
197;2717;18;150;17
198;2734;18;151;16
199;2750;16;171;14
200;2764;45;61;19
201;2783;307;9;20
202;2803;15;186;13
203;2816;311;9;17
204;2833;313;9;16
205;2849;157;18;23
206;2872;317;9;19
207;2891;29;99;20
208;2911;14;207;13
209;2924;19;153;17
210;2941;25;117;16
211;2957;163;18;23
212;2980;21;141;19
213;2999;30;99;29
214;3028;15;201;13
215;3041;9;337;8
216;3049;337;9;16
217;3065;27;113;14
218;3079;20;153;19
219;3098;27;114;20
220;3118;15;207;13
221;3131;9;347;8
222;3139;347;9;16
223;3155;349;9;14
224;3169;21;150;19
225;3188;22;144;20
226;3208;15;213;13
227;3221;9;357;8
228;3229;17;189;16
229;3245;359;9;14
230;3259;20;162;19
231;3278;181;18;20
232;3298;26;126;22
233;3320;9;368;8
234;3328;18;184;16
235;3344;15;222;14
236;3358;21;159;19
237;3377;373;9;20
238;3397;25;135;22
239;3419;18;189;17
240;3436;18;190;16
241;3452;18;191;14
242;3466;383;9;19
243;3485;21;165;20
244;3505;18;194;13
245;3518;389;9;17
246;3535;17;207;16
247;3551;27;131;14
248;3565;197;18;19
249;3584;22;162;20
250;3604;19;189;13
251;3617;18;200;17
252;3634;18;201;16
253;3650;18;202;14
254;3664;27;135;19
255;3683;33;111;20
256;3703;15;246;13
257;3716;27;137;17
258;3733;21;177;16
259;3749;27;138;23
260;3772;27;139;19
261;3791;419;9;20
262;3811;18;211;13
263;3824;27;141;17
264;3841;17;225;16
265;3857;27;142;23
266;3880;27;143;19
267;3899;30;129;29
268;3928;31;126;22
269;3950;19;207;17
270;3967;27;146;25
271;3992;27;147;23
272;4015;15;267;10
273;4025;18;223;11
274;4036;27;149;13
275;4049;18;224;17
276;4066;18;225;16
277;4082;18;226;14
278;4096;27;151;19
279;4115;12;342;11
280;4126;457;9;13
281;4139;18;229;17
282;4156;18;230;16
283;4172;18;231;14
284;4186;463;9;19
285;4205;18;233;11
286;4216;467;9;13
287;4229;18;234;17
288;4246;18;235;16
289;4262;18;236;14
290;4276;33;129;19
291;4295;25;171;20
292;4315;18;239;13
293;4328;479;9;17
294;4345;37;117;16
295;4361;21;207;14
296;4375;22;198;19
297;4394;27;162;20
298;4414;27;163;13
299;4427;18;245;17
300;4444;18;246;16
301;4460;18;247;14
302;4474;27;165;19
303;4493;21;213;20
304;4513;15;300;13
305;4526;27;167;17
306;4543;503;9;16
307;4559;24;189;23
308;4582;27;169;19
309;4601;15;306;11
310;4612;21;219;13
311;4625;18;256;17
312;4642;18;257;16
313;4658;45;103;23
314;4681;21;222;19
315;4700;521;9;11
316;4711;18;261;13
317;4724;523;9;17
318;4741;21;225;16
319;4757;263;18;23
320;4780;23;207;19
321;4799;30;159;29
322;4828;27;178;22
323;4850;27;179;17
324;4867;269;18;25
325;4892;541;9;23
326;4915;24;204;19
327;4934;21;234;20
328;4954;36;137;22
329;4976;30;165;26
330;5002;9;555;7
331;5009;15;333;14
332;5023;557;9;10
333;5033;18;279;11
334;5044;39;129;13
335;5057;18;280;17
336;5074;18;281;16
337;5090;18;282;14
338;5104;18;283;10
339;5114;21;243;11
340;5125;18;284;13
341;5138;569;9;17
342;5155;571;9;16
343;5171;27;191;14
344;5185;21;246;19
345;5204;577;9;11
346;5215;17;306;13
347;5228;27;193;17
348;5245;21;249;16
349;5261;33;159;14
350;5275;24;219;19
351;5294;293;18;20
352;5314;19;279;13
353;5327;18;295;17
354;5344;18;296;16
355;5360;18;297;14
356;5374;21;255;19
357;5393;27;199;20
358;5413;15;360;13
359;5426;601;9;17
360;5443;27;201;16
361;5459;36;151;23
362;5482;607;9;19
363;5501;15;366;11
364;5512;39;141;13
365;5525;18;306;17
366;5542;18;307;16
367;5558;27;205;23
368;5581;27;206;19
369;5600;23;243;11
370;5611;18;311;13
371;5624;21;267;17
372;5641;25;225;16
373;5657;313;18;23
374;5680;37;153;19
375;5699;30;189;29
376;5728;317;18;22
377;5750;21;273;17
378;5767;29;198;25
379;5792;641;9;23
380;5815;21;276;19
381;5834;34;171;20
382;5854;24;243;22
383;5876;30;195;26
384;5902;18;327;16
385;5918;45;131;23
386;5941;21;282;19
387;5960;22;270;20
388;5980;331;18;22
389;6002;9;666;8
390;6010;9;667;7
391;6017;23;261;14
392;6031;27;223;10
393;6041;15;402;11
394;6052;33;183;13
395;6065;18;336;17
396;6082;18;337;16
397;6098;25;243;23
398;6121;21;291;10
399;6131;12;510;11
400;6142;27;227;13
401;6155;18;341;17
402;6172;18;342;16
403;6188;45;137;23
404;6211;13;477;10
405;6221;15;414;11
406;6232;691;9;13
407;6245;18;346;17
408;6262;18;347;16
409;6278;45;139;23
410;6301;27;233;10
411;6311;12;525;11
412;6322;701;9;13
413;6335;18;351;17
414;6352;18;352;16
415;6368;27;235;23
416;6391;27;236;19
417;6410;27;237;11
418;6421;18;356;13
419;6434;23;279;17
420;6451;33;195;16
421;6467;36;179;23
422;6490;719;9;19
423;6509;21;309;20
