n;A010061;weight;level;jump
1;1;0;0;3
2;4;0;0;2
3;6;0;0;7
4;13;11;1;2
5;15;4;3;3
6;18;5;3;3
7;21;19;1;2
8;23;8;2;7
9;30;4;7;2
10;32;9;3;5
11;37;5;7;2
12;39;8;4;7
13;46;4;11;2
14;48;5;9;3
15;51;4;12;3
16;54;4;13;2
17;56;49;1;7
18;63;11;5;8
19;71;8;8;7
20;78;4;19;2
21;80;7;11;3
22;83;4;20;3
23;86;3;28;2
24;88;9;9;7
25;95;3;31;2
26;97;23;4;5
27;102;4;25;2
28;104;97;1;7
29;111;109;1;2
30;113;5;22;3
31;116;113;1;3
32;119;3;39;2
33;121;19;6;7
34;128;3;42;2
35;130;127;1;3
36;133;131;1;2
37;135;8;16;7
38;142;4;35;2
39;144;47;3;3
40;147;4;36;3
41;150;4;37;2
42;152;29;5;7
43;159;157;1;2
44;161;6;26;5
45;166;4;41;2
46;168;23;7;7
47;175;173;1;2
48;177;6;29;3
49;180;59;3;3
50;183;181;1;2
51;185;89;2;7
52;192;23;8;8
53;200;193;1;7
54;207;5;41;2
55;209;103;2;3
56;212;11;19;3
57;215;3;71;2
58;217;10;21;7
59;224;3;74;2
60;226;13;17;5
61;231;229;1;2
62;233;113;2;7
63;240;7;34;2
64;242;239;1;3
65;245;11;22;3
66;248;3;82;2
67;250;23;10;20
68;270;4;67;2
69;272;269;1;3
70;275;4;68;3
71;278;3;92;2
72;280;13;21;7
73;287;3;95;2
74;289;71;4;5
75;294;4;73;2
76;296;17;17;7
77;303;7;43;2
78;305;151;2;3
79;308;5;61;3
80;311;3;103;2
81;313;9;34;7
82;320;12;26;8
83;328;107;3;7
84;335;3;111;2
85;337;167;2;3
86;340;337;1;3
87;343;11;31;2
88;345;13;26;7
89;352;5;70;2
90;354;349;1;5
91;359;3;119;2
92;361;59;6;7
93;368;3;122;2
94;370;367;1;3
95;373;5;74;3
96;376;11;34;2
97;378;53;7;7
98;385;383;1;2
99;387;4;96;3
100;390;4;97;2
101;392;11;35;7
102;399;397;1;2
103;401;199;2;3
104;404;401;1;3
105;407;3;135;2
106;409;67;6;7
107;416;3;138;2
108;418;7;59;5
109;423;421;1;2
110;425;11;38;7
111;432;5;86;2
112;434;431;1;3
113;437;7;62;3
114;440;3;146;2
115;442;15;29;7
116;449;9;49;8
117;457;9;50;7
118;464;3;154;2
119;466;463;1;3
120;469;233;2;3
121;472;5;94;2
122;474;467;1;7
123;481;479;1;2
124;483;239;2;5
125;488;3;162;2
126;490;21;23;7
127;497;3;165;2
128;499;4;124;3
129;502;499;1;3
130;505;503;1;2
131;507;10;50;7
132;514;509;1;5
133;519;8;64;7
134;526;4;131;2
135;528;5;105;3
136;531;4;132;3
137;534;4;133;2
138;536;23;23;7
139;543;541;1;2
140;545;6;90;5
141;550;4;137;2
142;552;109;5;7
143;559;557;1;2
144;561;6;93;3
145;564;11;51;3
146;567;5;113;2
147;569;281;2;7
148;576;71;8;8
149;584;577;1;7
150;591;19;31;2
151;593;5;118;3
152;596;593;1;3
153;599;3;199;2
154;601;9;66;7
155;608;3;202;2
156;610;11;55;5
157;615;613;1;2
158;617;10;61;7
159;624;311;2;2
160;626;7;89;3
161;629;313;2;3
162;632;3;210;2
163;634;11;57;7
164;641;3;213;2
165;643;4;160;3
166;646;4;161;2
167;648;641;1;7
168;655;653;1;2
169;657;6;109;3
170;660;9;73;3
171;663;661;1;2
172;665;14;47;7
173;672;5;134;2
174;674;223;3;5
175;679;677;1;2
176;681;337;2;7
177;688;7;98;2
178;690;229;3;3
179;693;5;138;3
180;696;347;2;2
181;698;691;1;7
182;705;17;41;8
183;713;353;2;7
184;720;359;2;2
185;722;719;1;3
186;725;19;38;3
187;728;3;242;2
188;730;241;3;7
189;737;3;245;2
190;739;367;2;5
191;744;7;106;2
192;746;739;1;7
193;753;751;1;2
194;755;4;188;3
195;758;5;151;3
196;761;3;253;2
197;763;743;1;20
198;783;11;71;2
199;785;17;46;3
200;788;5;157;3
201;791;3;263;2
202;793;131;6;7
203;800;3;266;2
204;802;797;1;5
205;807;5;161;2
206;809;401;2;7
207;816;11;74;2
208;818;5;163;3
209;821;409;2;3
210;824;3;274;2
211;826;9;91;7
212;833;11;75;8
213;841;139;6;7
214;848;3;282;2
215;850;7;121;3
216;853;5;170;3
217;856;7;122;2
218;858;23;37;7
219;865;863;1;2
220;867;431;2;5
221;872;3;290;2
222;874;17;51;7
223;881;3;293;2
224;883;4;220;3
225;886;883;1;3
226;889;887;1;2
227;891;13;68;7
228;898;4;224;2
229;900;13;69;3
230;903;17;53;2
231;905;449;2;7
232;912;5;182;2
233;914;911;1;3
234;917;457;2;3
235;920;3;306;2
236;922;15;61;7
237;929;3;309;2
238;931;463;2;5
239;936;467;2;2
240;938;19;49;7
241;945;23;41;2
242;947;4;236;3
243;950;947;1;3
244;953;3;317;2
245;955;12;79;7
246;962;9;106;8
247;970;9;107;7
248;977;3;325;2
249;979;4;244;3
250;982;11;89;3
251;985;983;1;2
252;987;10;98;7
253;994;4;248;2
254;996;991;1;5
255;1001;3;333;2
256;1003;12;83;7
257;1010;3;336;2
258;1012;1009;1;3
259;1015;4;253;3
260;1018;4;254;2
261;1020;337;3;9
262;1029;10;102;9
263;1038;4;259;2
264;1040;17;61;3
265;1043;4;260;3
266;1046;3;348;2
267;1048;347;3;7
268;1055;3;351;2
269;1057;263;4;5
270;1062;4;265;2
271;1064;151;7;7
272;1071;1069;1;2
273;1073;5;214;3
274;1076;29;37;3
275;1079;3;359;2
276;1081;179;6;7
277;1088;9;120;8
278;1096;9;121;7
279;1103;3;367;2
280;1105;19;58;3
281;1108;5;221;3
282;1111;1109;1;2
283;1113;14;79;7
284;1120;13;86;2
285;1122;1117;1;5
286;1127;3;375;2
287;1129;11;102;7
288;1136;3;378;2
289;1138;5;227;3
290;1141;569;2;3
291;1144;571;2;2
292;1146;17;67;7
293;1153;1151;1;2
294;1155;4;288;3
295;1158;4;289;2
296;1160;1153;1;7
297;1167;5;233;2
298;1169;11;106;3
299;1172;7;167;3
300;1175;3;391;2
301;1177;9;130;7
302;1184;3;394;2
303;1186;1181;1;5
304;1191;29;41;2
305;1193;593;2;7
306;1200;599;2;2
307;1202;11;109;3
308;1205;601;2;3
309;1208;3;402;2
310;1210;401;3;7
311;1217;13;93;8
312;1225;14;87;7
313;1232;3;410;2
314;1234;1231;1;3
315;1237;617;2;3
316;1240;619;2;2
317;1242;13;95;7
318;1249;29;43;2
319;1251;7;178;5
320;1256;3;418;2
321;1258;9;139;7
322;1265;3;421;2
323;1267;4;316;3
324;1270;7;181;3
325;1273;31;41;2
326;1275;251;5;20
327;1295;3;431;2
328;1297;647;2;3
329;1300;1297;1;3
330;1303;1301;1;2
331;1305;11;118;7
332;1312;5;262;2
333;1314;7;187;5
334;1319;3;439;2
335;1321;9;146;7
336;1328;3;442;2
337;1330;1327;1;3
338;1333;5;266;3
339;1336;23;58;2
340;1338;11;121;7
341;1345;191;7;8
342;1353;673;2;7
343;1360;7;194;2
344;1362;9;151;3
345;1365;6;227;3
346;1368;683;2;2
347;1370;29;47;7
348;1377;5;275;2
349;1379;6;229;5
350;1384;691;2;2
351;1386;197;7;7
352;1393;13;107;2
353;1395;4;348;3
354;1398;5;279;3
