n;A007528;weight;level;jump
1;5;0;0;6
2;11;0;0;6
3;17;11;1;6
4;23;17;1;6
5;29;17;1;12
6;41;7;5;6
7;47;41;1;6
8;53;47;1;6
9;59;47;1;12
10;71;59;1;12
11;83;7;11;6
12;89;77;1;12
13;101;19;5;6
14;107;101;1;6
15;113;19;5;18
16;131;25;5;6
17;137;25;5;12
18;149;131;1;18
19;167;7;23;6
20;173;167;1;6
21;179;167;1;12
22;191;37;5;6
23;197;167;1;30
24;227;13;17;6
25;233;227;1;6
26;239;227;1;12
27;251;7;35;6
28;257;251;1;6
29;263;257;1;6
30;269;257;1;12
31;281;269;1;12
32;293;25;11;18
33;311;61;5;6
34;317;41;7;30
35;347;11;31;6
36;353;347;1;6
37;359;67;5;24
38;383;13;29;6
39;389;13;29;12
40;401;383;1;18
41;419;37;11;12
42;431;419;1;12
43;443;19;23;6
44;449;19;23;12
45;461;7;65;6
46;467;13;35;12
47;479;467;1;12
48;491;479;1;12
49;503;7;71;6
50;509;71;7;12
51;521;97;5;36
52;557;19;29;6
53;563;557;1;6
54;569;19;29;18
55;587;7;83;6
56;593;587;1;6
57;599;83;7;18
58;617;593;1;24
59;641;127;5;6
60;647;641;1;6
61;653;647;1;6
62;659;641;1;18
63;677;11;61;6
64;683;19;35;18
65;701;683;1;18
66;719;139;5;24
67;743;25;29;18
68;761;107;7;12
69;773;107;7;24
70;797;157;5;12
71;809;797;1;12
72;821;163;5;6
73;827;163;5;12
74;839;821;1;18
75;857;23;37;6
76;863;65;13;18
77;881;7;125;6
78;887;863;1;24
79;911;19;47;18
80;929;131;7;12
81;941;11;85;6
82;947;941;1;6
83;953;55;17;18
84;971;193;5;6
85;977;971;1;6
86;983;953;1;30
87;1013;19;53;6
88;1019;19;53;12
89;1031;1013;1;18
90;1049;17;61;12
91;1061;1031;1;30
92;1091;7;155;6
93;1097;1091;1;6
94;1103;1097;1;6
95;1109;97;11;42
96;1151;17;67;12
97;1163;229;5;18
98;1181;25;47;6
99;1187;1181;1;6
100;1193;167;7;24
101;1217;7;173;6
102;1223;1217;1;6
103;1229;109;11;30
104;1259;73;17;18
105;1277;31;41;6
106;1283;1277;1;6
107;1289;1277;1;12
108;1301;7;185;6
109;1307;35;37;12
110;1319;1277;1;42
111;1361;271;5;6
112;1367;1361;1;6
113;1373;191;7;36
114;1409;107;13;18
115;1427;7;203;6
116;1433;1427;1;6
117;1439;1427;1;12
118;1451;49;29;30
119;1481;25;59;6
120;1487;1481;1;6
121;1493;1487;1;6
122;1499;1487;1;12
123;1511;1499;1;12
124;1523;1493;1;30
125;1553;7;221;6
126;1559;13;119;12
127;1571;1559;1;12
128;1583;313;5;18
129;1601;11;145;6
130;1607;1601;1;6
131;1613;1607;1;6
132;1619;1601;1;18
133;1637;1607;1;30
134;1667;1637;1;30
135;1697;337;5;12
136;1709;1697;1;12
137;1721;1709;1;12
138;1733;73;23;54
139;1787;41;43;24
140;1811;257;7;12
141;1823;257;7;24
142;1847;1823;1;24
143;1871;373;5;6
144;1877;373;5;12
145;1889;1877;1;12
146;1901;379;5;6
147;1907;1901;1;6
148;1913;379;5;18
149;1931;1913;1;18
150;1949;25;77;24
151;1973;7;281;6
152;1979;37;53;18
153;1997;11;181;6
154;2003;1979;1;24
155;2027;13;155;12
156;2039;31;65;24
157;2063;11;187;6
158;2069;17;121;12
159;2081;25;83;6
160;2087;25;83;12
161;2099;2087;1;12
162;2111;23;91;18
163;2129;29;73;12
164;2141;2129;1;12
165;2153;2099;1;54
166;2207;31;71;6
167;2213;199;11;24
168;2237;23;97;6
169;2243;317;7;24
170;2267;7;323;6
171;2273;173;13;24
172;2297;457;5;12
173;2309;457;5;24
174;2333;13;179;6
175;2339;13;179;12
176;2351;7;335;6
177;2357;2333;1;24
178;2381;23;103;12
179;2393;7;341;6
180;2399;31;77;12
181;2411;13;185;6
182;2417;2411;1;6
183;2423;37;65;18
184;2441;487;5;6
185;2447;487;5;12
186;2459;2441;1;18
187;2477;2423;1;54
188;2531;229;11;12
189;2543;43;59;6
190;2549;229;11;30
191;2579;17;151;12
192;2591;31;83;18
193;2609;49;53;12
194;2621;2609;1;12
195;2633;2609;1;24
196;2657;11;241;6
197;2663;29;91;24
198;2687;7;383;6
199;2693;2687;1;6
200;2699;2687;1;12
201;2711;2693;1;18
202;2729;13;209;12
203;2741;2729;1;12
204;2753;2729;1;24
205;2777;35;79;12
206;2789;2777;1;12
207;2801;23;121;18
208;2819;2801;1;18
209;2837;19;149;6
210;2843;25;113;18
211;2861;2843;1;18
212;2879;2861;1;18
213;2897;7;413;6
214;2903;2897;1;6
215;2909;49;59;18
216;2927;53;55;12
217;2939;23;127;18
218;2957;13;227;6
219;2963;2957;1;6
220;2969;2939;1;30
221;2999;29;103;12
222;3011;2999;1;12
223;3023;601;5;18
224;3041;2999;1;42
225;3083;17;181;6
226;3089;133;23;30
227;3119;443;7;18
228;3137;239;13;30
229;3167;449;7;24
230;3191;17;187;12
231;3203;23;139;6
232;3209;23;139;12
233;3221;3191;1;30
234;3251;11;295;6
235;3257;643;5;42
236;3299;25;131;24
237;3323;31;107;6
238;3329;43;77;18
239;3347;23;145;12
240;3359;3347;1;12
241;3371;479;7;18
242;3389;3371;1;18
243;3407;19;179;6
244;3413;307;11;36
245;3449;491;7;12
246;3461;691;5;6
247;3467;313;11;24
248;3491;691;5;36
249;3527;7;503;6
250;3533;3527;1;6
251;3539;503;7;18
252;3557;3533;1;24
253;3581;43;83;12
254;3593;43;83;24
255;3617;23;157;6
256;3623;211;17;36
257;3659;521;7;12
258;3671;733;5;6
259;3677;281;13;24
260;3701;29;127;18
261;3719;3677;1;42
262;3761;751;5;6
263;3767;751;5;12
264;3779;3761;1;18
265;3797;17;223;6
266;3803;757;5;18
267;3821;13;293;12
268;3833;35;109;18
269;3851;349;11;12
270;3863;769;5;18
271;3881;3851;1;30
272;3911;11;355;6
273;3917;3911;1;6
274;3923;3917;1;6
275;3929;3911;1;18
276;3947;55;71;42
277;3989;41;97;12
278;4001;17;235;6
279;4007;4001;1;6
280;4013;4007;1;6
281;4019;3989;1;30
282;4049;25;161;24
283;4073;7;581;6
284;4079;49;83;12
285;4091;811;5;36
286;4127;13;317;6
287;4133;4127;1;6
288;4139;317;13;18
289;4157;373;11;54
290;4211;29;145;6
291;4217;29;145;12
292;4229;4217;1;12
293;4241;4229;1;12
294;4253;31;137;6
295;4259;31;137;12
296;4271;4259;1;12
297;4283;7;611;6
298;4289;4241;1;48
299;4337;25;173;12
300;4349;25;173;24
301;4373;65;67;18
302;4391;877;5;6
303;4397;877;5;12
304;4409;4397;1;12
305;4421;4391;1;30
306;4451;7;635;6
307;4457;4451;1;6
308;4463;35;127;18
309;4481;41;109;12
310;4493;41;109;24
311;4517;13;347;6
312;4523;409;11;24
313;4547;347;13;36
314;4583;647;7;54
315;4637;11;421;6
316;4643;4637;1;6
317;4649;25;185;24
318;4673;13;359;6
319;4679;13;359;12
320;4691;4679;1;12
321;4703;937;5;18
322;4721;17;277;12
323;4733;23;205;18
324;4751;41;115;36
325;4787;7;683;6
326;4793;4787;1;6
327;4799;683;7;18
328;4817;433;11;54
329;4871;7;695;6
330;4877;35;139;12
331;4889;43;113;30
332;4919;701;7;12
333;4931;25;197;6
334;4937;4931;1;6
335;4943;4919;1;24
336;4967;11;451;6
337;4973;4943;1;30
338;5003;19;263;6
339;5009;19;263;12
340;5021;5003;1;18
341;5039;457;11;12
342;5051;5021;1;30
343;5081;7;725;6
344;5087;25;203;12
345;5099;5051;1;48
346;5147;53;97;6
347;5153;65;79;18
348;5171;5153;1;18
349;5189;5147;1;42
350;5231;11;475;6
351;5237;401;13;24
352;5261;29;181;12
353;5273;23;229;6
354;5279;5261;1;18
355;5297;11;481;6
356;5303;5297;1;6
357;5309;35;151;24
358;5333;1063;5;18
359;5351;313;17;30
360;5381;25;215;6
361;5387;5381;1;6
362;5393;5387;1;6
363;5399;5381;1;18
364;5417;5393;1;24
365;5441;773;7;30
366;5471;1093;5;6
367;5477;5471;1;6
368;5483;1093;5;18
369;5501;7;785;6
370;5507;35;157;12
371;5519;5507;1;12
372;5531;499;11;42
373;5573;55;101;18
374;5591;241;23;48
375;5639;17;331;12
376;5651;1129;5;6
377;5657;1129;5;12
378;5669;1129;5;24
379;5693;25;227;18
380;5711;7;815;6
381;5717;5693;1;24
