n;A010784;weight;level;jump
1;0;0;0;1
2;1;0;0;1
3;2;0;0;1
4;3;2;1;1
5;4;3;1;1
6;5;2;2;1
7;6;5;1;1
8;7;2;3;1
9;8;7;1;1
10;9;2;4;1
11;10;4;2;2
12;12;11;1;1
13;13;2;6;1
14;14;13;1;1
15;15;2;7;1
16;16;3;5;1
17;17;2;8;1
18;18;17;1;1
19;19;2;9;1
20;20;19;1;1
21;21;19;1;2
22;23;2;11;1
23;24;23;1;1
24;25;2;12;1
25;26;5;5;1
26;27;2;13;1
27;28;3;9;1
28;29;2;14;1
29;30;29;1;1
30;31;2;15;1
31;32;3;10;2
32;34;3;11;1
33;35;2;17;1
34;36;5;7;1
35;37;2;18;1
36;38;37;1;1
37;39;2;19;1
38;40;3;13;1
39;41;2;20;1
40;42;41;1;1
41;43;41;1;2
42;45;2;22;1
43;46;3;15;1
44;47;2;23;1
45;48;47;1;1
46;49;2;24;1
47;50;7;7;1
48;51;2;25;1
49;52;3;17;1
50;53;2;26;1
51;54;4;13;2
52;56;5;11;1
53;57;2;28;1
54;58;3;19;1
55;59;2;29;1
56;60;59;1;1
57;61;2;30;1
58;62;61;1;1
59;63;2;31;1
60;64;3;21;1
61;65;3;21;2
62;67;2;33;1
63;68;67;1;1
64;69;2;34;1
65;70;3;23;1
66;71;2;35;1
67;72;71;1;1
68;73;2;36;1
69;74;73;1;1
70;75;2;37;1
71;76;37;2;2
72;78;7;11;1
73;79;2;39;1
74;80;79;1;1
75;81;2;40;1
76;82;3;27;1
77;83;2;41;1
78;84;83;1;1
79;85;2;42;1
80;86;5;17;1
81;87;5;17;2
82;89;2;44;1
83;90;89;1;1
84;91;2;45;1
85;92;7;13;1
86;93;2;46;1
87;94;3;31;1
88;95;2;47;1
89;96;5;19;1
90;97;2;48;1
91;98;47;2;4
92;102;101;1;1
93;103;2;51;1
94;104;103;1;1
95;105;2;52;1
96;106;3;35;1
97;107;2;53;1
98;108;107;1;1
99;109;14;7;11
100;120;9;13;3
101;123;2;61;1
102;124;3;41;1
103;125;2;62;1
104;126;5;25;1
105;127;2;63;1
106;128;127;1;1
107;129;2;64;1
108;130;4;32;2
109;132;5;26;2
110;134;7;19;1
111;135;2;67;1
112;136;3;45;1
113;137;2;68;1
114;138;137;1;1
115;139;2;69;1
116;140;3;46;2
117;142;3;47;1
118;143;3;47;2
119;145;2;72;1
120;146;5;29;1
121;147;2;73;1
122;148;3;49;1
123;149;2;74;1
124;150;4;37;2
125;152;151;1;1
126;153;2;76;1
127;154;4;38;2
128;156;5;31;1
129;157;2;78;1
130;158;157;1;1
131;159;2;79;1
132;160;79;2;2
133;162;7;23;1
134;163;2;81;1
135;164;163;1;1
136;165;163;1;2
137;167;2;83;1
138;168;167;1;1
139;169;2;84;1
140;170;3;56;2
141;172;3;57;1
142;173;2;86;1
143;174;173;1;1
144;175;2;87;1
145;176;3;58;2
146;178;3;59;1
147;179;2;89;1
148;180;89;2;2
149;182;181;1;1
150;183;2;91;1
151;184;3;61;1
152;185;2;92;1
153;186;5;37;1
154;187;5;37;2
155;189;2;94;1
156;190;4;47;2
157;192;191;1;1
158;193;2;96;1
159;194;193;1;1
160;195;2;97;1
161;196;3;65;1
162;197;2;98;1
163;198;5;39;3
164;201;199;1;2
165;203;2;101;1
166;204;7;29;1
167;205;2;102;1
168;206;5;41;1
169;207;2;103;1
170;208;3;69;1
171;209;2;104;1
172;210;9;23;3
173;213;2;106;1
174;214;3;71;1
175;215;2;107;1
176;216;5;43;1
177;217;2;108;1
178;218;7;31;1
179;219;13;16;11
180;230;229;1;1
181;231;4;57;3
182;234;233;1;1
183;235;2;117;1
184;236;5;47;1
185;237;2;118;1
186;238;3;79;1
187;239;2;119;1
188;240;239;1;1
189;241;239;1;2
190;243;241;1;2
191;245;2;122;1
192;246;5;49;1
193;247;2;123;1
194;248;13;19;1
195;249;2;124;1
196;250;3;83;1
197;251;3;83;2
198;253;2;126;1
199;254;3;84;2
200;256;3;85;1
201;257;2;128;1
202;258;257;1;1
203;259;2;129;1
204;260;7;37;1
205;261;7;37;2
206;263;2;131;1
207;264;263;1;1
208;265;263;1;2
209;267;2;133;1
210;268;3;89;1
211;269;2;134;1
212;270;269;1;1
213;271;269;1;2
214;273;2;136;1
215;274;3;91;1
216;275;2;137;1
217;276;137;2;2
218;278;277;1;1
219;279;2;139;1
220;280;3;93;1
221;281;3;93;2
222;283;2;141;1
223;284;283;1;1
224;285;2;142;1
225;286;3;95;1
226;287;3;95;2
227;289;2;144;1
228;290;17;17;1
229;291;17;17;2
230;293;2;146;1
231;294;293;1;1
232;295;2;147;1
233;296;5;59;1
234;297;2;148;1
235;298;5;59;3
236;301;2;150;1
237;302;3;100;2
238;304;3;101;1
239;305;2;152;1
240;306;5;61;1
241;307;2;153;1
242;308;307;1;1
243;309;2;154;1
244;310;4;77;2
245;312;5;62;2
246;314;313;1;1
247;315;2;157;1
248;316;3;105;1
249;317;2;158;1
250;318;317;1;1
251;319;2;159;1
252;320;11;29;1
253;321;6;53;3
254;324;17;19;1
255;325;2;162;1
256;326;5;65;1
257;327;2;163;1
258;328;3;109;1
259;329;53;6;11
260;340;3;113;1
261;341;2;170;1
262;342;113;3;3
263;345;2;172;1
264;346;3;115;1
265;347;2;173;1
266;348;347;1;1
267;349;2;174;1
268;350;349;1;1
269;351;2;175;1
270;352;5;70;2
271;354;4;88;2
272;356;5;71;1
273;357;2;178;1
274;358;3;119;1
275;359;2;179;1
276;360;359;1;1
277;361;2;180;1
278;362;3;120;2
279;364;3;121;1
280;365;3;121;2
281;367;2;183;1
282;368;367;1;1
283;369;2;184;1
284;370;3;123;1
285;371;2;185;1
286;372;5;74;2
287;374;373;1;1
288;375;2;187;1
289;376;11;34;2
290;378;13;29;1
291;379;2;189;1
292;380;379;1;1
293;381;2;190;1
294;382;4;95;2
295;384;383;1;1
296;385;2;192;1
297;386;5;77;1
298;387;5;77;2
299;389;2;194;1
300;390;389;1;1
301;391;2;195;1
302;392;3;130;2
303;394;3;131;1
304;395;2;197;1
305;396;5;79;1
306;397;2;198;1
307;398;5;79;3
308;401;2;200;1
309;402;401;1;1
310;403;401;1;2
311;405;2;202;1
312;406;3;135;1
313;407;2;203;1
314;408;11;37;1
315;409;2;204;1
316;410;3;136;2
317;412;3;137;1
318;413;3;137;2
319;415;2;207;1
320;416;5;83;1
321;417;2;208;1
322;418;3;139;1
323;419;2;209;1
324;420;419;1;1
325;421;419;1;2
326;423;421;1;2
327;425;2;212;1
328;426;5;85;1
329;427;2;213;1
330;428;7;61;1
331;429;2;214;1
332;430;3;143;1
333;431;2;215;1
334;432;11;39;3
335;435;2;217;1
336;436;3;145;1
337;437;2;218;1
338;438;19;23;1
339;439;107;4;11
340;450;449;1;1
341;451;2;225;1
342;452;11;41;1
343;453;5;90;3
344;456;5;91;1
345;457;2;228;1
346;458;457;1;1
347;459;2;229;1
348;460;3;153;1
349;461;2;230;1
350;462;461;1;1
351;463;461;1;2
352;465;463;1;2
353;467;2;233;1
354;468;467;1;1
355;469;2;234;1
356;470;7;67;1
357;471;2;235;1
358;472;3;157;1
359;473;3;157;2
360;475;2;237;1
361;476;3;158;2
