n,a,k,L,d
1,0,0,0,1
2,1,0,0,1
3,2,0,0,1
4,3,2,1,1
5,4,0,0,2
6,6,5,1,1
7,7,5,1,2
8,9,2,4,1
9,10,3,3,1
10,11,2,5,1
11,12,11,1,1
12,13,11,1,2
13,15,2,7,1
14,16,7,2,2
15,18,4,4,2
16,20,19,1,1
17,21,2,10,1
18,22,4,5,2
19,24,23,1,1
20,25,23,1,2
21,27,2,13,1
22,28,3,9,1
23,29,2,14,1
24,30,29,1,1
25,31,4,7,3
26,34,4,8,2
27,36,5,7,1
28,37,2,18,1
29,38,37,1,1
30,39,4,9,3
31,42,41,1,1
32,43,41,1,2
33,45,2,22,1
34,46,4,11,2
35,48,47,1,1
36,49,47,1,2
37,51,47,1,4
38,55,2,27,1
39,56,5,11,1
40,57,2,28,1
41,58,4,14,2
42,60,59,1,1
43,61,29,2,3
44,64,3,21,1
45,65,2,32,1
46,66,5,13,1
47,67,5,13,2
48,69,2,34,1
49,70,4,17,2
50,72,71,1,1
51,73,5,14,3
52,76,37,2,2
53,78,7,11,1
54,79,7,11,2
55,81,79,1,2
56,83,2,41,1
57,84,9,9,3
58,87,2,43,1
59,88,43,2,2
60,90,89,1,1
61,91,2,45,1
62,92,7,13,1
63,93,2,46,1
64,94,7,13,3
65,97,5,19,2
66,99,2,49,1
67,100,3,33,1
68,101,2,50,1
69,102,9,11,3
70,105,2,52,1
71,106,4,26,2
72,108,53,2,2
73,110,109,1,1
74,111,2,55,1
75,112,5,22,2
76,114,113,1,1
77,115,37,3,4
78,119,2,59,1
79,120,7,17,1
80,121,7,17,2
81,123,4,30,3
82,126,5,25,1
83,127,4,31,3
84,130,4,32,2
85,132,131,1,1
86,133,131,1,2
87,135,2,67,1
88,136,3,45,1
89,137,3,45,2
90,139,137,1,2
91,141,2,70,1
92,142,4,35,2
93,144,71,2,2
94,146,3,48,2
95,148,73,2,2
96,150,149,1,1
97,151,149,1,2
98,153,2,76,1
99,154,4,38,2
100,156,5,31,1
101,157,5,31,2
102,159,2,79,1
103,160,157,1,3
104,163,2,81,1
105,164,163,1,1
106,165,6,27,3
107,168,167,1,1
108,169,167,1,2
109,171,2,85,1
110,172,5,34,2
111,174,173,1,1
112,175,173,1,2
113,177,173,1,4
114,181,2,90,1
115,182,181,1,1
116,183,4,45,3
117,186,61,3,3
118,189,2,94,1
119,190,3,63,1
120,191,2,95,1
121,192,191,1,1
122,193,5,38,3
123,196,97,2,2
124,198,197,1,1
125,199,2,99,1
126,200,3,66,2
127,202,199,1,3
128,205,7,29,2
129,207,2,103,1
130,208,103,2,2
131,210,11,19,1
132,211,11,19,2
133,213,2,106,1
134,214,4,53,2
135,216,107,2,2
136,218,7,31,1
137,219,2,109,1
138,220,43,5,5
139,225,2,112,1
140,226,3,75,1
141,227,223,1,4
142,231,2,115,1
143,232,5,46,2
144,234,233,1,1
145,235,233,1,2
146,237,2,118,1
147,238,4,59,2
148,240,239,1,1
149,241,7,34,3
150,244,3,81,1
151,245,2,122,1
152,246,9,27,3
153,249,6,41,3
154,252,251,1,1
155,253,2,126,1
156,254,11,23,1
157,255,2,127,1
158,256,127,2,2
159,258,257,1,1
160,259,4,64,3
161,262,3,87,1
162,263,3,87,2
163,265,263,1,2
164,267,2,133,1
165,268,6,44,4
166,272,271,1,1
167,273,2,136,1
168,274,4,68,2
169,276,5,55,1
170,277,5,55,2
171,279,277,1,2
172,281,2,140,1
173,282,139,2,4
174,286,4,71,2
175,288,7,41,1
176,289,7,41,2
177,291,7,41,4
178,295,293,1,2
179,297,2,148,1
180,298,4,74,2
181,300,13,23,1
182,301,13,23,2
183,303,2,151,1
184,304,151,2,2
185,306,5,61,1
186,307,2,153,1
187,308,307,1,1
188,309,2,154,1
189,310,4,77,2
190,312,103,3,3
191,315,311,1,4
192,319,317,1,2
193,321,2,160,1
194,322,4,80,2
195,324,17,19,1
196,325,2,162,1
197,326,3,108,2
198,328,163,2,2
199,330,7,47,1
200,331,109,3,4
201,335,2,167,1
202,336,83,4,4
203,340,13,26,2
204,342,11,31,1
205,343,2,171,1
206,344,7,49,1
207,345,2,172,1
208,346,11,31,5
209,351,2,175,1
210,352,3,117,1
211,353,2,176,1
212,354,353,1,1
213,355,353,1,2
214,357,2,178,1
215,358,5,71,3
216,361,359,1,2
217,363,4,90,3
218,366,5,73,1
219,367,4,91,3
220,370,4,92,2
221,372,7,53,1
222,373,8,46,5
223,378,13,29,1
224,379,2,189,1
225,380,379,1,1
226,381,6,63,3
227,384,127,3,3
228,387,2,193,1
229,388,3,129,1
230,389,3,129,2
231,391,389,1,2
232,393,5,78,3
233,396,131,3,3
234,399,2,199,1
235,400,199,2,2
236,402,401,1,1
237,403,401,1,2
238,405,2,202,1
239,406,3,135,1
240,407,3,135,2
241,409,7,58,3
242,412,5,82,2
243,414,4,103,2
244,416,5,83,1
245,417,6,69,3
246,420,419,1,1
247,421,419,1,2
248,423,2,211,1
249,424,421,1,3
250,427,5,85,2
251,429,2,214,1
252,430,7,61,3
253,433,2,216,1
254,434,433,1,1
255,435,2,217,1
256,436,7,62,2
257,438,5,87,3
258,441,2,220,1
259,442,3,147,1
260,443,2,221,1
261,444,443,1,1
262,445,443,1,2
263,447,4,111,3
264,450,449,1,1
265,451,449,1,2
266,453,5,90,3
267,456,11,41,5
268,461,2,230,1
269,462,461,1,1
270,463,461,1,2
271,465,2,232,1
272,466,4,116,2
273,468,467,1,1
274,469,467,1,2
275,471,2,235,1
276,472,7,67,3
277,475,4,118,3
278,478,4,119,2
279,480,9,53,3
280,483,2,241,1
281,484,241,2,2
282,486,5,97,1
283,487,4,121,3
284,490,487,1,3
285,493,5,98,3
286,496,3,165,1
287,497,2,248,1
288,498,7,71,1
289,499,7,71,2
290,501,2,250,1
291,502,4,125,2
292,504,251,2,2
293,506,5,101,1
294,507,4,126,3
295,510,509,1,1
296,511,509,1,2
297,513,2,256,1
298,514,3,171,1
299,515,3,171,2
300,517,257,2,3
301,520,7,74,2
302,522,4,130,2
303,524,3,174,2
304,526,4,131,2
305,528,17,31,1
306,529,17,31,2
307,531,2,265,1
308,532,5,106,2
309,534,13,41,1
310,535,4,133,3
311,538,4,134,2
312,540,7,77,1
313,541,2,270,1
314,542,541,1,1
315,543,179,3,6
316,549,547,1,2
317,551,2,275,1
318,552,19,29,1
319,553,19,29,2
320,555,2,277,1
321,556,7,79,3
322,559,557,1,2
323,561,2,280,1
324,562,4,140,2
325,564,11,51,3
326,567,2,283,1
327,568,283,2,2
328,570,569,1,1
329,571,569,1,2
330,573,2,286,1
331,574,4,143,2
332,576,5,115,1
333,577,2,288,1
334,578,7,82,4
335,582,7,83,1
336,583,7,83,2
337,585,11,53,2
338,587,2,293,1
339,588,587,1,1
340,589,8,73,5
341,594,593,1,1
342,595,2,297,1
343,596,5,119,1
344,597,2,298,1
345,598,4,149,2
346,600,599,1,1
347,601,13,46,3
348,604,3,201,1
349,605,2,302,1
350,606,9,67,3
351,609,2,304,1
352,610,151,4,6
353,616,307,2,2
354,618,617,1,1
355,619,5,123,4
356,623,3,207,2
357,625,7,89,2
358,627,4,156,3
359,630,17,37,1
360,631,2,315,1
361,632,631,1,1
362,633,5,126,3
