n,a,k,L,d
1,1,0,0,2
2,3,2,1,1
3,4,0,0,2
4,6,5,1,1
5,7,5,1,2
6,9,7,1,2
7,11,2,5,1
8,12,5,2,2
9,14,13,1,1
10,15,2,7,1
11,16,13,1,3
12,19,17,1,2
13,21,2,10,1
14,22,3,7,1
15,23,2,11,1
16,24,7,3,3
17,27,2,13,1
18,28,13,2,2
19,30,29,1,1
20,31,29,1,2
21,33,31,1,2
22,35,2,17,1
23,36,17,2,2
24,38,37,1,1
25,39,4,9,3
26,42,41,1,1
27,43,2,21,1
28,44,3,14,2
29,46,3,15,1
30,47,2,23,1
31,48,47,1,1
32,49,47,1,2
33,51,4,12,3
34,54,53,1,1
35,55,2,27,1
36,56,5,11,1
37,57,5,11,2
38,59,2,29,1
39,60,29,2,2
40,62,61,1,1
41,63,2,31,1
42,64,31,2,2
43,66,5,13,1
44,67,5,13,2
45,69,2,34,1
46,70,3,23,1
47,71,67,1,4
48,75,2,37,1
49,76,3,25,1
50,77,2,38,1
51,78,7,11,1
52,79,7,11,2
53,81,79,1,2
54,83,2,41,1
55,84,41,2,2
56,86,5,17,1
57,87,2,43,1
58,88,5,17,3
59,91,2,45,1
60,92,7,13,1
61,93,2,46,1
62,94,3,31,1
63,95,2,47,1
64,96,31,3,3
65,99,4,24,3
66,102,101,1,1
67,103,101,1,2
68,105,103,1,2
69,107,2,53,1
70,108,53,2,2
71,110,109,1,1
72,111,2,55,1
73,112,5,22,2
74,114,113,1,1
75,115,4,28,3
76,118,3,39,1
77,119,2,59,1
78,120,7,17,1
79,121,7,17,2
80,123,2,61,1
81,124,61,2,2
82,126,5,25,1
83,127,5,25,2
84,129,127,1,2
85,131,2,65,1
86,132,131,1,1
87,133,2,66,1
88,134,7,19,1
89,135,4,33,3
90,138,137,1,1
91,139,2,69,1
92,140,139,1,1
93,141,2,70,1
94,142,3,47,1
95,143,2,71,1
96,144,47,3,3
97,147,4,36,3
98,150,149,1,1
99,151,2,75,1
100,152,3,50,2
101,154,3,51,1
102,155,2,77,1
103,156,7,22,2
104,158,157,1,1
105,159,157,1,2
106,161,3,53,2
107,163,7,23,2
108,165,2,82,1
109,166,3,55,1
110,167,2,83,1
111,168,5,33,3
112,171,2,85,1
113,172,5,34,2
114,174,173,1,1
115,175,2,87,1
116,176,5,35,1
117,177,5,35,2
118,179,4,44,3
119,182,181,1,1
120,183,2,91,1
121,184,7,26,2
122,186,5,37,1
123,187,2,93,1
124,188,11,17,1
125,189,2,94,1
126,190,3,63,1
127,191,2,95,1
128,192,7,27,3
129,195,2,97,1
130,196,97,2,2
131,198,197,1,1
132,199,197,1,2
133,201,199,1,2
134,203,2,101,1
135,204,101,2,2
136,206,5,41,1
137,207,5,41,2
138,209,2,104,1
139,210,11,19,1
140,211,11,19,2
141,213,2,106,1
142,214,3,71,1
143,215,2,107,1
144,216,5,43,1
145,217,5,43,2
146,219,2,109,1
147,220,109,2,2
148,222,13,17,1
149,223,2,111,1
150,224,13,17,3
151,227,2,113,1
152,228,113,2,2
153,230,229,1,1
154,231,227,1,4
155,235,2,117,1
156,236,5,47,1
157,237,2,118,1
158,238,3,79,1
159,239,2,119,1
160,240,79,3,3
161,243,4,60,3
162,246,5,49,1
163,247,2,123,1
164,248,13,19,1
165,249,13,19,2
166,251,2,125,1
167,252,251,1,1
168,253,2,126,1
169,254,11,23,1
170,255,2,127,1
171,256,127,2,2
172,258,257,1,1
173,259,4,64,3
174,262,3,87,1
175,263,2,131,1
176,264,131,2,2
177,266,5,53,1
178,267,2,133,1
179,268,7,38,2
180,270,269,1,1
181,271,269,1,2
182,273,271,1,2
183,275,2,137,1
184,276,137,2,2
185,278,277,1,1
186,279,2,139,1
187,280,139,2,2
188,282,281,1,1
189,283,2,141,1
190,284,283,1,1
191,285,2,142,1
192,286,3,95,1
193,287,283,1,4
194,291,4,72,3
195,294,293,1,1
196,295,293,1,2
197,297,5,59,2
198,299,2,149,1
199,300,13,23,1
200,301,2,150,1
201,302,7,43,1
202,303,2,151,1
203,304,7,43,3
204,307,2,153,1
205,308,307,1,1
206,309,2,154,1
207,310,3,103,1
208,311,2,155,1
209,312,103,3,3
210,315,2,157,1
211,316,157,2,2
212,318,317,1,1
213,319,317,1,2
214,321,2,160,1
215,322,3,107,1
216,323,2,161,1
217,324,7,46,2
218,326,5,65,1
219,327,5,65,2
220,329,2,164,1
221,330,7,47,1
222,331,2,165,1
223,332,3,110,2
224,334,3,111,1
225,335,2,167,1
226,336,9,37,3
227,339,337,1,2
228,341,2,170,1
229,342,11,31,1
230,343,2,171,1
231,344,7,49,1
232,345,7,49,2
233,347,2,173,1
234,348,173,2,2
235,350,349,1,1
236,351,2,175,1
237,352,5,70,2
238,354,353,1,1
239,355,353,1,2
240,357,2,178,1
241,358,3,119,1
242,359,3,119,2
243,361,359,1,2
244,363,2,181,1
245,364,181,2,2
246,366,5,73,1
247,367,2,183,1
248,368,5,73,3
249,371,2,185,1
250,372,5,74,2
251,374,373,1,1
252,375,2,187,1
253,376,11,34,2
254,378,13,29,1
255,379,2,189,1
256,380,379,1,1
257,381,2,190,1
258,382,3,127,1
259,383,2,191,1
260,384,383,1,1
261,385,383,1,2
262,387,4,96,3
263,390,389,1,1
264,391,389,1,2
265,393,17,23,2
266,395,2,197,1
267,396,197,2,2
268,398,397,1,1
269,399,4,99,3
270,402,401,1,1
271,403,4,100,3
272,406,3,135,1
273,407,2,203,1
274,408,5,81,3
275,411,2,205,1
276,412,3,137,1
277,413,2,206,1
278,414,7,59,1
279,415,7,59,2
280,417,2,208,1
281,418,3,139,1
282,419,2,209,1
283,420,11,38,2
284,422,421,1,1
285,423,4,105,3
286,426,5,85,1
287,427,2,213,1
288,428,7,61,1
289,429,2,214,1
290,430,3,143,1
291,431,2,215,1
292,432,5,86,2
293,434,433,1,1
294,435,433,1,2
295,437,2,218,1
296,438,19,23,1
297,439,2,219,1
298,440,439,1,1
299,441,439,1,2
300,443,2,221,1
301,444,13,34,2
302,446,5,89,1
303,447,2,223,1
304,448,5,89,3
305,451,449,1,2
306,453,2,226,1
307,454,3,151,1
308,455,2,227,1
309,456,151,3,3
310,459,2,229,1
311,460,229,2,2
312,462,461,1,1
313,463,461,1,2
314,465,463,1,2
315,467,3,155,2
316,469,2,234,1
317,470,7,67,1
318,471,2,235,1
319,472,3,157,1
320,473,2,236,1
321,474,11,43,1
322,475,2,237,1
323,476,3,158,2
324,478,3,159,1
325,479,2,239,1
326,480,9,53,3
327,483,2,241,1
328,484,241,2,2
329,486,5,97,1
330,487,5,97,2
331,489,487,1,2
332,491,2,245,1
333,492,5,98,2
334,494,17,29,1
335,495,2,247,1
336,496,3,165,1
337,497,2,248,1
338,498,7,71,1
339,499,7,71,2
340,501,2,250,1
341,502,3,167,1
342,503,2,251,1
343,504,251,2,2
344,506,5,101,1
345,507,2,253,1
346,508,11,46,2
347,510,509,1,1
348,511,509,1,2
349,513,7,73,2
350,515,2,257,1
351,516,5,103,1
352,517,2,258,1
353,518,11,47,1
354,519,5,103,4
355,523,2,261,1
356,524,523,1,1
357,525,2,262,1
358,526,3,175,1
359,527,2,263,1
360,528,17,31,1
361,529,17,31,2
362,531,2,265,1
363,532,5,106,2
364,534,13,41,1
365,535,2,267,1
366,536,5,107,1
367,537,5,107,2
368,539,2,269,1
369,540,269,2,2
370,542,541,1,1
371,543,4,135,3
372,546,5,109,1
373,547,4,136,3
374,550,3,183,1
375,551,2,275,1
376,552,19,29,1
377,553,19,29,2
378,555,2,277,1
379,556,277,2,2
380,558,557,1,1
381,559,2,279,1
382,560,13,43,1
383,561,13,43,2
384,563,2,281,1
