n,a,k,L,d
1,0,0,0,1
2,1,0,0,1
3,2,0,0,2
4,4,3,1,1
5,5,0,0,3
6,8,7,1,1
7,9,2,4,1
8,10,4,2,2
9,12,8,1,4
10,16,3,5,1
11,17,10,1,7
12,24,23,1,1
13,25,2,12,1
14,26,5,5,1
15,27,2,13,1
16,28,5,5,3
17,31,29,1,2
18,33,5,6,3
19,36,5,7,1
20,37,31,1,6
21,43,2,21,1
22,44,13,3,5
23,49,2,24,1
24,50,3,16,2
25,52,47,1,5
26,57,17,3,6
27,63,2,31,1
28,64,3,21,1
29,65,31,2,3
30,68,8,8,4
31,72,71,1,1
32,73,5,14,3
33,76,6,12,4
34,80,79,1,1
35,81,2,40,1
36,82,15,5,7
37,89,3,29,2
38,91,41,2,9
39,100,3,33,1
40,101,47,2,7
41,108,103,1,5
42,113,15,7,8
43,121,2,60,1
44,122,7,17,3
45,125,2,62,1
46,126,5,25,1
47,127,2,63,1
48,128,127,1,1
49,129,31,4,5
50,134,127,1,7
51,141,6,23,3
52,144,11,13,1
53,145,71,2,3
54,148,73,2,2
55,150,4,37,2
56,152,11,13,9
57,161,79,2,3
58,164,53,3,5
59,169,2,84,1
60,170,13,13,1
61,171,4,42,3
62,174,9,19,3
63,177,13,13,8
64,185,181,1,4
65,189,13,14,7
66,196,3,65,1
67,197,10,19,7
68,204,101,2,2
69,206,3,68,2
70,208,10,20,8
71,216,5,43,1
72,217,107,2,3
73,220,7,31,3
74,223,13,17,2
75,225,2,112,1
76,226,10,22,6
77,232,3,77,1
78,233,9,25,8
79,241,59,4,5
80,246,8,30,6
81,252,8,31,4
82,256,3,85,1
83,257,127,2,3
84,260,8,32,4
85,264,263,1,1
86,265,9,29,4
87,269,43,6,11
88,280,277,1,3
89,283,277,1,6
90,289,2,144,1
91,290,11,26,4
92,294,97,3,3
93,297,139,2,19
94,316,6,52,4
95,320,11,29,1
96,321,6,53,3
97,324,17,19,1
98,325,53,6,7
99,332,109,3,5
100,337,331,1,6
101,343,2,171,1
102,344,11,31,3
103,347,4,86,3
104,350,349,1,1
105,351,2,175,1
106,352,3,117,1
107,353,347,1,6
108,359,2,179,1
109,360,359,1,1
110,361,2,180,1
111,362,89,4,6
112,368,367,1,1
113,369,359,1,10
114,379,13,29,2
115,381,13,29,4
116,385,191,2,3
117,388,6,64,4
118,392,12,32,8
119,400,3,133,1
120,401,79,5,6
121,407,2,203,1
122,408,101,4,4
123,412,5,82,2
124,414,101,4,10
125,424,3,141,1
126,425,3,141,2
127,427,59,7,14
128,441,2,220,1
129,442,3,147,1
130,443,19,23,6
131,449,31,14,15
132,464,5,92,4
133,468,8,58,4
134,472,20,23,12
135,484,3,161,1
136,485,2,242,1
137,486,5,97,1
138,487,241,2,5
139,492,479,1,13
140,505,499,1,6
141,511,2,255,1
142,512,7,73,1
143,513,5,102,3
144,516,7,73,5
145,521,11,47,4
146,525,6,87,3
147,528,17,31,1
148,529,2,264,1
149,530,523,1,7
150,537,5,107,2
151,539,2,269,1
152,540,14,38,8
153,548,9,60,8
154,556,19,29,5
155,561,139,4,5
156,566,3,188,2
157,568,10,56,8
158,576,5,115,1
159,577,10,57,7
160,584,23,25,9
161,593,587,1,6
162,599,5,119,4
163,603,199,3,6
164,609,6,101,3
165,612,8,76,4
166,616,607,1,9
167,625,2,312,1
168,626,10,62,6
169,632,631,1,1
170,633,313,2,7
171,640,157,4,12
172,652,5,130,2
173,654,4,163,2
174,656,5,131,1
175,657,647,1,10
176,667,14,47,9
177,676,3,225,1
178,677,673,1,4
179,681,6,113,3
180,684,7,97,5
181,689,113,6,11
182,700,3,233,1
183,701,3,233,2
184,703,2,351,1
185,704,5,140,4
186,708,229,3,21
187,729,2,364,1
188,730,727,1,3
189,733,9,81,4
190,737,2,368,1
191,738,4,184,2
192,740,11,67,3
193,743,3,247,2
194,745,10,74,5
195,750,373,2,4
196,754,4,188,2
197,756,83,9,9
198,765,6,127,3
199,768,379,2,10
200,778,193,4,6
201,784,3,261,1
202,785,389,2,7
203,792,7,113,1
204,793,157,5,8
205,801,11,72,9
206,810,809,1,1
207,811,53,15,16
208,827,3,275,2
209,829,137,6,7
210,836,277,3,5
211,841,2,420,1
212,842,11,76,6
213,848,7,121,1
214,849,2,424,1
215,850,6,141,4
216,854,15,56,14
217,868,6,144,4
218,872,13,67,1
219,873,61,14,19
220,892,443,2,6
221,898,4,224,2
222,900,29,31,1
223,901,13,69,4
224,905,11,82,3
225,908,907,1,1
226,909,6,151,3
227,912,181,5,7
228,919,11,83,6
229,925,13,71,2
230,927,101,9,18
231,945,937,1,8
232,953,2,476,1
233,954,947,1,7
234,961,2,480,1
235,962,3,320,2
236,964,13,74,2
237,966,4,241,2
238,968,967,1,1
239,969,953,1,16
240,985,491,2,3
241,988,10,98,8
242,996,8,124,4
243,1000,3,333,1
244,1001,499,2,3
245,1004,9,111,5
246,1009,167,6,7
247,1016,3,338,2
248,1018,3,339,1
249,1019,6,169,5
250,1024,3,341,1
251,1025,509,2,7
252,1032,257,4,4
253,1036,1031,1,5
254,1041,1033,1,8
255,1049,3,349,2
256,1051,1049,1,2
257,1053,1049,1,4
258,1057,10,105,7
259,1064,11,96,8
260,1072,1063,1,9
261,1081,269,4,5
262,1086,4,271,2
263,1088,1087,1,1
264,1089,2,544,1
265,1090,19,57,7
266,1097,547,2,3
267,1100,271,4,16
268,1116,11,101,5
269,1121,223,5,6
270,1127,3,375,2
271,1129,19,59,8
272,1137,10,113,7
273,1144,17,67,5
274,1149,5,229,4
275,1153,5,230,3
276,1156,3,385,1
277,1157,10,115,7
278,1164,19,61,5
279,1169,2,584,1
280,1170,1163,1,7
281,1177,1171,1,6
282,1183,2,591,1
283,1184,5,236,4
284,1188,10,118,8
285,1196,131,9,17
286,1213,2,606,1
287,1214,8,151,6
288,1220,9,135,5
289,1225,2,612,1
290,1226,23,53,7
291,1233,613,2,7
292,1240,3,413,1
293,1241,3,413,2
294,1243,617,2,9
295,1252,6,208,4
296,1256,3,418,2
297,1258,65,19,23
298,1281,19,67,8
299,1289,641,2,7
300,1296,5,259,1
301,1297,10,129,7
302,1304,1303,1,1
303,1305,33,39,18
304,1323,2,661,1
305,1324,439,3,7
306,1331,2,665,1
307,1332,443,3,3
308,1335,7,190,5
309,1340,31,43,7
310,1347,4,336,3
311,1350,449,3,3
312,1353,2,676,1
313,1354,4,338,2
314,1356,8,169,4
315,1360,3,453,1
316,1361,271,5,6
317,1367,3,455,2
318,1369,2,684,1
319,1370,3,456,2
320,1372,1367,1,5
321,1377,6,229,3
322,1380,21,65,15
323,1395,2,697,1
324,1396,6,232,4
325,1400,9,155,5
326,1405,233,6,7
327,1412,23,61,9
328,1421,17,83,10
329,1431,2,715,1
330,1432,3,477,1
331,1433,15,95,8
332,1441,719,2,3
333,1444,3,481,1
334,1445,719,2,7
335,1452,241,6,6
336,1458,17,85,13
337,1471,13,113,2
338,1473,1471,1,2
339,1475,733,2,9
340,1484,11,134,10
341,1494,1489,1,5
342,1499,2,749,1
343,1500,373,4,8
344,1508,8,188,4
345,1512,1511,1,1
346,1513,35,43,8
347,1521,2,760,1
348,1522,37,41,5
349,1527,5,305,2
350,1529,761,2,7
