n,a,k,L,d
1,32,0,0,16
2,48,0,0,24
3,72,16,4,8
4,80,52,1,28
5,108,8,13,4
6,112,13,8,8
7,120,78,1,42
8,162,12,13,6
9,168,10,16,8
10,176,43,4,4
11,180,32,5,20
12,200,12,16,8
13,208,173,1,35
14,243,13,18,9
15,252,15,16,12
16,264,43,6,6
17,270,4,67,2
18,272,11,24,8
19,280,26,10,20
20,300,8,37,4
21,304,37,8,8
22,312,64,4,56
23,368,179,2,10
24,378,26,14,14
25,392,97,4,4
26,396,43,9,9
27,405,6,67,3
28,408,18,22,12
29,420,25,16,20
30,440,43,10,10
31,450,12,37,6
32,456,14,32,8
33,464,5,92,4
34,468,40,11,28
35,496,6,82,4
36,500,24,20,20
37,520,61,8,32
38,552,179,3,15
39,567,26,21,21
40,588,8,73,4
41,592,5,118,2
42,594,24,24,18
43,612,8,76,4
44,616,43,14,14
45,630,151,4,26
46,656,163,4,4
47,660,43,15,15
48,675,10,67,5
49,680,13,52,4
50,684,5,136,4
51,688,10,68,8
52,696,173,4,4
53,700,349,2,2
54,702,52,13,26
55,728,89,8,16
56,744,9,82,6
57,750,4,187,2
58,752,12,62,8
59,760,37,20,20
60,780,61,12,48
61,828,101,8,20
62,848,37,22,34
63,882,12,73,6
64,888,5,177,3
65,891,32,27,27
66,918,4,229,2
67,920,229,4,4
68,924,113,8,20
69,944,23,41,1
70,945,14,67,7
71,952,18,52,16
72,968,10,96,8
73,976,6,162,4
74,980,8,122,4
75,984,163,6,6
76,990,32,30,30
77,1020,13,78,6
78,1026,10,102,6
79,1032,15,68,12
80,1044,173,6,6
81,1050,349,3,3
82,1053,521,2,11
83,1064,11,96,8
84,1072,263,4,20
85,1092,271,4,8
86,1100,271,4,16
87,1116,27,41,9
88,1125,6,187,3
89,1128,10,112,8
90,1136,283,4,4
91,1140,8,142,4
92,1144,24,47,16
93,1160,9,128,8
94,1168,11,106,2
95,1170,100,11,70
96,1240,619,2,2
97,1242,617,2,8
98,1250,103,12,14
99,1264,157,8,8
100,1272,157,8,16
101,1288,22,58,12
102,1300,1277,1,23
103,1323,659,2,5
104,1328,331,4,4
105,1332,32,41,20
106,1352,36,37,20
107,1372,1367,1,5
108,1377,6,229,3
109,1380,229,6,6
110,1386,113,12,30
111,1416,11,128,8
112,1424,5,284,4
113,1428,26,54,24
114,1452,15,96,12
115,1464,9,162,6
116,1470,8,183,6
117,1476,8,184,4
118,1480,25,59,5
119,1485,22,67,11
120,1496,43,34,34
121,1530,13,117,9
122,1539,2,769,1
123,1540,383,4,8
124,1548,8,193,4
125,1552,769,2,14
126,1566,173,9,9
127,1575,37,42,21
128,1596,16,99,12
129,1608,10,160,8
130,1616,12,134,8
131,1624,23,70,14
132,1638,4,409,2
133,1640,12,136,8
134,1648,823,2,2
135,1650,37,44,22
136,1672,5,334,2
137,1674,23,72,18
138,1692,421,4,8
139,1700,8,212,4
140,1704,283,6,6
141,1710,4,427,2
142,1712,7,244,4
143,1716,8,214,4
144,1720,24,71,16
145,1736,433,4,4
146,1740,7,248,4
147,1744,11,158,6
148,1750,4,437,2
149,1752,11,159,3
150,1755,26,67,13
151,1768,48,36,40
152,1808,449,4,12
153,1820,89,20,40
154,1860,619,3,3
155,1863,617,3,12
156,1875,10,187,5
157,1880,233,8,16
158,1896,11,172,4
159,1900,11,172,8
160,1908,157,12,24
161,1932,22,87,18
162,1950,37,52,26
163,1976,20,98,16
164,1992,331,6,6
165,1998,29,68,26
166,2024,5,404,4
167,2028,8,253,4
168,2032,34,59,26
169,2058,22,93,12
170,2070,4,517,2
171,2072,35,59,7
172,2079,1031,2,17
173,2096,28,74,24
174,2120,23,92,4
175,2124,16,132,12
176,2136,10,213,6
177,2142,16,133,14
