n,a,k,L,d
1,2,0,0,2
2,4,0,0,2
3,6,4,1,2
4,8,5,1,3
5,11,3,3,2
6,13,11,1,2
7,15,13,1,2
8,17,7,2,3
9,20,3,6,2
10,22,4,5,2
11,24,11,2,2
12,26,23,1,3
13,29,3,9,2
14,31,29,1,2
15,33,31,1,2
16,35,4,8,3
17,38,3,12,2
18,40,19,2,2
19,42,4,10,2
20,44,3,14,2
21,46,43,1,3
22,49,47,1,2
23,51,7,7,2
24,53,3,17,2
25,55,4,13,3
26,58,4,14,2
27,60,29,2,2
28,62,3,20,2
29,64,61,1,3
30,67,5,13,2
31,69,67,1,2
32,71,3,23,2
33,73,5,14,3
34,76,37,2,2
35,78,4,19,2
36,80,3,26,2
37,82,4,20,2
38,84,9,9,3
39,87,5,17,2
40,89,3,29,2
41,91,89,1,2
42,93,5,18,3
43,96,47,2,2
44,98,3,32,2
45,100,7,14,2
46,102,9,11,3
47,105,103,1,2
48,107,3,35,2
49,109,107,1,2
50,111,4,27,3
51,114,4,28,2
52,116,3,38,2
53,118,4,29,2
54,120,59,2,2
55,122,7,17,3
56,125,3,41,2
57,127,5,25,2
58,129,127,1,2
59,131,4,32,3
60,134,3,44,2
61,136,67,2,2
62,138,4,34,2
63,140,137,1,3
64,143,3,47,2
65,145,11,13,2
66,147,5,29,2
67,149,73,2,3
68,152,3,50,2
69,154,4,38,2
70,156,7,22,2
71,158,3,52,2
72,160,157,1,3
73,163,7,23,2
74,165,163,1,2
75,167,3,55,2
76,169,83,2,3
77,172,5,34,2
78,174,4,43,2
79,176,3,58,2
80,178,5,35,3
81,181,179,1,2
82,183,181,1,2
83,185,3,61,2
84,187,4,46,3
85,190,4,47,2
86,192,5,38,2
87,194,3,64,2
88,196,193,1,3
89,199,197,1,2
90,201,199,1,2
91,203,3,67,2
92,205,7,29,2
93,207,4,51,3
94,210,4,52,2
95,212,3,70,2
96,214,4,53,2
97,216,71,3,3
98,219,7,31,2
99,221,3,73,2
100,223,13,17,2
101,225,6,37,3
102,228,113,2,2
103,230,3,76,2
104,232,5,46,2
105,234,7,33,3
106,237,5,47,2
107,239,3,79,2
108,241,239,1,2
109,243,241,1,2
110,245,11,22,3
111,248,3,82,2
112,250,4,62,2
113,252,5,50,2
114,254,251,1,3
115,257,3,85,2
116,259,257,1,2
117,261,7,37,2
118,263,4,65,3
119,266,3,88,2
120,268,7,38,2
121,270,4,67,2
122,272,269,1,3
123,275,3,91,2
124,277,5,55,2
125,279,277,1,2
126,281,3,93,2
127,283,4,70,3
128,286,4,71,2
129,288,11,26,2
130,290,3,96,2
131,292,17,17,3
132,295,293,1,2
133,297,5,59,2
134,299,3,99,2
135,301,149,2,3
136,304,151,2,2
137,306,4,76,2
138,308,3,102,2
139,310,307,1,3
140,313,311,1,2
141,315,313,1,2
142,317,3,105,2
143,319,317,1,2
144,321,6,53,3
145,324,7,46,2
146,326,3,108,2
147,328,163,2,2
148,330,109,3,3
149,333,331,1,2
150,335,3,111,2
151,337,5,67,2
152,339,4,84,3
153,342,4,85,2
154,344,3,114,2
155,346,4,86,2
156,348,5,69,3
157,351,349,1,2
158,353,3,117,2
159,355,353,1,2
160,357,6,59,3
161,360,179,2,2
162,362,3,120,2
163,364,181,2,2
164,366,4,91,2
165,368,5,73,3
166,371,3,123,2
167,373,7,53,2
168,375,373,1,2
169,377,11,34,3
170,380,3,126,2
171,382,4,95,2
172,384,191,2,2
173,386,383,1,3
174,389,3,129,2
175,391,389,1,2
176,393,17,23,2
177,395,4,98,3
178,398,3,132,2
179,400,199,2,2
180,402,4,100,2
181,404,3,134,2
182,406,13,31,3
183,409,11,37,2
184,411,409,1,2
185,413,3,137,2
186,415,4,103,3
187,418,4,104,2
188,420,11,38,2
189,422,3,140,2
190,424,421,1,3
191,427,5,85,2
192,429,7,61,2
193,431,3,143,2
194,433,5,86,3
195,436,7,62,2
196,438,4,109,2
197,440,3,146,2
198,442,4,110,2
199,444,7,63,3
200,447,5,89,2
201,449,3,149,2
202,451,449,1,2
203,453,5,90,3
204,456,227,2,2
205,458,3,152,2
206,460,229,2,2
207,462,9,51,3
208,465,463,1,2
209,467,3,155,2
210,469,467,1,2
211,471,4,117,3
212,474,4,118,2
213,476,3,158,2
214,478,4,119,2
215,480,239,2,2
216,482,479,1,3
217,485,3,161,2
218,487,5,97,2
219,489,487,1,2
220,491,4,122,3
221,494,3,164,2
222,496,13,38,2
223,498,4,124,2
224,500,7,71,3
225,503,3,167,2
226,505,503,1,2
227,507,5,101,2
228,509,11,46,3
229,512,3,170,2
230,514,4,128,2
231,516,257,2,2
232,518,5,103,3
233,521,3,173,2
234,523,521,1,2
235,525,523,1,2
236,527,3,175,2
237,529,263,2,3
238,532,5,106,2
239,534,4,133,2
240,536,3,178,2
241,538,5,107,3
242,541,7,77,2
243,543,541,1,2
244,545,3,181,2
245,547,4,136,3
246,550,4,137,2
247,552,5,110,2
248,554,3,184,2
249,556,7,79,3
250,559,557,1,2
251,561,13,43,2
252,563,3,187,2
253,565,563,1,2
254,567,4,141,3
255,570,4,142,2
256,572,3,190,2
257,574,4,143,2
258,576,191,3,3
259,579,577,1,2
260,581,3,193,2
261,583,7,83,2
262,585,6,97,3
263,588,293,2,2
264,590,3,196,2
265,592,5,118,2
266,594,197,3,3
267,597,5,119,2
268,599,3,199,2
269,601,599,1,2
270,603,601,1,2
271,605,7,86,3
272,608,3,202,2
273,610,4,152,2
274,612,5,122,2
275,614,13,47,3
276,617,3,205,2
277,619,617,1,2
278,621,619,1,2
279,623,4,155,3
280,626,3,208,2
281,628,313,2,2
282,630,4,157,2
283,632,17,37,3
284,635,3,211,2
285,637,5,127,2
286,639,7,91,2
287,641,3,213,2
288,643,4,160,3
289,646,4,161,2
290,648,17,38,2
291,650,3,216,2
292,652,11,59,3
293,655,653,1,2
294,657,5,131,2
295,659,3,219,2
296,661,7,94,3
297,664,331,2,2
298,666,4,166,2
299,668,3,222,2
300,670,23,29,3
301,673,11,61,2
302,675,673,1,2
303,677,3,225,2
304,679,4,169,3
305,682,4,170,2
306,684,11,62,2
307,686,3,228,2
308,688,7,98,2
309,690,229,3,3
310,693,691,1,2
311,695,3,231,2
312,697,5,139,2
313,699,4,174,3
314,702,4,175,2
315,704,3,234,2
316,706,4,176,2
317,708,5,141,3
318,711,709,1,2
319,713,3,237,2
320,715,23,31,2
321,717,6,119,3
322,720,359,2,2
323,722,3,240,2
324,724,19,38,2
325,726,4,181,2
326,728,5,145,3
327,731,3,243,2
328,733,17,43,2
329,735,733,1,2
330,737,367,2,3
331,740,3,246,2
332,742,4,185,2
333,744,7,106,2
334,746,743,1,3
335,749,3,249,2
336,751,7,107,2
337,753,751,1,2
338,755,4,188,3
339,758,3,252,2
340,760,379,2,2
341,762,4,190,2
342,764,3,254,2
343,766,7,109,3
344,769,13,59,2
345,771,769,1,2
346,773,3,257,2
347,775,4,193,3
348,778,4,194,2
349,780,389,2,2
350,782,3,260,2
351,784,11,71,3
352,787,5,157,2
353,789,787,1,2
354,791,3,263,2
355,793,5,158,3
356,796,397,2,2
357,798,4,199,2
358,800,3,266,2
359,802,4,200,2
360,804,9,89,3
361,807,5,161,2
362,809,3,269,2
363,811,809,1,2
364,813,5,162,3
365,816,11,74,2
366,818,3,272,2
367,820,409,2,2
368,822,7,117,3
369,825,823,1,2
370,827,3,275,2
371,829,827,1,2
372,831,4,207,3
373,834,4,208,2
374,836,3,278,2
375,838,4,209,2
376,840,419,2,2
377,842,839,1,3
378,845,3,281,2
379,847,5,169,2
380,849,7,121,2
381,851,4,212,3
382,854,3,284,2
383,856,7,122,2
384,858,4,214,2
385,860,857,1,3
386,863,3,287,2
387,865,863,1,2
388,867,5,173,2
389,869,433,2,3
390,872,3,290,2
391,874,4,218,2
392,876,19,46,2
393,878,5,175,3
394,881,3,293,2
395,883,881,1,2
396,885,883,1,2
397,887,3,295,2
398,889,443,2,3
399,892,5,178,2
400,894,4,223,2
401,896,3,298,2
402,898,5,179,3
403,901,29,31,2
404,903,17,53,2
405,905,3,301,2
406,907,4,226,3
407,910,4,227,2
408,912,5,182,2
409,914,3,304,2
410,916,11,83,3
411,919,7,131,2
412,921,919,1,2
413,923,3,307,2
414,925,13,71,2
415,927,4,231,3
416,930,4,232,2
417,932,3,310,2
418,934,4,233,2
419,936,311,3,3
420,939,937,1,2
421,941,3,313,2
422,943,941,1,2
423,945,6,157,3
424,948,11,86,2
425,950,3,316,2
426,952,5,190,2
427,954,317,3,3
428,957,5,191,2
429,959,3,319,2
430,961,7,137,2
431,963,31,31,2
432,965,13,74,3
433,968,3,322,2
434,970,4,242,2
435,972,5,194,2
436,974,971,1,3
437,977,3,325,2
438,979,977,1,2
439,981,11,89,2
440,983,4,245,3
441,986,3,328,2
442,988,17,58,2
443,990,4,247,2
444,992,23,43,3
445,995,3,331,2
446,997,5,199,2
447,999,997,1,2
448,1001,3,333,2
449,1003,4,250,3
450,1006,4,251,2
451,1008,503,2,2
452,1010,3,336,2
453,1012,1009,1,3
454,1015,1013,1,2
455,1017,5,203,2
456,1019,3,339,2
457,1021,509,2,3
458,1024,7,146,2
459,1026,4,256,2
460,1028,3,342,2
461,1030,13,79,3
462,1033,1031,1,2
463,1035,1033,1,2
464,1037,3,345,2
465,1039,4,259,3
466,1042,4,260,2
467,1044,521,2,2
468,1046,3,348,2
469,1048,523,2,2
470,1050,349,3,3
471,1053,1051,1,2
472,1055,3,351,2
473,1057,5,211,2
474,1059,4,264,3
475,1062,4,265,2
476,1064,3,354,2
477,1066,4,266,2
478,1068,5,213,3
479,1071,1069,1,2
480,1073,3,357,2
481,1075,29,37,2
482,1077,6,179,3
483,1080,7,154,2
484,1082,3,360,2
485,1084,541,2,2
486,1086,4,271,2
487,1088,5,217,3
488,1091,3,363,2
489,1093,1091,1,2
490,1095,1093,1,2
491,1097,547,2,3
492,1100,3,366,2
493,1102,4,275,2
494,1104,19,58,2
495,1106,1103,1,3
496,1109,3,369,2
497,1111,1109,1,2
498,1113,11,101,2
499,1115,4,278,3
500,1118,3,372,2
501,1120,13,86,2
502,1122,4,280,2
