n,a,k,L,d
1,0,0,0,1
2,1,0,0,3
3,4,0,0,3
4,7,2,3,1
5,8,7,1,1
6,9,7,1,2
7,11,6,1,5
8,16,9,1,7
9,23,3,7,2
10,25,11,2,3
11,28,3,9,1
12,29,13,2,3
13,32,7,4,4
14,36,5,7,1
15,37,31,1,6
16,43,2,21,1
17,44,13,3,5
18,49,5,9,4
19,53,5,10,3
20,56,49,1,7
21,63,2,31,1
22,64,61,1,3
23,67,7,9,4
24,71,2,35,1
25,72,67,1,5
26,77,3,25,2
27,79,7,11,2
28,81,37,2,7
29,88,6,14,4
30,92,17,5,7
31,99,2,49,1
32,100,31,3,7
33,107,3,35,2
34,109,53,2,3
35,112,3,37,1
36,113,5,22,3
37,116,37,3,5
38,121,23,5,6
39,127,2,63,1
40,128,17,7,9
41,137,10,13,7
42,144,5,28,4
43,148,3,49,1
44,149,3,49,2
45,151,47,3,10
46,161,3,53,2
47,163,157,1,6
48,169,83,2,3
49,172,13,13,3
50,175,2,87,1
51,176,173,1,3
52,179,6,29,5
53,184,59,3,7
54,191,3,63,2
55,193,5,38,3
56,196,3,65,1
57,197,97,2,3
58,200,197,1,3
59,203,199,1,4
60,207,7,29,4
61,211,2,105,1
62,212,20,10,12
63,224,223,1,1
64,225,109,2,7
65,232,3,77,1
66,233,227,1,6
67,239,113,2,13
68,252,251,1,1
69,253,5,50,3
70,256,11,23,3
71,259,257,1,2
72,261,7,37,2
73,263,6,43,5
74,268,9,29,7
75,275,3,91,2
76,277,7,39,4
77,281,139,2,3
78,284,5,56,4
79,288,7,41,1
80,289,47,6,7
81,296,97,3,5
82,301,14,21,7
83,308,10,30,8
84,316,3,105,1
85,317,3,105,2
86,319,157,2,5
87,324,317,1,7
88,331,7,47,2
89,333,7,47,4
90,337,331,1,6
91,343,2,171,1
92,344,11,31,3
93,347,6,57,5
94,352,15,23,7
95,359,3,119,2
96,361,59,6,7
97,368,5,73,3
98,371,3,123,2
99,373,367,1,6
100,379,53,7,8
101,387,5,77,2
102,389,193,2,3
103,392,97,4,4
104,396,7,56,4
105,400,3,133,1
106,401,79,5,6
107,407,131,3,14
108,421,11,38,3
109,424,5,84,4
110,428,5,85,3
111,431,6,71,5
112,436,431,1,5
113,441,439,1,2
114,443,6,73,5
115,448,3,149,1
116,449,223,2,3
117,452,149,3,5
118,457,11,41,6
119,463,2,231,1
120,464,9,51,5
121,469,5,93,4
122,473,7,67,4
123,477,10,47,7
124,484,13,37,3
125,487,7,69,4
126,491,97,5,6
127,497,3,165,2
128,499,13,38,5
129,504,5,100,4
130,508,6,84,4
131,512,33,15,17
132,529,9,58,7
133,536,13,41,3
134,539,3,179,2
135,541,107,5,6
136,547,2,273,1
137,548,181,3,5
138,553,9,61,4
139,557,547,1,10
140,567,2,283,1
141,568,3,189,1
142,569,3,189,2
143,571,7,81,4
144,575,2,287,1
145,576,569,1,7
146,583,14,41,9
147,592,6,98,4
148,596,593,1,3
149,599,5,119,4
150,603,2,301,1
151,604,17,35,9
152,613,5,122,3
153,616,3,205,1
154,617,21,29,8
155,625,619,1,6
156,631,2,315,1
157,632,25,25,7
158,639,7,91,2
159,641,11,58,3
160,644,5,128,4
161,648,7,92,4
162,652,3,217,1
163,653,647,1,6
164,659,21,31,8
165,667,661,1,6
166,673,5,134,3
167,676,223,3,7
168,683,6,113,5
169,688,683,1,5
170,693,14,49,7
171,700,3,233,1
172,701,349,2,3
173,704,233,3,5
174,709,7,101,2
175,711,353,2,5
176,716,101,7,9
177,725,7,103,4
178,729,19,38,7
179,736,3,245,1
180,737,3,245,2
181,739,5,147,4
182,743,11,67,6
183,749,3,249,2
184,751,149,5,6
185,757,751,1,6
186,763,2,381,1
187,764,9,84,8
188,772,109,7,9
189,781,389,2,3
190,784,5,156,4
191,788,5,157,3
192,791,2,395,1
193,792,14,56,8
194,800,113,7,9
195,809,13,62,3
196,812,11,73,9
197,821,3,273,2
198,823,7,117,4
199,827,2,413,1
200,828,163,5,13
201,841,419,2,3
202,844,29,29,3
203,847,2,423,1
204,848,5,169,3
205,851,6,141,5
206,856,283,3,7
207,863,857,1,6
208,869,433,2,3
209,872,17,51,5
210,877,13,67,6
211,883,877,1,6
212,889,887,1,2
213,891,443,2,5
214,896,223,4,4
215,900,7,128,4
216,904,17,53,3
217,907,7,129,4
218,911,21,43,8
219,919,11,83,6
