n,a,k,L,d
1,16,0,0,8
2,24,0,0,12
3,36,8,4,4
4,40,26,1,14
5,54,4,13,2
6,56,13,4,4
7,60,39,1,21
8,81,6,13,3
9,84,5,16,4
10,88,43,2,2
11,90,16,5,10
12,100,6,16,4
13,104,41,2,22
14,126,8,15,6
15,132,43,3,3
16,135,2,67,1
17,136,6,22,4
18,140,13,10,10
19,150,4,37,2
20,152,37,4,4
21,156,32,4,28
22,184,179,1,5
23,189,13,14,7
24,196,97,2,2
25,198,8,24,6
26,204,9,22,6
27,210,20,10,10
28,220,43,5,5
29,225,6,37,3
30,228,7,32,4
31,232,5,46,2
32,234,20,11,14
33,248,3,82,2
34,250,12,20,10
35,260,61,4,16
36,276,43,6,18
37,294,4,73,2
38,296,5,59,1
39,297,12,24,9
40,306,4,76,2
41,308,43,7,7
42,315,151,2,13
43,328,163,2,2
44,330,16,20,10
45,340,13,26,2
46,342,4,85,2
47,344,5,68,4
48,348,173,2,2
49,350,349,1,1
50,351,26,13,13
51,364,89,4,8
52,372,9,41,3
53,375,2,187,1
54,376,6,62,4
55,380,37,10,10
56,390,61,6,24
57,414,101,4,10
58,424,37,11,17
59,441,6,73,3
60,444,33,13,15
61,459,2,229,1
62,460,229,2,2
63,462,113,4,10
64,472,6,78,4
65,476,9,52,8
66,484,5,96,4
67,488,3,162,2
68,490,4,122,2
69,492,163,3,3
70,495,16,30,15
71,510,13,39,3
72,513,5,102,3
73,516,10,51,6
74,522,173,3,3
75,525,14,37,7
76,532,6,88,4
77,536,263,2,10
78,546,271,2,4
79,550,271,2,8
80,558,8,69,6
81,564,5,112,4
82,568,283,2,2
83,570,4,142,2
84,572,12,47,8
85,580,6,96,4
86,584,11,53,1
87,585,50,11,35
88,620,619,1,1
89,621,617,1,4
90,625,103,6,7
91,632,157,4,4
92,636,157,4,8
93,644,11,58,6
94,650,53,12,14
95,664,331,2,2
96,666,16,41,10
97,676,18,37,10
98,686,11,62,4
99,690,229,3,3
100,693,113,6,15
101,708,8,88,4
102,712,5,142,2
103,714,13,54,12
104,726,8,90,6
105,732,9,81,3
106,735,4,183,3
107,738,4,184,2
108,740,12,61,8
109,748,43,17,17
110,765,8,95,5
111,770,383,2,4
112,774,4,193,2
113,776,769,1,7
114,783,16,48,15
115,798,8,99,6
116,804,5,160,4
117,808,6,134,4
118,812,23,35,7
119,819,2,409,1
120,820,6,136,4
121,824,823,1,1
122,825,22,37,11
123,836,5,167,1
124,837,12,69,9
125,846,421,2,4
126,850,4,212,2
127,852,283,3,3
128,855,2,427,1
129,856,7,122,2
130,858,4,214,2
131,860,12,71,8
132,868,433,2,2
133,870,4,217,2
134,872,11,79,3
135,875,2,437,1
136,876,14,62,8
137,884,24,36,20
138,904,449,2,6
139,910,89,10,20
140,930,20,46,10
141,940,233,4,8
142,948,11,86,2
143,950,11,86,4
144,954,157,6,12
145,966,11,87,9
146,975,26,37,13
147,988,10,98,8
148,996,331,3,3
