n,a,k,L,d
1,0,0,0,1
2,1,0,0,1
3,2,0,0,2
4,4,0,0,4
5,8,3,2,2
6,10,7,1,3
7,13,5,2,3
8,16,6,2,4
9,20,17,1,3
10,23,4,5,3
11,26,3,8,2
12,28,16,1,12
13,40,14,2,12
14,52,6,8,4
15,56,22,2,12
16,68,14,4,12
17,80,3,26,2
18,82,73,1,9
19,91,41,2,9
20,100,22,4,12
21,112,103,1,9
22,121,14,8,9
23,130,59,2,12
24,142,19,7,9
25,151,71,2,9
26,160,6,26,4
27,164,31,5,9
28,173,41,4,9
29,182,17,10,12
30,194,37,5,9
31,203,97,2,9
32,212,20,10,12
33,224,43,5,9
34,233,14,16,9
35,242,3,80,2
36,244,52,4,36
37,280,61,4,36
38,316,16,19,12
39,328,73,4,36
40,364,41,8,36
41,400,97,4,12
42,412,47,8,36
43,448,103,4,36
44,484,5,96,4
45,488,113,4,36
46,524,61,8,36
47,560,137,4,12
48,572,67,8,36
49,608,44,13,36
50,644,79,8,12
51,656,62,10,36
52,692,41,16,36
53,728,3,242,2
54,730,37,19,27
55,757,73,10,27
56,784,44,17,36
57,820,61,13,27
58,847,41,20,27
59,874,419,2,36
60,910,883,1,27
61,937,35,26,27
62,964,14,68,12
63,976,73,13,27
64,1003,61,16,27
65,1030,71,14,36
66,1066,1039,1,27
67,1093,41,26,27
68,1120,271,4,36
69,1156,1129,1,27
70,1183,34,34,27
71,1210,599,2,12
72,1222,239,5,27
73,1249,47,26,27
74,1276,40,31,36
75,1312,257,5,27
76,1339,32,41,27
77,1366,38,35,36
78,1402,55,25,27
79,1429,701,2,27
80,1456,6,242,4
81,1460,1433,1,27
82,1487,73,20,27
83,1514,739,2,36
84,1550,1523,1,27
85,1577,31,50,27
86,1604,49,32,36
87,1640,1613,1,27
88,1667,40,41,27
89,1694,29,58,12
90,1706,73,23,27
91,1733,853,2,27
92,1760,431,4,36
93,1796,29,61,27
94,1823,449,4,27
95,1850,907,2,36
96,1886,143,13,27
97,1913,41,46,27
98,1940,241,8,12
99,1952,35,55,27
100,1979,32,61,27
101,2006,197,10,36
102,2042,31,65,27
103,2069,1021,2,27
104,2096,103,20,36
105,2132,421,5,27
106,2159,41,52,27
107,2186,3,728,2
108,2188,130,16,108
109,2296,547,4,108
110,2404,37,64,36
111,2440,212,11,108
112,2548,122,20,108
113,2656,131,20,36
114,2692,136,19,108
115,2800,673,4,108
116,2908,16,181,12
117,2920,148,19,108
118,3028,146,20,108
119,3136,50,62,36
120,3172,383,8,108
121,3280,122,26,108
122,3388,419,8,36
123,3424,829,4,108
124,3532,214,16,108
125,3640,907,4,12
126,3652,443,8,108
127,3760,166,22,108
128,3868,479,8,36
129,3904,146,26,108
130,4012,122,32,108
131,4120,1021,4,36
132,4156,176,23,108
133,4264,1039,4,108
134,4372,6,728,4
135,4376,194,22,108
136,4484,547,8,108
137,4592,67,68,36
138,4628,113,40,108
139,4736,178,26,108
140,4844,601,8,36
141,4880,1193,4,108
142,4988,122,40,108
143,5096,31,164,12
144,5108,125,40,108
145,5216,1277,4,108
146,5324,661,8,36
147,5360,202,26,108
148,5468,134,40,108
149,5576,277,20,36
150,5612,128,43,108
151,5720,122,46,108
152,5828,727,8,12
153,5840,1433,4,108
154,5948,146,40,108
155,6056,43,140,36
156,6092,136,44,108
157,6200,1523,4,108
158,6308,49,128,36
159,6344,1559,4,108
160,6452,122,52,108
161,6560,3,2186,2
162,6562,6481,1,81
163,6643,193,34,81
164,6724,827,8,108
165,6832,157,43,81
166,6913,112,61,81
167,6994,313,22,108
168,7102,119,59,81
169,7183,106,67,81
170,7264,52,139,36
171,7300,7219,1,81
172,7381,100,73,81
173,7462,3677,2,108
174,7570,7489,1,81
175,7651,757,10,81
176,7732,953,8,108
177,7840,7759,1,81
178,7921,98,80,81
179,8002,569,14,36
180,8038,109,73,81
181,8119,4019,2,81
182,8200,119,68,108
183,8308,433,19,81
184,8389,124,67,81
185,8470,113,74,108
186,8578,293,29,81
187,8659,4289,2,81
188,8740,1091,8,12
189,8752,299,29,81
190,8833,547,16,81
191,8914,119,74,108
192,9022,8941,1,81
193,9103,347,26,81
194,9184,2269,4,108
195,9292,151,61,81
196,9373,92,101,81
197,9454,277,34,36
198,9490,97,97,81
199,9571,130,73,81
200,9652,1193,8,108
201,9760,9679,1,81
202,9841,122,80,81
203,9922,701,14,108
204,10030,9949,1,81
205,10111,85,118,81
206,10192,2539,4,36
207,10228,139,73,81
208,10309,2557,4,81
209,10390,194,53,108
210,10498,947,11,81
211,10579,181,58,81
212,10660,1319,8,108
213,10768,10687,1,81
214,10849,673,16,81
215,10930,53,206,12
216,10942,10861,1,81
217,11023,5471,2,81
218,11104,2749,4,108
219,11212,11131,1,81
220,11293,2803,4,81
221,11374,131,86,108
222,11482,877,13,81
223,11563,5741,2,81
224,11644,1451,8,36
225,11680,1657,7,81
226,11761,146,80,81
227,11842,5867,2,108
228,11950,83,143,81
229,12031,239,50,81
230,12112,3001,4,108
231,12220,199,61,81
232,12301,94,130,81
233,12382,6173,2,36
234,12418,169,73,81
235,12499,887,14,81
236,12580,1559,8,108
237,12688,1801,7,81
238,12769,104,122,81
239,12850,277,46,108
240,12958,163,79,81
241,13039,209,62,81
242,13120,6,2186,4
243,13124,13043,1,81
244,13205,193,68,81
245,13286,599,22,108
246,13394,13313,1,81
247,13475,181,74,81
248,13556,164,82,108
249,13664,289,47,81
250,13745,112,122,81
251,13826,70,197,36
252,13862,13781,1,81
253,13943,239,58,81
254,14024,142,98,108
255,14132,14051,1,81
256,14213,3533,4,81
257,14294,173,82,108
258,14402,14321,1,81
259,14483,379,38,81
260,14564,64,227,36
261,14600,14519,1,81
262,14681,100,146,81
263,14762,431,34,108
264,14870,643,23,81
265,14951,1487,10,81
266,15032,164,91,108
267,15140,407,37,81
268,15221,757,20,81
269,15302,22,695,12
270,15314,15233,1,81
271,15395,247,62,81
272,15476,113,136,108
273,15584,419,37,81
274,15665,487,32,81
275,15746,1117,14,108
276,15854,15773,1,81
277,15935,7927,2,81
278,16016,47,340,36
279,16052,15971,1,81
280,16133,4013,4,81
281,16214,8053,2,108
282,16322,109,149,81
283,16403,8161,2,81
284,16484,178,92,108
285,16592,209,79,81
286,16673,122,136,81
287,16754,643,26,36
288,16790,217,77,81
289,16871,115,146,81
290,16952,4211,4,108
291,17060,16979,1,81
292,17141,853,20,81
293,17222,199,86,108
294,17330,367,47,81
295,17411,1733,10,81
296,17492,19,920,12
297,17504,131,133,81
298,17585,547,32,81
299,17666,8779,2,108
300,17774,1361,13,81
301,17855,8887,2,81
302,17936,4457,4,108
303,18044,253,71,81
304,18125,347,52,81
305,18206,46,395,36
306,18242,127,143,81
307,18323,1303,14,81
308,18404,2287,8,108
309,18512,2633,7,81
310,18593,89,208,81
311,18674,9283,2,108
312,18782,18701,1,81
313,18863,9391,2,81
314,18944,58,326,36
315,18980,18899,1,81
316,19061,130,146,81
317,19142,307,62,108
318,19250,661,29,81
319,19331,110,175,81
320,19412,127,152,108
321,19520,2777,7,81
322,19601,122,160,81
323,19682,3,6560,2
324,19684,352,55,324
325,20008,518,38,324
326,20332,128,158,108
327,20440,428,47,324
