n,a,k,L,d
1,9,0,0,9
2,18,0,0,9
3,27,18,1,9
4,36,27,1,9
5,45,12,3,9
6,54,15,3,9
7,63,18,3,9
8,72,21,3,9
9,81,12,6,9
10,90,27,3,9
11,99,27,3,18
12,117,12,9,9
13,126,13,9,9
14,135,14,9,9
15,144,15,9,9
16,153,12,12,9
17,162,17,9,9
18,171,18,9,9
19,180,19,9,9
20,189,19,9,18
21,207,11,18,9
22,216,23,9,9
23,225,12,18,9
24,234,15,15,9
25,243,13,18,9
26,252,27,9,9
27,261,12,21,9
28,270,29,9,9
29,279,29,9,18
30,297,31,9,18
31,315,17,18,9
32,324,15,21,9
33,333,12,27,9
34,342,37,9,9
35,351,18,19,9
36,360,13,27,9
37,369,27,13,18
38,387,41,9,18
39,405,11,36,9
40,414,15,27,9
41,423,18,23,9
42,432,47,9,9
43,441,12,36,9
44,450,21,21,9
45,459,21,21,18
46,477,27,17,18
47,495,53,9,18
48,513,12,42,9
49,522,19,27,9
50,531,18,29,9
51,540,59,9,9
52,549,59,9,18
53,567,61,9,18
54,585,21,27,18
55,603,11,54,9
56,612,67,9,9
57,621,12,51,9
58,630,23,27,9
59,639,23,27,18
60,657,71,9,18
61,675,73,9,18
62,693,25,27,18
63,711,13,54,9
64,720,79,9,9
65,729,79,9,18
66,747,27,27,18
67,765,83,9,18
68,783,45,17,18
69,801,11,72,9
70,810,89,9,9
71,819,89,9,18
72,837,21,39,18
73,855,27,31,18
74,873,19,45,18
75,891,97,9,18
76,909,27,33,18
77,927,101,9,18
78,945,103,9,18
79,963,21,45,18
80,981,107,9,18
81,999,36,27,27
82,1026,113,9,9
83,1035,18,57,9
84,1044,15,69,9
85,1053,12,87,9
86,1062,13,81,9
87,1071,18,59,9
88,1080,17,63,9
89,1089,21,51,18
90,1107,18,61,9
91,1116,27,41,9
92,1125,12,93,9
93,1134,15,75,9
94,1143,14,81,9
95,1152,127,9,9
96,1161,12,96,9
97,1170,27,43,9
98,1179,27,43,18
99,1197,131,9,18
100,1215,18,67,9
101,1224,15,81,9
102,1233,12,102,9
103,1242,137,9,9
104,1251,18,69,9
105,1260,139,9,9
106,1269,139,9,18
107,1287,27,47,18
108,1305,12,108,9
109,1314,15,87,9
110,1323,18,73,9
111,1332,21,63,9
112,1341,12,111,9
113,1350,149,9,9
114,1359,149,9,18
115,1377,151,9,18
116,1395,27,51,18
117,1413,12,117,9
118,1422,157,9,9
119,1431,18,79,9
120,1440,27,53,9
121,1449,27,53,18
122,1467,21,69,18
123,1485,163,9,18
124,1503,18,83,9
125,1512,167,9,9
126,1521,12,126,9
127,1530,13,117,9
128,1539,39,39,18
129,1557,19,81,18
130,1575,173,9,18
131,1593,21,75,18
132,1611,18,89,9
133,1620,179,9,9
134,1629,179,9,18
135,1647,181,9,18
136,1665,27,61,18
137,1683,37,45,18
138,1701,12,141,9
139,1710,21,81,9
140,1719,21,81,18
141,1737,191,9,18
142,1755,193,9,18
143,1773,27,65,18
144,1791,197,9,18
145,1809,199,9,18
146,1827,27,67,18
147,1845,21,87,18
148,1863,41,45,18
149,1881,23,81,18
150,1899,36,52,27
151,1926,36,53,18
152,1944,107,18,18
153,1962,24,81,18
154,1980,109,18,18
155,1998,73,27,27
156,2025,12,168,9
157,2034,15,135,9
158,2043,18,113,9
159,2052,227,9,9
160,2061,12,171,9
161,2070,229,9,9
162,2079,229,9,18
163,2097,21,99,18
164,2115,13,162,9
165,2124,15,141,9
166,2133,12,177,9
167,2142,27,79,9
168,2151,14,153,9
169,2160,239,9,9
170,2169,239,9,18
171,2187,241,9,18
172,2205,12,183,9
173,2214,15,147,9
174,2223,18,123,9
175,2232,13,171,9
176,2241,12,186,9
177,2250,27,83,9
178,2259,27,83,18
179,2277,251,9,18
180,2295,23,99,18
181,2313,12,192,9
182,2322,257,9,9
183,2331,18,129,9
184,2340,21,111,9
185,2349,21,111,18
186,2367,27,87,18
187,2385,263,9,18
188,2403,14,171,9
189,2412,27,89,9
190,2421,12,201,9
191,2430,269,9,9
192,2439,269,9,18
193,2457,271,9,18
194,2475,21,117,18
195,2493,25,99,18
196,2511,18,139,9
197,2520,27,93,9
198,2529,27,93,18
199,2547,281,9,18
200,2565,283,9,18
201,2583,19,135,18
202,2601,12,216,9
203,2610,17,153,9
204,2619,51,51,18
205,2637,27,97,18
206,2655,293,9,18
207,2673,45,59,18
208,2691,27,99,18
209,2709,23,117,18
210,2727,21,129,18
211,2745,27,101,18
212,2763,45,61,18
213,2781,307,9,18
214,2799,28,99,27
215,2826,24,117,18
216,2844,157,18,18
217,2862,36,79,18
218,2880,27,106,18
219,2898,29,99,27
220,2925,19,153,18
221,2943,25,117,18
222,2961,27,109,18
223,2979,36,82,27
224,3006,27,111,9
225,3015,18,167,9
226,3024,15,201,9
227,3033,12,252,9
228,3042,337,9,9
229,3051,13,234,9
230,3060,27,113,9
231,3069,27,113,18
232,3087,31,99,18
233,3105,12,258,9
234,3114,15,207,9
235,3123,18,173,9
236,3132,347,9,9
237,3141,12,261,9
238,3150,349,9,9
239,3159,349,9,18
240,3177,27,117,18
241,3195,353,9,18
242,3213,12,267,9
243,3222,17,189,9
244,3231,18,179,9
245,3240,359,9,9
246,3249,359,9,18
247,3267,19,171,18
248,3285,27,121,18
249,3303,18,183,9
250,3312,367,9,9
251,3321,12,276,9
252,3330,27,123,9
253,3339,27,123,18
254,3357,21,159,18
255,3375,373,9,18
256,3393,25,135,18
257,3411,14,243,9
258,3420,379,9,9
259,3429,379,9,18
260,3447,27,127,18
261,3465,383,9,18
262,3483,21,165,18
263,3501,12,291,9
264,3510,389,9,9
265,3519,389,9,18
266,3537,23,153,18
267,3555,27,131,18
268,3573,45,79,18
269,3591,397,9,18
270,3609,19,189,18
271,3627,401,9,18
272,3645,31,117,18
273,3663,27,135,18
274,3681,33,111,18
275,3699,34,108,27
276,3726,36,103,18
277,3744,23,162,18
278,3762,24,156,18
279,3780,19,198,18
280,3798,419,9,27
281,3825,27,141,18
282,3843,25,153,18
283,3861,21,183,18
284,3879,36,107,27
285,3906,24,162,18
286,3924,21,186,18
287,3942,36,109,18
288,3960,27,146,18
289,3978,439,9,27
290,4005,12,333,9
291,4014,15,267,9
292,4023,18,223,9
293,4032,27,149,9
294,4041,12,336,9
295,4050,449,9,9
296,4059,449,9,18
297,4077,33,123,18
298,4095,27,151,18
299,4113,12,342,9
300,4122,457,9,9
301,4131,18,229,9
302,4140,17,243,9
303,4149,27,153,18
304,4167,461,9,18
305,4185,463,9,18
306,4203,18,233,9
307,4212,467,9,9
308,4221,12,351,9
309,4230,21,201,9
310,4239,21,201,18
311,4257,27,157,18
312,4275,33,129,18
313,4293,19,225,18
314,4311,18,239,9
315,4320,479,9,9
316,4329,479,9,18
317,4347,37,117,18
318,4365,21,207,18
319,4383,45,97,18
320,4401,12,366,9
321,4410,27,163,9
322,4419,27,163,18
323,4437,491,9,18
324,4455,29,153,18
325,4473,27,165,18
326,4491,21,213,18
327,4509,499,9,18
328,4527,27,167,18
329,4545,503,9,18
330,4563,45,101,18
331,4581,27,169,18
332,4599,36,127,27
333,4626,24,192,18
334,4644,257,18,18
335,4662,27,172,18
336,4680,21,222,18
337,4698,173,27,27
338,4725,523,9,18
339,4743,21,225,18
340,4761,31,153,18
341,4779,33,144,27
342,4806,19,252,18
343,4824,27,178,18
344,4842,24,201,18
345,4860,269,18,18
346,4878,33,147,27
347,4905,27,181,18
348,4923,45,109,18
349,4941,547,9,18
350,4959,36,137,27
351,4986,29,171,27
352,5013,12,417,9
353,5022,557,9,9
354,5031,18,279,9
355,5040,13,387,9
356,5049,39,129,18
357,5067,27,187,18
358,5085,563,9,18
359,5103,18,283,9
360,5112,21,243,9
361,5121,12,426,9
362,5130,569,9,9
363,5139,569,9,18
364,5157,571,9,18
365,5175,27,191,18
366,5193,23,225,18
367,5211,17,306,9
368,5220,27,193,9
369,5229,27,193,18
370,5247,21,249,18
371,5265,33,159,18
372,5283,27,195,18
373,5301,12,441,9
374,5310,19,279,9
375,5319,19,279,18
376,5337,27,197,18
377,5355,593,9,18
378,5373,21,255,18
379,5391,27,199,18
380,5409,599,9,18
381,5427,601,9,18
382,5445,27,201,18
383,5463,33,165,18
384,5481,607,9,18
385,5499,32,171,27
386,5526,27,204,18
387,5544,307,18,18
388,5562,21,264,18
389,5580,27,206,18
390,5598,619,9,27
391,5625,21,267,18
392,5643,25,225,18
393,5661,19,297,18
394,5679,36,157,27
395,5706,24,237,18
396,5724,317,18,18
397,5742,27,212,18
398,5760,22,261,18
399,5778,71,81,27
400,5805,643,9,18
401,5823,27,215,18
402,5841,647,9,18
403,5859,36,162,27
404,5886,31,189,27
405,5913,45,131,18
406,5931,27,219,18
407,5949,42,141,27
408,5976,661,9,27
409,6003,18,333,9
410,6012,23,261,9
411,6021,12,501,9
412,6030,27,223,9
413,6039,27,223,18
414,6057,33,183,18
415,6075,673,9,18
416,6093,25,243,18
417,6111,18,339,9
418,6120,21,291,9
419,6129,21,291,18
420,6147,27,227,18
421,6165,683,9,18
