n,a,k,L,d
1,1,0,0,8
2,9,0,0,6
3,15,9,1,6
4,21,17,1,4
5,25,23,1,2
6,27,7,3,6
7,33,31,1,2
8,35,31,1,4
9,39,11,3,6
10,45,41,1,4
11,49,47,1,2
12,51,47,1,4
13,55,53,1,2
14,57,17,3,6
15,63,61,1,2
16,65,61,1,4
17,69,7,9,6
18,75,73,1,2
19,77,73,1,4
20,81,7,11,4
21,85,83,1,2
22,87,83,1,4
23,91,89,1,2
24,93,7,13,2
25,95,7,13,4
26,99,31,3,6
27,105,9,11,6
28,111,107,1,4
29,115,113,1,2
30,117,5,23,2
31,119,3,39,2
32,121,7,17,2
33,123,11,11,2
34,125,11,11,4
35,129,5,25,4
36,133,131,1,2
37,135,43,3,6
38,141,139,1,2
39,143,3,47,2
40,145,11,13,2
41,147,47,3,6
42,153,151,1,2
43,155,151,1,4
44,159,157,1,2
45,161,157,1,4
46,165,7,23,4
47,169,167,1,2
48,171,167,1,4
49,175,173,1,2
50,177,9,19,6
51,183,181,1,2
52,185,3,61,2
53,187,5,37,2
54,189,61,3,6
55,195,7,27,6
56,201,199,1,2
57,203,3,67,2
58,205,7,29,2
59,207,5,41,2
60,209,5,41,4
61,213,211,1,2
62,215,3,71,2
63,217,5,43,2
64,219,7,31,2
65,221,7,31,4
66,225,73,3,6
67,231,227,1,4
68,235,233,1,2
69,237,7,33,6
70,243,241,1,2
71,245,3,81,2
72,247,5,49,2
73,249,5,49,4
74,253,251,1,2
75,255,251,1,4
76,259,257,1,2
77,261,257,1,4
78,265,263,1,2
79,267,9,29,6
80,273,271,1,2
81,275,271,1,4
82,279,7,39,6
83,285,283,1,2
84,287,3,95,2
85,289,7,41,2
86,291,7,41,4
87,295,293,1,2
88,297,5,59,2
89,299,3,99,2
90,301,13,23,2
91,303,7,43,2
92,305,7,43,4
93,309,101,3,6
94,315,311,1,4
95,319,317,1,2
96,321,11,29,2
97,323,3,107,2
98,325,17,19,2
99,327,5,65,2
100,329,5,65,4
101,333,331,1,2
102,335,331,1,4
103,339,337,1,2
104,341,3,113,2
105,343,11,31,2
106,345,113,3,6
107,351,347,1,4
108,355,353,1,2
109,357,353,1,4
110,361,359,1,2
111,363,19,19,2
112,365,19,19,4
113,369,367,1,2
114,371,367,1,4
115,375,373,1,2
116,377,373,1,4
117,381,13,29,4
118,385,383,1,2
119,387,383,1,4
120,391,389,1,2
121,393,17,23,2
122,395,17,23,4
123,399,5,79,4
124,403,401,1,2
125,405,13,31,2
126,407,13,31,4
127,411,409,1,2
128,413,3,137,2
129,415,7,59,2
130,417,137,3,6
131,423,421,1,2
132,425,3,141,2
133,427,5,85,2
134,429,9,47,6
135,435,433,1,2
136,437,433,1,4
137,441,19,23,4
138,445,443,1,2
139,447,443,1,4
140,451,449,1,2
141,453,11,41,2
142,455,11,41,4
143,459,151,3,6
144,465,461,1,4
145,469,467,1,2
146,471,7,67,2
147,473,3,157,2
148,475,11,43,2
149,477,11,43,4
150,481,479,1,2
151,483,13,37,2
152,485,13,37,4
153,489,5,97,4
154,493,491,1,2
155,495,17,29,2
156,497,17,29,4
157,501,7,71,4
158,505,503,1,2
159,507,503,1,4
160,511,509,1,2
161,513,7,73,2
162,515,3,171,2
163,517,5,103,2
164,519,9,57,6
165,525,523,1,2
166,527,3,175,2
167,529,17,31,2
168,531,23,23,2
169,533,3,177,2
170,535,13,41,2
171,537,5,107,2
172,539,5,107,4
173,543,541,1,2
174,545,541,1,4
175,549,547,1,2
176,551,3,183,2
177,553,19,29,2
178,555,19,29,4
179,559,557,1,2
180,561,557,1,4
181,565,563,1,2
182,567,11,51,6
183,573,571,1,2
184,575,571,1,4
185,579,577,1,2
186,581,3,193,2
187,583,7,83,2
188,585,7,83,4
189,589,587,1,2
190,591,587,1,4
191,595,593,1,2
192,597,197,3,6
193,603,601,1,2
194,605,601,1,4
195,609,607,1,2
196,611,607,1,4
197,615,7,87,6
198,621,619,1,2
199,623,3,207,2
200,625,7,89,2
201,627,5,125,2
202,629,5,125,4
203,633,631,1,2
204,635,3,211,2
205,637,5,127,2
206,639,211,3,6
207,645,641,1,4
208,649,647,1,2
209,651,647,1,4
210,655,653,1,2
211,657,7,93,6
212,663,661,1,2
213,665,3,221,2
214,667,5,133,2
215,669,23,29,2
216,671,23,29,4
217,675,11,61,4
218,679,677,1,2
219,681,677,1,4
220,685,683,1,2
221,687,5,137,2
222,689,5,137,4
223,693,691,1,2
224,695,3,231,2
225,697,5,139,2
226,699,5,139,4
227,703,701,1,2
228,705,19,37,2
229,707,19,37,4
230,711,709,1,2
231,713,3,237,2
232,715,23,31,2
233,717,23,31,4
234,721,719,1,2
235,723,7,103,2
236,725,7,103,4
237,729,727,1,2
238,731,727,1,4
239,735,733,1,2
240,737,733,1,4
241,741,11,67,4
242,745,743,1,2
243,747,5,149,2
244,749,5,149,4
245,753,751,1,2
246,755,751,1,4
247,759,5,151,4
248,763,761,1,2
249,765,7,109,2
250,767,7,109,4
251,771,13,59,4
252,775,773,1,2
253,777,5,155,2
254,779,3,259,2
255,781,19,41,2
256,783,11,71,2
257,785,11,71,4
258,789,787,1,2
259,791,3,263,2
260,793,7,113,2
261,795,7,113,4
262,799,797,1,2
263,801,17,47,2
264,803,3,267,2
265,805,11,73,2
266,807,9,89,6
267,813,811,1,2
268,815,3,271,2
269,817,5,163,2
270,819,271,3,6
271,825,7,117,6
272,831,829,1,2
273,833,3,277,2
274,835,7,119,2
275,837,7,119,4
276,841,839,1,2
277,843,29,29,2
278,845,3,281,2
279,847,5,169,2
280,849,7,121,2
281,851,7,121,4
282,855,283,3,6
283,861,857,1,4
284,865,863,1,2
285,867,5,173,2
286,869,3,289,2
287,871,11,79,2
288,873,13,67,2
289,875,13,67,4
290,879,9,97,6
291,885,881,1,4
292,889,887,1,2
293,891,7,127,2
294,893,3,297,2
295,895,19,47,2
296,897,5,179,2
297,899,3,299,2
298,901,29,31,2
299,903,17,53,2
300,905,17,53,4
301,909,5,181,4
302,913,911,1,2
303,915,11,83,2
304,917,11,83,4
305,921,919,1,2
306,923,3,307,2
307,925,13,71,2
308,927,13,71,4
309,931,929,1,2
310,933,7,133,2
311,935,7,133,4
312,939,5,187,4
313,943,941,1,2
314,945,941,1,4
315,949,947,1,2
316,951,947,1,4
317,955,953,1,2
318,957,5,191,2
319,959,3,319,2
320,961,7,137,2
321,963,31,31,2
322,965,31,31,4
323,969,5,193,4
324,973,971,1,2
325,975,971,1,4
326,979,977,1,2
327,981,977,1,4
328,985,983,1,2
329,987,5,197,2
330,989,5,197,4
331,993,991,1,2
332,995,991,1,4
333,999,997,1,2
334,1001,3,333,2
335,1003,7,143,2
336,1005,17,59,2
337,1007,17,59,4
338,1011,19,53,4
339,1015,1013,1,2
340,1017,337,3,6
341,1023,1021,1,2
342,1025,3,341,2
343,1027,5,205,2
344,1029,11,93,6
345,1035,1033,1,2
346,1037,1033,1,4
347,1041,1039,1,2
348,1043,3,347,2
349,1045,7,149,2
350,1047,347,3,6
351,1053,1051,1,2
352,1055,3,351,2
353,1057,5,211,2
354,1059,9,117,6
355,1065,1063,1,2
356,1067,1063,1,4
357,1071,1069,1,2
358,1073,3,357,2
359,1075,29,37,2
360,1077,5,215,2
361,1079,3,359,2
362,1081,13,83,2
363,1083,23,47,2
364,1085,23,47,4
365,1089,19,57,6
366,1095,1091,1,4
367,1099,1097,1,2
368,1101,1097,1,4
369,1105,1103,1,2
