n,a,k,L,d
1,0,0,0,1
2,1,0,0,1
3,2,0,0,1
4,3,2,1,1
5,4,0,0,2
6,6,5,1,1
7,7,2,3,1
8,8,7,1,1
9,9,7,1,2
10,11,2,5,1
11,12,5,2,2
12,14,13,1,1
13,15,13,1,2
14,17,3,5,2
15,19,2,9,1
16,20,19,1,1
17,21,19,1,2
18,23,2,11,1
19,24,11,2,2
20,26,3,8,2
21,28,13,2,2
22,30,29,1,1
23,31,29,1,2
24,33,2,16,1
25,34,4,8,2
26,36,5,7,1
27,37,5,7,2
28,39,2,19,1
29,40,37,1,3
30,43,2,21,1
31,44,43,1,1
32,45,43,1,2
33,47,3,15,2
34,49,47,1,2
35,51,7,7,2
36,53,2,26,1
37,54,4,13,2
38,56,3,18,2
39,58,4,14,2
40,60,59,1,1
41,61,29,2,3
42,64,3,21,1
43,65,3,21,2
44,67,5,13,2
45,69,67,1,2
46,71,2,35,1
47,72,5,14,2
48,74,73,1,1
49,75,73,1,2
50,77,3,25,2
51,79,7,11,2
52,81,2,40,1
53,82,4,20,2
54,84,41,2,2
55,86,3,28,2
56,88,43,2,2
57,90,4,22,2
58,92,7,13,1
59,93,5,18,3
60,96,5,19,1
61,97,5,19,2
62,99,97,1,2
63,101,2,50,1
64,102,4,25,2
65,104,101,1,3
66,107,2,53,1
67,108,53,2,2
68,110,3,36,2
69,112,109,1,3
70,115,2,57,1
71,116,3,38,2
72,118,3,39,1
73,119,3,39,2
74,121,7,17,2
75,123,11,11,2
76,125,3,41,2
77,127,4,31,3
78,130,3,43,1
79,131,3,43,2
80,133,2,66,1
81,134,3,44,2
82,136,3,45,1
83,137,67,2,3
84,140,3,46,2
85,142,4,35,2
86,144,71,2,2
87,146,3,48,2
88,148,3,49,1
89,149,73,2,3
90,152,3,50,2
91,154,4,38,2
92,156,7,22,2
93,158,3,52,2
94,160,79,2,2
95,162,4,40,2
96,164,163,1,1
97,165,163,1,2
98,167,3,55,2
99,169,167,1,2
100,171,2,85,1
101,172,13,13,3
102,175,2,87,1
103,176,3,58,2
104,178,5,35,3
105,181,179,1,2
106,183,2,91,1
107,184,7,26,2
108,186,5,37,1
109,187,4,46,3
110,190,4,47,2
111,192,5,38,2
112,194,193,1,1
113,195,4,48,3
114,198,4,49,2
115,200,3,66,2
116,202,4,50,2
117,204,101,2,2
118,206,3,68,2
119,208,5,41,3
120,211,2,105,1
121,212,3,70,2
122,214,4,53,2
123,216,107,2,2
124,218,7,31,1
125,219,4,54,3
126,222,13,17,1
127,223,2,111,1
128,224,3,74,2
129,226,223,1,3
130,229,2,114,1
131,230,227,1,3
132,233,3,77,2
133,235,233,1,2
134,237,5,47,2
135,239,3,79,2
136,241,2,120,1
137,242,239,1,3
138,245,2,122,1
139,246,9,27,3
140,249,13,19,2
141,251,3,83,2
142,253,251,1,2
143,255,11,23,2
144,257,3,85,2
145,259,257,1,2
146,261,7,37,2
147,263,3,87,2
148,265,2,132,1
149,266,263,1,3
150,269,2,134,1
151,270,4,67,2
152,272,3,90,2
153,274,271,1,3
154,277,5,55,2
155,279,4,69,3
156,282,281,1,1
157,283,281,1,2
158,285,283,1,2
159,287,3,95,2
160,289,7,41,2
161,291,17,17,2
162,293,2,146,1
163,294,4,73,2
164,296,293,1,3
165,299,3,99,2
166,301,2,150,1
167,302,13,23,3
168,305,2,152,1
169,306,101,3,3
170,309,307,1,2
171,311,3,103,2
172,313,2,156,1
173,314,311,1,3
174,317,3,105,2
175,319,317,1,2
176,321,11,29,2
177,323,3,107,2
178,325,2,162,1
179,326,17,19,3
180,329,2,164,1
181,330,109,3,3
182,333,331,1,2
183,335,3,111,2
184,337,5,67,2
185,339,4,84,3
186,342,4,85,2
187,344,3,114,2
188,346,4,86,2
189,348,5,69,3
190,351,2,175,1
191,352,5,70,2
192,354,353,1,1
193,355,353,1,2
194,357,6,59,3
195,360,179,2,2
196,362,19,19,1
197,363,4,90,3
198,366,5,73,1
199,367,5,73,2
200,369,367,1,2
201,371,3,123,2
202,373,7,53,2
203,375,4,93,3
204,378,4,94,2
205,380,3,126,2
206,382,4,95,2
207,384,191,2,2
208,386,3,128,2
209,388,6,64,4
210,392,17,23,1
211,393,17,23,2
212,395,3,131,2
213,397,5,79,2
214,399,397,1,2
215,401,3,133,2
216,403,401,1,2
217,405,13,31,2
218,407,3,135,2
219,409,7,58,3
220,412,5,82,2
221,414,137,3,3
222,417,2,208,1
223,418,4,104,2
224,420,11,38,2
225,422,3,140,2
226,424,3,141,1
227,425,211,2,3
228,428,7,61,1
229,429,6,71,3
230,432,11,39,3
231,435,433,1,2
232,437,2,218,1
233,438,5,87,3
234,441,439,1,2
235,443,3,147,2
236,445,443,1,2
237,447,4,111,3
238,450,449,1,1
239,451,4,112,3
240,454,3,151,1
241,455,3,151,2
242,457,2,228,1
243,458,3,152,2
244,460,229,2,2
245,462,9,51,3
246,465,463,1,2
247,467,3,155,2
248,469,467,1,2
249,471,7,67,2
250,473,2,236,1
251,474,157,3,3
252,477,5,95,2
253,479,3,159,2
254,481,239,2,3
255,484,3,161,1
256,485,2,242,1
257,486,7,69,3
258,489,487,1,2
259,491,4,122,3
260,494,3,164,2
261,496,13,38,2
262,498,7,71,1
263,499,4,124,3
264,502,4,125,2
265,504,167,3,3
266,507,5,101,2
267,509,3,169,2
268,511,2,255,1
269,512,509,1,3
270,515,2,257,1
271,516,257,2,2
272,518,5,103,3
273,521,3,173,2
274,523,521,1,2
275,525,6,87,3
276,528,17,31,1
277,529,17,31,2
278,531,23,23,2
279,533,5,106,3
280,536,5,107,1
281,537,6,89,3
282,540,7,77,1
283,541,7,77,2
284,543,4,135,3
285,546,181,3,3
286,549,547,1,2
287,551,3,183,2
288,553,2,276,1
289,554,19,29,3
290,557,3,185,2
291,559,557,1,2
292,561,2,280,1
293,562,13,43,3
294,565,563,1,2
295,567,5,113,2
296,569,3,189,2
297,571,569,1,2
298,573,571,1,2
299,575,4,143,3
300,578,3,192,2
301,580,17,34,2
302,582,4,145,2
303,584,3,194,2
304,586,4,146,2
305,588,5,117,3
306,591,2,295,1
307,592,19,31,3
308,595,593,1,2
309,597,6,99,3
310,600,599,1,1
311,601,13,46,3
312,604,3,201,1
313,605,3,201,2
314,607,4,151,3
315,610,4,152,2
316,612,13,47,1
317,613,5,122,3
318,616,307,2,2
319,618,4,154,2
320,620,3,206,2
321,622,619,1,3
322,625,7,89,2
323,627,5,125,2
324,629,3,209,2
325,631,17,37,2
326,633,631,1,2
327,635,3,211,2
328,637,5,127,2
329,639,5,127,4
330,643,2,321,1
331,644,3,214,2
332,646,4,161,2
333,648,17,38,2
334,650,3,216,2
335,652,11,59,3
336,655,2,327,1
337,656,3,218,2
338,658,4,164,2
339,660,9,73,3
340,663,661,1,2
341,665,331,2,3
342,668,23,29,1
343,669,23,29,2
344,671,4,167,3
345,674,3,224,2
346,676,3,225,1
347,677,337,2,3
348,680,7,97,1
349,681,6,113,3
350,684,11,62,2
351,686,3,228,2
352,688,3,229,1
353,689,7,98,3
354,692,3,230,2
355,694,4,173,2
356,696,7,99,3
357,699,17,41,2
358,701,2,350,1
359,702,233,3,3
360,705,2,352,1
361,706,4,176,2
362,708,353,2,2
