n,a,k,L,d
1,5,0,0,3
2,8,0,0,6
3,14,11,1,3
4,17,3,5,2
5,19,5,3,4
6,23,4,5,3
7,26,10,2,6
8,32,31,1,1
9,33,31,1,2
10,35,6,5,5
11,40,3,13,1
12,41,19,2,3
13,44,41,1,3
14,47,4,11,3
15,50,3,16,2
16,52,3,17,1
17,53,2,26,1
18,54,7,7,5
19,59,4,14,3
20,62,61,1,1
21,63,29,2,5
22,68,5,13,3
23,71,4,17,3
24,74,73,1,1
25,75,73,1,2
26,77,37,2,3
27,80,3,26,2
28,82,79,1,3
29,85,2,42,1
30,86,83,1,3
31,89,83,1,6
32,95,2,47,1
33,96,47,2,2
34,98,31,3,5
35,103,2,51,1
36,104,101,1,3
37,107,3,35,2
38,109,5,21,4
39,113,5,22,3
40,116,5,23,1
41,117,2,58,1
42,118,6,19,4
43,122,3,40,2
44,124,3,41,1
45,125,61,2,3
46,128,127,1,1
47,129,127,1,2
48,131,4,32,3
49,134,5,26,4
50,138,4,34,2
51,140,137,1,3
52,143,3,47,2
53,145,11,13,2
54,147,5,29,2
55,149,73,2,3
56,152,149,1,3
57,155,4,38,3
58,158,5,31,3
59,161,2,80,1
60,162,79,2,4
61,166,3,55,1
62,167,4,41,3
63,170,167,1,3
64,173,5,34,3
65,176,3,58,2
66,178,3,59,1
67,179,2,89,1
68,180,8,22,4
69,184,3,61,1
70,185,3,61,2
71,187,2,93,1
72,188,7,26,6
73,194,193,1,1
74,195,193,1,2
75,197,193,1,4
76,201,199,1,2
77,203,2,101,1
78,204,101,2,2
79,206,7,29,3
80,209,103,2,3
81,212,11,19,3
82,215,3,71,2
83,217,71,3,4
84,221,2,110,1
85,222,13,17,1
86,223,2,111,1
87,224,5,44,4
88,228,227,1,1
89,229,2,114,1
90,230,227,1,3
91,233,5,46,3
92,236,233,1,3
93,239,4,59,3
94,242,241,1,1
95,243,239,1,4
96,247,2,123,1
97,248,3,82,2
98,250,3,83,1
99,251,7,35,6
100,257,127,2,3
101,260,7,37,1
102,261,6,43,3
103,264,131,2,2
104,266,263,1,3
105,269,2,134,1
106,270,269,1,1
107,271,89,3,4
108,275,4,68,3
109,278,3,92,2
110,280,277,1,3
111,283,2,141,1
112,284,283,1,1
113,285,283,1,2
114,287,4,71,3
115,290,3,96,2
116,292,3,97,1
117,293,2,146,1
118,294,4,73,2
119,296,293,1,3
120,299,4,74,3
121,302,13,23,3
122,305,13,23,6
123,311,3,103,2
124,313,2,156,1
125,314,3,104,2
126,316,3,105,1
127,317,2,158,1
128,318,4,79,2
129,320,317,1,3
130,323,11,29,4
131,327,5,65,2
132,329,163,2,3
133,332,331,1,1
134,333,2,166,1
135,334,331,1,3
136,337,2,168,1
137,338,337,1,1
138,339,337,1,2
139,341,67,5,6
140,347,2,173,1
141,348,347,1,1
142,349,2,174,1
143,350,8,43,6
144,356,353,1,3
145,359,2,179,1
146,360,179,2,2
147,362,3,120,2
148,364,3,121,1
149,365,181,2,3
150,368,367,1,1
151,369,367,1,2
152,371,4,92,3
153,374,373,1,1
154,375,2,187,1
155,376,3,125,1
156,377,6,62,5
157,382,3,127,1
158,383,3,127,2
159,385,2,192,1
160,386,191,2,4
161,390,4,97,2
162,392,3,130,2
163,394,3,131,1
164,395,3,131,2
165,397,2,198,1
166,398,5,79,3
167,401,199,2,3
168,404,5,80,4
169,408,7,58,2
170,410,409,1,1
171,411,409,1,2
172,413,3,137,2
173,415,4,103,3
174,418,3,139,1
175,419,4,104,3
176,422,419,1,3
177,425,2,212,1
178,426,4,106,2
179,428,5,85,3
180,431,2,215,1
181,432,7,61,5
182,437,3,145,2
183,439,2,219,1
184,440,7,62,6
185,446,3,148,2
186,448,3,149,1
187,449,223,2,3
188,452,3,150,2
189,454,3,151,1
190,455,3,151,2
191,457,2,228,1
192,458,457,1,1
193,459,2,229,1
194,460,6,76,4
195,464,461,1,3
196,467,4,116,3
197,470,467,1,3
198,473,2,236,1
199,474,4,118,2
200,476,5,95,1
201,477,5,95,2
202,479,3,159,2
203,481,2,240,1
204,482,479,1,3
205,485,241,2,3
206,488,487,1,1
207,489,487,1,2
208,491,2,245,1
209,492,5,98,2
210,494,17,29,1
211,495,7,70,5
212,500,7,71,3
213,503,3,167,2
214,505,251,2,3
215,508,3,169,1
216,509,11,46,3
217,512,127,4,4
218,516,257,2,2
219,518,11,47,1
220,519,11,47,2
221,521,3,173,2
222,523,521,1,2
223,525,523,1,2
224,527,4,131,3
225,530,17,31,3
226,533,5,106,3
227,536,5,107,1
228,537,5,107,2
229,539,6,89,5
230,544,3,181,1
231,545,2,272,1
232,546,5,109,1
233,547,2,273,1
234,548,3,182,2
235,550,6,91,4
236,554,19,29,3
237,557,2,278,1
238,558,4,139,2
239,560,557,1,3
240,563,3,187,2
241,565,2,282,1
242,566,563,1,3
243,569,283,2,3
244,572,569,1,3
245,575,571,1,4
246,579,2,289,1
247,580,3,193,1
248,581,17,34,3
249,584,3,194,2
250,586,6,97,4
251,590,19,31,1
252,591,2,295,1
253,592,3,197,1
254,593,587,1,6
255,599,4,149,3
256,602,601,1,1
257,603,599,1,4
258,607,2,303,1
259,608,5,121,3
260,611,2,305,1
261,612,13,47,1
262,613,2,306,1
263,614,613,1,1
264,615,613,1,2
265,617,307,2,3
266,620,619,1,1
267,621,2,310,1
268,622,4,155,2
269,624,311,2,2
270,626,3,208,2
271,628,3,209,1
272,629,6,104,5
273,634,3,211,1
274,635,4,158,3
275,638,5,127,3
276,641,2,320,1
277,642,641,1,1
278,643,2,321,1
279,644,3,214,2
280,646,3,215,1
281,647,641,1,6
282,653,5,130,3
283,656,5,131,1
284,657,6,109,3
285,660,7,94,2
286,662,661,1,1
287,663,661,1,2
288,665,331,2,3
289,668,3,222,2
290,670,3,223,1
291,671,4,167,3
292,674,11,61,3
293,677,3,225,2
294,679,2,339,1
295,680,677,1,3
296,683,2,341,1
297,684,7,97,5
298,689,2,344,1
299,690,13,53,1
300,691,2,345,1
301,692,691,1,1
302,693,691,1,2
303,695,4,173,3
304,698,5,139,3
305,701,17,41,4
306,705,19,37,2
307,707,4,176,3
308,710,3,236,2
309,712,6,118,4
310,716,5,143,1
311,717,5,143,2
312,719,2,359,1
313,720,359,2,2
314,722,7,103,1
315,723,7,103,2
316,725,2,362,1
317,726,4,181,2
318,728,3,242,2
319,730,727,1,3
320,733,2,366,1
321,734,3,244,2
322,736,3,245,1
