n,a,k,L,d
363,975,971,1,4
364,979,977,1,2
365,981,6,163,3
366,984,983,1,1
367,985,7,140,5
368,990,7,141,3
369,993,5,198,3
370,996,7,142,2
371,998,7,142,4
372,1002,7,143,1
373,1003,4,250,3
374,1006,6,167,4
375,1010,503,2,4
376,1014,4,253,2
377,1016,337,3,5
378,1021,2,510,1
379,1022,509,2,4
380,1026,4,256,2
381,1028,3,342,2
382,1030,3,343,1
383,1031,11,93,8
384,1039,4,259,3
385,1042,4,260,2
386,1044,347,3,3
387,1047,4,261,3
388,1050,1049,1,1
389,1051,349,3,4
390,1055,3,351,2
391,1057,263,4,5
392,1062,4,265,2
393,1064,3,354,2
394,1066,4,266,2
395,1068,1063,1,5
396,1073,2,536,1
397,1074,4,268,2
398,1076,29,37,3
399,1079,29,37,6
400,1085,2,542,1
401,1086,19,57,3
402,1089,1087,1,2
403,1091,4,272,3
404,1094,9,121,5
405,1099,4,274,3
406,1102,4,275,2
407,1104,7,157,5
408,1109,2,554,1
409,1110,9,123,3
410,1113,11,101,2
411,1115,4,278,3
412,1118,3,372,2
413,1120,6,186,4
414,1124,3,374,2
415,1126,7,160,6
416,1132,5,226,2
417,1134,13,87,3
418,1137,2,568,1
419,1138,11,103,5
420,1143,2,571,1
421,1144,571,2,2
422,1146,9,127,3
423,1149,5,229,4
424,1153,5,230,3
425,1156,1153,1,3
426,1159,13,89,2
427,1161,6,193,3
428,1164,9,129,3
429,1167,4,291,3
430,1170,7,167,1
431,1171,12,97,7
432,1178,11,107,1
433,1179,4,294,3
434,1182,9,131,3
435,1185,6,197,3
436,1188,593,2,2
437,1190,1187,1,3
438,1193,2,596,1
439,1194,29,41,5
440,1199,5,239,4
441,1203,4,300,3
442,1206,5,241,1
443,1207,401,3,4
444,1211,3,403,2
445,1213,7,173,2
446,1215,1213,1,2
447,1217,10,121,7
448,1224,1223,1,1
449,1225,10,122,5
450,1230,4,307,2
451,1232,1229,1,3
452,1235,3,411,2
453,1237,5,247,2
454,1239,4,309,3
455,1242,1237,1,5
456,1247,2,623,1
457,1248,7,178,2
458,1250,7,178,4
459,1254,5,250,4
460,1258,3,419,1
461,1259,5,251,4
462,1263,2,631,1
463,1264,1259,1,5
464,1269,6,211,3
465,1272,5,254,2
466,1274,19,67,1
467,1275,10,127,5
468,1280,3,426,2
469,1282,1279,1,3
470,1285,1283,1,2
471,1287,1283,1,4
472,1291,1289,1,2
473,1293,5,258,3
474,1296,431,3,3
475,1299,5,259,4
476,1303,4,325,3
477,1306,4,326,2
478,1308,1307,1,1
479,1309,14,93,7
480,1316,3,438,2
481,1318,4,329,2
482,1320,439,3,3
483,1323,1319,1,4
484,1327,5,265,2
485,1329,7,189,6
486,1335,2,667,1
487,1336,6,222,4
488,1340,3,446,2
489,1342,6,223,4
490,1346,5,269,1
491,1347,17,79,4
492,1351,19,71,2
493,1353,5,270,3
494,1356,8,169,4
495,1360,271,5,5
496,1365,29,47,2
497,1367,4,341,3
498,1370,37,37,1
499,1371,683,2,5
500,1376,3,458,2
501,1378,4,344,2
502,1380,7,197,1
503,1381,11,125,6
504,1387,5,277,2
505,1389,6,231,3
506,1392,463,3,3
507,1395,4,348,3
508,1398,11,127,1
509,1399,5,279,4
510,1403,3,467,2
511,1405,349,4,9
512,1414,5,282,4
513,1418,3,472,2
514,1420,709,2,2
515,1422,709,2,4
516,1426,4,356,2
517,1428,5,285,3
518,1431,1429,1,2
519,1433,6,238,5
520,1438,3,479,1
521,1439,5,287,4
522,1443,2,721,1
523,1444,11,131,3
524,1447,13,111,4
525,1451,3,483,2
526,1453,1451,1,2
527,1455,7,207,6
528,1461,1459,1,2
529,1463,4,365,3
530,1466,7,209,3
531,1469,5,293,4
532,1473,1471,1,2
533,1475,4,368,3
534,1478,3,492,2
535,1480,6,246,4
536,1484,3,494,2
537,1486,4,371,2
538,1488,5,297,3
539,1491,9,165,6
540,1497,2,748,1
541,1498,4,374,2
542,1500,7,214,2
543,1502,8,187,6
544,1508,3,502,2
545,1510,6,251,4
546,1514,17,89,1
547,1515,4,378,3
548,1518,5,303,3
549,1521,37,41,4
550,1525,1523,1,2
551,1527,761,2,5
552,1532,3,510,2
553,1534,4,383,2
554,1536,7,219,3
555,1539,4,384,3
556,1542,23,67,1
557,1543,9,171,4
558,1547,3,515,2
559,1549,1543,1,6
560,1555,4,388,3
561,1558,4,389,2
562,1560,1559,1,1
563,1561,9,173,4
564,1565,3,521,2
565,1567,5,313,2
566,1569,17,92,5
567,1574,5,314,4
568,1578,19,83,1
569,1579,5,315,4
570,1583,2,791,1
571,1584,5,316,4
572,1588,13,122,2
573,1590,23,69,3
574,1593,5,318,3
575,1596,397,4,8
576,1604,7,229,1
577,1605,6,267,3
578,1608,11,146,2
579,1610,11,146,4
580,1614,4,403,2
581,1616,1613,1,3
582,1619,3,539,2
583,1621,7,231,4
584,1625,1621,1,4
585,1629,1627,1,2
586,1631,2,815,1
587,1632,1627,1,5
588,1637,3,545,2
589,1639,4,409,3
590,1642,4,410,2
591,1644,11,149,5
592,1649,2,824,1
593,1650,7,235,5
594,1655,4,413,3
595,1658,5,331,3
596,1661,3,553,2
597,1663,4,415,3
598,1666,3,555,1
599,1667,11,151,6
600,1673,2,836,1
601,1674,557,3,3
602,1677,6,279,3
603,1680,13,129,3
604,1683,4,420,3
605,1686,9,187,3
606,1689,2,844,1
607,1690,421,4,6
608,1696,1693,1,3
609,1699,4,424,3
610,1702,4,425,2
611,1704,1699,1,5
612,1709,2,854,1
613,1710,4,427,2
614,1712,1709,1,3
615,1715,6,285,5
616,1720,3,573,1
617,1721,859,2,3
618,1724,1723,1,1
619,1725,1721,1,4
620,1729,5,345,4
621,1733,3,577,2
622,1735,1733,1,2
623,1737,577,3,6
624,1743,37,47,4
625,1747,5,349,2
626,1749,6,291,3
627,1752,11,159,3
628,1755,1753,1,2
629,1757,6,292,5
630,1762,3,587,1
631,1763,1759,1,4
632,1767,5,353,2
633,1769,3,589,2
634,1771,29,61,2
635,1773,29,61,4
636,1777,887,2,3
637,1780,1777,1,3
638,1783,4,445,3
639,1786,14,127,8
640,1794,11,163,1
641,1795,4,448,3
642,1798,3,599,1
643,1799,5,359,4
644,1803,4,450,3
645,1806,601,3,3
646,1809,2,904,1
647,1810,601,3,7
648,1817,3,605,2
649,1819,5,363,4
650,1823,4,455,3
651,1826,1823,1,3
652,1829,2,914,1
653,1830,7,261,3
654,1833,1831,1,2
655,1835,6,305,5
656,1840,11,167,3
657,1843,4,460,3
658,1846,3,615,1
659,1847,6,307,5
660,1852,3,617,1
661,1853,3,617,2
662,1855,4,463,3
663,1858,6,309,4
664,1862,11,169,3
665,1865,1861,1,4
666,1869,1867,1,2
667,1871,4,467,3
668,1874,3,624,2
669,1876,1873,1,3
670,1879,1877,1,2
671,1881,937,2,7
672,1888,3,629,1
673,1889,3,629,2
674,1891,23,82,5
675,1896,11,172,4
676,1900,3,633,1
677,1901,13,146,3
678,1904,3,634,2
679,1906,1901,1,5
680,1911,23,83,2
681,1913,5,382,3
682,1916,5,383,1
683,1917,8,239,5
684,1922,3,640,2
685,1924,5,384,4
686,1928,3,642,2
687,1930,7,275,5
688,1935,1933,1,2
689,1937,1933,1,4
690,1941,2,970,1
691,1942,7,277,3
692,1945,647,3,4
693,1949,3,649,2
694,1951,1949,1,2
695,1953,487,4,5
696,1958,3,652,2
697,1960,11,178,2
698,1962,4,490,2
699,1964,653,3,5
700,1969,2,984,1
701,1970,15,131,5
702,1975,1973,1,2
703,1977,10,197,7
704,1984,7,283,3
705,1987,5,397,2
706,1989,1987,1,2
707,1991,1987,1,4
708,1995,2,997,1
709,1996,1993,1,3
710,1999,4,499,3
711,2002,6,333,4
712,2006,3,668,2
713,2008,6,334,4
714,2012,7,287,3
715,2015,4,503,3
716,2018,3,672,2
717,2020,1009,2,2
718,2022,43,47,1
719,2023,8,252,7
720,2030,3,676,2
721,2032,2029,1,3
722,2035,19,107,2
723,2037,6,339,3
724,2040,7,291,3
725,2043,2039,1,4
726,2047,2,1023,1
727,2048,9,227,5
728,2053,23,89,6
729,2059,4,514,3
730,2062,4,515,2
731,2064,5,412,4
732,2068,3,689,1
733,2069,3,689,2
734,2071,13,159,4
735,2075,2069,1,6
736,2081,3,693,2
737,2083,7,297,4
738,2087,2,1043,1
739,2088,521,4,4
740,2092,2089,1,3
741,2095,4,523,3
742,2098,3,699,1
743,2099,6,349,5
744,2104,1051,2,2
745,2106,4,526,2
746,2108,5,421,3
747,2111,7,301,4
748,2115,2113,1,2
749,2117,6,352,5
750,2122,3,707,1
751,2123,6,353,5
752,2128,1063,2,2
753,2130,709,3,3
754,2133,2131,1,2
755,2135,2129,1,6
756,2141,2,1070,1
757,2142,4,535,2
758,2144,2141,1,3
759,2147,6,357,5
760,2152,3,717,1
761,2153,5,430,3
762,2156,3,718,2
763,2158,5,431,3
764,2161,719,3,4
765,2165,3,721,2
766,2167,5,433,2
767,2169,10,216,9
768,2178,7,311,1
769,2179,5,435,4
770,2183,3,727,2
771,2185,1091,2,3
772,2188,3,729,1
773,2189,5,437,4
774,2193,5,438,3
775,2196,8,274,4
776,2200,13,169,3
777,2203,31,71,2
778,2205,2203,1,2
779,2207,6,367,5
780,2212,5,442,2
781,2214,11,201,3
782,2217,2213,1,4
783,2221,443,5,6
784,2227,5,445,2
785,2229,6,371,3
786,2232,23,97,1
787,2233,5,446,3
788,2236,1117,2,2
789,2238,5,447,3
790,2241,2239,1,2
791,2243,2237,1,6
792,2249,3,749,2
793,2251,13,173,2
794,2253,5,450,3
795,2256,751,3,3
796,2259,2,1129,1
797,2260,6,376,4
798,2264,3,754,2
799,2266,9,251,7
800,2273,5,454,3
801,2276,3,758,2
802,2278,4,569,2
803,2280,569,4,4
804,2284,2281,1,3
805,2287,4,571,3
806,2290,4,572,2
807,2292,8,286,4
808,2296,3,765,1
809,2297,29,79,6
810,2303,2,1151,1
811,2304,5,460,4
812,2308,1153,2,2
813,2310,769,3,3
814,2313,2311,1,2
815,2315,2309,1,6
816,2321,3,773,2
817,2323,11,211,2
818,2325,11,211,4
819,2329,5,465,4
820,2333,2,1166,1
821,2334,7,333,3
822,2337,2,1168,1
823,2338,6,389,4
824,2342,7,334,4
825,2346,11,213,3
826,2349,2,1174,1
827,2350,7,335,5
828,2355,2,1177,1
829,2356,13,181,3
830,2359,2357,1,2
831,2361,11,214,7
832,2368,5,473,3
833,2371,4,592,3
834,2374,4,593,2
835,2376,593,4,4
836,2380,6,396,4
837,2384,3,794,2
838,2386,3,795,1
839,2387,2381,1,6
840,2393,3,797,2
841,2395,2393,1,2
842,2397,5,479,2
843,2399,4,599,3
844,2402,2399,1,3
845,2405,7,343,4
846,2409,6,401,3
847,2412,29,83,5
848,2417,3,805,2
849,2419,5,483,4
850,2423,3,807,2
851,2425,9,269,4
852,2429,2,1214,1
853,2430,809,3,3
854,2433,7,347,4
855,2437,811,3,4
856,2441,2,1220,1
857,2442,23,106,4
858,2446,3,815,1
859,2447,7,349,4
860,2451,4,612,3
861,2454,4,613,2
862,2456,5,491,1
863,2457,31,79,8
864,2465,3,821,2
865,2467,5,493,2
866,2469,6,411,3
867,2472,617,4,4
868,2476,1237,2,2
869,2478,1237,2,4
870,2482,4,620,2
871,2484,5,496,4
872,2488,5,497,3
873,2491,4,622,3
874,2494,5,498,4
875,2498,29,86,4
876,2502,41,61,1
877,2503,41,61,2
878,2505,2503,1,2
879,2507,41,61,6
880,2513,2,1256,1
881,2514,13,193,5
882,2519,2,1259,1
883,2520,17,148,4
884,2524,2521,1,3
885,2527,5,505,2
886,2529,2,1264,1
887,2530,25,101,5
888,2535,17,149,2
889,2537,7,362,3
890,2540,13,195,5
891,2545,31,82,3
892,2548,19,134,2
893,2550,9,283,3
894,2553,2551,1,2
895,2555,9,283,8
896,2563,4,640,3
897,2566,4,641,2
898,2568,1283,2,2
899,2570,641,4,6
900,2576,3,858,2
901,2578,5,515,3
902,2581,1289,2,3
903,2584,5,516,4
904,2588,3,862,2
905,2590,13,199,3
906,2593,2,1296,1
907,2594,2591,1,3
908,2597,1297,2,3
909,2600,11,236,4
910,2604,19,137,1
911,2605,23,113,6
912,2611,2609,1,2
913,2613,7,373,2
914,2615,4,653,3
915,2618,5,523,3
916,2621,3,873,2
917,2623,7,374,5
918,2628,37,71,1
919,2629,8,328,5
920,2634,4,658,2
921,2636,3,878,2
922,2638,4,659,2
923,2640,17,155,5
924,2645,1321,2,3
925,2648,3,882,2
926,2650,2647,1,3
927,2653,2647,1,6
928,2659,2,1329,1
929,2660,8,332,4
930,2664,887,3,3
931,2667,4,666,3
932,2670,4,667,2
933,2672,3,890,2
934,2674,2671,1,3
935,2677,2671,1,6
936,2683,2,1341,1
937,2684,7,383,3
938,2687,3,895,2
939,2689,5,537,4
940,2693,2,1346,1
941,2694,9,299,3
942,2697,5,539,2
943,2699,6,449,5
944,2704,2699,1,5
945,2709,6,451,3
946,2712,2711,1,1
947,2713,7,387,4
948,2717,3,905,2
949,2719,5,543,4
950,2723,3,907,2
951,2725,8,340,5
952,2730,2729,1,1
953,2731,9,303,4
954,2735,3,911,2
955,2737,1367,2,3
956,2740,7,391,3
957,2743,2741,1,2
958,2745,13,211,2
959,2747,11,249,8
960,2755,2753,1,2
961,2757,6,459,3
962,2760,919,3,3
963,2763,4,690,3
964,2766,4,691,2
965,2768,691,4,4
966,2772,17,163,1
967,2773,8,346,5
968,2778,5,555,3
969,2781,6,463,3
970,2784,11,253,1
971,2785,463,6,7
972,2792,3,930,2
973,2794,4,698,2
974,2796,8,349,4
975,2800,13,215,5
976,2805,2,1402,1
977,2806,2803,1,3
978,2809,7,401,2
979,2811,23,122,5
980,2816,29,97,3
981,2819,3,939,2
982,2821,2,1410,1
983,2822,9,313,5
984,2827,5,565,2
985,2829,6,471,3
986,2832,23,123,3
987,2835,19,149,4
988,2839,2837,1,2
989,2841,709,4,5
990,2846,5,569,1
991,2847,947,3,6
992,2853,2851,1,2
993,2855,4,713,3
994,2858,3,952,2
995,2860,6,476,4
996,2864,7,409,1
997,2865,7,409,2
998,2867,7,409,4
999,2871,15,191,6
1000,2877,6,479,3
