n,a,k,L,d
1,3,0,0,4
2,7,0,0,6
3,13,7,1,6
4,19,0,0,18
5,37,31,1,6
6,43,0,0,24
7,67,55,1,12
8,79,61,1,18
9,97,7,13,6
10,103,97,1,6
11,109,91,1,18
12,127,91,1,36
13,163,133,1,30
14,193,163,1,30
15,223,7,31,6
16,229,181,1,48
17,277,247,1,30
18,307,7,43,6
19,313,277,1,36
20,349,319,1,30
21,379,19,19,18
22,397,71,5,42
23,439,421,1,18
24,457,11,41,6
25,463,439,1,24
26,487,19,25,12
27,499,385,1,114
28,613,53,11,30
29,643,613,1,30
30,673,607,1,66
31,739,103,7,18
32,757,149,5,12
33,769,55,13,54
34,823,61,13,30
35,853,7,121,6
36,859,29,29,18
37,877,13,67,6
38,883,859,1,24
39,907,877,1,30
40,937,907,1,30
41,967,185,5,42
42,1009,133,7,78
43,1087,23,47,6
44,1093,139,7,120
45,1213,1147,1,66
46,1279,97,13,18
47,1297,1291,1,6
48,1303,169,7,120
49,1423,13,109,6
50,1429,83,17,18
51,1447,83,17,36
52,1483,7,211,6
53,1489,1429,1,60
54,1549,1531,1,18
55,1567,311,5,12
56,1579,223,7,18
57,1597,317,5,12
58,1609,311,5,54
59,1663,71,23,30
60,1693,229,7,90
61,1783,1699,1,84
62,1867,1861,1,6
63,1873,1753,1,120
64,1993,1987,1,6
65,1999,383,5,84
66,2083,2029,1,54
67,2137,109,19,66
68,2203,197,11,36
69,2239,47,47,30
70,2269,449,5,24
71,2293,2239,1,54
72,2347,331,7,30
73,2377,43,55,12
74,2389,2341,1,48
75,2437,49,49,36
76,2473,83,29,66
77,2539,107,23,78
78,2617,103,25,42
79,2659,31,85,24
80,2683,2677,1,6
81,2689,2671,1,18
82,2707,65,41,42
83,2749,73,37,48
84,2797,251,11,36
85,2833,53,53,24
86,2857,251,11,96
87,2953,2887,1,66
88,3019,3001,1,18
89,3037,599,5,42
90,3079,599,5,84
91,3163,43,73,24
92,3187,41,77,30
93,3217,3181,1,36
94,3253,3187,1,66
95,3319,659,5,24
96,3343,3229,1,114
97,3457,7,493,6
98,3463,79,43,66
99,3529,265,13,84
100,3613,187,19,60
101,3673,41,89,24
102,3697,277,13,96
103,3793,3739,1,54
104,3847,347,11,30
105,3877,3847,1,30
106,3907,19,205,12
107,3919,41,95,24
108,3943,353,11,60
109,4003,3877,1,126
110,4129,821,5,24
111,4153,3859,1,294
112,4447,337,13,66
113,4513,4507,1,6
114,4519,4399,1,120
115,4639,4549,1,90
116,4729,55,85,54
117,4783,17,281,6
118,4789,953,5,24
119,4813,247,19,120
120,4933,59,83,36
121,4969,449,11,30
122,4999,133,37,78
123,5077,4987,1,90
124,5167,5107,1,60
125,5227,23,227,6
126,5233,5119,1,114
127,5347,5281,1,66
128,5413,317,17,24
129,5437,65,83,42
130,5479,1091,5,24
131,5503,5479,1,24
132,5527,1097,5,42
133,5569,289,19,78
134,5647,5641,1,6
135,5653,41,137,36
136,5689,5641,1,48
137,5737,67,85,42
138,5779,133,43,60
139,5839,5821,1,18
140,5857,5791,1,66
141,5923,5839,1,84
142,6007,853,7,36
143,6043,203,29,156
144,6199,883,7,18
145,6217,1193,5,252
146,6469,83,77,78
147,6547,49,133,30
148,6577,6421,1,156
149,6733,91,73,90
150,6823,17,401,6
151,6829,157,43,78
152,6907,167,41,60
153,6967,991,7,30
154,6997,65,107,42
155,7039,6871,1,168
156,7207,71,101,36
157,7243,7009,1,234
158,7477,7417,1,60
159,7537,577,13,36
160,7573,397,19,30
161,7603,47,161,36
162,7639,1087,7,30
163,7669,1093,7,18
164,7687,25,307,12
165,7699,25,307,24
166,7723,49,157,30
167,7753,7717,1,36
168,7789,115,67,84
169,7873,7867,1,6
170,7879,313,25,54
171,7933,707,11,156
172,8089,8011,1,78
173,8167,8101,1,66
174,8233,1171,7,36
175,8269,37,223,18
176,8287,7,1183,6
177,8293,8167,1,126
178,8419,73,115,24
179,8443,491,17,96
180,8539,89,95,84
181,8623,209,41,54
182,8677,1733,5,12
183,8689,8641,1,48
184,8737,47,185,42
185,8779,85,103,24
186,8803,1249,7,60
187,8863,463,19,66
188,8929,167,53,78
189,9007,8881,1,126
190,9133,9109,1,24
191,9157,1823,5,42
192,9199,1303,7,78
193,9277,1847,5,42
194,9319,71,131,18
195,9337,9241,1,96
196,9433,9403,1,30
197,9463,113,83,84
198,9547,379,25,72
199,9619,161,59,120
200,9739,881,11,48
201,9787,1949,5,42
202,9829,85,115,54
203,9883,1381,7,216
204,10099,10039,1,60
205,10159,10141,1,18
206,10177,10111,1,66
207,10243,929,11,24
208,10267,101,101,66
209,10333,353,29,96
210,10429,2081,5,24
211,10453,31,337,6
212,10459,10321,1,138
213,10597,10567,1,30
214,10627,89,119,36
215,10663,10639,1,24
216,10687,2129,5,42
217,10729,415,25,354
218,11083,1579,7,30
219,11113,1579,7,60
220,11173,383,29,66
221,11239,49,229,18
222,11257,11197,1,60
223,11317,361,31,126
224,11443,601,19,24
225,11467,1031,11,126
226,11593,503,23,24
227,11617,91,127,60
228,11677,463,25,102
229,11779,11731,1,48
230,11827,907,13,36
231,11863,319,37,60
232,11923,11839,1,84
233,12007,59,203,30
234,12037,203,59,60
235,12097,2417,5,12
236,12109,1723,7,48
237,12157,12037,1,120
238,12277,12211,1,66
239,12343,1759,7,30
240,12373,73,169,36
241,12409,2477,5,24
242,12433,12379,1,54
243,12487,169,73,150
244,12637,109,115,102
245,12739,12589,1,150
246,12889,61,211,18
247,12907,2579,5,12
248,12919,77,167,60
249,12979,2591,5,24
250,13003,12973,1,30
251,13033,12967,1,66
252,13099,421,31,48
253,13147,37,355,12
254,13159,37,355,24
255,13183,1187,11,126
256,13309,13291,1,18
257,13327,217,61,90
258,13417,13147,1,270
259,13687,13681,1,6
260,13693,13627,1,66
261,13759,2729,5,114
262,13873,7,1981,6
263,13879,85,163,24
264,13903,109,127,60
265,13963,1069,13,66
266,14029,65,215,54
267,14083,107,131,66
268,14149,25,565,24
269,14173,379,37,150
270,14323,491,29,84
271,14407,2879,5,12
272,14419,2861,5,114
273,14533,1319,11,24
274,14557,2897,5,72
275,14629,115,127,24
276,14653,14593,1,60
277,14713,37,397,24
278,14737,77,191,30
279,14767,13,1135,12
280,14779,14731,1,48
281,14827,14767,1,60
282,14887,14827,1,60
283,14947,647,23,66
284,15013,787,19,60
285,15073,14887,1,186
286,15259,233,65,114
287,15373,15307,1,66
288,15439,85,181,54
289,15493,229,67,150
290,15643,15619,1,24
291,15667,31,505,12
292,15679,49,319,48
293,15727,79,199,6
294,15733,15679,1,54
295,15787,1427,11,90
296,15877,3167,5,42
297,15919,367,43,138
298,16057,7,2293,6
299,16063,16057,1,6
300,16069,2293,7,18
301,16087,15991,1,96
302,16183,7,2311,6
303,16189,127,127,60
304,16249,1237,13,168
305,16417,2341,7,30
306,16447,16417,1,30
307,16477,197,83,126
308,16603,67,247,54
309,16657,3323,5,42
310,16699,2377,7,60
311,16759,2377,7,120
312,16879,16831,1,48
313,16927,673,25,102
314,17029,3371,5,174
315,17203,743,23,114
316,17317,1327,13,66
317,17383,17377,1,6
318,17389,2473,7,78
319,17467,115,151,102
320,17569,113,155,54
321,17623,2467,7,354
322,17977,17911,1,66
323,18043,17959,1,84
324,18127,103,175,102
325,18229,55,331,24
326,18253,18199,1,54
327,18307,71,257,60
328,18367,1667,11,30
329,18397,3671,5,42
330,18439,109,169,18
331,18457,18397,1,60
332,18517,18451,1,66
333,18583,967,19,210
334,18793,263,71,120
335,18913,607,31,96
336,19009,2707,7,60
337,19069,1721,11,138
338,19207,359,53,180
339,19387,1489,13,30
340,19417,7,2773,6
341,19423,19417,1,6
342,19429,19099,1,330
343,19759,275,71,234
344,19993,127,157,54
345,20047,377,53,66
346,20113,133,151,30
347,20143,20113,1,30
348,20173,20023,1,150
349,20323,91,223,30
350,20353,1847,11,36
351,20389,1567,13,18
352,20407,83,245,72
353,20479,311,65,264
354,20743,89,233,6
355,20749,20599,1,150
356,20899,91,229,60
357,20959,113,185,54
358,21013,7,3001,6
359,21019,20899,1,120
360,21139,131,161,48
361,21187,21061,1,126
362,21313,11,1937,6
363,21319,3037,7,60
364,21379,41,521,18
365,21397,143,149,90
366,21487,25,859,12
367,21499,21481,1,18
368,21517,859,25,42
369,21559,55,391,54
370,21613,3061,7,186
371,21799,23,947,18
372,21817,65,335,42
373,21859,199,109,168
374,22027,21991,1,36
375,22063,21997,1,66
376,22129,4421,5,24
377,22153,1301,17,36
378,22189,4421,5,84
379,22273,7,3181,6
380,22279,4451,5,24
381,22303,22039,1,264
382,22567,409,55,72
383,22639,293,77,78
384,22717,22651,1,66
385,22783,2069,11,24
386,22807,383,59,210
387,23017,49,469,36
388,23053,19,1213,6
389,23059,22921,1,138
390,23197,1777,13,96
391,23293,23029,1,264
392,23557,11,2141,6
393,23563,3361,7,36
394,23599,25,943,24
395,23623,11,2147,6
396,23629,4703,5,114
397,23743,401,59,84
