n,a,k,L,d
1,1,0,0,2
2,3,0,0,2
3,5,3,1,2
4,7,5,1,2
5,9,7,1,2
6,11,3,3,2
7,13,11,1,2
8,15,13,1,2
9,17,3,5,2
10,19,0,0,12
11,31,29,1,2
12,33,31,1,2
13,35,3,11,2
14,37,5,7,2
15,39,27,1,12
16,51,7,7,2
17,53,3,17,2
18,55,53,1,2
19,57,5,11,2
20,59,47,1,12
21,71,3,23,2
22,73,71,1,2
23,75,73,1,2
24,77,3,25,2
25,79,67,1,12
26,91,89,1,2
27,93,7,13,2
28,95,3,31,2
29,97,5,19,2
30,99,29,3,12
31,111,109,1,2
32,113,3,37,2
33,115,113,1,2
34,117,5,23,2
35,119,107,1,12
36,131,3,43,2
37,133,131,1,2
38,135,7,19,2
39,137,3,45,2
40,139,127,1,12
41,151,149,1,2
42,153,151,1,2
43,155,3,51,2
44,157,5,31,2
45,159,21,7,12
46,171,13,13,2
47,173,3,57,2
48,175,173,1,2
49,177,5,35,2
50,179,167,1,12
51,191,3,63,2
52,193,191,1,2
53,195,193,1,2
54,197,3,65,2
55,199,0,0,112
56,311,3,103,2
57,313,311,1,2
58,315,313,1,2
59,317,3,105,2
60,319,307,1,12
61,331,7,47,2
62,333,331,1,2
63,335,3,111,2
64,337,5,67,2
65,339,109,3,12
66,351,349,1,2
67,353,3,117,2
68,355,353,1,2
69,357,5,71,2
70,359,347,1,12
71,371,3,123,2
72,373,7,53,2
73,375,373,1,2
74,377,3,125,2
75,379,367,1,12
76,391,389,1,2
77,393,17,23,2
78,395,3,131,2
79,397,5,79,2
80,399,287,1,112
81,511,509,1,2
82,513,7,73,2
83,515,3,171,2
84,517,5,103,2
85,519,13,39,12
86,531,23,23,2
87,533,3,177,2
88,535,13,41,2
89,537,5,107,2
90,539,17,31,12
91,551,3,183,2
92,553,19,29,2
93,555,7,79,2
94,557,3,185,2
95,559,547,1,12
96,571,569,1,2
97,573,571,1,2
98,575,3,191,2
99,577,5,115,2
100,579,21,27,12
101,591,19,31,2
102,593,3,197,2
103,595,593,1,2
104,597,5,119,2
105,599,487,1,112
106,711,709,1,2
107,713,3,237,2
108,715,23,31,2
109,717,5,143,2
110,719,101,7,12
111,731,3,243,2
112,733,17,43,2
113,735,733,1,2
114,737,3,245,2
115,739,727,1,12
116,751,7,107,2
117,753,751,1,2
118,755,3,251,2
119,757,5,151,2
120,759,83,9,12
121,771,769,1,2
122,773,3,257,2
123,775,773,1,2
124,777,5,155,2
125,779,13,59,12
126,791,3,263,2
127,793,7,113,2
128,795,13,61,2
129,797,3,265,2
130,799,229,3,112
131,911,3,303,2
132,913,911,1,2
133,915,11,83,2
134,917,3,305,2
135,919,907,1,12
136,931,929,1,2
137,933,7,133,2
138,935,3,311,2
139,937,5,187,2
140,939,103,9,12
141,951,13,73,2
142,953,3,317,2
143,955,953,1,2
144,957,5,191,2
145,959,947,1,12
146,971,3,323,2
147,973,971,1,2
148,975,7,139,2
149,977,3,325,2
150,979,967,1,12
151,991,23,43,2
152,993,991,1,2
153,995,3,331,2
154,997,5,199,2
155,999,887,1,112
