n,a,k,L,d
1,0,0,0,2
2,2,0,0,2
3,4,0,0,2
4,6,4,1,2
5,8,0,0,12
6,20,3,6,2
7,22,4,5,2
8,24,11,2,2
9,26,3,8,2
10,28,16,1,12
11,40,19,2,2
12,42,4,10,2
13,44,3,14,2
14,46,4,11,2
15,48,18,2,12
16,60,29,2,2
17,62,3,20,2
18,64,31,2,2
19,66,4,16,2
20,68,14,4,12
21,80,3,26,2
22,82,4,20,2
23,84,41,2,2
24,86,3,28,2
25,88,0,0,112
26,200,3,66,2
27,202,4,50,2
28,204,101,2,2
29,206,3,68,2
30,208,14,14,12
31,220,109,2,2
32,222,4,55,2
33,224,3,74,2
34,226,4,56,2
35,228,18,12,12
36,240,7,34,2
37,242,3,80,2
38,244,11,22,2
39,246,4,61,2
40,248,59,4,12
41,260,3,86,2
42,262,4,65,2
43,264,131,2,2
44,266,3,88,2
45,268,16,16,12
46,280,139,2,2
47,282,4,70,2
48,284,3,94,2
49,286,4,71,2
50,288,176,1,112
51,400,199,2,2
52,402,4,100,2
53,404,3,134,2
54,406,4,101,2
55,408,18,22,12
56,420,11,38,2
57,422,3,140,2
58,424,211,2,2
59,426,4,106,2
60,428,13,32,12
61,440,3,146,2
62,442,4,110,2
63,444,13,34,2
64,446,3,148,2
65,448,109,4,12
66,460,229,2,2
67,462,4,115,2
68,464,3,154,2
69,466,4,116,2
70,468,19,24,12
71,480,239,2,2
72,482,3,160,2
73,484,241,2,2
74,486,4,121,2
75,488,188,2,112
76,600,13,46,2
77,602,3,200,2
78,604,7,86,2
79,606,4,151,2
80,608,149,4,12
81,620,3,206,2
82,622,4,155,2
83,624,311,2,2
84,626,3,208,2
85,628,14,44,12
86,640,11,58,2
87,642,4,160,2
88,644,3,214,2
89,646,4,161,2
90,648,53,12,12
91,660,7,94,2
92,662,3,220,2
93,664,331,2,2
94,666,4,166,2
95,668,16,41,12
96,680,3,226,2
97,682,4,170,2
98,684,11,62,2
99,686,3,228,2
100,688,144,4,112
101,800,3,266,2
102,802,4,200,2
103,804,401,2,2
104,806,3,268,2
105,808,199,4,12
106,820,409,2,2
107,822,4,205,2
108,824,3,274,2
109,826,4,206,2
110,828,16,51,12
111,840,419,2,2
112,842,3,280,2
113,844,421,2,2
114,846,4,211,2
115,848,19,44,12
116,860,3,286,2
117,862,4,215,2
118,864,431,2,2
119,866,3,288,2
120,868,107,8,12
121,880,439,2,2
122,882,4,220,2
123,884,3,294,2
124,886,4,221,2
125,888,0,0,1112
126,2000,3,666,2
127,2002,4,500,2
128,2004,7,286,2
129,2006,3,668,2
130,2008,499,4,12
131,2020,1009,2,2
132,2022,4,505,2
133,2024,3,674,2
134,2026,4,506,2
135,2028,14,144,12
136,2040,1019,2,2
137,2042,3,680,2
138,2044,1021,2,2
139,2046,4,511,2
140,2048,509,4,12
141,2060,3,686,2
142,2062,4,515,2
143,2064,1031,2,2
144,2066,3,688,2
145,2068,257,8,12
146,2080,1039,2,2
147,2082,4,520,2
148,2084,3,694,2
149,2086,4,521,2
150,2088,152,13,112
151,2200,7,314,2
152,2202,4,550,2
153,2204,3,734,2
154,2206,4,551,2
155,2208,18,122,12
156,2220,1109,2,2
157,2222,3,740,2
158,2224,11,202,2
159,2226,4,556,2
160,2228,277,8,12
161,2240,3,746,2
162,2242,4,560,2
163,2244,19,118,2
164,2246,3,748,2
165,2248,13,172,12
166,2260,1129,2,2
167,2262,4,565,2
168,2264,3,754,2
169,2266,4,566,2
170,2268,16,141,12
171,2280,17,134,2
172,2282,3,760,2
173,2284,7,326,2
174,2286,4,571,2
175,2288,128,17,112
176,2400,11,218,2
177,2402,3,800,2
178,2404,1201,2,2
