n,a,k,L,d
1,3,0,0,3
2,6,0,0,6
3,12,9,1,3
4,15,9,1,6
5,21,6,3,3
6,24,9,2,6
7,30,9,3,3
8,33,9,3,6
9,39,27,1,12
10,51,9,5,6
11,57,15,3,12
12,69,18,3,15
13,84,18,4,12
14,96,27,3,15
15,111,4,27,3
16,114,9,12,6
17,120,9,13,3
18,123,9,13,6
19,129,13,9,12
20,141,9,15,6
21,147,15,9,12
22,159,16,9,15
23,174,18,9,12
24,186,19,9,15
25,201,6,33,3
26,204,9,22,6
27,210,9,23,3
28,213,9,23,6
29,219,23,9,12
30,231,9,25,6
31,237,15,15,12
32,249,18,13,15
33,264,14,18,12
34,276,29,9,15
35,291,31,9,12
36,303,9,33,6
37,309,27,11,12
38,321,7,45,6
39,327,15,21,12
40,339,18,18,15
41,354,18,19,12
42,366,27,13,15
43,381,41,9,12
44,393,18,21,15
45,408,18,22,12
46,420,9,46,6
47,426,18,23,12
48,438,47,9,15
49,453,21,21,12
50,465,18,25,15
51,480,13,36,12
52,492,53,9,15
53,507,15,33,12
54,519,18,28,15
55,534,18,29,12
56,546,59,9,15
57,561,61,9,12
58,573,18,31,15
59,588,27,21,21
60,609,18,33,15
61,624,17,36,12
62,636,23,27,15
63,651,71,9,12
64,663,18,36,15
65,678,73,9,21
66,699,25,27,24
67,723,79,9,12
68,735,16,45,15
69,750,18,41,12
70,762,83,9,15
71,777,27,28,21
72,798,43,18,24
73,822,15,54,12
74,834,21,39,15
75,849,23,36,21
76,870,19,45,15
77,885,24,36,21
78,906,27,33,15
79,921,101,9,12
80,933,17,54,15
81,948,103,9,21
82,969,27,35,24
83,993,27,36,21
84,1014,7,144,6
85,1020,9,113,3
86,1023,9,113,6
87,1029,113,9,12
88,1041,9,115,6
89,1047,15,69,12
90,1059,18,58,15
91,1074,18,59,12
92,1086,17,63,15
93,1101,6,183,3
94,1104,9,122,6
95,1110,9,123,3
96,1113,9,123,6
97,1119,27,41,12
98,1131,9,125,6
99,1137,15,75,12
100,1149,18,63,15
101,1164,16,72,12
102,1176,27,43,15
103,1191,131,9,12
104,1203,7,171,6
105,1209,19,63,12
106,1221,9,135,6
107,1227,15,81,12
108,1239,17,72,15
109,1254,18,69,12
110,1266,139,9,15
111,1281,27,47,12
112,1293,18,71,15
113,1308,16,81,12
114,1320,9,146,6
115,1326,18,73,12
116,1338,21,63,15
117,1353,149,9,12
118,1365,18,75,15
119,1380,18,76,12
120,1392,17,81,15
121,1407,15,93,12
122,1419,18,78,15
123,1434,18,79,12
124,1446,27,53,15
125,1461,21,69,12
