n,a,k,L,d
1,0,0,0,10
2,10,0,0,10
3,20,0,0,10
4,30,20,1,10
5,40,15,2,10
6,50,20,2,10
7,60,25,2,10
8,70,12,5,10
9,80,14,5,10
10,90,16,5,10
11,100,3,33,1
12,101,2,50,1
13,102,101,1,1
14,103,2,51,1
15,104,103,1,1
16,105,2,52,1
17,106,3,35,1
18,107,2,53,1
19,108,107,1,1
20,109,2,54,1
21,110,20,5,10
22,120,11,10,10
23,130,12,10,10
24,140,13,10,10
25,150,14,10,10
26,160,15,10,10
27,170,16,10,10
28,180,17,10,10
29,190,12,15,10
30,200,199,1,1
31,201,2,100,1
32,202,3,67,1
33,203,2,101,1
34,204,7,29,1
35,205,2,102,1
36,206,5,41,1
37,207,2,103,1
38,208,3,69,1
39,209,2,104,1
40,210,20,10,10
41,220,14,15,10
42,230,11,20,10
43,240,23,10,10
44,250,12,20,10
45,260,25,10,10
46,270,13,20,10
47,280,15,18,10
48,290,14,20,10
49,300,13,23,1
50,301,2,150,1
51,302,7,43,1
52,303,2,151,1
53,304,3,101,1
54,305,2,152,1
55,306,5,61,1
56,307,2,153,1
57,308,307,1,1
58,309,2,154,1
59,310,12,25,10
60,320,31,10,10
61,330,16,20,10
62,340,11,30,10
63,350,17,20,10
64,360,14,25,10
65,370,12,30,10
66,380,37,10,10
67,390,19,20,10
68,400,3,133,1
69,401,2,200,1
70,402,401,1,1
71,403,2,201,1
72,404,13,31,1
73,405,2,202,1
74,406,3,135,1
75,407,2,203,1
76,408,11,37,1
77,409,2,204,1
78,410,16,25,10
79,420,41,10,10
80,430,12,35,10
81,440,43,10,10
82,450,11,40,10
83,460,15,30,10
84,470,20,23,10
85,480,47,10,10
86,490,12,40,10
87,500,499,1,1
88,501,2,250,1
89,502,3,167,1
90,503,2,251,1
91,504,503,1,1
92,505,2,252,1
93,506,5,101,1
94,507,2,253,1
95,508,3,169,1
96,509,2,254,1
97,510,20,25,10
98,520,15,34,10
99,530,13,40,10
100,540,53,10,10
101,550,12,45,10
102,560,11,50,10
103,570,14,40,10
104,580,15,38,10
105,590,20,29,10
106,600,599,1,1
107,601,2,300,1
108,602,601,1,1
109,603,2,301,1
110,604,3,201,1
111,605,2,302,1
112,606,5,121,1
113,607,2,303,1
114,608,607,1,1
115,609,2,304,1
116,610,12,50,10
117,620,61,10,10
118,630,20,31,10
119,640,14,45,10
120,650,16,40,10
121,660,13,50,10
122,670,11,60,10
123,680,67,10,10
124,690,17,40,10
125,700,3,233,1
126,701,2,350,1
127,702,701,1,1
128,703,2,351,1
129,704,19,37,1
130,705,2,352,1
131,706,3,235,1
132,707,2,353,1
133,708,7,101,1
134,709,2,354,1
135,710,14,50,10
136,720,71,10,10
137,730,12,60,10
138,740,73,10,10
139,750,20,37,10
140,760,15,50,10
141,770,19,40,10
142,780,11,70,10
143,790,12,65,10
144,800,17,47,1
145,801,2,400,1
146,802,3,267,1
147,803,2,401,1
148,804,11,73,1
149,805,2,402,1
150,806,5,161,1
151,807,2,403,1
152,808,3,269,1
153,809,2,404,1
154,810,16,50,10
155,820,15,54,10
156,830,20,41,10
157,840,83,10,10
158,850,12,70,10
159,860,17,50,10
160,870,20,43,10
161,880,15,58,10
162,890,11,80,10
163,900,29,31,1
164,901,2,450,1
165,902,17,53,1
166,903,2,451,1
167,904,3,301,1
168,905,2,452,1
169,906,5,181,1
170,907,2,453,1
171,908,907,1,1
172,909,2,454,1
173,910,12,75,10
174,920,13,70,10
175,930,20,46,10
176,940,15,62,10
177,950,20,47,10
178,960,19,50,10
179,970,12,80,10
180,980,97,10,10
181,990,14,70,10
182,1000,3,333,1
183,1001,2,500,1
184,1002,7,143,1
185,1003,2,501,1
186,1004,17,59,1
187,1005,2,502,1
188,1006,3,335,1
189,1007,2,503,1
190,1008,19,53,1
191,1009,2,504,1
192,1010,1009,1,1
193,1011,2,505,1
194,1012,3,337,1
195,1013,2,506,1
196,1014,1013,1,1
197,1015,2,507,1
198,1016,5,203,1
199,1017,2,508,1
200,1018,3,339,1
201,1019,2,509,1
202,1020,1019,1,1
203,1021,2,510,1
204,1022,1021,1,1
205,1023,2,511,1
206,1024,3,341,1
207,1025,2,512,1
208,1026,5,205,1
209,1027,2,513,1
210,1028,13,79,1
211,1029,2,514,1
212,1030,3,343,1
213,1031,2,515,1
214,1032,1031,1,1
215,1033,2,516,1
216,1034,1033,1,1
217,1035,2,517,1
218,1036,3,345,1
219,1037,2,518,1
220,1038,17,61,1
221,1039,2,519,1
222,1040,1039,1,1
223,1041,2,520,1
224,1042,3,347,1
225,1043,2,521,1
226,1044,7,149,1
