n,a,k,L,d
1,5,3,1,2
2,7,0,0,4
3,11,3,3,2
4,13,9,1,4
5,17,11,1,6
6,23,15,1,8
7,31,25,1,6
8,37,11,3,4
9,41,7,5,6
10,47,41,1,6
11,53,9,5,8
12,61,11,5,6
13,67,61,1,6
14,73,21,3,10
15,83,23,3,14
16,97,31,3,4
17,101,3,33,2
18,103,9,11,4
19,107,83,1,24
20,131,37,3,20
21,151,29,5,6
22,157,21,7,10
23,167,7,23,6
24,173,31,5,18
25,191,3,63,2
26,193,163,1,30
27,223,73,3,4
28,227,13,17,6
29,233,43,5,18
30,251,7,35,6
31,257,251,1,6
32,263,15,17,8
33,271,53,5,6
34,277,247,1,30
35,307,101,3,4
36,311,97,3,20
37,331,21,15,16
38,347,11,31,6
39,353,113,3,14
40,367,19,19,6
41,373,11,33,10
42,383,111,3,50
43,433,47,9,10
44,443,33,13,14
45,457,151,3,4
46,461,419,1,42
47,503,93,5,38
48,541,21,25,16
49,557,19,29,6
50,563,15,37,8
51,571,37,15,16
52,587,7,83,6
53,593,9,65,8
54,601,7,85,6
55,607,601,1,6
56,613,39,15,28
57,641,127,5,6
58,647,641,1,6
59,653,37,17,24
60,677,57,11,50
61,727,7,103,6
62,733,55,13,18
63,751,227,3,70
64,821,3,273,2
65,823,61,13,30
66,853,283,3,4
67,857,27,31,20
68,877,9,97,4
69,881,821,1,60
70,941,11,85,6
71,947,71,13,24
72,971,193,5,6
73,977,107,9,14
74,991,51,19,22
75,1013,331,3,20
76,1033,59,17,30
77,1063,1039,1,24
78,1087,19,57,4
79,1091,7,155,6
80,1097,1091,1,6
81,1103,33,33,14
82,1117,11,101,6
83,1123,71,15,58
84,1181,25,47,6
85,1187,89,13,30
86,1217,7,173,6
87,1223,9,135,8
88,1231,79,15,46
89,1277,31,41,6
90,1283,15,85,8
91,1291,257,5,6
92,1297,431,3,4
93,1301,21,61,20
94,1321,61,21,40
95,1361,271,5,6
96,1367,57,23,56
97,1423,11,129,4
98,1427,7,203,6
99,1433,33,43,14
100,1447,11,131,6
101,1453,57,25,28
102,1481,3,493,2
103,1483,17,87,4
104,1487,1481,1,6
105,1493,111,13,50
106,1543,21,73,10
107,1553,215,7,48
108,1601,11,145,6
109,1607,1601,1,6
110,1613,15,107,8
111,1621,317,5,36
112,1657,13,127,6
113,1663,71,23,30
114,1693,235,7,48
115,1741,347,5,6
116,1747,1741,1,6
117,1753,91,19,24
118,1777,7,253,6
119,1783,155,11,78
120,1861,7,265,6
121,1867,9,207,4
122,1871,3,623,2
123,1873,41,45,28
124,1901,379,5,6
125,1907,263,7,66
126,1973,653,3,14
127,1987,7,283,6
128,1993,9,221,4
129,1997,661,3,14
130,2011,653,3,52
131,2063,409,5,18
132,2081,3,693,2
133,2083,55,37,48
134,2131,17,125,6
135,2137,159,13,70
136,2207,311,7,30
137,2237,2207,1,30
138,2267,751,3,14
139,2281,7,325,6
140,2287,83,27,46
141,2333,15,155,8
142,2341,21,111,10
143,2351,21,111,20
144,2371,11,215,6
145,2377,2371,1,6
146,2383,21,113,10
147,2393,19,125,18
148,2411,13,185,6
149,2417,2393,1,24
150,2441,35,69,26
151,2467,797,3,76
152,2543,13,195,8
153,2551,163,15,106
154,2657,881,3,14
155,2671,13,205,6
156,2677,2671,1,6
157,2683,19,141,4
158,2687,7,383,6
159,2693,19,141,14
160,2707,37,73,6
161,2713,85,31,78
162,2791,557,5,6
163,2797,919,3,40
164,2837,941,3,14
165,2851,51,55,46
166,2897,7,413,6
167,2903,77,37,54
168,2957,13,227,6
169,2963,191,15,98
170,3061,1013,3,22
171,3083,91,33,80
172,3163,37,85,18
173,3181,27,117,22
174,3203,631,5,48
175,3251,3,1083,2
176,3253,641,5,48
177,3301,659,5,6
178,3307,3301,1,6
179,3313,367,9,10
180,3323,3239,1,84
181,3407,373,9,50
182,3457,1151,3,4
183,3461,3,1153,2
184,3463,683,5,48
185,3511,233,15,16
186,3527,7,503,6
187,3533,15,235,8
188,3541,139,25,66
189,3607,11,327,10
190,3617,1201,3,14
191,3631,25,145,6
192,3637,1201,3,34
193,3671,1217,3,20
194,3691,43,85,36
195,3727,61,61,6
196,3733,39,95,28
197,3761,149,25,36
198,3797,1249,3,50
199,3847,97,39,64
200,3911,11,355,6
201,3917,3911,1,6
202,3923,769,5,78
203,4001,17,235,6
204,4007,4001,1,6
205,4013,9,445,8
206,4021,307,13,30
207,4051,51,79,22
208,4073,21,193,20
209,4093,41,99,34
210,4127,13,317,6
211,4133,457,9,20
212,4153,63,65,58
213,4211,379,11,42
214,4253,41,103,30
215,4283,183,23,74
216,4357,131,33,34
217,4391,1447,3,50
218,4441,21,211,10
219,4451,7,635,6
220,4457,113,39,50
221,4507,7,643,6
222,4513,9,501,4
223,4517,63,71,44
224,4561,197,23,30
225,4591,7,655,6
226,4597,49,93,40
227,4637,11,421,6
228,4643,9,515,8
229,4651,929,5,6
230,4657,17,273,16
231,4673,67,69,50
232,4723,4663,1,60
233,4783,9,531,4
234,4787,7,683,6
235,4793,115,41,78
236,4871,1613,3,32
237,4903,39,125,28
238,4931,25,197,6
239,4937,547,9,14
240,4951,21,235,16
241,4967,51,97,20
242,4987,17,293,6
243,4993,11,453,10
244,5003,197,25,78
245,5081,21,241,20
246,5101,1019,5,6
247,5107,5101,1,6
248,5113,1693,3,34
249,5147,563,9,80
250,5227,1741,3,4
251,5231,5189,1,42
252,5273,29,181,24
253,5297,11,481,6
254,5303,95,55,78
255,5381,25,215,6
256,5387,5381,1,6
257,5393,33,163,14
258,5407,11,491,6
259,5413,65,83,18
260,5431,7,775,6
261,5437,5431,1,6
262,5443,57,95,28
263,5471,1093,5,6
264,5477,41,133,24
265,5501,21,261,20
266,5521,1097,5,36
267,5557,7,793,6
268,5563,1097,5,78
269,5641,7,805,6
270,5647,9,627,4
271,5651,3,1883,2
272,5653,5623,1,30
273,5683,29,195,28
274,5711,379,15,26
275,5737,11,521,6
276,5743,379,15,58
277,5801,19,305,6
278,5807,1931,3,14
279,5821,1933,3,22
280,5843,15,389,8
281,5851,11,531,10
282,5861,233,25,36
283,5897,5813,1,84
284,5981,75,79,56
285,6037,21,287,10
286,6047,21,287,20
287,6067,11,551,6
288,6073,661,9,124
289,6197,27,229,14
290,6211,137,45,46
291,6257,7,893,6
292,6263,9,695,8
293,6271,67,93,40
294,6311,13,485,6
295,6317,6311,1,6
296,6323,701,9,14
297,6337,21,301,16
298,6353,9,705,8
299,6361,31,205,6
300,6367,6361,1,6
301,6373,55,115,48
302,6421,1259,5,126
303,6547,21,311,16
304,6563,15,437,8
305,6571,103,63,82
306,6653,33,201,20
307,6673,73,91,30
308,6703,227,29,120
309,6823,2273,3,4
310,6827,971,7,30
311,6857,13,527,6
312,6863,145,47,48
313,6911,2287,3,50
314,6961,21,331,10
315,6971,7,995,6
316,6977,33,211,14
317,6991,23,303,22
318,7013,161,43,90
319,7103,65,109,18
320,7121,83,85,66
321,7187,2389,3,20
322,7207,19,379,6
323,7213,79,91,24
324,7237,11,657,10
325,7247,787,9,164
326,7411,63,117,40
327,7451,41,181,30
328,7481,1489,5,36
329,7517,7,1073,6
330,7523,19,395,18
331,7541,79,95,36
332,7577,67,113,6
333,7583,7523,1,60
334,7643,39,195,38
335,7681,55,139,36
336,7717,7681,1,36
337,7753,233,33,64
338,7817,73,107,6
339,7823,2593,3,44
340,7867,7,1123,6
341,7873,43,183,4
342,7877,7853,1,24
343,7901,35,225,26
344,7927,253,31,84
345,8011,613,13,42
346,8053,75,107,28
347,8081,17,475,6
348,8087,733,11,24
349,8111,1621,5,6
350,8117,69,117,44
351,8161,87,93,70
352,8231,7,1175,6
353,8237,51,161,26
354,8263,77,107,24
355,8287,11,753,4
356,8291,919,9,20
357,8311,2753,3,52
358,8363,361,23,60
359,8423,39,215,38
360,8461,271,31,60
361,8521,21,405,16
362,8537,313,27,86
363,8623,1721,5,18
364,8641,39,221,22
365,8663,89,97,30
366,8693,33,263,14
367,8707,7,1243,6
368,8713,37,235,18
369,8731,17,513,10
370,8741,1747,5,6
371,8747,8663,1,84
372,8831,677,13,30
373,8861,31,285,26
374,8887,53,167,36
375,8923,47,189,40
376,8963,51,175,38
377,9001,7,1285,6
378,9007,8971,1,36
379,9043,691,13,60
