n,a,k,L,d
1,8,0,0,4
2,12,0,0,6
3,18,4,4,2
4,20,13,1,7
5,27,2,13,1
6,28,13,2,2
7,30,18,1,12
8,42,4,10,2
9,44,43,1,1
10,45,8,5,5
11,50,3,16,2
12,52,41,1,11
13,63,4,15,3
14,66,4,16,2
15,68,3,22,2
16,70,13,5,5
17,75,2,37,1
18,76,37,2,2
19,78,16,4,14
20,92,43,2,6
21,98,97,1,1
22,99,4,24,3
23,102,9,11,3
24,105,10,10,5
25,110,53,2,4
26,114,4,28,2
27,116,5,23,1
28,117,10,11,7
29,124,3,41,1
30,125,6,20,5
31,130,61,2,8
32,138,43,3,9
33,147,2,73,1
34,148,11,13,5
35,153,2,76,1
36,154,12,12,10
37,164,163,1,1
38,165,8,20,5
39,170,13,13,1
40,171,2,85,1
41,172,5,34,2
42,174,173,1,1
43,175,8,21,7
44,182,89,2,4
45,186,4,46,2
46,188,3,62,2
47,190,37,5,5
48,195,61,3,12
49,207,101,2,5
50,212,101,2,10
51,222,107,2,8
52,230,229,1,1
53,231,113,2,5
54,236,3,78,2
55,238,6,39,4
56,242,3,80,2
57,244,3,81,1
58,245,2,122,1
59,246,79,3,9
60,255,4,63,3
61,258,5,51,3
62,261,8,32,5
63,266,3,88,2
64,268,263,1,5
65,273,271,1,2
66,275,271,1,4
67,279,4,69,3
68,282,4,70,2
69,284,283,1,1
70,285,2,142,1
71,286,6,47,4
72,290,3,96,2
73,292,137,2,18
74,310,8,38,6
75,316,157,2,2
76,318,157,2,4
77,322,11,29,3
78,325,53,6,7
79,332,331,1,1
80,333,8,41,5
81,338,9,37,5
82,343,11,31,2
83,345,12,28,9
84,354,4,88,2
85,356,5,71,1
86,357,9,39,6
87,363,4,90,3
88,366,11,33,3
89,369,2,184,1
90,370,6,61,4
91,374,33,11,11
92,385,383,1,2
93,387,2,193,1
94,388,13,29,11
95,399,4,99,3
96,402,4,100,2
97,404,3,134,2
98,406,6,67,4
99,410,3,136,2
100,412,7,58,6
101,418,7,59,5
102,423,421,1,2
103,425,2,212,1
104,426,4,106,2
105,428,7,61,1
106,429,2,214,1
107,430,6,71,4
108,434,433,1,1
109,435,2,217,1
110,436,7,62,2
111,438,7,62,4
112,442,12,36,10
113,452,449,1,3
114,455,89,5,10
115,465,10,46,5
116,470,233,2,4
117,474,11,43,1
118,475,11,43,2
119,477,157,3,6
120,483,59,8,11
121,494,5,98,4
122,498,10,49,8
123,506,5,101,1
124,507,2,253,1
125,508,83,6,10
126,518,8,64,6
127,524,7,74,6
128,530,23,23,1
129,531,4,132,3
130,534,23,23,5
131,539,10,53,9
132,548,547,1,1
133,549,181,3,6
134,555,2,277,1
