n,a,k,L,d
488,3260,3251,1,9
489,3269,15,217,14
490,3283,9,364,7
491,3290,19,173,3
492,3293,5,658,3
493,3296,1097,3,5
494,3301,9,366,7
495,3308,3,1102,2
496,3310,4,827,2
497,3312,7,473,1
498,3313,7,473,2
499,3315,3313,1,2
500,3317,3,1105,2
501,3319,31,107,2
502,3321,3319,1,2
503,3323,6,553,5
504,3328,3,1109,1
505,3329,3,1109,2
506,3331,2,1665,1
507,3332,1663,2,6
508,3338,9,370,8
509,3346,13,257,5
510,3351,3347,1,4
511,3355,2,1677,1
512,3356,9,372,8
513,3364,3,1121,1
514,3365,3,1121,2
515,3367,19,177,4
516,3371,6,561,5
517,3376,6,562,4
518,3380,3,1126,2
519,3382,3,1127,1
520,3383,9,375,8
521,3391,2,1695,1
522,3392,54,62,44
523,3436,28,122,20
524,3456,3449,1,7
525,3463,3461,1,2
526,3465,2,1732,1
527,3466,571,6,40
528,3506,3499,1,7
529,3513,233,15,18
530,3531,3527,1,4
531,3535,2,1767,1
532,3536,41,86,10
533,3546,3539,1,7
534,3553,9,394,7
535,3560,3557,1,3
536,3563,2,1781,1
537,3564,41,86,38
538,3602,59,61,3
539,3605,3,1201,2
540,3607,2,1803,1
541,3608,9,400,8
542,3616,6,602,4
543,3620,23,157,9
544,3629,6,604,5
545,3634,3,1211,1
546,3635,3,1211,2
547,3637,3631,1,6
548,3643,11,331,2
549,3645,2,1822,1
550,3646,6,607,4
551,3650,7,521,3
552,3653,2,1826,1
553,3654,521,7,7
554,3661,31,118,3
555,3664,7,523,3
556,3667,4,916,3
557,3670,19,193,3
558,3673,5,734,3
559,3676,6,612,4
560,3680,3671,1,9
561,3689,19,194,3
562,3692,19,194,6
563,3698,9,410,8
564,3706,7,529,3
565,3709,5,741,4
566,3713,739,5,18
567,3731,6,621,5
568,3736,29,128,24
569,3760,13,289,3
570,3763,4,940,3
571,3766,27,139,13
572,3779,3769,1,10
573,3789,2,1894,1
574,3790,13,291,7
575,3797,2,1898,1
576,3798,3793,1,5
577,3803,4,950,3
578,3806,421,9,17
579,3823,8,477,7
580,3830,3,1276,2
581,3832,3,1277,1
582,3833,173,22,27
583,3860,3851,1,9
584,3869,17,227,10
585,3879,1931,2,17
586,3896,5,779,1
587,3897,17,229,4
588,3901,2,1950,1
589,3902,9,433,5
590,3907,4,976,3
591,3910,3907,1,3
592,3913,9,434,7
593,3920,3917,1,3
594,3923,4,980,3
595,3926,1307,3,5
596,3931,2,1965,1
597,3932,1951,2,30
598,3962,23,172,6
599,3968,3,1322,2
600,3970,1321,3,7
601,3977,2,1988,1
602,3978,10,397,8
603,3986,5,797,1
604,3987,397,10,17
605,4004,31,129,5
606,4009,34,117,31
607,4040,2017,2,6
608,4046,19,212,18
609,4064,9,451,5
610,4069,10,406,9
611,4078,13,313,9
612,4087,4,1021,3
613,4090,1021,4,6
614,4096,53,77,15
615,4111,8,513,7
616,4118,587,7,9
617,4127,30,137,17
618,4144,41,101,3
619,4147,2,2073,1
620,4148,4139,1,9
621,4157,19,218,15
622,4172,3,1390,2
623,4174,3,1391,1
624,4175,4,1043,3
625,4178,5,835,3
626,4181,2089,2,3
627,4184,37,113,3
628,4187,4157,1,30
629,4217,6,702,5
630,4222,4219,1,3
631,4225,191,22,23
632,4248,1061,4,4
633,4252,7,607,3
634,4255,4253,1,2
635,4257,2,2128,1
636,4258,15,283,13
637,4271,17,251,4
638,4275,4,1068,3
639,4278,8,534,6
640,4284,4283,1,1
641,4285,4283,1,2
642,4287,163,26,49
643,4336,26,166,20
644,4356,4349,1,7
645,4363,7,623,2
646,4365,2,2182,1
647,4366,38,114,34
648,4400,13,338,6
649,4406,733,6,8
650,4414,11,401,3
651,4417,2,2208,1
652,4418,19,232,10
653,4428,883,5,13
654,4441,887,5,6
655,4447,5,889,2
656,4449,1481,3,6
657,4455,10,445,5
658,4460,1483,3,11
659,4471,4,1117,3
660,4474,17,263,3
661,4477,7,639,4
662,4481,2,2240,1
663,4482,15,298,12
664,4494,263,17,23
665,4517,6,752,5
666,4522,4519,1,3
667,4525,4523,1,2
668,4527,2,2263,1
669,4528,10,452,8
670,4536,503,9,9
671,4545,2269,2,7
672,4552,5,910,2
673,4554,29,157,1
674,4555,4,1138,3
675,4558,29,157,5
676,4563,911,5,8
677,4571,2,2285,1
678,4572,4567,1,5
679,4577,6,762,5
680,4582,19,241,3
681,4585,653,7,14
682,4599,2297,2,5
683,4604,7,657,5
684,4609,35,131,24
685,4633,11,421,2
686,4635,2,2317,1
687,4636,6,772,4
688,4640,661,7,13
689,4653,4643,1,10
690,4663,38,122,27
691,4690,32,146,18
692,4708,6,784,4
693,4712,3,1570,2
694,4714,3,1571,1
695,4715,4,1178,3
696,4718,5,943,3
697,4721,53,89,4
698,4725,6,787,3
699,4728,23,205,13
700,4741,23,206,3
701,4744,11,431,3
702,4747,9,527,4
703,4751,2,2375,1
704,4752,47,101,5
705,4757,20,237,17
706,4774,3,1591,1
707,4775,6,795,5
708,4780,3,1593,1
709,4781,2,2390,1
710,4782,8,597,6
711,4788,251,19,19
712,4807,1601,3,4
713,4811,4,1202,3
714,4814,17,283,3
715,4817,10,481,7
716,4824,7,689,1
717,4825,7,689,2
718,4827,4813,1,14
719,4841,2,2420,1
720,4842,16,302,10
721,4852,13,373,3
722,4855,20,242,15
723,4870,3,1623,1
724,4871,2,2435,1
725,4872,811,6,6
726,4878,541,9,9
727,4887,2,2443,1
728,4888,23,212,12
729,4900,2447,2,6
730,4906,1217,4,38
731,4944,31,159,15
732,4959,2,2479,1
733,4960,197,25,35
734,4995,2477,2,41
735,5036,22,228,20
736,5056,9,561,7
737,5063,3,1687,2
738,5065,2,2532,1
739,5066,5021,1,45
740,5111,2,2555,1
741,5112,23,222,6
742,5118,5,1023,3
743,5121,11,465,6
744,5127,2,2563,1
745,5128,47,109,5
746,5133,5119,1,14
747,5147,11,467,10
748,5157,857,6,15
749,5172,5,1034,2
750,5174,7,739,1
751,5175,4,1293,3
752,5178,5,1035,3
753,5181,2,2590,1
754,5182,31,167,5
755,5187,15,345,12
756,5199,13,399,12
757,5211,15,347,6
758,5217,2,2608,1
759,5218,1303,4,6
760,5224,23,227,3
761,5227,2,2613,1
762,5228,22,237,14
763,5242,13,403,3
764,5245,7,749,2
765,5247,2,2623,1
766,5248,2621,2,6
767,5254,3,1751,1
768,5255,3,1751,2
769,5257,43,122,11
770,5268,5,1053,3
771,5271,2,2635,1
772,5272,5,1054,2
773,5274,5273,1,1
774,5275,11,479,6
775,5281,2,2640,1
776,5282,3,1760,2
777,5284,19,278,2
778,5286,2633,2,20
779,5306,757,7,7
780,5313,353,15,18
781,5331,7,761,4
782,5335,2,2667,1
783,5336,2663,2,10
784,5346,19,281,7
785,5353,9,594,7
786,5360,11,487,3
787,5363,2,2681,1
788,5364,113,47,53
789,5417,6,902,5
790,5422,5419,1,3
791,5425,11,493,2
792,5427,2,2713,1
793,5428,10,542,8
794,5436,27,201,9
795,5445,2719,2,7
796,5452,5,1090,2
797,5454,7,779,1
798,5455,4,1363,3
799,5458,7,779,5
800,5463,1091,5,8
801,5471,2,2735,1
802,5472,7,781,5
803,5477,6,912,5
804,5482,5479,1,3
805,5485,5471,1,14
806,5499,1373,4,7
807,5506,35,157,11
808,5517,10,551,7
809,5524,3,1841,1
810,5525,3,1841,2
811,5527,5521,1,6
812,5533,1381,4,9
813,5542,4,1385,2
814,5544,23,241,1
815,5545,17,326,3
816,5548,6,924,4
817,5552,3,1850,2
818,5554,3,1851,1
819,5555,4,1388,3
820,5558,3,1852,2
821,5560,13,427,9
822,5569,19,293,2
823,5571,2,2785,1
824,5572,20,278,12
825,5584,3,1861,1
826,5585,929,6,11
827,5596,9,621,7
828,5603,3,1867,2
829,5605,2,2802,1
830,5606,349,16,22
831,5628,29,194,2
832,5630,17,331,3
833,5633,2,2816,1
834,5634,15,375,9
835,5643,1409,4,7
836,5650,5641,1,9
837,5659,2,2829,1
838,5660,11,514,6
839,5666,25,226,16
840,5682,5669,1,13
841,5695,34,167,17
842,5712,5,1142,2
843,5714,29,197,1
844,5715,4,1428,3
845,5718,5,1143,3
846,5721,2,2860,1
847,5722,4,1430,2
848,5724,59,97,1
849,5725,33,173,16
850,5741,2,2870,1
851,5742,5737,1,5
852,5747,5743,1,4
853,5751,2,2875,1
854,5752,30,191,22
855,5774,73,79,7
856,5781,23,251,8
857,5789,10,578,9
858,5798,11,527,1
859,5799,643,9,12
860,5811,2,2905,1
861,5812,5807,1,5
862,5817,5813,1,4
863,5821,2,2910,1
864,5822,3,1940,2
865,5824,41,142,2
866,5826,35,166,16
867,5842,5839,1,3
868,5845,1459,4,9
869,5854,3,1951,1
870,5855,8,731,7
871,5862,1951,3,9
872,5871,11,533,8
873,5879,5861,1,18
874,5897,25,235,22
875,5919,39,151,30
876,5949,2971,2,7
877,5956,19,313,9
878,5965,16,372,13
879,5978,43,139,1
880,5979,853,7,8
881,5987,31,193,4
882,5991,4,1497,3
883,5994,1997,3,3
884,5997,41,146,11
885,6008,857,7,9
886,6017,6,1002,5
887,6022,3,2007,1
888,6023,31,194,9
889,6032,6029,1,3
890,6035,3,2011,2
891,6037,2,3018,1
892,6038,8,754,6
893,6044,9,671,5
894,6049,5,1209,4
895,6053,3,2017,2
896,6055,2,3027,1
897,6056,6047,1,9
898,6065,73,83,6
899,6071,3,2023,2
900,6073,9,674,7
901,6080,59,103,3
902,6083,12,506,11
903,6094,2027,3,13
904,6107,1013,6,29
905,6136,41,149,27
906,6163,4,1540,3
907,6166,6,1027,4
908,6170,61,101,9
909,6179,61,101,18
910,6197,6,1032,5
911,6202,3,2067,1
912,6203,1031,6,17
913,6220,15,414,10
914,6230,6221,1,9
915,6239,20,311,19
916,6258,31,201,27
917,6285,6277,1,8
918,6293,1571,4,9
919,6302,6299,1,3
920,6305,3,2101,2
921,6307,2,3153,1
922,6308,9,700,8
923,6316,6,1052,4
924,6320,6311,1,9
925,6329,6,1054,5
926,6334,3,2111,1
927,6335,3,2111,2
928,6337,13,487,6
929,6343,17,373,2
930,6345,2,3172,1
931,6346,6,1057,4
932,6350,11,577,3
933,6353,2,3176,1
934,6354,11,577,7
935,6361,11,578,3
936,6364,6361,1,3
937,6367,4,1591,3
938,6370,6367,1,3
939,6373,5,1274,3
940,6376,6,1062,4
941,6380,23,277,9
942,6389,31,206,3
943,6392,31,206,6
944,6398,8,799,6
945,6404,9,711,5
946,6409,1277,5,24
947,6433,59,109,2
948,6435,2,3217,1
949,6436,6,1072,4
950,6440,6427,1,13
951,6453,17,379,10
952,6463,1609,4,27
953,6490,17,381,13
954,6503,3,2167,2
955,6505,2,3252,1
956,6506,1621,4,22
957,6528,13,502,2
958,6530,61,107,3
959,6533,2,3266,1
960,6534,15,435,9
961,6543,8,817,7
962,6550,31,211,9
963,6559,2,3279,1
964,6560,29,226,6
965,6566,25,262,16
966,6582,6569,1,13
967,6595,15,439,10
968,6605,9,733,8
969,6613,5,1322,3
970,6616,23,287,15
971,6631,4,1657,3
972,6634,19,349,3
973,6637,19,349,6
974,6643,12,553,7
975,6650,11,604,6
976,6656,9,739,5
977,6661,7,951,4
978,6665,21,317,8
979,6673,443,15,28
980,6701,3,2233,2
981,6703,8,837,7
982,6710,6701,1,9
983,6719,12,559,11
984,6730,7,961,3
985,6733,5,1346,3
986,6736,6709,1,27
987,6763,6737,1,26
988,6789,11,617,2
989,6791,8,848,7
990,6798,4,1699,2
991,6800,7,971,3
992,6803,6781,1,22
993,6825,10,682,5
994,6830,19,359,9
995,6839,3413,2,13
996,6852,35,195,27
997,6879,1373,5,14
998,6893,83,83,4
999,6897,5,1379,2
1000,6899,6,1149,5
