n,a,k,L,d
1,7,0,0,8
2,15,0,0,8
3,23,6,3,5
4,28,5,5,3
5,31,23,1,8
6,39,31,1,8
7,47,13,3,8
8,55,10,5,5
9,60,19,3,3
10,63,11,5,8
11,71,9,7,8
12,79,71,1,8
13,87,41,2,5
14,92,89,1,3
15,95,29,3,8
16,103,19,5,8
17,111,2,55,1
18,112,15,7,7
19,119,6,19,5
20,124,11,11,3
21,127,17,7,8
22,135,127,1,8
23,143,9,15,8
24,151,73,2,5
25,156,9,17,3
26,159,151,1,8
27,167,53,3,8
28,175,167,1,8
29,183,89,2,5
30,188,5,37,3
31,191,61,3,8
32,199,191,1,8
33,207,199,1,8
34,215,6,35,5
35,220,7,31,3
36,223,43,5,8
37,231,223,1,8
38,239,2,119,1
39,240,233,1,7
40,247,11,22,5
41,252,83,3,3
42,255,13,19,8
43,263,15,17,8
44,271,263,1,8
45,279,137,2,5
46,284,281,1,3
47,287,9,31,8
48,295,41,7,8
49,303,59,5,8
50,311,6,51,5
51,316,313,1,3
52,319,311,1,8
53,327,11,29,8
54,335,109,3,8
55,343,13,26,5
56,348,5,69,3
57,351,49,7,8
58,359,9,39,8
59,367,2,183,1
60,368,19,19,7
61,375,10,37,5
62,380,13,29,3
63,383,15,25,8
64,391,383,1,8
65,399,17,23,8
66,407,6,67,5
67,412,409,1,3
68,415,11,37,8
69,423,83,5,8
70,431,9,47,8
71,439,7,62,5
72,444,7,63,3
73,447,2,223,1
74,448,9,49,7
75,455,149,3,8
76,463,13,35,8
77,471,233,2,5
78,476,11,43,3
79,479,157,3,8
80,487,479,1,8
81,495,2,247,1
82,496,163,3,7
83,503,6,83,5
84,508,5,101,3
85,511,503,1,8
86,519,73,7,8
87,527,173,3,8
88,535,10,53,5
89,540,179,3,3
90,543,107,5,8
91,551,181,3,8
92,559,19,29,8
93,567,281,2,5
94,572,569,1,3
95,575,9,63,8
96,583,23,25,8
97,591,11,53,8
98,599,6,99,5
99,604,601,1,3
100,607,599,1,8
101,615,607,1,8
102,623,2,311,1
103,624,617,1,7
104,631,313,2,5
105,636,211,3,3
106,639,631,1,8
107,647,9,71,8
108,655,647,1,8
109,663,7,94,5
110,668,5,133,3
111,671,13,51,8
112,679,11,61,8
113,687,97,7,8
114,695,6,115,5
115,700,17,41,3
116,703,139,5,8
117,711,19,37,8
118,719,9,79,8
119,727,19,38,5
120,732,9,81,3
121,735,727,1,8
122,743,15,49,8
123,751,2,375,1
124,752,149,5,7
125,759,13,58,5
126,764,761,1,3
127,767,11,69,8
128,775,13,59,8
129,783,25,31,8
130,791,6,131,5
131,796,13,61,3
132,799,113,7,8
133,807,17,47,8
134,815,269,3,8
135,823,409,2,5
136,828,5,165,3
137,831,823,1,8
138,839,277,3,8
139,847,839,1,8
140,855,10,85,5
141,860,857,1,3
142,863,9,95,8
143,871,863,1,8
144,879,2,439,1
145,880,9,97,7
146,887,6,147,5
147,892,7,127,3
148,895,887,1,8
149,903,179,5,8
150,911,21,43,8
151,919,457,2,5
152,924,307,3,3
153,927,919,1,8
154,935,9,103,8
155,943,11,85,8
156,951,11,86,5
157,956,953,1,3
158,959,2,479,1
159,960,953,1,7
160,967,137,7,8
161,975,967,1,8
162,983,6,163,5
163,988,5,197,3
164,991,983,1,8
165,999,991,1,8
166,1007,2,503,1
167,1008,11,91,7
168,1015,10,101,5
169,1020,9,113,3
170,1023,29,35,8
171,1031,11,93,8
172,1039,1031,1,8
173,1047,521,2,5
174,1052,1049,1,3
175,1055,349,3,8
176,1063,211,5,8
177,1071,1063,1,8
178,1079,6,179,5
179,1084,23,47,3
180,1087,13,83,8
181,1095,1087,1,8
182,1103,15,73,8
183,1111,7,158,5
184,1116,7,159,3
185,1119,11,101,8
186,1127,373,3,8
187,1135,2,567,1
188,1136,1129,1,7
189,1143,569,2,5
190,1148,5,229,3
191,1151,9,127,8
192,1159,1151,1,8
193,1167,19,61,8
194,1175,6,195,5
195,1180,11,107,3
196,1183,25,47,8
197,1191,13,91,8
198,1199,397,3,8
199,1207,601,2,5
200,1212,13,93,3
201,1215,17,71,8
202,1223,9,135,8
203,1231,1223,1,8
204,1239,617,2,5
205,1244,17,73,3
206,1247,21,59,8
207,1255,29,43,8
208,1263,2,631,1
209,1264,419,3,7
210,1271,6,211,5
211,1276,19,67,3
212,1279,31,41,8
213,1287,1279,1,8
214,1295,9,143,8
215,1303,11,118,5
216,1308,5,261,3
217,1311,1303,1,8
218,1319,19,69,8
219,1327,1319,1,8
220,1335,7,190,5
221,1340,7,191,3
222,1343,15,89,8
223,1351,17,79,8
224,1359,193,7,8
225,1367,6,227,5
226,1372,37,37,3
227,1375,1367,1,8
228,1383,11,125,8
229,1391,2,695,1
230,1392,277,5,7
231,1399,17,82,5
232,1404,467,3,3
233,1407,1399,1,8
234,1415,21,67,8
235,1423,283,5,8
236,1431,23,62,5
237,1436,1433,1,3
238,1439,9,159,8
239,1447,1439,1,8
240,1455,1447,1,8
241,1463,6,243,5
242,1468,5,293,3
243,1471,2,735,1
244,1472,293,5,7
245,1479,1471,1,8
246,1487,17,87,8
247,1495,10,149,5
248,1500,499,3,3
249,1503,13,115,8
250,1511,9,167,8
251,1519,2,759,1
252,1520,17,89,7
253,1527,761,2,5
254,1532,11,139,3
255,1535,509,3,8
256,1543,307,5,8
257,1551,1543,1,8
258,1559,6,259,5
259,1564,7,223,3
260,1567,1559,1,8
261,1575,1567,1,8
262,1583,9,175,8
263,1591,13,122,5
264,1596,9,177,3
265,1599,37,43,8
266,1607,13,123,8
267,1615,1607,1,8
268,1623,809,2,5
269,1628,5,325,3
270,1631,541,3,8
271,1639,233,7,8
272,1647,2,823,1
273,1648,547,3,7
274,1655,6,275,5
275,1660,1657,1,3
276,1663,331,5,8
277,1671,1663,1,8
278,1679,557,3,8
279,1687,29,58,5
280,1692,563,3,3
281,1695,241,7,8
282,1703,15,113,8
283,1711,13,131,8
284,1719,857,2,5
285,1724,1721,1,3
286,1727,9,191,8
287,1735,11,157,8
288,1743,347,5,8
289,1751,6,291,5
290,1756,1753,1,3
291,1759,17,103,8
292,1767,1759,1,8
293,1775,2,887,1
294,1776,29,61,7
295,1783,7,254,5
296,1788,5,357,3
297,1791,2,895,1
298,1792,15,119,7
299,1799,9,199,8
300,1807,257,7,8
301,1815,10,181,5
302,1820,23,79,3
303,1823,11,165,8
304,1831,1823,1,8
305,1839,1831,1,8
306,1847,6,307,5
307,1852,43,43,3
308,1855,1847,1,8
309,1863,35,53,8
310,1871,9,207,8
311,1879,937,2,5
312,1884,9,209,3
313,1887,1879,1,8
314,1895,17,111,8
315,1903,2,951,1
316,1904,271,7,7
317,1911,953,2,5
318,1916,1913,1,3
319,1919,13,147,8
320,1927,19,101,8
321,1935,41,47,8
322,1943,6,323,5
323,1948,5,389,3
324,1951,29,67,8
325,1959,1951,1,8
326,1967,653,3,8
327,1975,10,197,5
328,1980,659,3,3
329,1983,2,991,1
330,1984,659,3,7
331,1991,661,3,8
332,1999,11,181,8
333,2007,7,286,5
334,2012,7,287,3
335,2015,9,223,8
336,2023,13,155,8
337,2031,2,1015,1
338,2032,9,225,7
339,2039,6,339,5
340,2044,13,157,3
341,2047,2039,1,8
342,2055,23,89,8
343,2063,15,137,8
344,2071,1033,2,5
345,2076,691,3,3
346,2079,19,109,8
347,2087,9,231,8
348,2095,2087,1,8
349,2103,1049,2,5
350,2108,5,421,3
351,2111,701,3,8
352,2119,2111,1,8
353,2127,13,163,8
354,2135,6,355,5
355,2140,2137,1,3
356,2143,35,61,8
357,2151,2143,1,8
358,2159,2,1079,1
359,2160,2153,1,7
360,2167,23,94,5
361,2172,9,241,3
362,2175,11,197,8
363,2183,15,145,8
364,2191,37,59,8
365,2199,1097,2,5
366,2204,31,71,3
367,2207,733,3,8
