n,a,k,L,d
168,4464,557,8,8
169,4472,107,41,85
170,4557,38,119,35
171,4592,3,1530,2
172,4594,2243,2,108
173,4702,59,79,41
174,4743,4721,1,22
175,4765,2371,2,23
176,4788,797,6,6
177,4794,41,116,38
178,4832,229,21,23
179,4855,30,161,25
180,4880,269,18,38
181,4918,2441,2,36
182,4954,7,707,5
183,4959,2,2479,1
184,4960,2473,2,14
185,4974,4967,1,7
186,4981,98,50,81
187,5062,31,163,9
188,5071,19,266,17
189,5088,2539,2,10
190,5098,157,32,74
191,5172,2551,2,70
192,5242,7,748,6
193,5248,7,749,5
194,5253,5237,1,16
195,5269,40,131,29
196,5298,11,481,7
197,5305,653,8,81
198,5386,4,1346,2
199,5388,11,489,9
200,5397,34,158,25
201,5422,2693,2,36
202,5458,5431,1,27
203,5485,1361,4,41
204,5526,37,149,13
205,5539,74,74,63
206,5602,46,121,36
207,5638,6,939,4
208,5642,33,170,32
209,5674,136,41,98
210,5772,409,14,46
211,5818,49,118,36
212,5854,2917,2,20
213,5874,307,19,41
214,5915,12,492,11
215,5926,61,97,9
216,5935,2,2967,1
217,5936,2963,2,10
218,5946,421,14,52
219,5998,40,149,38
220,6036,34,177,18
221,6054,251,24,30
222,6084,22,276,12
223,6096,59,103,19
224,6115,73,83,56
225,6171,23,268,7
226,6178,31,199,9
227,6187,2,3093,1
228,6188,1531,4,64
229,6252,1249,5,7
230,6259,49,127,36
231,6295,25,251,20
232,6315,449,14,29
233,6344,191,33,41
234,6385,487,13,54
235,6439,6421,1,18
236,6457,229,28,45
237,6502,6473,1,29
238,6531,433,15,36
239,6567,6551,1,16
240,6583,6581,1,2
241,6585,33,199,18
242,6603,1087,6,81
243,6684,15,445,9
244,6693,12,557,9
245,6702,3343,2,16
246,6718,1669,4,42
247,6760,419,16,56
248,6816,971,7,19
249,6835,29,235,20
250,6855,683,10,25
251,6880,3413,2,54
252,6934,71,97,47
253,6981,51,136,45
254,7026,7001,1,25
255,7051,16,440,11
256,7062,7,1008,6
257,7068,3529,2,10
258,7078,37,191,11
259,7089,39,181,30
260,7119,53,134,17
261,7136,1181,6,50
262,7186,7177,1,9
263,7195,247,29,32
264,7227,55,131,22
265,7249,7211,1,38
266,7287,1447,5,52
267,7339,68,107,63
268,7402,58,127,36
269,7438,17,437,9
270,7447,19,391,18
271,7465,1061,7,38
272,7503,157,47,124
273,7627,379,20,47
274,7674,15,511,9
275,7683,2557,3,12
276,7695,22,349,17
277,7712,1283,6,14
278,7726,769,10,36
279,7762,4,1940,2
280,7764,1291,6,18
281,7782,4,1945,2
282,7784,7759,1,25
283,7809,18,433,15
284,7824,3907,2,10
285,7834,7753,1,81
286,7915,39,202,37
287,7952,1321,6,26
288,7978,7951,1,27
289,8005,1999,4,9
290,8014,1601,5,9
291,8023,67,119,50
292,8073,8069,1,4
293,8077,8059,1,18
294,8095,187,43,54
295,8149,8,1018,5
296,8154,5,1630,4
297,8158,47,173,27
298,8185,61,134,11
299,8196,2713,3,57
300,8253,73,113,4
301,8257,8237,1,20
302,8277,2749,3,30
303,8307,1181,7,40
304,8347,38,219,25
305,8372,2083,4,40
306,8412,2801,3,9
307,8421,349,24,45
308,8466,601,14,52
309,8518,1213,7,27
310,8545,4261,2,23
311,8568,709,12,60
312,8628,1229,7,25
313,8653,38,227,27
314,8680,77,112,56
315,8736,1453,6,18
316,8754,31,282,12
317,8766,31,282,24
318,8790,4,2197,2
319,8792,71,123,59
320,8851,18,491,13
321,8864,19,466,10
322,8874,15,591,9
323,8883,45,197,18
324,8901,22,404,13
325,8914,1259,7,101
326,9015,8999,1,16
327,9031,4513,2,5
328,9036,67,134,58
329,9094,347,26,72
330,9166,2287,4,18
331,9184,25,367,9
332,9193,9157,1,36
333,9229,56,164,45
334,9274,4,2318,2
335,9276,3089,3,9
336,9285,12,773,9
337,9294,4,2323,2
338,9296,19,489,5
339,9301,38,244,29
340,9330,4657,2,16
341,9346,9337,1,9
342,9355,44,212,27
343,9382,6,1563,4
344,9386,5,1877,1
345,9387,18,521,9
346,9396,521,18,18
347,9414,17,553,13
348,9427,9371,1,56
349,9483,787,12,39
350,9522,37,257,13
351,9535,59,161,36
352,9571,1193,8,27
353,9598,73,131,35
354,9633,2,4816,1
355,9634,9629,1,5
356,9639,10,963,9
357,9648,17,567,9
358,9657,30,321,27
359,9684,28,345,24
360,9708,53,183,9
361,9717,53,183,18
362,9735,8,1216,7
363,9742,22,442,18
364,9760,4871,2,18
365,9778,347,28,62
366,9840,9,1093,3
367,9843,9,1093,6
368,9849,1093,9,12
369,9861,37,266,19
370,9880,1973,5,15
371,9895,4933,2,29
372,9924,26,381,18
373,9942,37,268,26
374,9968,1423,7,7
375,9975,1993,5,10
376,9985,353,28,101
377,10086,169,59,115
378,10201,10111,1,90
379,10291,37,278,5
380,10296,3391,3,123
381,10419,1297,8,43
382,10462,2087,5,27
383,10489,2621,4,5
384,10494,1487,7,85
385,10579,18,587,13
386,10592,41,258,14
387,10606,293,36,58
388,10664,11,969,5
389,10669,23,463,20
390,10689,10,1068,9
391,10698,10691,1,7
392,10705,593,18,31
393,10736,10711,1,25
394,10761,44,244,25
395,10786,10781,1,5
396,10791,15,719,6
397,10797,12,899,9
398,10806,97,111,39
399,10845,277,39,42
400,10887,193,56,79
401,10966,10867,1,99
402,11065,163,67,144
403,11209,158,70,149
404,11358,1259,9,27
405,11385,6,1897,3
406,11388,273,41,195
407,11583,311,37,76
408,11659,103,113,20
409,11679,8,1459,7
410,11686,11677,1,9
411,11695,2,5847,1
412,11696,271,43,43
413,11739,1063,11,46
414,11785,10,1178,5
415,11790,34,346,26
416,11816,75,157,41
417,11857,379,31,108
418,11965,22,543,19
419,11984,209,57,71
420,12055,101,119,36
421,12091,196,61,135
422,12226,46,265,36
423,12262,359,34,56
424,12318,1223,10,88
425,12406,1237,10,36
426,12442,2473,5,77
427,12519,40,312,39
428,12558,37,339,15
429,12573,62,202,49
430,12622,11,1147,5
431,12627,22,573,21
432,12648,10,1264,8
433,12656,3,4218,2
434,12658,13,973,9
435,12667,12659,1,8
436,12675,2111,6,9
437,12684,52,243,48
438,12732,4231,3,39
439,12771,607,21,24
440,12795,12743,1,52
441,12847,12757,1,90
442,12937,5,2587,2
443,12939,53,244,7
444,12946,17,761,9
445,12955,12953,1,2
446,12957,19,681,18
447,12975,8,1621,7
448,12982,1145,11,387
449,13369,108,123,85
450,13454,3359,4,18
451,13472,6719,2,34
452,13506,311,43,133
453,13639,37,368,23
454,13662,6829,2,4
455,13666,95,143,81
456,13747,1373,10,17
457,13764,13763,1,1
458,13765,361,38,47
459,13812,269,51,93
460,13905,1153,12,69
461,13974,3491,4,10
462,13984,1993,7,33
463,14017,17,824,9
464,14026,47,298,20
465,14046,2339,6,12
466,14058,1559,9,27
467,14085,82,171,63
468,14148,883,16,20
469,14168,13,1089,11
470,14179,29,488,27
471,14206,65,218,36
472,14242,125,113,117
473,14359,3583,4,27
474,14386,73,197,5
475,14391,40,359,31
476,14422,7193,2,36
477,14458,3613,4,6
478,14464,1031,14,30
479,14494,16,905,14
480,14508,557,26,26
481,14534,2417,6,32
482,14566,241,60,106
483,14672,32,458,16
484,14688,14657,1,31
485,14719,7351,2,17
486,14736,26,566,20
487,14756,56,263,28
488,14784,14759,1,25
489,14809,7393,2,23
490,14832,14783,1,49
491,14881,2473,6,43
492,14924,7451,2,22
493,14946,19,786,12
494,14958,7477,2,4
495,14962,14939,1,23
496,14985,4993,3,6
497,14991,8,1873,7
498,14998,7489,2,20
499,15018,347,43,97
500,15115,16,944,11
501,15126,4,3781,2
502,15128,87,173,77
503,15205,199,76,81
504,15286,661,23,83
505,15369,177,86,147
506,15516,37,419,13
507,15529,31,500,29
508,15558,91,170,88
509,15646,70,223,36
510,15682,61,257,5
511,15687,1567,10,17
512,15704,5233,3,5
513,15709,15671,1,38
514,15747,3929,4,31
515,15778,57,276,46
516,15824,21,753,11
517,15835,18,879,13
518,15848,5281,3,5
519,15853,19,834,7
520,15860,7919,2,22
521,15882,4,3970,2
522,15884,7937,2,10
523,15894,5,3178,4
524,15898,83,191,45
525,15943,34,468,31
526,15974,2281,7,7
527,15981,6,2663,3
528,15984,43,371,31
529,16015,997,16,63
530,16078,31,518,20
531,16098,16091,1,7
532,16105,16087,1,18
533,16123,89,181,14
534,16137,2011,8,49
535,16186,10,1618,6
536,16192,8081,2,30
537,16222,647,25,47
538,16269,16253,1,16
539,16285,13,1252,9
540,16294,16253,1,41
541,16335,1483,11,22
542,16357,313,52,81
543,16438,59,278,36
544,16474,23,716,6
545,16480,2053,8,56
546,16536,5,3307,1
547,16537,16,1033,9
548,16546,27,612,22
549,16568,31,534,14
550,16582,16573,1,9
551,16591,2,8295,1
552,16592,111,149,53
553,16645,11,1513,2
554,16647,9,1849,6
555,16653,1187,14,35
556,16688,45,370,38
557,16726,73,229,9
558,16735,8363,2,9
559,16744,11,1522,2
560,16746,929,18,24
561,16770,397,42,96
562,16866,42,401,24
563,16890,29,582,12
564,16902,62,272,38
565,16940,61,277,43
566,16983,89,190,73
567,17056,8513,2,30
568,17086,587,29,63
569,17149,71,241,38
570,17187,15,1145,12
571,17199,89,193,22
572,17221,22,782,17
573,17238,36,478,30
574,17268,5,3453,3
575,17271,317,54,153
576,17424,17393,1,31
577,17455,4357,4,27
578,17482,22,794,14
579,17496,1021,17,139
580,17635,2203,8,11
581,17646,41,430,16
582,17662,4,4415,2
583,17664,41,430,34
584,17698,8839,2,20
585,17718,8849,2,20
586,17738,8861,2,16
587,17754,421,42,72
588,17826,103,173,7
589,17833,11,1621,2
590,17835,4,4458,3
591,17838,4,4459,2
592,17840,34,524,24
593,17864,2549,7,21
594,17885,17881,1,4
595,17889,61,293,16
596,17905,17903,1,2
597,17907,19,942,9
598,17916,28,639,24
599,17940,57,314,42
600,17982,8971,2,40
601,18022,46,391,36
602,18058,18047,1,11
603,18069,2579,7,16
604,18085,821,22,23
605,18108,2011,9,9
606,18117,21,862,15
607,18132,42,431,30
608,18162,23,789,15
609,18177,953,19,70
610,18247,911,20,27
611,18274,5,3654,4
612,18278,6073,3,59
613,18337,29,632,9
614,18346,11,1667,9
615,18355,2617,7,36
616,18391,29,634,5
617,18396,31,593,13
618,18409,10,1840,9
619,18418,91,202,36
620,18454,19,971,5
621,18459,29,636,15
622,18474,28,659,22
623,18496,1087,17,17
624,18513,577,32,49
625,18562,18517,1,45
626,18607,4649,4,11
627,18618,69,269,57
628,18675,58,321,57
629,18732,9,2081,3
630,18735,8,2341,7
631,18742,18719,1,23
632,18765,107,175,40
633,18805,137,137,36
634,18841,17,1108,5
635,18846,67,281,19
636,18865,14,1347,7
637,18872,61,309,23
638,18895,30,629,25
639,18920,3,6306,2
640,18922,38,497,36
641,18958,11,1723,5
642,18963,31,611,22
643,18985,16,1186,9
644,18994,9461,2,72
645,19066,118,161,68
646,19134,19121,1,13
647,19147,37,517,18
648,19165,79,242,47
649,19212,2399,8,20
650,19232,3203,6,14
651,19246,71,271,5
652,19251,19,1013,4
653,19255,9619,2,17
654,19272,14,1376,8
655,19280,4817,4,12
656,19292,72,267,68
657,19360,24,806,16
658,19376,4831,4,52
659,19428,3229,6,54
660,19482,9733,2,16
661,19498,9721,2,56
662,19554,3253,6,36
663,19590,4,4897,2
664,19592,9791,2,10
665,19602,41,478,4
666,19606,19597,1,9
667,19615,1399,14,29
668,19644,37,530,34
669,19678,103,191,5
670,19683,6547,3,42
671,19725,39,505,30
672,19755,29,681,6
673,19761,9857,2,47
674,19808,4951,4,4
675,19812,3301,6,6
676,19818,58,341,40
677,19858,29,684,22
678,19880,19819,1,61
679,19941,127,157,2
680,19943,9967,2,9
681,19952,389,51,113
682,20065,23,872,9
683,20074,134,149,108
684,20182,4027,5,47
685,20229,141,143,66
686,20295,103,197,4
687,20299,2897,7,20
688,20319,8,2539,7
689,20326,2029,10,36
690,20362,919,22,144
691,20506,46,445,36
692,20542,10253,2,36
693,20578,42,489,40
694,20618,6871,3,5
695,20623,20551,1,72
696,20695,67,308,59
697,20754,33,628,30
698,20784,7,2969,1
699,20785,20747,1,38
700,20823,39,533,36
701,20859,2083,10,29
702,20888,6961,3,5
703,20893,25,835,18
704,20911,1303,16,63
705,20974,1229,17,81
706,21055,5261,4,11
707,21066,22,957,12
708,21078,233,90,108
709,21186,97,218,40
710,21226,29,731,27
711,21253,47,452,9
712,21262,79,269,11
713,21273,95,223,88
714,21361,188,113,117
715,21478,10729,2,20
716,21498,7127,3,117
717,21615,7193,3,36
718,21651,4327,5,16
719,21667,21649,1,18
720,21685,5419,4,9
721,21694,569,38,72
722,21766,1973,11,63
723,21829,37,589,36
724,21865,16,1366,9
725,21874,36,607,22
726,21896,69,317,23
727,21919,52,421,27
728,21946,21937,1,9
729,21955,20,1097,15
730,21970,353,62,84
731,22054,22027,1,27
732,22081,4409,5,36
733,22117,5,4423,2
734,22119,70,315,69
735,22188,11071,2,46
736,22234,299,74,108
737,22342,28,797,26
738,22368,25,894,18
739,22386,5581,4,62
740,22448,367,61,61
741,22509,16,1406,13
742,22522,11243,2,36
743,22558,22531,1,27
744,22585,1249,18,103
745,22688,3779,6,14
746,22702,22679,1,23
747,22725,12,1893,9
748,22734,5,4546,4
749,22738,103,220,78
750,22816,47,485,21
751,22837,53,430,47
752,22884,149,153,87
753,22971,2551,9,12
754,22983,22877,1,106
755,23089,10,2308,9
756,23098,743,31,65
757,23163,43,538,29
758,23192,57,406,50
759,23242,317,73,101
760,23343,1223,19,106
761,23449,46,509,35
762,23484,11701,2,82
763,23566,35,673,11
764,23577,32,736,25
765,23602,61,386,56
766,23658,67,353,7
767,23665,38,622,29
768,23694,54,438,42
769,23736,37,641,19
770,23755,47,505,20
771,23775,16,1485,15
772,23790,2161,11,19
773,23809,10,2380,9
774,23818,46,517,36
775,23854,29,822,16
776,23870,881,27,83
777,23953,41,584,9
778,23962,148,161,134
779,24096,50,481,46
780,24142,83,290,72
781,24214,24169,1,45
782,24259,6053,4,47
783,24306,35,694,16
784,24322,35,694,32
785,24354,67,363,33
786,24387,10,2438,7
787,24394,4877,5,9
788,24403,112,217,99
789,24502,941,26,36
790,24538,6131,4,14
791,24552,743,33,33
792,24585,6,4097,3
793,24588,53,463,49
794,24637,3517,7,18
795,24655,3079,8,23
796,24678,12301,2,76
797,24754,27,916,22
798,24776,883,28,52
799,24828,281,88,100
800,24928,29,859,17
801,24945,12,2078,9
802,24954,15,1663,9
803,24963,1663,15,18
804,24981,34,734,25
805,25006,3571,7,9
806,25015,57,438,49
807,25064,15,1670,14
808,25078,41,611,27
809,25105,25033,1,72
810,25177,139,181,18
811,25195,7,3599,2
812,25197,28,899,25
813,25222,23,1096,14
814,25236,32,788,20
815,25256,3607,7,7
816,25263,13,1943,4
817,25267,40,631,27
818,25294,5,5058,4
819,25298,6301,4,94
820,25392,4231,6,6
821,25398,42,604,30
822,25428,47,541,1
823,25429,389,65,144
824,25573,11,2324,9
825,25582,35,730,32
826,25614,5,5122,4
827,25618,3643,7,117
828,25735,3209,8,63
829,25798,17,1517,9
830,25807,5,5161,2
831,25809,44,586,25
832,25834,12,2152,10
833,25844,6451,4,40
834,25884,15,1725,9
835,25893,20,1294,13
836,25906,36,719,22
837,25928,118,219,86
838,26014,2161,12,82
839,26096,75,347,71
840,26167,79,331,18
841,26185,97,269,92
842,26277,18,1459,15
843,26292,9,2921,3
844,26295,8,3286,7
845,26302,1381,19,63
846,26365,41,643,2
847,26367,8,3295,7
848,26374,13177,2,20
849,26394,19,1389,3
850,26397,25,1055,22
851,26419,643,41,56
852,26475,10,2647,5
853,26480,39,678,38
854,26518,49,541,9
855,26527,49,541,18
856,26545,18,1474,13
857,26558,26479,1,79
858,26637,1901,14,23
859,26660,6661,4,16
860,26676,7,3810,6
861,26682,61,437,25
862,26707,5,5341,2
863,26709,21,1271,18
864,26727,8,3340,7
865,26734,44,607,26
866,26760,11,2432,8
867,26768,5351,5,13
868,26781,48,557,45
869,26826,6703,4,14
870,26840,74,362,52
871,26892,26879,1,13
872,26905,16,1681,9
873,26914,95,283,29
874,26943,26891,1,52
875,26995,9,2999,4
876,26999,26953,1,46
877,27045,7,3863,4
878,27049,119,227,36
879,27085,1039,26,71
880,27156,9041,3,33
881,27189,5,5437,4
882,27193,9059,3,16
883,27209,30,906,29
884,27238,73,373,9
885,27247,113,241,14
886,27261,15,1817,6
887,27267,4,6816,3
888,27270,20,1363,10
889,27280,25,1091,5
890,27285,13,2098,11
891,27296,9091,3,23
892,27319,59,463,2
893,27321,2099,13,34
894,27355,17,1609,2
895,27357,6833,4,25
896,27382,113,242,36
897,27418,88,311,50
898,27468,2741,10,58
899,27526,3931,7,9
900,27535,14,1966,11
901,27546,67,411,9
902,27555,71,388,7
903,27562,5507,5,27
904,27589,10,2758,9
905,27598,25,1103,23
906,27621,3067,9,18
907,27639,36,767,27
908,27666,42,658,30
909,27696,84,329,60
910,27756,16,1734,12
911,27768,32,867,24
912,27792,15,1852,12
913,27804,13,2138,10
914,27814,20,1390,14
915,27828,27,1030,18
916,27846,27,1031,9
917,27855,36,773,27
918,27882,9283,3,33
919,27915,40,697,35
920,27950,4651,6,44
921,27994,1471,19,45
922,28039,2801,10,29
923,28068,107,262,34
924,28102,2803,10,72
925,28174,14083,2,8
926,28182,7039,4,26
927,28208,1409,20,28
928,28236,29,973,19
929,28255,30,941,25
930,28280,7069,4,4
931,28284,50,565,34
932,28318,20,1415,18
933,28336,14159,2,18
934,28354,3541,8,26
935,28380,16,1773,12
936,28392,1889,15,57
937,28449,146,194,125
938,28574,4079,7,21
939,28595,5711,5,40
940,28635,32,894,27
941,28662,28619,1,43
942,28705,14347,2,11
943,28716,3187,9,33
944,28749,49,586,35
945,28784,40,719,24
946,28808,28807,1,1
947,28809,57,505,24
948,28833,14,2059,7
949,28840,11,2621,9
950,28849,28793,1,56
951,28905,18,1605,15
952,28920,46,628,32
953,28952,9,3216,8
954,28960,1447,20,20
955,28980,14461,2,58
956,29038,67,433,27
957,29065,16,1816,9
958,29074,5,5814,4
959,29078,29017,1,61
960,29139,1213,24,27
961,29166,8,3645,6
962,29172,14,2083,10
963,29182,31,941,11
964,29193,2243,13,34
965,29227,40,730,27
966,29254,29243,1,11
967,29265,14593,2,79
968,29344,7331,4,20
969,29364,31,947,7
970,29371,28,1048,27
971,29398,28,1049,26
972,29424,11,2674,10
973,29434,36,817,22
974,29456,9817,3,5
975,29461,41,718,23
976,29484,14731,2,22
977,29506,13,2269,9
978,29515,29501,1,14
979,29529,10,2952,9
980,29538,4,7384,2
981,29540,3,9846,2
982,29542,4219,7,9
983,29551,29537,1,14
984,29565,21,1407,18
985,29583,59,501,24
986,29607,127,233,16
987,29623,2,14811,1
988,29624,13,2278,10
989,29634,29573,1,61
990,29695,41,724,11
991,29706,48,618,42
992,29748,14869,2,10
993,29758,4,7439,2
994,29760,37,804,12
995,29772,25,1190,22
996,29794,46,647,32
997,29826,647,46,64
998,29890,11,2717,3
999,29893,31,964,9
1000,29902,109,274,36
