n,a,k,L,d
1,3,0,0,2
2,5,0,0,6
3,11,0,0,6
4,17,0,0,14
5,31,21,1,10
6,41,23,1,18
7,59,17,3,8
8,67,17,3,16
9,83,57,1,26
10,109,91,1,18
11,127,97,1,30
12,157,27,5,22
13,179,167,1,12
14,191,57,3,20
15,211,181,1,30
16,241,41,5,36
17,277,271,1,6
18,283,235,1,48
19,331,103,3,22
20,353,113,3,14
21,367,37,9,34
22,401,53,7,30
23,431,401,1,30
24,461,59,7,48
25,509,157,3,38
26,547,59,9,16
27,563,49,11,24
28,587,23,25,12
29,599,83,7,18
30,617,105,5,92
31,709,97,7,30
32,739,47,15,34
33,773,107,7,24
34,797,105,7,62
35,859,29,29,18
36,877,167,5,42
37,919,67,13,48
38,967,41,23,24
39,991,317,3,40
40,1031,37,27,32
41,1063,1039,1,24
42,1087,1021,1,66
43,1153,227,5,18
44,1171,163,7,30
45,1201,79,15,16
46,1217,379,3,80
47,1297,237,5,112
48,1409,277,5,24
49,1433,33,43,14
50,1447,1423,1,24
51,1471,37,39,28
52,1499,25,59,24
53,1523,161,9,74
54,1597,121,13,24
55,1621,121,13,48
56,1669,85,19,54
57,1723,31,55,18
58,1741,113,15,46
59,1787,103,17,36
60,1823,257,7,24
61,1847,137,13,66
62,1913,257,7,114
63,2027,181,11,36
64,2063,409,5,18
65,2081,2063,1,18
66,2099,659,3,122
67,2221,53,41,48
68,2269,169,13,72
69,2341,21,111,10
70,2351,211,11,30
71,2381,67,35,36
72,2417,2357,1,60
73,2477,185,13,72
74,2549,131,19,60
75,2609,857,3,38
76,2647,373,7,36
77,2683,2647,1,36
78,2719,2689,1,30
79,2749,55,49,54
80,2803,129,21,94
81,2897,577,5,12
82,2909,313,9,92
83,3001,19,157,18
84,3019,2971,1,48
85,3067,55,55,42
86,3109,3049,1,60
87,3169,3109,1,60
88,3229,457,7,30
89,3259,87,37,40
90,3299,1093,3,20
91,3319,359,9,88
92,3407,223,15,62
93,3469,311,11,48
94,3517,139,25,42
95,3559,47,75,34
96,3593,91,39,44
97,3637,3541,1,96
98,3733,39,95,28
99,3761,157,23,150
100,3911,431,9,32
101,3943,227,17,84
102,4027,1321,3,64
103,4091,4049,1,42
104,4133,457,9,20
105,4153,87,47,64
106,4217,57,73,56
107,4273,601,7,66
108,4339,1427,3,58
109,4397,4373,1,24
110,4421,151,29,42
111,4463,4409,1,54
112,4517,39,115,32
113,4549,23,197,18
114,4567,263,17,96
115,4663,4567,1,96
116,4759,57,83,28
117,4787,37,129,14
118,4801,105,45,76
119,4877,1607,3,56
120,4933,547,9,10
121,4943,139,35,78
122,5021,151,33,38
123,5059,5011,1,48
124,5107,201,25,82
125,5189,1699,3,92
126,5281,157,33,100
127,5381,313,17,60
128,5441,163,33,62
129,5503,5449,1,54
130,5557,289,19,66
131,5623,373,15,28
132,5651,1867,3,50
133,5701,5653,1,48
134,5749,211,27,52
135,5801,71,81,50
136,5851,19,307,18
137,5869,5701,1,168
138,6037,1987,3,76
139,6113,2003,3,104
140,6217,17,365,12
141,6229,683,9,82
142,6311,6299,1,12
143,6323,31,203,30
144,6353,9,705,8
145,6361,169,37,108
146,6469,2113,3,130
147,6599,55,119,54
148,6653,15,443,8
149,6661,349,19,30
150,6691,937,7,132
151,6823,1361,5,18
152,6841,2273,3,22
153,6863,6827,1,36
154,6899,321,21,158
155,7057,467,15,52
156,7109,281,25,84
157,7193,7103,1,90
158,7283,111,65,68
159,7351,155,47,66
160,7417,129,57,64
161,7481,43,173,42
