n;A014192;weight;level;jump
1;0;0;0;1
2;1;0;0;1
3;2;0;0;1
4;3;0;0;2
5;5;0;0;5
6;10;0;0;5
7;15;13;1;2
8;17;13;1;4
9;21;17;1;4
10;25;7;3;4
11;29;6;4;5
12;34;5;6;4
13;38;17;2;4
14;42;19;2;4
15;46;41;1;5
16;51;47;1;4
17;55;17;3;4
18;59;5;11;4
19;63;61;1;2
20;65;45;1;20
21;85;65;1;20
22;105;85;1;20
23;125;6;20;5
24;130;22;5;20
25;150;26;5;20
26;170;25;6;20
27;190;37;5;5
28;195;25;7;20
29;215;39;5;20
30;235;43;5;20
31;255;11;23;2
32;257;241;1;16
33;273;257;1;16
34;289;21;13;16
35;305;57;5;20
36;325;103;3;16
37;341;25;13;16
38;357;31;11;16
39;373;353;1;20
40;393;29;13;16
41;409;131;3;16
42;425;409;1;16
43;441;421;1;20
44;461;89;5;16
45;477;461;1;16
46;493;53;9;16
47;509;6;84;5
48;514;83;6;16
49;530;257;2;16
50;546;53;10;16
51;562;271;2;20
52;582;283;2;16
53;598;97;6;16
54;614;23;26;16
55;630;61;10;20
56;650;317;2;16
57;666;25;26;16
58;682;18;37;16
59;698;113;6;20
60;718;18;39;16
61;734;359;2;16
62;750;367;2;16
63;766;761;1;5
64;771;151;5;16
65;787;257;3;16
66;803;787;1;16
67;819;47;17;20
68;839;823;1;16
69;855;839;1;16
70;871;19;45;16
71;887;51;17;20
72;907;27;33;16
73;923;907;1;16
74;939;71;13;16
75;955;55;17;20
76;975;137;7;16
77;991;25;39;16
78;1007;991;1;16
79;1023;1021;1;2
80;1025;105;9;80
81;1105;205;5;80
82;1185;85;13;80
83;1265;83;15;20
84;1285;241;5;80
85;1365;257;5;80
86;1445;91;15;80
87;1525;35;43;20
88;1545;293;5;80
89;1625;103;15;80
90;1705;125;13;80
91;1785;353;5;20
92;1805;115;15;80
93;1885;95;19;80
94;1965;145;13;80
95;2045;6;340;5
96;2050;197;10;80
97;2130;82;25;80
98;2210;142;15;80
99;2290;227;10;20
100;2310;223;10;80
101;2390;105;22;80
102;2470;239;10;80
103;2550;22;115;20
104;2570;83;30;80
105;2650;257;10;80
106;2730;106;25;80
107;2810;30;93;20
108;2830;110;25;80
109;2910;283;10;80
110;2990;97;30;80
111;3070;613;5;5
112;3075;599;5;80
113;3155;123;25;80
114;3235;631;5;80
115;3315;659;5;20
116;3335;93;35;80
117;3415;115;29;80
118;3495;683;5;80
119;3575;45;79;20
120;3595;95;37;80
121;3675;719;5;80
122;3755;105;35;80
123;3835;35;109;20
124;3855;151;25;80
125;3935;257;15;80
126;4015;787;5;80
127;4095;4093;1;2
128;4097;109;37;64
129;4161;241;17;64
130;4225;73;57;64
131;4289;183;23;80
132;4369;105;41;64
133;4433;257;17;64
134;4497;143;31;64
135;4561;4481;1;80
136;4641;199;23;64
137;4705;91;51;64
138;4769;941;5;64
139;4833;97;49;80
140;4913;373;13;64
141;4977;289;17;64
142;5041;79;63;64
143;5105;45;113;20
144;5125;241;21;64
145;5189;125;41;64
146;5253;5189;1;64
147;5317;5237;1;80
148;5397;5333;1;64
149;5461;257;21;64
150;5525;127;43;64
151;5589;787;7;80
152;5669;95;59;64
153;5733;5669;1;64
154;5797;91;63;64
155;5861;123;47;80
156;5941;653;9;64
157;6005;457;13;64
158;6069;1201;5;64
159;6133;6113;1;20
160;6153;6089;1;64
161;6217;293;21;64
162;6281;6217;1;64
163;6345;179;35;80
164;6425;6361;1;64
165;6489;257;25;64
166;6553;103;63;64
167;6617;2179;3;80
168;6697;67;99;64
169;6761;181;37;64
170;6825;6761;1;64
171;6889;619;11;80
172;6969;1381;5;64
173;7033;69;101;64
174;7097;541;13;64
175;7161;37;193;20
176;7181;647;11;64
177;7245;167;43;64
178;7309;69;105;64
179;7373;143;51;80
180;7453;821;9;64
181;7517;257;29;64
182;7581;7517;1;64
183;7645;85;89;80
184;7725;163;47;64
185;7789;75;103;64
186;7853;7789;1;64
187;7917;461;17;80
188;7997;7933;1;64
189;8061;727;11;64
190;8125;2687;3;64
191;8189;6;1364;5
192;8194;271;30;64
193;8258;241;34;64
194;8322;4129;2;64
195;8386;4153;2;80
196;8466;4201;2;64
197;8530;83;102;64
198;8594;853;10;64
199;8658;4289;2;80
200;8738;4337;2;64
201;8802;257;34;64
202;8866;163;54;64
203;8930;118;75;80
204;9010;71;126;64
205;9074;85;106;64
206;9138;349;26;64
207;9202;4591;2;20
208;9222;241;38;64
209;9286;87;106;64
210;9350;4643;2;64
211;9414;359;26;80
212;9494;82;115;64
213;9558;94;101;64
214;9622;81;118;64
215;9686;1601;6;80
216;9766;66;147;64
217;9830;257;38;64
218;9894;983;10;64
219;9958;449;22;80
220;10038;4987;2;64
221;10102;239;42;64
222;10166;5051;2;64
223;10230;1021;10;20
224;10250;463;22;64
225;10314;82;125;64
226;10378;191;54;64
227;10442;157;66;80
228;10522;83;126;64
229;10586;5261;2;64
230;10650;67;158;64
231;10714;409;26;80
232;10794;74;145;64
233;10858;257;42;64
234;10922;89;122;64
235;10986;82;133;80
236;11066;5501;2;64
237;11130;503;22;64
238;11194;70;159;64
239;11258;1873;6;20
240;11278;89;126;64
241;11342;5639;2;64
242;11406;106;107;64
243;11470;85;134;80
244;11550;5743;2;64
245;11614;66;175;64
246;11678;5807;2;64
247;11742;98;119;80
248;11822;5879;2;64
249;11886;257;46;64
250;11950;283;42;64
251;12014;102;117;80
252;12094;401;30;64
253;12158;6047;2;64
254;12222;6079;2;64
255;12286;12281;1;5
256;12291;12227;1;64
257;12355;241;51;64
258;12419;353;35;64
259;12483;157;79;80
260;12563;431;29;64
261;12627;739;17;64
262;12691;69;183;64
263;12755;169;75;80
264;12835;99;129;64
265;12899;85;151;64
266;12963;12899;1;64
267;13027;107;121;80
268;13107;13043;1;64
269;13171;257;51;64
270;13235;13171;1;64
271;13299;49;271;20
272;13319;241;55;64
273;13383;701;19;64
274;13447;1487;9;64
275;13511;111;121;80
276;13591;81;167;64
277;13655;13591;1;64
278;13719;2731;5;64
279;13783;193;71;80
280;13863;13799;1;64
281;13927;4621;3;64
282;13991;733;19;64
283;14055;215;65;80
284;14135;14071;1;64
285;14199;257;55;64
286;14263;4733;3;64
287;14327;57;251;20
288;14347;69;207;64
289;14411;14347;1;64
290;14475;14411;1;64
291;14539;761;19;80
292;14619;71;205;64
293;14683;443;33;64
294;14747;14683;1;64
295;14811;14731;1;80
296;14891;14827;1;64
297;14955;14891;1;64
298;15019;997;15;64
299;15083;1667;9;80
300;15163;719;21;64
301;15227;257;59;64
302;15291;15227;1;64
303;15355;3067;5;20
304;15375;251;61;64
305;15439;75;205;64
306;15503;15439;1;64
307;15567;911;17;80
308;15647;15583;1;64
309;15711;15647;1;64
310;15775;5237;3;64
311;15839;103;153;80
312;15919;105;151;64
313;15983;15919;1;64
314;16047;1453;11;64
315;16111;391;41;80
316;16191;16127;1;64
317;16255;257;63;64
318;16319;3251;5;64
319;16383;16381;1;2
320;16385;357;45;320
321;16705;565;29;320
322;17025;1285;13;320
323;17345;1151;15;80
324;17425;1555;11;320
325;17745;425;41;320
326;18065;455;39;320
327;18385;523;35;80
328;18465;955;19;320
329;18785;1231;15;320
