n;A029803;weight;level;jump
1;0;0;0;1
2;1;0;0;1
3;2;0;0;1
4;3;2;1;1
5;4;3;1;1
6;5;2;2;1
7;6;5;1;1
8;7;5;1;2
9;9;0;0;9
10;18;0;0;9
11;27;18;1;9
12;36;27;1;9
13;45;12;3;9
14;54;15;3;9
15;63;61;1;2
16;65;19;3;8
17;73;13;5;8
18;81;73;1;8
19;89;9;9;8
20;97;89;1;8
21;105;97;1;8
22;113;15;7;8
23;121;14;8;9
24;130;61;2;8
25;138;10;13;8
26;146;23;6;8
27;154;73;2;8
28;162;11;14;8
29;170;9;18;8
30;178;10;17;8
31;186;59;3;9
32;195;11;17;8
33;203;13;15;8
34;211;29;7;8
35;219;211;1;8
36;227;73;3;8
37;235;227;1;8
38;243;47;5;8
39;251;11;22;9
40;260;9;28;8
41;268;10;26;8
42;276;67;4;8
43;284;12;23;8
44;292;71;4;8
45;300;73;4;8
46;308;10;30;8
47;316;307;1;9
48;325;317;1;8
49;333;13;25;8
50;341;9;37;8
51;349;11;31;8
52;357;349;1;8
53;365;17;21;8
54;373;73;5;8
55;381;12;31;9
56;390;191;2;8
57;398;10;39;8
58;406;199;2;8
59;414;14;29;8
60;422;9;46;8
61;430;211;2;8
62;438;10;43;8
63;446;19;23;9
64;455;149;3;8
65;463;13;35;8
66;471;463;1;8
67;479;157;3;8
68;487;479;1;8
69;495;487;1;8
70;503;9;55;8
71;511;509;1;2
72;513;147;3;72
73;585;171;3;72
74;657;117;5;72
75;729;73;9;72
76;801;81;9;72
77;873;89;9;72
78;945;97;9;72
79;1017;12;84;9
80;1026;106;9;72
81;1098;114;9;72
82;1170;122;9;72
83;1242;78;15;72
84;1314;138;9;72
85;1386;73;18;72
86;1458;77;18;72
87;1530;13;117;9
88;1539;163;9;72
89;1611;81;19;72
90;1683;179;9;72
91;1755;99;17;72
92;1827;117;15;72
93;1899;87;21;72
94;1971;211;9;72
95;2043;18;113;9
96;2052;90;22;72
97;2124;76;27;72
98;2196;118;18;72
99;2268;122;18;72
100;2340;81;28;72
101;2412;78;30;72
102;2484;134;18;72
103;2556;283;9;9
104;2565;277;9;72
105;2637;95;27;72
106;2709;293;9;72
107;2781;129;21;72
108;2853;103;27;72
109;2925;317;9;72
110;2997;75;39;72
111;3069;10;306;9
112;3078;167;18;72
113;3150;81;38;72
114;3222;75;42;72
115;3294;179;18;72
116;3366;122;27;72
117;3438;99;34;72
118;3510;191;18;72
119;3582;397;9;9
120;3591;153;23;72
121;3663;133;27;72
122;3735;99;37;72
123;3807;83;45;72
124;3879;81;47;72
125;3951;431;9;72
126;4023;439;9;72
127;4095;4093;1;2
128;4097;109;37;64
129;4161;241;17;64
130;4225;73;57;64
131;4289;65;65;64
132;4353;4289;1;64
133;4417;1451;3;64
134;4481;631;7;64
135;4545;213;21;72
136;4617;157;29;64
137;4681;81;57;64
138;4745;151;31;64
139;4809;65;73;64
140;4873;229;21;64
141;4937;443;11;64
142;5001;4937;1;64
143;5065;4993;1;72
144;5137;89;57;64
145;5201;467;11;64
146;5265;743;7;64
147;5329;65;81;64
148;5393;73;73;64
149;5457;5393;1;64
150;5521;107;51;64
151;5585;149;37;72
152;5657;119;47;64
153;5721;5657;1;64
154;5785;1907;3;64
155;5849;65;89;64
156;5913;5849;1;64
157;5977;73;81;64
158;6041;139;43;64
159;6105;2011;3;72
160;6177;6113;1;64
161;6241;71;87;64
162;6305;79;79;64
163;6369;65;97;64
164;6433;193;33;64
165;6497;919;7;64
166;6561;73;89;64
167;6625;6553;1;72
168;6697;67;99;64
169;6761;181;37;64
170;6825;6761;1;64
171;6889;65;105;64
172;6953;83;83;64
173;7017;409;17;64
174;7081;2339;3;64
175;7145;643;11;72
176;7217;311;23;64
177;7281;1031;7;64
178;7345;809;9;64
179;7409;65;113;64
180;7473;239;31;64
181;7537;141;53;64
182;7601;7537;1;64
183;7665;2531;3;72
184;7737;7673;1;64
185;7801;2579;3;64
186;7865;269;29;64
187;7929;65;121;64
188;7993;881;9;64
189;8057;7993;1;64
190;8121;1151;7;64
191;8185;14;584;9
192;8194;271;30;64
193;8258;241;34;64
194;8322;4129;2;64
195;8386;73;114;64
196;8450;599;14;64
197;8514;65;130;64
198;8578;66;129;64
199;8642;857;10;72
200;8714;173;50;64
201;8778;4357;2;64
202;8842;66;133;64
203;8906;4421;2;64
204;8970;73;122;64
205;9034;65;138;64
206;9098;4517;2;64
207;9162;90;101;72
208;9234;70;131;64
209;9298;81;114;64
210;9362;4649;2;64
211;9426;151;62;64
212;9490;1571;6;64
213;9554;65;146;64
214;9618;281;34;64
215;9682;155;62;72
216;9754;85;114;64
217;9818;4877;2;64
218;9882;4909;2;64
219;9946;81;122;64
220;10010;4973;2;64
221;10074;65;154;64
222;10138;69;146;64
223;10202;1013;10;72
224;10274;1021;10;64
225;10338;467;22;64
226;10402;1723;6;64
227;10466;743;14;64
228;10530;5233;2;64
229;10594;65;162;64
230;10658;5297;2;64
231;10722;75;142;72
232;10794;74;145;64
233;10858;257;42;64
234;10922;89;122;64
235;10986;86;127;64
236;11050;1831;6;64
237;11114;65;170;64
238;11178;5557;2;64
239;11242;1117;10;72
240;11314;75;150;64
241;11378;5657;2;64
242;11442;5689;2;64
243;11506;1907;6;64
244;11570;523;22;64
245;11634;65;178;64
246;11698;277;42;64
247;11762;167;70;72
248;11834;107;110;64
249;11898;97;122;64
250;11962;661;18;64
251;12026;5981;2;64
252;12090;859;14;64
253;12154;65;186;64
254;12218;103;118;64
255;12282;4091;3;9
256;12291;12227;1;64
257;12355;241;51;64
258;12419;353;35;64
259;12483;1129;11;64
260;12547;73;171;64
261;12611;12547;1;64
262;12675;12611;1;64
263;12739;239;53;72
264;12811;607;21;64
265;12875;557;23;64
266;12939;103;125;64
267;13003;227;57;64
268;13067;13003;1;64
269;13131;73;179;64
270;13195;1459;9;64
271;13259;13187;1;72
272;13331;13267;1;64
273;13395;13331;1;64
274;13459;95;141;64
275;13523;313;43;64
276;13587;13523;1;64
277;13651;647;21;64
278;13715;73;187;64
279;13779;1523;9;72
280;13851;811;17;64
281;13915;81;171;64
282;13979;115;121;64
283;14043;1997;7;64
284;14107;93;151;64
285;14171;14107;1;64
286;14235;383;37;64
287;14299;347;41;72
288;14371;251;57;64
289;14435;2053;7;64
290;14499;2887;5;64
291;14563;81;179;64
292;14627;14563;1;64
293;14691;14627;1;64
294;14755;83;177;64
295;14819;14747;1;72
296;14891;14827;1;64
297;14955;14891;1;64
298;15019;997;15;64
299;15083;653;23;64
300;15147;15083;1;64
301;15211;81;187;64
302;15275;287;53;64
303;15339;727;21;72
304;15411;103;149;64
305;15475;467;33;64
306;15539;619;25;64
307;15603;379;41;64
308;15667;743;21;64
309;15731;15667;1;64
310;15795;15731;1;64
311;15859;15787;1;72
312;15931;123;129;64
313;15995;89;179;64
314;16059;457;35;64
315;16123;101;159;64
316;16187;701;23;64
317;16251;16187;1;64
318;16315;5417;3;64
319;16379;10;1637;9
320;16388;77;212;64
321;16452;68;241;64
322;16516;457;36;64
323;16580;4129;4;64
324;16644;829;20;64
325;16708;73;228;64
326;16772;4177;4;64
327;16836;127;132;72
328;16908;4211;4;64
329;16972;1409;12;64
