n;A045844;weight;level;jump
1;1;0;0;1
2;2;0;0;2
3;4;0;0;4
4;8;0;0;8
5;16;10;1;6
6;22;4;5;2
7;24;5;4;4
8;28;10;2;8
9;36;10;3;6
10;42;19;2;4
11;46;8;5;6
12;52;47;1;5
13;57;10;5;7
14;64;29;2;6
15;70;9;7;7
16;77;10;7;7
17;84;19;4;8
18;92;83;1;9
19;101;2;50;1
20;102;4;25;2
21;104;5;20;4
22;108;10;10;8
23;116;10;11;6
24;122;3;40;2
25;124;5;24;4
26;128;10;12;8
27;136;10;13;6
28;142;6;23;4
29;146;7;20;6
30;152;7;21;5
31;157;10;15;7
32;164;79;2;6
33;170;163;1;7
34;177;10;17;7
35;184;11;16;8
36;192;61;3;9
37;201;199;1;2
38;203;4;50;3
39;206;8;25;6
40;212;3;70;2
41;214;5;42;4
42;218;10;21;8
43;226;10;22;6
44;232;229;1;3
45;235;10;23;5
46;240;59;4;4
47;244;5;48;4
48;248;10;24;8
49;256;10;25;6
50;262;8;32;6
51;268;10;26;8
52;276;269;1;7
53;283;11;25;8
54;291;47;6;9
55;300;9;33;3
56;303;4;75;3
57;306;10;30;6
58;312;103;3;3
59;315;10;31;5
60;320;317;1;3
61;323;4;80;3
62;326;8;40;6
63;332;7;47;3
64;335;6;55;5
65;340;6;56;4
66;344;5;68;4
67;348;10;34;8
68;356;7;50;6
69;362;89;4;6
70;368;9;40;8
71;376;9;41;7
72;383;15;25;8
73;391;191;2;9
74;400;6;66;4
75;404;5;80;4
76;408;10;40;8
77;416;10;41;6
78;422;11;38;4
79;426;7;60;6
80;432;107;4;4
81;436;10;43;6
82;442;6;73;4
83;446;8;55;6
84;452;149;3;5
85;457;9;50;7
86;464;229;2;6
87;470;463;1;7
88;477;10;47;7
89;484;14;34;8
90;492;21;23;9
91;501;8;62;5
92;506;10;50;6
93;512;13;39;5
94;517;10;51;7
95;524;173;3;5
96;529;10;52;9
97;538;10;53;8
98;546;9;60;6
99;552;547;1;5
100;557;10;55;7
101;564;9;62;6
102;570;563;1;7
103;577;10;57;7
104;584;9;64;8
105;592;11;53;9
106;601;7;85;6
107;607;8;75;7
108;614;8;76;6
109;620;307;2;6
110;626;10;62;6
111;632;313;2;6
112;638;9;70;8
113;646;8;80;6
114;652;17;38;6
115;658;10;65;8
116;666;10;66;6
117;672;19;35;7
118;679;10;67;9
119;688;10;68;8
120;696;229;3;9
121;705;349;2;7
122;712;15;47;7
123;719;10;71;9
124;728;9;80;8
125;736;9;81;7
126;743;8;92;7
127;750;743;1;7
128;757;10;75;7
129;764;757;1;7
130;771;191;4;7
131;778;10;77;8
132;786;389;2;8
133;794;157;5;9
134;803;15;53;8
135;811;11;73;8
136;819;10;81;9
137;828;10;82;8
138;836;9;92;8
139;844;11;76;8
140;852;211;4;8
141;860;12;71;8
142;868;10;86;8
143;876;14;62;8
144;884;12;73;8
145;892;883;1;9
146;901;223;4;9
147;910;17;53;9
148;919;10;91;9
149;928;919;1;9
150;937;16;58;9
151;946;937;1;9
152;955;11;86;9
153;964;191;5;9
154;973;241;4;9
155;982;139;7;9
156;991;491;2;9
157;1000;3;333;1
158;1001;2;500;1
159;1002;4;250;2
160;1004;5;200;4
161;1008;10;100;8
162;1016;10;101;6
163;1022;3;340;2
164;1024;5;204;4
165;1028;10;102;8
166;1036;10;103;6
167;1042;6;173;4
168;1046;8;130;6
169;1052;349;3;5
170;1057;10;105;7
171;1064;23;46;6
172;1070;1063;1;7
173;1077;10;107;7
174;1084;269;4;8
175;1092;19;57;9
176;1101;2;550;1
177;1102;4;275;2
178;1104;5;220;4
179;1108;10;110;8
180;1116;10;111;6
181;1122;4;280;2
182;1124;5;224;4
183;1128;10;112;8
184;1136;10;113;6
185;1142;569;2;4
186;1146;10;114;6
187;1152;31;37;5
188;1157;10;115;7
189;1164;193;6;6
190;1170;1163;1;7
191;1177;9;130;7
192;1184;12;98;8
193;1192;13;91;9
194;1201;11;109;2
195;1203;4;300;3
196;1206;8;150;6
197;1212;5;242;2
198;1214;5;242;4
199;1218;10;121;8
200;1226;10;122;6
201;1232;1229;1;3
202;1235;6;205;5
203;1240;6;206;4
204;1244;5;248;4
205;1248;10;124;8
206;1256;10;125;6
207;1262;8;157;6
208;1268;9;140;8
209;1276;9;141;7
210;1283;15;85;8
211;1291;641;2;9
212;1300;1297;1;3
213;1303;4;325;3
214;1306;10;130;6
