n;A014313;weight;level;jump
1;31;0;0;16
2;47;13;3;8
3;55;17;3;4
4;59;3;19;2
5;61;2;30;1
6;62;45;1;17
7;79;71;1;8
8;87;83;1;4
9;91;89;1;2
10;93;2;46;1
11;94;17;5;9
12;103;9;11;4
13;107;3;35;2
14;109;2;54;1
15;110;7;15;5
16;115;113;1;2
17;117;2;58;1
18;118;5;23;3
19;121;2;60;1
20;122;3;40;2
21;124;21;5;19
22;143;9;15;8
23;151;7;21;4
24;155;3;51;2
25;157;2;78;1
26;158;149;1;9
27;167;163;1;4
28;171;13;13;2
29;173;2;86;1
30;174;13;13;5
31;179;3;59;2
32;181;2;90;1
33;182;179;1;3
34;185;2;92;1
35;186;4;46;2
36;188;59;3;11
37;199;5;39;4
38;203;3;67;2
39;205;2;102;1
40;206;67;3;5
41;211;11;19;2
42;213;2;106;1
43;214;211;1;3
44;217;2;108;1
45;218;3;72;2
46;220;71;3;7
47;227;3;75;2
48;229;2;114;1
49;230;227;1;3
50;233;2;116;1
51;234;4;58;2
52;236;7;33;5
53;241;2;120;1
54;242;3;80;2
55;244;5;48;4
56;248;25;9;23
57;271;263;1;8
58;279;5;55;4
59;283;281;1;2
60;285;2;142;1
61;286;277;1;9
62;295;97;3;4
63;299;3;99;2
64;301;2;150;1
65;302;9;33;5
66;307;5;61;2
67;309;2;154;1
68;310;307;1;3
69;313;2;156;1
70;314;3;104;2
71;316;61;5;11
72;327;17;19;4
73;331;7;47;2
74;333;2;166;1
75;334;7;47;5
76;339;337;1;2
77;341;2;170;1
78;342;113;3;3
79;345;2;172;1
80;346;4;86;2
81;348;11;31;7
82;355;353;1;2
83;357;2;178;1
84;358;5;71;3
85;361;2;180;1
86;362;3;120;2
87;364;359;1;5
88;369;2;184;1
89;370;4;92;2
90;372;8;46;4
91;376;19;19;15
92;391;9;43;4
93;395;3;131;2
94;397;2;198;1
95;398;131;3;5
96;403;401;1;2
97;405;2;202;1
98;406;13;31;3
99;409;2;204;1
100;410;3;136;2
101;412;9;45;7
102;419;3;139;2
103;421;2;210;1
104;422;419;1;3
105;425;2;212;1
106;426;4;106;2
107;428;9;47;5
108;433;2;216;1
109;434;3;144;2
110;436;6;72;4
111;440;13;33;11
112;451;449;1;2
113;453;2;226;1
114;454;11;41;3
115;457;2;228;1
116;458;3;152;2
117;460;7;65;5
118;465;2;232;1
119;466;4;116;2
120;468;8;58;4
121;472;463;1;9
122;481;2;240;1
123;482;3;160;2
124;484;5;96;4
125;488;10;48;8
126;496;93;5;31
127;527;173;3;8
128;535;9;59;4
129;539;3;179;2
130;541;2;270;1
131;542;13;41;9
132;551;547;1;4
133;555;7;79;2
134;557;2;278;1
135;558;7;79;5
136;563;3;187;2
137;565;2;282;1
138;566;563;1;3
139;569;2;284;1
140;570;4;142;2
141;572;17;33;11
142;583;193;3;4
143;587;3;195;2
144;589;2;294;1
145;590;9;65;5
146;595;593;1;2
147;597;2;298;1
148;598;5;119;3
149;601;2;300;1
150;602;3;200;2
151;604;199;3;7
152;611;3;203;2
153;613;2;306;1
154;614;13;47;3
155;617;2;308;1
156;618;4;154;2
157;620;15;41;5
158;625;2;312;1
159;626;3;208;2
160;628;6;104;4
161;632;617;1;15
162;647;643;1;4
163;651;11;59;2
164;653;2;326;1
165;654;11;59;5
166;659;3;219;2
167;661;2;330;1
168;662;659;1;3
169;665;2;332;1
170;666;4;166;2
171;668;661;1;7
172;675;673;1;2
173;677;2;338;1
174;678;5;135;3
175;681;2;340;1
176;682;4;170;2
177;684;7;97;5
178;689;2;344;1
179;690;4;172;2
180;692;8;86;4
181;696;137;5;11
182;707;3;235;2
183;709;2;354;1
184;710;7;101;3
185;713;2;356;1
186;714;4;178;2
187;716;9;79;5
188;721;2;360;1
189;722;3;240;2
190;724;5;144;4
191;728;719;1;9
192;737;2;368;1
193;738;4;184;2
194;740;8;92;4
195;744;16;46;8
196;752;27;27;23
197;775;257;3;4
198;779;3;259;2
199;781;2;390;1
200;782;7;111;5
201;787;5;157;2
202;789;2;394;1
203;790;787;1;3
204;793;2;396;1
205;794;3;264;2
206;796;263;3;7
207;803;3;267;2
208;805;2;402;1
209;806;11;73;3
210;809;2;404;1
211;810;4;202;2
212;812;269;3;5
213;817;2;408;1
214;818;3;272;2
215;820;6;136;4
216;824;271;3;11
217;835;7;119;2
218;837;2;418;1
219;838;5;167;3
220;841;2;420;1
221;842;3;280;2
222;844;839;1;5
223;849;2;424;1
224;850;4;212;2
225;852;8;106;4
226;856;11;77;9
227;865;2;432;1
228;866;3;288;2
229;868;6;144;4
230;872;9;96;8
231;880;21;41;19
232;899;3;299;2
233;901;2;450;1
234;902;29;31;3
235;905;2;452;1
236;906;4;226;2
237;908;7;129;5
238;913;2;456;1
239;914;3;304;2
240;916;6;152;4
241;920;911;1;9
242;929;2;464;1
243;930;4;232;2
244;932;8;116;4
245;936;16;58;8
246;944;103;9;17
247;961;2;480;1
248;962;3;320;2
249;964;5;192;4
250;968;10;96;8
251;976;20;48;16
252;992;63;15;47
253;1039;1031;1;8
254;1047;7;149;4
255;1051;1049;1;2
256;1053;2;526;1
257;1054;11;95;9
258;1063;353;3;4
259;1067;3;355;2
260;1069;2;534;1
261;1070;15;71;5
262;1075;29;37;2
263;1077;2;538;1
264;1078;5;215;3
265;1081;2;540;1
266;1082;3;360;2
267;1084;29;37;11
268;1095;1091;1;4
269;1099;1097;1;2
270;1101;2;550;1
271;1102;1097;1;5
272;1107;5;221;2
273;1109;2;554;1
274;1110;9;123;3
275;1113;2;556;1
276;1114;4;278;2
277;1116;1109;1;7
278;1123;19;59;2
279;1125;2;562;1
280;1126;1123;1;3
281;1129;2;564;1
282;1130;3;376;2
283;1132;7;161;5
284;1137;2;568;1
285;1138;4;284;2
286;1140;8;142;4
287;1144;1129;1;15
288;1159;5;231;4
289;1163;3;387;2
290;1165;2;582;1
291;1166;9;129;5
292;1171;7;167;2
293;1173;2;586;1
294;1174;1171;1;3
295;1177;2;588;1
296;1178;3;392;2
297;1180;17;69;7
298;1187;3;395;2
299;1189;2;594;1
300;1190;1187;1;3
301;1193;2;596;1
302;1194;4;298;2
303;1196;397;3;5
304;1201;2;600;1
305;1202;3;400;2
306;1204;5;240;4
307;1208;19;63;11
308;1219;1217;1;2
309;1221;2;610;1
310;1222;23;53;3
311;1225;2;612;1
312;1226;3;408;2
313;1228;1223;1;5
314;1233;2;616;1
315;1234;4;308;2
316;1236;7;176;4
317;1240;1231;1;9
318;1249;2;624;1
319;1250;3;416;2
320;1252;6;208;4
321;1256;12;104;8
322;1264;73;17;23
323;1287;1283;1;4
324;1291;1289;1;2
325;1293;2;646;1
326;1294;1289;1;5
327;1299;1297;1;2
328;1301;2;650;1
329;1302;433;3;3
330;1305;2;652;1
331;1306;4;326;2
332;1308;1301;1;7
333;1315;13;101;2
334;1317;2;658;1
335;1318;5;263;3
336;1321;2;660;1
337;1322;3;440;2
338;1324;1319;1;5
339;1329;2;664;1
340;1330;4;332;2
341;1332;8;166;4
342;1336;25;53;11
343;1347;5;269;2
344;1349;2;674;1
345;1350;449;3;3
346;1353;2;676;1
347;1354;4;338;2
348;1356;7;193;5
349;1361;2;680;1
350;1362;4;340;2
351;1364;5;272;4
352;1368;151;9;9
353;1377;2;688;1
354;1378;4;344;2
355;1380;8;172;4
356;1384;16;86;8
357;1392;1373;1;19
358;1411;1409;1;2
359;1413;2;706;1
360;1414;17;83;3
361;1417;2;708;1
362;1418;3;472;2
363;1420;283;5;5
364;1425;2;712;1
365;1426;4;356;2
366;1428;8;178;4
367;1432;1423;1;9
368;1441;2;720;1
369;1442;3;480;2
370;1444;5;288;4
371;1448;9;160;8
372;1456;1439;1;17
373;1473;2;736;1
374;1474;4;368;2
375;1476;8;184;4
376;1480;16;92;8
377;1488;23;64;16
378;1504;293;5;39
379;1543;9;171;4
380;1547;3;515;2
381;1549;2;774;1
382;1550;15;103;5
383;1555;1553;1;2
384;1557;2;778;1
385;1558;5;311;3
386;1561;2;780;1
387;1562;3;520;2
388;1564;9;173;7
389;1571;3;523;2
390;1573;2;786;1
391;1574;1571;1;3
392;1577;2;788;1
393;1578;4;394;2
394;1580;7;225;5
395;1585;2;792;1
396;1586;3;528;2
397;1588;6;264;4
398;1592;17;93;11
399;1603;1601;1;2
400;1605;2;802;1
401;1606;7;229;3
402;1609;2;804;1
403;1610;3;536;2
404;1612;1607;1;5
405;1617;2;808;1
406;1618;4;404;2
407;1620;8;202;4
408;1624;17;95;9
409;1633;2;816;1
410;1634;3;544;2
411;1636;6;272;4
412;1640;12;136;8
413;1648;181;9;19
414;1667;3;555;2
415;1669;2;834;1
416;1670;1667;1;3
417;1673;2;836;1
418;1674;4;418;2
419;1676;557;3;5
420;1681;2;840;1
421;1682;3;560;2
422;1684;5;336;4
