n;A039004;weight;level;jump
1;0;0;0;3
2;3;0;0;3
3;6;0;0;3
4;9;6;1;3
5;12;9;1;3
6;15;4;3;3
7;18;12;1;6
8;24;7;3;3
9;27;4;6;3
10;30;9;3;3
11;33;5;6;3
12;36;11;3;3
13;39;11;3;6
14;45;6;7;3
15;48;5;9;3
16;51;4;12;3
17;54;17;3;3
18;57;6;9;3
19;60;19;3;3
20;63;4;15;3
21;66;10;6;6
22;72;23;3;3
23;75;4;18;3
24;78;22;3;12
25;90;7;12;6
26;96;31;3;3
27;99;4;24;3
28;102;9;11;3
29;105;6;17;3
30;108;5;21;3
31;111;4;27;3
32;114;9;12;6
33;120;9;13;3
34;123;4;30;3
35;126;41;3;3
36;129;6;21;3
37;132;43;3;3
38;135;43;3;6
39;141;6;23;3
40;144;47;3;3
41;147;4;36;3
42;150;7;21;3
43;153;5;30;3
44;156;9;17;3
45;159;9;17;6
46;165;17;9;12
47;177;6;29;3
48;180;59;3;3
49;183;59;3;6
50;189;6;31;3
51;192;7;27;3
52;195;4;48;3
53;198;5;39;3
54;201;6;33;3
55;204;67;3;3
56;207;4;51;3
57;210;12;17;6
58;216;71;3;3
59;219;4;54;3
60;222;73;3;3
61;225;6;37;3
62;228;5;45;3
63;231;9;25;6
64;237;6;39;3
65;240;79;3;3
66;243;4;60;3
67;246;9;27;3
68;249;6;41;3
69;252;83;3;3
70;255;4;63;3
71;258;7;36;6
72;264;9;29;3
73;267;4;66;3
74;270;43;6;12
75;282;12;23;6
76;288;5;57;3
77;291;4;72;3
78;294;97;3;3
79;297;6;49;3
80;300;9;33;3
81;303;4;75;3
82;306;10;30;6
83;312;103;3;3
84;315;4;78;3
85;318;17;18;12
86;330;34;9;24
87;354;12;29;6
88;360;7;51;3
89;363;4;90;3
90;366;59;6;12
91;378;12;31;6
92;384;127;3;3
93;387;4;96;3
94;390;9;43;3
95;393;5;78;3
96;396;131;3;3
97;399;4;99;3
98;402;9;44;6
99;408;5;81;3
100;411;4;102;3
101;414;137;3;3
102;417;6;69;3
103;420;139;3;3
104;423;139;3;6
105;429;6;71;3
106;432;11;39;3
107;435;4;108;3
108;438;5;87;3
109;441;6;73;3
110;444;7;63;3
111;447;4;111;3
112;450;12;37;6
113;456;151;3;3
114;459;4;114;3
115;462;15;30;12
116;474;9;52;6
117;480;9;53;3
118;483;4;120;3
119;486;7;69;3
120;489;6;81;3
121;492;163;3;3
122;495;4;123;3
123;498;12;41;6
124;504;167;3;3
125;507;4;126;3
126;510;13;39;3
127;513;5;102;3
128;516;9;57;3
129;519;9;57;6
130;525;6;87;3
131;528;5;105;3
132;531;4;132;3
133;534;9;59;3
134;537;6;89;3
135;540;179;3;3
136;543;179;3;6
137;549;179;3;12
138;561;6;93;3
139;564;11;51;3
140;567;11;51;6
141;573;5;114;3
142;576;191;3;3
143;579;4;144;3
144;582;193;3;3
145;585;6;97;3
146;588;5;117;3
147;591;4;147;3
148;594;7;84;6
149;600;199;3;3
150;603;4;150;3
151;606;9;67;3
152;609;6;101;3
153;612;7;87;3
154;615;7;87;6
155;621;6;103;3
156;624;9;69;3
157;627;4;156;3
158;630;11;57;3
159;633;5;126;3
