n;A004611;weight;level;jump
1;1;0;0;6
2;7;0;0;6
3;13;7;1;6
4;19;0;0;12
5;31;25;1;6
6;37;31;1;6
7;43;37;1;6
8;49;37;1;12
9;61;11;5;6
10;67;61;1;6
11;73;67;1;6
12;79;67;1;12
13;91;17;5;6
14;97;7;13;6
15;103;97;1;6
16;109;91;1;18
17;127;11;11;6
18;133;127;1;6
19;139;127;1;12
20;151;29;5;6
21;157;151;1;6
22;163;157;1;6
23;169;157;1;12
24;181;13;13;12
25;193;11;17;6
26;199;17;11;12
27;211;41;5;6
28;217;211;1;6
29;223;7;31;6
30;229;31;7;12
31;241;47;5;6
32;247;47;5;12
33;259;13;19;12
34;271;53;5;6
35;277;271;1;6
36;283;53;5;18
37;301;59;5;6
38;307;7;43;6
39;313;59;5;18
40;331;13;25;6
41;337;331;1;6
42;343;337;1;6
43;349;337;1;12
44;361;71;5;6
45;367;19;19;6
46;373;367;1;6
47;379;19;19;18
48;397;17;23;6
49;403;397;1;6
50;409;397;1;12
51;421;83;5;6
52;427;421;1;6
53;433;7;61;6
54;439;421;1;18
55;457;11;41;6
56;463;457;1;6
57;469;457;1;12
58;481;19;25;6
59;487;19;25;12
60;499;487;1;12
61;511;499;1;12
62;523;101;5;18
63;541;107;5;6
64;547;541;1;6
65;553;547;1;6
66;559;547;1;12
67;571;113;5;6
68;577;113;5;12
69;589;577;1;12
70;601;7;85;6
71;607;601;1;6
72;613;607;1;6
73;619;607;1;12
74;631;25;25;6
75;637;631;1;6
76;643;25;25;18
77;661;59;11;12
78;673;23;29;6
79;679;23;29;12
80;691;97;7;12
81;703;17;41;6
82;709;17;41;12
83;721;11;65;6
84;727;7;103;6
85;733;727;1;6
86;739;727;1;12
87;751;149;5;6
88;757;751;1;6
89;763;757;1;6
90;769;751;1;18
91;787;11;71;6
92;793;25;31;18
93;811;7;115;6
94;817;811;1;6
95;823;19;43;6
96;829;35;23;24
97;853;7;121;6
98;859;77;11;12
99;871;173;5;6
100;877;13;67;6
101;883;877;1;6
102;889;67;13;18
103;907;179;5;12
