n;A004744;weight;level;jump
1;0;0;0;1
2;1;0;0;1
3;2;0;0;1
4;3;2;1;1
5;4;3;1;1
6;5;2;2;1
7;6;5;1;1
8;7;2;3;1
9;8;7;1;1
10;9;2;4;1
11;10;4;2;2
12;12;11;1;1
13;13;2;6;1
14;14;13;1;1
15;15;2;7;1
16;16;3;5;1
17;17;2;8;1
18;18;4;4;2
19;20;19;1;1
20;21;6;3;3
21;24;23;1;1
22;25;2;12;1
23;26;3;8;2
24;28;3;9;1
25;29;2;14;1
26;30;29;1;1
27;31;2;15;1
28;32;31;1;1
29;33;2;16;1
30;34;4;8;2
31;36;5;7;1
32;37;17;2;3
33;40;3;13;1
34;41;2;20;1
35;42;9;4;6
36;48;47;1;1
37;49;2;24;1
38;50;3;16;2
39;52;3;17;1
40;53;5;10;3
41;56;5;11;1
42;57;2;28;1
43;58;4;14;2
44;60;59;1;1
45;61;2;30;1
46;62;61;1;1
47;63;2;31;1
48;64;3;21;1
49;65;2;32;1
50;66;4;16;2
51;68;67;1;1
52;69;6;11;3
53;72;71;1;1
54;73;2;36;1
55;74;17;4;6
56;80;79;1;1
57;81;2;40;1
58;82;4;20;2
59;84;83;1;1
60;85;37;2;11
61;96;5;19;1
62;97;2;48;1
63;98;3;32;2
64;100;3;33;1
65;101;7;14;3
66;104;103;1;1
67;105;2;52;1
68;106;10;10;6
69;112;3;37;1
70;113;2;56;1
71;114;4;28;2
72;116;5;23;1
73;117;6;19;3
74;120;7;17;1
75;121;2;60;1
76;122;3;40;2
77;124;3;41;1
78;125;2;62;1
79;126;5;25;1
80;127;2;63;1
81;128;127;1;1
82;129;2;64;1
83;130;4;32;2
84;132;131;1;1
85;133;5;26;3
86;136;3;45;1
87;137;2;68;1
88;138;11;12;6
89;144;11;13;1
90;145;2;72;1
91;146;3;48;2
92;148;3;49;1
93;149;23;6;11
94;160;3;53;1
95;161;2;80;1
96;162;4;40;2
97;164;163;1;1
98;165;6;27;3
99;168;167;1;1
100;169;2;84;1
101;170;37;4;22
102;192;191;1;1
103;193;2;96;1
104;194;3;64;2
105;196;3;65;1
106;197;97;2;3
107;200;199;1;1
108;201;2;100;1
109;202;7;28;6
110;208;3;69;1
111;209;2;104;1
112;210;4;52;2
113;212;211;1;1
114;213;101;2;11
115;224;223;1;1
116;225;2;112;1
117;226;4;56;2
118;228;227;1;1
119;229;113;2;3
120;232;3;77;1
121;233;2;116;1
122;234;12;19;6
123;240;239;1;1
124;241;2;120;1
125;242;3;80;2
126;244;3;81;1
127;245;11;22;3
128;248;13;19;1
129;249;2;124;1
130;250;4;62;2
131;252;251;1;1
132;253;2;126;1
133;254;11;23;1
134;255;2;127;1
135;256;3;85;1
136;257;2;128;1
137;258;4;64;2
138;260;7;37;1
139;261;6;43;3
140;264;263;1;1
141;265;2;132;1
142;266;10;26;6
143;272;271;1;1
144;273;2;136;1
145;274;4;68;2
146;276;5;55;1
147;277;14;19;11
148;288;7;41;1
149;289;2;144;1
150;290;3;96;2
151;292;3;97;1
152;293;5;58;3
153;296;5;59;1
154;297;2;148;1
155;298;23;12;22
156;320;11;29;1
157;321;2;160;1
158;322;4;80;2
159;324;17;19;1
160;325;7;46;3
161;328;3;109;1
162;329;2;164;1
163;330;9;36;6
164;336;5;67;1
165;337;2;168;1
166;338;3;112;2
167;340;3;113;1
168;341;149;2;43
169;384;383;1;1
170;385;2;192;1
171;386;3;128;2
172;388;3;129;1
173;389;193;2;3
174;392;17;23;1
175;393;2;196;1
176;394;97;4;6
177;400;3;133;1
178;401;2;200;1
179;402;4;100;2
180;404;13;31;1
181;405;197;2;11
182;416;5;83;1
183;417;2;208;1
184;418;4;104;2
185;420;419;1;1
186;421;11;38;3
187;424;3;141;1
188;425;2;212;1
189;426;101;4;22
190;448;3;149;1
191;449;2;224;1
192;450;4;112;2
193;452;11;41;1
194;453;5;90;3
195;456;5;91;1
196;457;2;228;1
197;458;113;4;6
198;464;463;1;1
199;465;2;232;1
200;466;4;116;2
201;468;467;1;1
202;469;229;2;11
203;480;479;1;1
204;481;2;240;1
205;482;3;160;2
206;484;3;161;1
207;485;241;2;3
208;488;487;1;1
209;489;2;244;1
210;490;11;44;6
211;496;3;165;1
212;497;2;248;1
213;498;4;124;2
214;500;499;1;1
215;501;6;83;3
216;504;503;1;1
217;505;2;252;1
218;506;3;168;2
219;508;3;169;1
220;509;2;254;1
221;510;509;1;1
222;511;2;255;1
223;512;7;73;1
224;513;2;256;1
225;514;4;128;2
226;516;5;103;1
227;517;257;2;3
228;520;3;173;1
229;521;2;260;1
230;522;12;43;6
231;528;17;31;1
232;529;2;264;1
233;530;3;176;2
234;532;3;177;1
235;533;18;29;11
236;544;3;181;1
237;545;2;272;1
238;546;4;136;2
239;548;547;1;1
240;549;6;91;3
241;552;19;29;1
242;553;2;276;1
243;554;28;19;22
244;576;5;115;1
245;577;2;288;1
246;578;3;192;2
247;580;3;193;1
248;581;17;34;3
249;584;11;53;1
250;585;2;292;1
251;586;10;58;6
252;592;3;197;1
253;593;2;296;1
254;594;4;148;2
255;596;5;119;1
256;597;277;2;43
257;640;3;213;1
258;641;2;320;1
259;642;4;160;2
260;644;643;1;1
261;645;6;107;3
262;648;647;1;1
263;649;2;324;1
264;650;7;92;6
265;656;5;131;1
266;657;2;328;1
267;658;4;164;2
268;660;659;1;1
269;661;13;50;11
270;672;11;61;1
271;673;2;336;1
272;674;3;224;2
273;676;3;225;1
274;677;337;2;3
275;680;7;97;1
276;681;2;340;1
277;682;149;4;86
278;768;13;59;1
279;769;2;384;1
280;770;3;256;2
281;772;3;257;1
282;773;5;154;3
283;776;5;155;1
284;777;2;388;1
285;778;193;4;6
286;784;3;261;1
287;785;2;392;1
288;786;4;196;2
289;788;787;1;1
290;789;389;2;11
291;800;17;47;1
292;801;2;400;1
293;802;4;200;2
294;804;11;73;1
295;805;401;2;3
296;808;3;269;1
297;809;2;404;1
298;810;197;4;22
299;832;3;277;1
300;833;2;416;1
301;834;4;208;2
302;836;5;167;1
303;837;6;139;3
304;840;839;1;1
305;841;2;420;1
306;842;11;76;6
307;848;7;121;1
308;849;2;424;1
309;850;4;212;2
310;852;23;37;1
311;853;45;18;43
312;896;5;179;1
313;897;2;448;1
314;898;4;224;2
315;900;29;31;1
316;901;449;2;3
317;904;3;301;1
318;905;2;452;1
319;906;9;100;6
320;912;911;1;1
321;913;2;456;1
322;914;3;304;2
323;916;3;305;1
324;917;151;6;11
325;928;3;309;1
326;929;2;464;1
327;930;4;232;2
328;932;7;133;1
329;933;5;186;3
330;936;5;187;1
331;937;2;468;1
332;938;229;4;22
333;960;7;137;1
334;961;2;480;1
335;962;3;320;2
336;964;3;321;1
337;965;13;74;3
338;968;967;1;1
339;969;2;484;1
340;970;241;4;6
341;976;3;325;1
342;977;2;488;1
343;978;4;244;2
344;980;11;89;1
345;981;97;10;11
346;992;991;1;1
347;993;2;496;1
348;994;4;248;2
349;996;5;199;1
350;997;7;142;3
351;1000;3;333;1
352;1001;2;500;1
353;1002;12;83;6
354;1008;19;53;1
355;1009;2;504;1
356;1010;3;336;2
357;1012;3;337;1
358;1013;5;202;3
359;1016;5;203;1
360;1017;2;508;1
