n;A004613;weight;level;jump
1;1;0;0;4
2;5;0;0;8
3;13;9;1;4
4;17;9;1;8
5;25;7;3;4
6;29;21;1;8
7;37;11;3;4
8;41;29;1;12
9;53;9;5;8
10;61;19;3;4
11;65;19;3;8
12;73;61;1;12
13;85;9;9;4
14;89;9;9;8
15;97;31;3;4
16;101;31;3;8
17;109;5;21;4
18;113;101;1;12
19;125;113;1;12
20;137;43;3;8
21;145;47;3;4
22;149;47;3;8
23;157;29;5;12
24;169;5;33;4
25;173;11;15;8
26;181;59;3;4
27;185;59;3;8
28;193;7;27;4
29;197;9;21;8
30;205;21;9;16
31;221;71;3;8
32;229;5;45;4
33;233;9;25;8
34;241;25;9;16
35;257;83;3;8
36;265;9;29;4
37;269;9;29;8
38;277;7;39;4
39;281;13;21;8
40;289;5;57;4
41;293;281;1;12
42;305;9;33;8
43;313;103;3;4
44;317;103;3;8
45;325;313;1;12
46;337;13;25;12
47;349;5;69;4
48;353;31;11;12
49;365;17;21;8
50;373;9;41;4
51;377;73;5;12
52;389;127;3;8
53;397;131;3;4
54;401;131;3;8
55;409;397;1;12
56;421;139;3;4
57;425;139;3;8
58;433;421;1;12
59;445;7;63;4
60;449;9;49;8
61;457;151;3;4
62;461;21;21;20
63;481;9;53;4
64;485;9;53;8
65;493;13;37;12
66;505;167;3;4
67;509;71;7;12
68;521;509;1;12
69;533;15;35;8
70;541;179;3;4
71;545;13;41;12
72;557;9;61;8
73;565;11;51;4
74;569;11;51;8
75;577;17;33;16
76;593;9;65;8
77;601;19;31;12
78;613;7;87;4
79;617;21;29;8
80;625;9;69;4
81;629;617;1;12
82;641;17;37;12
83;653;15;43;8
84;661;59;11;12
85;673;223;3;4
86;677;223;3;8
87;685;227;3;4
88;689;227;3;8
89;697;7;99;4
90;701;9;77;8
91;709;21;33;16
92;725;239;3;8
93;733;103;7;12
94;745;733;1;12
95;757;251;3;4
96;761;251;3;8
97;769;5;153;4
98;773;761;1;12
99;785;21;37;8
100;793;263;3;4
101;797;157;5;12
102;809;797;1;12
103;821;271;3;8
104;829;19;43;12
105;841;9;93;4
106;845;9;93;8
107;853;283;3;4
108;857;283;3;8
109;865;853;1;12
110;877;9;97;4
111;881;21;41;20
112;901;13;69;4
113;905;59;15;20
114;925;307;3;4
115;929;307;3;8
116;937;311;3;4
117;941;311;3;8
118;949;5;189;4
119;953;941;1;12
120;965;953;1;12
121;977;17;57;8
122;985;139;7;12
123;997;197;5;12
124;1009;5;201;4
125;1013;15;67;8
126;1021;9;113;4
127;1025;9;113;8
128;1033;7;147;4
129;1037;25;41;12
130;1049;17;61;12
131;1061;9;117;8
132;1069;5;213;4
133;1073;27;39;20
134;1093;9;121;4
135;1097;9;121;8
136;1105;367;3;4
137;1109;367;3;8
138;1117;13;85;12
139;1129;21;53;16
140;1145;379;3;8
141;1153;383;3;4
142;1157;383;3;8
143;1165;383;3;16
144;1181;17;69;8
145;1189;5;237;4
146;1193;15;79;8
147;1201;7;171;4
148;1205;9;133;8
149;1213;13;93;4
150;1217;241;5;12
151;1229;11;111;8
152;1237;9;137;4
153;1241;9;137;8
154;1249;1237;1;12
155;1261;83;15;16
156;1277;9;141;8
157;1285;7;183;4
158;1289;21;61;8
159;1297;431;3;4
160;1301;1289;1;12
161;1313;9;145;8
162;1321;439;3;4
163;1325;29;45;20
164;1345;443;3;16
165;1361;11;123;8
166;1369;5;273;4
167;1373;13;105;8
168;1381;9;153;4
169;1385;21;65;20
170;1405;467;3;4
171;1409;467;3;8
172;1417;281;5;12
173;1429;5;285;4
174;1433;29;49;12
175;1445;479;3;8
176;1453;131;11;12
177;1465;487;3;4
178;1469;31;47;12
179;1481;491;3;8
180;1489;5;297;4
181;1493;491;3;20
182;1513;503;3;4
183;1517;503;3;8
184;1525;17;89;12
185;1537;25;61;12
186;1549;5;309;4
187;1553;23;67;12
188;1565;103;15;20
189;1585;13;121;12
190;1597;9;177;4
191;1601;9;177;8
192;1609;5;321;4
193;1613;15;107;8
194;1621;7;231;4
195;1625;1613;1;12
196;1637;13;125;12
197;1649;547;3;8
198;1657;35;47;12
199;1669;1657;1;12
200;1681;13;129;4
201;1685;13;129;8
202;1693;563;3;4
203;1697;337;5;12
204;1709;9;189;8
205;1717;571;3;4
206;1721;1709;1;12
207;1733;15;115;8
208;1741;9;193;4
209;1745;9;193;8
210;1753;1741;1;12
211;1765;587;3;4
212;1769;587;3;8
213;1777;9;197;4
214;1781;9;197;8
215;1789;1777;1;12
216;1801;1777;1;24
217;1825;599;3;28
218;1853;9;205;8
219;1861;619;3;4
220;1865;619;3;8
221;1873;7;267;4
222;1877;21;89;8
223;1885;9;209;4
224;1889;1877;1;12
225;1901;1889;1;12
226;1913;15;127;8
227;1921;23;83;12
228;1933;643;3;4
229;1937;643;3;8
230;1945;647;3;4
231;1949;13;149;12
232;1961;1949;1;12
233;1973;37;53;12
234;1985;659;3;8
235;1993;9;221;4
236;1997;9;221;8
237;2005;1993;1;12
238;2017;401;5;12
239;2029;2017;1;12
240;2041;7;291;4
241;2045;21;97;8
242;2053;21;97;16
243;2069;17;121;12
244;2081;691;3;8
245;2089;691;3;16
246;2105;9;233;8
247;2113;19;111;4
248;2117;19;111;8
249;2125;7;303;4
250;2129;21;101;8
251;2137;9;237;4
252;2141;2129;1;12
253;2153;11;195;8
254;2161;719;3;4
255;2165;719;3;8
256;2173;307;7;24
257;2197;727;3;16
258;2213;9;245;8
259;2221;739;3;4
260;2225;2213;1;12
261;2237;743;3;8
262;2245;9;249;4
263;2249;9;249;8
264;2257;449;5;12
265;2269;5;453;4
266;2273;15;151;8
267;2281;9;253;4
268;2285;9;253;8
269;2293;7;327;4
270;2297;21;109;8
271;2305;13;177;4
272;2309;21;109;20
273;2329;5;465;4
274;2333;15;155;8
275;2341;17;137;12
276;2353;9;261;4
277;2357;41;57;20
278;2377;7;339;4
279;2381;21;113;8
280;2389;5;477;4
281;2393;2381;1;12
282;2405;2393;1;12
283;2417;11;219;8
284;2425;19;127;12
285;2437;811;3;4
286;2441;2417;1;24
287;2465;9;273;8
288;2473;823;3;4
289;2477;223;11;24
290;2501;9;277;8
291;2509;227;11;12
292;2521;839;3;4
293;2525;839;3;8
294;2533;2521;1;12
295;2545;7;363;4
296;2549;11;231;8
297;2557;23;111;4
298;2561;21;121;20
299;2581;367;7;12
300;2593;29;89;12
301;2605;9;289;4
302;2609;9;289;8
303;2617;13;201;4
304;2621;2609;1;12
305;2633;2609;1;24
306;2657;883;3;8
307;2665;887;3;4
308;2669;887;3;8
309;2677;13;205;12
