n;A003796;weight;level;jump
1;0;0;0;1
2;1;0;0;1
3;2;0;0;1
4;3;2;1;1
5;4;3;1;1
6;5;2;2;1
7;6;5;1;1
8;7;5;1;2
9;9;2;4;1
10;10;3;3;1
11;11;2;5;1
12;12;11;1;1
13;13;2;6;1
14;14;13;1;1
15;15;4;3;3
16;18;17;1;1
17;19;2;9;1
18;20;19;1;1
19;21;2;10;1
20;22;3;7;1
21;23;3;7;2
22;25;2;12;1
23;26;5;5;1
24;27;2;13;1
25;28;3;9;1
26;29;2;14;1
27;30;29;1;1
28;31;13;2;5
29;36;5;7;1
30;37;2;18;1
31;38;37;1;1
32;39;37;1;2
33;41;2;20;1
34;42;41;1;1
35;43;2;21;1
36;44;43;1;1
37;45;2;22;1
38;46;3;15;1
39;47;4;11;3
40;50;7;7;1
41;51;2;25;1
42;52;3;17;1
43;53;2;26;1
44;54;53;1;1
45;55;53;1;2
46;57;2;28;1
47;58;3;19;1
48;59;2;29;1
49;60;59;1;1
50;61;2;30;1
51;62;61;1;1
52;63;53;1;10
53;73;2;36;1
54;74;73;1;1
55;75;2;37;1
56;76;3;25;1
57;77;2;38;1
58;78;7;11;1
59;79;4;19;3
60;82;3;27;1
61;83;2;41;1
62;84;83;1;1
63;85;2;42;1
64;86;5;17;1
65;87;5;17;2
66;89;2;44;1
67;90;89;1;1
68;91;2;45;1
69;92;7;13;1
70;93;2;46;1
71;94;3;31;1
72;95;6;15;5
73;100;3;33;1
74;101;2;50;1
75;102;101;1;1
76;103;101;1;2
77;105;2;52;1
78;106;3;35;1
79;107;2;53;1
80;108;107;1;1
81;109;2;54;1
82;110;109;1;1
83;111;4;27;3
84;114;113;1;1
85;115;2;57;1
86;116;5;23;1
87;117;2;58;1
88;118;3;39;1
89;119;3;39;2
90;121;2;60;1
91;122;11;11;1
92;123;2;61;1
93;124;3;41;1
94;125;2;62;1
95;126;5;25;1
96;127;27;4;19
97;146;5;29;1
98;147;2;73;1
99;148;3;49;1
100;149;2;74;1
101;150;149;1;1
102;151;149;1;2
103;153;2;76;1
104;154;3;51;1
105;155;2;77;1
106;156;5;31;1
107;157;2;78;1
108;158;157;1;1
109;159;7;22;5
110;164;163;1;1
111;165;2;82;1
112;166;3;55;1
113;167;3;55;2
114;169;2;84;1
115;170;13;13;1
116;171;2;85;1
117;172;3;57;1
118;173;2;86;1
119;174;173;1;1
120;175;4;43;3
121;178;3;59;1
122;179;2;89;1
123;180;179;1;1
124;181;2;90;1
125;182;181;1;1
126;183;181;1;2
127;185;2;92;1
128;186;5;37;1
129;187;2;93;1
130;188;11;17;1
131;189;2;94;1
132;190;3;63;1
133;191;181;1;10
134;201;2;100;1
135;202;3;67;1
136;203;2;101;1
137;204;7;29;1
138;205;2;102;1
139;206;5;41;1
140;207;4;51;3
141;210;11;19;1
142;211;2;105;1
143;212;211;1;1
144;213;2;106;1
145;214;3;71;1
146;215;3;71;2
147;217;2;108;1
148;218;7;31;1
149;219;2;109;1
150;220;3;73;1
151;221;2;110;1
152;222;13;17;1
153;223;109;2;5
154;228;227;1;1
155;229;2;114;1
156;230;229;1;1
157;231;229;1;2
158;233;2;116;1
159;234;233;1;1
160;235;2;117;1
161;236;5;47;1
162;237;2;118;1
163;238;3;79;1
164;239;4;59;3
165;242;241;1;1
166;243;2;121;1
167;244;3;81;1
168;245;2;122;1
169;246;5;49;1
170;247;5;49;2
171;249;2;124;1
172;250;3;83;1
173;251;2;125;1
174;252;251;1;1
175;253;2;126;1
176;254;11;23;1
177;255;109;2;37
178;292;3;97;1
179;293;2;146;1
180;294;293;1;1
181;295;293;1;2
182;297;2;148;1
183;298;3;99;1
184;299;2;149;1
185;300;13;23;1
186;301;2;150;1
187;302;7;43;1
188;303;4;75;3
189;306;5;61;1
190;307;2;153;1
191;308;307;1;1
192;309;2;154;1
193;310;3;103;1
194;311;3;103;2
195;313;2;156;1
196;314;313;1;1
197;315;2;157;1
198;316;3;105;1
199;317;2;158;1
200;318;317;1;1
201;319;103;3;10
202;329;2;164;1
203;330;7;47;1
204;331;2;165;1
205;332;331;1;1
206;333;2;166;1
207;334;3;111;1
208;335;4;83;3
209;338;337;1;1
210;339;2;169;1
211;340;3;113;1
212;341;2;170;1
213;342;11;31;1
214;343;11;31;2
215;345;2;172;1
216;346;3;115;1
217;347;2;173;1
218;348;347;1;1
219;349;2;174;1
220;350;349;1;1
221;351;173;2;5
222;356;5;71;1
223;357;2;178;1
224;358;3;119;1
225;359;3;119;2
226;361;2;180;1
227;362;19;19;1
228;363;2;181;1
229;364;3;121;1
230;365;2;182;1
231;366;5;73;1
232;367;4;91;3
233;370;3;123;1
234;371;2;185;1
235;372;7;53;1
236;373;2;186;1
237;374;373;1;1
238;375;373;1;2
239;377;2;188;1
240;378;13;29;1
241;379;2;189;1
242;380;379;1;1
243;381;2;190;1
244;382;3;127;1
245;383;26;14;19
246;402;401;1;1
247;403;2;201;1
248;404;13;31;1
249;405;2;202;1
250;406;3;135;1
251;407;3;135;2
252;409;2;204;1
253;410;409;1;1
254;411;2;205;1
255;412;3;137;1
256;413;2;206;1
257;414;7;59;1
258;415;10;41;5
259;420;419;1;1
260;421;2;210;1
261;422;421;1;1
262;423;421;1;2
263;425;2;212;1
264;426;5;85;1
265;427;2;213;1
266;428;7;61;1
267;429;2;214;1
268;430;3;143;1
269;431;4;107;3
270;434;433;1;1
271;435;2;217;1
272;436;3;145;1
273;437;2;218;1
274;438;19;23;1
275;439;19;23;2
276;441;2;220;1
277;442;3;147;1
278;443;2;221;1
279;444;443;1;1
280;445;2;222;1
281;446;5;89;1
282;447;19;23;10
283;457;2;228;1
284;458;457;1;1
285;459;2;229;1
286;460;3;153;1
287;461;2;230;1
288;462;461;1;1
289;463;4;115;3
290;466;3;155;1
291;467;2;233;1
292;468;467;1;1
293;469;2;234;1
294;470;7;67;1
295;471;7;67;2
296;473;2;236;1
297;474;11;43;1
298;475;2;237;1
299;476;5;95;1
300;477;2;238;1
301;478;3;159;1
302;479;6;79;5
303;484;3;161;1
304;485;2;242;1
305;486;5;97;1
306;487;5;97;2
307;489;2;244;1
308;490;3;163;1
309;491;2;245;1
310;492;491;1;1
311;493;2;246;1
312;494;17;29;1
313;495;4;123;3
314;498;7;71;1
315;499;2;249;1
316;500;499;1;1
317;501;2;250;1
318;502;3;167;1
319;503;3;167;2
320;505;2;252;1
321;506;5;101;1
322;507;2;253;1
323;508;3;169;1
324;509;2;254;1
325;510;509;1;1
326;511;437;1;74
327;585;2;292;1
328;586;3;195;1
329;587;2;293;1
330;588;587;1;1
331;589;2;294;1
332;590;19;31;1
333;591;4;147;3
334;594;593;1;1
335;595;2;297;1
336;596;5;119;1
337;597;2;298;1
338;598;3;199;1
339;599;3;199;2
340;601;2;300;1
341;602;601;1;1
342;603;2;301;1
343;604;3;201;1
344;605;2;302;1
345;606;5;121;1
346;607;7;86;5
347;612;13;47;1
348;613;2;306;1
349;614;613;1;1
350;615;613;1;2
351;617;2;308;1
352;618;617;1;1
353;619;2;309;1
354;620;619;1;1
355;621;2;310;1
356;622;3;207;1
357;623;4;155;3
358;626;5;125;1
359;627;2;313;1
360;628;3;209;1
361;629;2;314;1
