n;A003512;weight;level;jump
1;3;0;0;4
2;7;0;0;4
3;11;4;2;3
4;14;5;2;4
5;18;7;2;4
6;22;6;3;4
7;26;23;1;3
8;29;5;5;4
9;33;29;1;4
10;37;11;3;4
11;41;19;2;3
12;44;5;8;4
13;48;11;4;4
14;52;7;7;3
15;55;17;3;4
16;59;5;11;4
17;63;59;1;4
18;67;4;16;3
19;70;6;11;4
20;74;5;14;4
21;78;37;2;4
22;82;79;1;3
23;85;9;9;4
24;89;5;17;4
25;93;89;1;4
26;97;47;2;3
27;100;6;16;4
28;104;5;20;4
29;108;5;21;3
30;111;107;1;4
31;115;37;3;4
32;119;5;23;4
33;123;4;30;3
34;126;61;2;4
35;130;6;21;4
36;134;5;26;4
37;138;5;27;3
38;141;137;1;4
39;145;47;3;4
40;149;5;29;4
41;153;5;30;3
42;156;8;19;4
43;160;6;26;4
44;164;7;23;3
45;167;163;1;4
46;171;167;1;4
47;175;9;19;4
48;179;4;44;3
49;182;89;2;4
50;186;7;26;4
51;190;6;31;4
52;194;191;1;3
53;197;193;1;4
54;201;197;1;4
55;205;101;2;3
56;208;6;34;4
57;212;8;26;4
58;216;53;4;4
59;220;7;31;3
60;223;73;3;4
61;227;223;1;4
62;231;227;1;4
63;235;4;58;3
64;238;6;39;4
65;242;7;34;4
66;246;11;22;4
67;250;13;19;3
68;253;83;3;4
69;257;11;23;4
70;261;6;43;3
71;264;5;52;4
72;268;6;44;4
73;272;67;4;4
74;276;7;39;3
75;279;5;55;4
76;283;9;31;4
77;287;283;1;4
78;291;4;72;3
79;294;5;58;4
80;298;6;49;4
81;302;149;2;4
82;306;101;3;3
83;309;5;61;4
84;313;103;3;4
85;317;157;2;3
86;320;79;4;4
87;324;5;64;4
88;328;6;54;4
89;332;7;47;3
90;335;331;1;4
91;339;5;67;4
92;343;113;3;4
93;347;4;86;3
94;350;173;2;4
95;354;5;70;4
96;358;6;59;4
97;362;359;1;3
98;365;19;19;4
99;369;5;73;4
100;373;5;74;3
101;376;6;62;4
102;380;8;47;4
103;384;5;76;4
104;388;5;77;3
105;391;9;43;4
106;395;17;23;4
107;399;5;79;4
108;403;4;100;3
109;406;6;67;4
110;410;7;58;4
111;414;137;3;3
112;417;7;59;4
113;421;139;3;4
114;425;421;1;4
115;429;6;71;3
116;432;107;4;4
117;436;6;72;4
118;440;109;4;4
119;444;7;63;3
120;447;443;1;4
121;451;149;3;4
122;455;11;41;4
123;459;4;114;3
124;462;229;2;4
125;466;6;77;4
126;470;467;1;3
127;473;7;67;4
128;477;11;43;4
129;481;9;53;4
130;485;241;2;3
131;488;11;44;4
132;492;8;61;4
133;496;6;82;4
134;500;7;71;3
135;503;499;1;4
136;507;503;1;4
137;511;13;39;4
138;515;4;128;3
139;518;257;2;4
140;522;7;74;4
141;526;523;1;3
142;529;5;105;4
143;533;23;23;4
144;537;13;41;4
145;541;269;2;3
146;544;5;108;4
147;548;8;68;4
148;552;137;4;4
149;556;7;79;3
150;559;5;111;4
151;563;13;43;4
152;567;563;1;4
153;571;4;142;3
154;574;5;114;4
155;578;7;82;4
156;582;193;3;3
157;585;7;83;4
158;589;5;117;4
159;593;19;31;4
160;597;6;99;3
161;600;149;4;4
162;604;5;120;4
163;608;151;4;4
164;612;7;87;3
165;615;13;47;4
166;619;5;123;4
167;623;4;155;3
168;626;311;2;4
169;630;313;2;4
170;634;5;126;4
171;638;5;127;3
172;641;7;91;4
173;645;641;1;4
174;649;5;129;4
175;653;5;130;3
176;656;163;4;4
177;660;8;82;4
178;664;5;132;4
179;668;5;133;3
180;671;23;29;4
181;675;11;61;4
182;679;4;169;3
183;682;6;113;4
184;686;11;62;4
185;690;7;98;4
186;694;691;1;3
187;697;7;99;4
188;701;17;41;4
189;705;701;1;4
190;709;353;2;3
191;712;6;118;4
192;716;8;89;4
193;720;179;4;4
194;724;7;103;3
195;727;241;3;4
196;731;727;1;4
197;735;4;183;3
198;738;367;2;4
199;742;6;123;4
200;746;7;106;4
201;750;9;83;3
202;753;7;107;4
203;757;251;3;4
204;761;757;1;4
205;765;6;127;3
206;768;191;4;4
207;772;6;128;4
208;776;773;1;3
209;779;5;155;4
210;783;19;41;4
211;787;9;87;4
212;791;4;197;3
213;794;5;158;4
214;798;397;2;4
215;802;6;133;4
216;806;11;73;3
217;809;5;161;4
218;813;809;1;4
219;817;271;3;4
220;821;409;2;3
221;824;5;164;4
222;828;8;103;4
223;832;829;1;3
224;835;277;3;4
225;839;5;167;4
226;843;839;1;4
227;847;4;211;3
228;850;6;141;4
229;854;5;170;4
230;858;7;122;4
231;862;859;1;3
232;865;7;123;4
233;869;5;173;4
234;873;11;79;4
235;877;19;46;3
236;880;6;146;4
237;884;5;176;4
238;888;5;177;3
239;891;887;1;4
240;895;9;99;4
241;899;5;179;4
242;903;4;225;3
243;906;11;82;4
244;910;6;151;4
245;914;5;182;4
246;918;5;183;3
247;921;7;131;4
248;925;307;3;4
249;929;5;185;4
250;933;5;186;3
251;936;233;4;4
252;940;6;156;4
253;944;941;1;3
254;947;23;41;4
255;951;947;1;4
256;955;317;3;4
257;959;4;239;3
258;962;479;2;4
259;966;13;74;4
260;970;6;161;4
261;974;971;1;3
262;977;7;139;4
263;981;977;1;4
264;985;491;2;3
265;988;6;164;4
266;992;13;76;4
267;996;8;124;4
268;1000;997;1;3
269;1003;9;111;4
270;1007;17;59;4
271;1011;19;53;4
272;1015;4;253;3
273;1018;6;169;4
274;1022;509;2;4
275;1026;7;146;4
276;1030;13;79;3
277;1033;7;147;4
278;1037;1033;1;4
279;1041;6;173;3
280;1044;5;208;4
281;1048;6;174;4
282;1052;8;131;4
283;1056;9;117;3
