n;A004742;weight;level;jump
1;0;0;0;1
2;1;0;0;1
3;2;0;0;1
4;3;2;1;1
5;4;0;0;2
6;6;5;1;1
7;7;2;3;1
8;8;7;1;1
9;9;6;1;3
10;12;5;2;2
11;14;13;1;1
12;15;2;7;1
13;16;3;5;1
14;17;2;8;1
15;18;17;1;1
16;19;7;2;5
17;24;23;1;1
18;25;11;2;3
19;28;13;2;2
20;30;29;1;1
21;31;2;15;1
22;32;31;1;1
23;33;2;16;1
24;34;3;11;1
25;35;2;17;1
26;36;17;2;2
27;38;37;1;1
28;39;10;3;9
29;48;47;1;1
30;49;2;24;1
31;50;7;7;1
32;51;23;2;5
33;56;5;11;1
34;57;6;9;3
35;60;29;2;2
36;62;61;1;1
37;63;2;31;1
38;64;3;21;1
39;65;2;32;1
40;66;5;13;1
41;67;2;33;1
42;68;3;22;2
43;70;3;23;1
44;71;2;35;1
45;72;71;1;1
46;73;5;14;3
47;76;37;2;2
48;78;7;11;1
49;79;31;2;17
50;96;5;19;1
51;97;2;48;1
52;98;97;1;1
53;99;2;49;1
54;100;7;14;2
55;102;101;1;1
56;103;47;2;9
57;112;3;37;1
58;113;2;56;1
59;114;113;1;1
60;115;10;11;5
61;120;7;17;1
62;121;59;2;3
63;124;61;2;2
64;126;5;25;1
65;127;2;63;1
66;128;127;1;1
67;129;2;64;1
68;130;3;43;1
69;131;2;65;1
70;132;5;26;2
71;134;7;19;1
72;135;2;67;1
73;136;3;45;1
74;137;67;2;3
75;140;3;46;2
76;142;3;47;1
77;143;2;71;1
78;144;11;13;1
79;145;2;72;1
80;146;5;29;1
81;147;71;2;5
82;152;151;1;1
83;153;5;30;3
84;156;7;22;2
85;158;157;1;1
86;159;42;3;33
87;192;191;1;1
88;193;2;96;1
89;194;193;1;1
90;195;2;97;1
91;196;97;2;2
92;198;197;1;1
93;199;2;99;1
94;200;199;1;1
95;201;6;33;3
96;204;101;2;2
97;206;5;41;1
98;207;19;10;17
99;224;223;1;1
100;225;2;112;1
101;226;3;75;1
102;227;2;113;1
103;228;113;2;2
104;230;229;1;1
105;231;37;6;9
106;240;239;1;1
107;241;2;120;1
108;242;241;1;1
109;243;7;34;5
110;248;13;19;1
111;249;6;41;3
112;252;5;50;2
113;254;11;23;1
114;255;2;127;1
115;256;3;85;1
116;257;2;128;1
117;258;257;1;1
118;259;2;129;1
119;260;3;86;2
120;262;3;87;1
121;263;2;131;1
122;264;263;1;1
123;265;131;2;3
124;268;7;38;2
125;270;269;1;1
126;271;2;135;1
127;272;271;1;1
128;273;2;136;1
129;274;3;91;1
130;275;6;45;5
131;280;3;93;1
132;281;139;2;3
133;284;3;94;2
134;286;3;95;1
135;287;2;143;1
136;288;7;41;1
137;289;2;144;1
138;290;17;17;1
139;291;2;145;1
140;292;5;58;2
141;294;293;1;1
142;295;11;26;9
143;304;3;101;1
144;305;2;152;1
145;306;5;61;1
146;307;151;2;5
147;312;311;1;1
148;313;5;62;3
149;316;157;2;2
150;318;317;1;1
151;319;127;2;65
152;384;383;1;1
153;385;2;192;1
154;386;5;77;1
155;387;2;193;1
156;388;193;2;2
157;390;389;1;1
158;391;2;195;1
159;392;17;23;1
160;393;5;78;3
161;396;197;2;2
162;398;397;1;1
163;399;2;199;1
164;400;3;133;1
165;401;2;200;1
166;402;401;1;1
167;403;199;2;5
168;408;11;37;1
169;409;7;58;3
170;412;5;82;2
171;414;7;59;1
172;415;191;2;33
173;448;3;149;1
174;449;2;224;1
175;450;449;1;1
176;451;2;225;1
177;452;3;150;2
178;454;3;151;1
179;455;2;227;1
180;456;5;91;1
181;457;227;2;3
182;460;229;2;2
183;462;461;1;1
184;463;223;2;17
185;480;479;1;1
186;481;2;240;1
187;482;13;37;1
188;483;2;241;1
189;484;241;2;2
190;486;5;97;1
191;487;239;2;9
192;496;3;165;1
193;497;2;248;1
194;498;7;71;1
195;499;13;38;5
196;504;503;1;1
197;505;251;2;3
198;508;11;46;2
199;510;509;1;1
200;511;2;255;1
201;512;7;73;1
202;513;2;256;1
203;514;3;171;1
204;515;2;257;1
205;516;257;2;2
206;518;11;47;1
207;519;2;259;1
208;520;3;173;1
209;521;7;74;3
210;524;3;174;2
211;526;3;175;1
212;527;2;263;1
213;528;17;31;1
214;529;2;264;1
215;530;23;23;1
216;531;263;2;5
217;536;5;107;1
218;537;6;89;3
219;540;269;2;2
220;542;541;1;1
221;543;2;271;1
222;544;3;181;1
223;545;2;272;1
224;546;5;109;1
225;547;2;273;1
226;548;3;182;2
227;550;3;183;1
228;551;271;2;9
229;560;13;43;1
230;561;2;280;1
231;562;3;187;1
232;563;6;93;5
233;568;3;189;1
234;569;283;2;3
235;572;3;190;2
236;574;3;191;1
237;575;2;287;1
238;576;5;115;1
239;577;2;288;1
240;578;577;1;1
241;579;2;289;1
242;580;17;34;2
243;582;7;83;1
244;583;2;291;1
245;584;11;53;1
246;585;6;97;3
247;588;293;2;2
248;590;19;31;1
249;591;41;14;17
250;608;607;1;1
251;609;2;304;1
252;610;3;203;1
253;611;2;305;1
254;612;5;122;2
255;614;613;1;1
256;615;101;6;9
257;624;7;89;1
258;625;2;312;1
259;626;5;125;1
260;627;311;2;5
261;632;631;1;1
262;633;5;126;3
263;636;317;2;2
264;638;7;91;1
265;639;170;3;129
266;768;13;59;1
267;769;2;384;1
268;770;769;1;1
269;771;2;385;1
270;772;5;154;2
271;774;773;1;1
272;775;2;387;1
273;776;5;155;1
274;777;6;129;3
275;780;389;2;2
276;782;11;71;1
277;783;2;391;1
278;784;3;261;1
279;785;2;392;1
280;786;5;157;1
281;787;17;46;5
282;792;7;113;1
283;793;5;158;3
284;796;397;2;2
285;798;797;1;1
286;799;2;399;1
287;800;17;47;1
288;801;2;400;1
289;802;3;267;1
290;803;2;401;1
291;804;401;2;2
292;806;5;161;1
293;807;14;57;9
294;816;5;163;1
295;817;2;408;1
296;818;19;43;1
297;819;11;74;5
298;824;823;1;1
299;825;6;137;3
300;828;7;118;2
301;830;829;1;1
302;831;383;2;65
303;896;5;179;1
304;897;2;448;1
305;898;3;299;1
306;899;2;449;1
307;900;449;2;2
308;902;17;53;1
309;903;2;451;1
310;904;3;301;1
311;905;11;82;3
312;908;3;302;2
313;910;3;303;1
314;911;2;455;1
315;912;911;1;1
316;913;2;456;1
317;914;11;83;1
318;915;7;130;5
319;920;919;1;1
320;921;6;153;3
321;924;461;2;2
322;926;5;185;1
323;927;149;6;33
324;960;7;137;1
325;961;2;480;1
326;962;31;31;1
327;963;2;481;1
328;964;13;74;2
329;966;5;193;1
330;967;2;483;1
331;968;967;1;1
332;969;6;161;3
333;972;5;194;2
334;974;7;139;1
335;975;479;2;17
336;992;991;1;1
337;993;2;496;1
338;994;3;331;1
339;995;2;497;1
340;996;7;142;2
341;998;997;1;1
342;999;10;99;9
343;1008;19;53;1
344;1009;2;504;1
345;1010;1009;1;1
346;1011;503;2;5
347;1016;5;203;1
348;1017;6;169;3
349;1020;509;2;2
350;1022;1021;1;1
351;1023;2;511;1
352;1024;3;341;1
353;1025;2;512;1
354;1026;5;205;1
355;1027;2;513;1
356;1028;3;342;2
357;1030;3;343;1
358;1031;2;515;1
359;1032;1031;1;1
